scope,n,activation,lo,hi,delta_mag_median_m,model,gate,source,tau
FOD,3561,0.0,0.0,0.0,0.0370509140193462,cinque,c2,stAs0,1.5485117435455322
Intersections,4772,0.0004191114836546,0.0,0.0013149243918474,0.0423015132546424,cinque,c2,stAs0,1.5485117435455322
straight_yaw,11597,0.0278520306975942,0.0214848358935315,0.0349054508276854,0.3498036861419678,lebowski,none,stAs0,1.4076549708843231
pre_onset,1458,0.0096021947873799,0.0020645520285344,0.0193135638904439,0.1909530907869339,lebowski,none,stAs0,1.4076549708843231
all,19663,0.0192239231043075,0.0151111652487933,0.0236835990075501,0.2732821404933929,lebowski,none,stAs0,1.4076549708843231
Pedestrians,1831,0.0125614418350628,0.0049995847176079,0.0215336898729223,0.2349811792373657,lebowski,none,stAs0,1.4076549708843231
Cyclists,2830,0.0162544169611307,0.0067980965329707,0.0297294618675668,0.209966093301773,lebowski,none,stAs0,1.4076549708843231
Cut_ins,885,0.0135593220338983,0.0022050716648291,0.031425528078613,0.2520806193351745,lebowski,none,stAs0,1.4076549708843231
FOD,3561,0.026677899466442,0.0143825797600893,0.041690879524468,0.2776228785514831,lebowski,none,stAs0,1.4076549708843231
Intersections,4772,0.0222129086336965,0.0142679835663909,0.0311656741347163,0.3011141121387481,lebowski,none,stAs0,1.4076549708843231
straight_yaw,11597,0.0111235664395964,0.0076449681350234,0.0150307818240553,0.1855726689100265,lebowski,g1,stAs0,1.4076549708843231
pre_onset,1458,0.0048010973936899,0.0007812043306703,0.00976290097629,0.1514193564653396,lebowski,g1,stAs0,1.4076549708843231
all,19663,0.0082388241875603,0.0058461330942953,0.0108827898282119,0.1655162274837494,lebowski,g1,stAs0,1.4076549708843231
Pedestrians,1831,0.0087383943200436,0.0023765673753469,0.016694665082026,0.1523127257823944,lebowski,g1,stAs0,1.4076549708843231
Cyclists,2830,0.0056537102473498,0.0018613658990138,0.0104207374079903,0.1388511657714843,lebowski,g1,stAs0,1.4076549708843231
Cut_ins,885,0.0022598870056497,0.0,0.005688282138794,0.15335513651371,lebowski,g1,stAs0,1.4076549708843231
FOD,3561,0.0092670598146588,0.0038986083434272,0.0158911357891358,0.1643974781036377,lebowski,g1,stAs0,1.4076549708843231
Intersections,4772,0.0123637887678122,0.0065319452949581,0.0196746642623997,0.1749225854873657,lebowski,g1,stAs0,1.4076549708843231
straight_yaw,11597,0.0,0.0,0.0,0.0,lebowski,g3,stAs0,1.4076549708843231
pre_onset,1458,0.0,0.0,0.0,0.0,lebowski,g3,stAs0,1.4076549708843231
all,19663,0.0,0.0,0.0,0.0,lebowski,g3,stAs0,1.4076549708843231
Pedestrians,1831,0.0,0.0,0.0,0.0,lebowski,g3,stAs0,1.4076549708843231
Cyclists,2830,0.0,0.0,0.0,0.0,lebowski,g3,stAs0,1.4076549708843231
Cut_ins,885,0.0,0.0,0.0,0.0,lebowski,g3,stAs0,1.4076549708843231
FOD,3561,0.0,0.0,0.0,0.0,lebowski,g3,stAs0,1.4076549708843231
Intersections,4772,0.0,0.0,0.0,0.0,lebowski,g3,stAs0,1.4076549708843231
straight_yaw,11597,0.0006036043804432,8.818225568622185e-05,0.0012250988184594,0.040005087852478,lebowski,g2,stAs0,1.4076549708843231
pre_onset,1458,0.0,0.0,0.0,0.0220685563981533,lebowski,g2,stAs0,1.4076549708843231
all,19663,0.000661140212582,0.0001032512534325,0.001435505698067,0.03075597807765,lebowski,g2,stAs0,1.4076549708843231
Pedestrians,1831,0.0021845985800109,0.0,0.0051256423398914,0.0327799208462238,lebowski,g2,stAs0,1.4076549708843231
Cyclists,2830,0.0,0.0,0.0,0.0317467898130416,lebowski,g2,stAs0,1.4076549708843231
Cut_ins,885,0.0,0.0,0.0,0.0445355102419853,lebowski,g2,stAs0,1.4076549708843231
FOD,3561,0.0005616399887672,0.0,0.0017436918351209,0.0271925441920757,lebowski,g2,stAs0,1.4076549708843231
Intersections,4772,0.0014668901927912,0.0,0.0042753818683217,0.0283599365502595,lebowski,g2,stAs0,1.4076549708843231
straight_yaw,11597,0.0,0.0,0.0,0.0561054870486259,lebowski,c2,stAs0,1.4076549708843231
pre_onset,1458,0.0,0.0,0.0,0.0306272245943546,lebowski,c2,stAs0,1.4076549708843231
