set,examinee,scope,L_s,pairs,null_cases,area_L_10,area_lo,area_hi,null_area_L_10,null_lo,null_hi,area_minus_null,diff_lo,diff_hi,area_L_3_descriptive,A3,A3_lo,A3_hi,A3_null,A3_null_lo,A3_null_hi,A3_minus_null,A3_diff_lo,A3_diff_hi,area_reactive_only_L_10,end_all,end_reactive_only,null_end
ba,M-C pair (mu=0) [lebowski],pooled,0.3,147,68,0.47313619325281137,0.3863650321239607,0.5535068657092469,0.24699879951980794,0.15604741896758706,0.3424369747899159,0.22613739373300343,0.10361894757903174,0.3460215607982323,0.1642371234207969,0.1642371234207969,0.0883581349206349,0.250251400560224,0.17436974789915966,0.09558823529411765,0.25842962184873935,-0.010132624478362745,-0.1243515114379085,0.107469237695078,0.42232403165347776,0.8231292517006803,0.7687074829931972,0.3088235294117647
ba,M-C pair qwen [lebowski],pooled,0.3,147,68,0.500485908649174,0.41537803449342503,0.5831153504880209,0.34093637454981995,0.24068127250900376,0.442684573829532,0.15954953409935402,0.030037940176069946,0.2933195290694891,0.17492711370262395,0.17492711370262395,0.09262798795407491,0.26871471993052537,0.2111344537815126,0.12707457983193277,0.3056985294117646,-0.03620734007888865,-0.1596842903828198,0.09259386446886438,0.43731778425655965,0.8367346938775511,0.7891156462585034,0.45588235294117646
ba,M-C pair op [lebowski],pooled,0.1,147,68,0.42394557823129253,0.34205833333333324,0.5056107936507933,0.35147058823529403,0.26027205882352944,0.4520808823529413,0.0724749899959985,-0.057041312002837526,0.19710961618690018,0.09523809523809525,0.09523809523809525,0.04536643026004729,0.1550516795865632,0.21862745098039216,0.1342892156862745,0.3058823529411765,-0.12338935574229691,-0.22666217320261442,-0.02485648976571763,0.3600000000000001,0.7482993197278912,0.7142857142857143,0.4852941176470588
ba,M-C hard [lebowski],pooled,0.3,147,68,0.2912675274191309,0.22370019436345967,0.3630092764378478,0.2992196878751501,0.21068427370948384,0.39946728691476613,-0.007952160456019153,-0.10922892200358379,0.09551403894891268,0.029640427599611274,0.029640427599611274,0.007783882783882784,0.057838589981447044,0.17752100840336135,0.09558823529411764,0.2710084033613446,-0.14788058080375008,-0.2366188181621854,-0.06497087471352188,0.242260169373872,0.5986394557823129,0.5714285714285714,0.4264705882352941
ba,M-C uniform [lebowski],pooled,0.3,147,68,0.2907122032486464,0.22403975774707052,0.36188350340136055,0.30732292917166865,0.21788715486194477,0.4021758703481394,-0.016610725923022263,-0.12330286281179158,0.09258362814822886,0.02866861030126336,0.02866861030126336,0.008795642763034068,0.0535778985507246,0.18697478991596642,0.10399159663865545,0.27628676470588226,-0.15830617961470306,-0.24658917138283878,-0.07479338425265583,0.23823406913785922,0.5918367346938775,0.564625850340136,0.4264705882352941
ba,gate any,pooled,0.0,147,68,0.44324396425236773,0.3322471655328798,0.5521713098162826,0.0,0.0,0.0,0.44324396425236773,0.3322471655328798,0.5521713098162826,0.23639455782312924,0.23639455782312924,0.13482442348008383,0.339129577020202,0.0,0.0,0.0,0.23639455782312924,0.13482442348008383,0.339129577020202,0.4217687074829933,0.6870748299319728,0.6802721088435374,0.0
ba,gate pedestrian,pooled,0.0,147,68,0.3506736027744431,0.23017073979350186,0.4669760812126267,0.0,0.0,0.0,0.3506736027744431,0.23017073979350186,0.4669760812126267,0.23639455782312924,0.23639455782312924,0.13482442348008383,0.339129577020202,0.0,0.0,0.0,0.23639455782312924,0.13482442348008383,0.339129577020202,0.34947312258236624,0.40816326530612246,0.40816326530612246,0.0
ba,gate ttc,pooled,0.0,147,68,0.29718554088301985,0.2029608808248485,0.3944624145954677,0.0,0.0,0.0,0.29718554088301985,0.2029608808248485,0.3944624145954677,0.09566326530612243,0.09566326530612243,0.04166666666666667,0.15817160197412294,0.0,0.0,0.0,0.09566326530612243,0.04166666666666667,0.15817160197412294,0.25610244097639057,0.47619047619047616,0.4217687074829932,0.0
ba,gate intrusion,pooled,0.0,147,68,0.3496065092703749,0.2575655794232588,0.44132559690542883,0.0,0.0,0.0,0.3496065092703749,0.2575655794232588,0.44132559690542883,0.09566326530612243,0.09566326530612243,0.04166666666666667,0.15817160197412294,0.0,0.0,0.0,0.09566326530612243,0.04166666666666667,0.15817160197412294,0.2882486327864479,0.6190476190476191,0.5578231292517006,0.0
ba,gate any (L = 0.6 s),pooled,0.6,147,68,0.4628684807256236,0.34906442901234563,0.5733742384040879,0.0,0.0,0.0,0.4628684807256236,0.34906442901234563,0.5733742384040879,0.261119832548404,0.261119832548404,0.15656983087834153,0.3696234565207905,0.0,0.0,0.0,0.261119832548404,0.15656983087834153,0.3696234565207905,0.4400510204081633,0.6870748299319728,0.6802721088435374,0.0
ba,TFv6 target speed,pedestrian,0.1,63,42,0.042857142857142844,0.0,0.14210526315789476,0.0,0.0,0.0,0.042857142857142844,0.0,0.14210526315789476,0.031746031746031744,0.031746031746031744,0.0,0.10526315789473686,0.0,0.0,0.0,0.031746031746031744,0.0,0.10526315789473686,0.0,0.047619047619047616,0.0,0.0
ba,TFv6 waypoint speed 2 s,pedestrian,0.1,63,42,0.6676190476190474,0.5525915032679737,0.779657894736842,0.2671428571428571,0.15095238095238106,0.3942857142857143,0.4004761904761903,0.26041033509700184,0.5488118530020706,0.3492063492063492,0.3492063492063492,0.2010090030742205,0.5077817460317461,0.19682539682539685,0.08888888888888889,0.32380952380952377,0.15238095238095234,-0.016301544168392055,0.33249895572263993,0.5263492063492063,0.8571428571428571,0.7142857142857143,0.3333333333333333
ba,TFv6 target speed (decoded scalar),pedestrian,0.1,63,42,0.042857142857142844,0.0,0.14210526315789476,0.0,0.0,0.0,0.042857142857142844,0.0,0.14210526315789476,0.031746031746031744,0.031746031746031744,0.0,0.10526315789473686,0.0,0.0,0.0,0.031746031746031744,0.0,0.10526315789473686,0.0,0.047619047619047616,0.0,0.0
ba,ridge ego,pedestrian,0.0,63,42,0.39682539682539686,0.24863678804855277,0.534910904712762,0.013538748832866482,0.0,0.04061624649859943,0.38328664799253037,0.23289371304077186,0.5241963255890593,0.15873015873015872,0.15873015873015872,0.055201231060606065,0.27292245370370377,0.0,0.0,0.0,0.15873015873015872,0.055201231060606065,0.27292245370370377,0.34702769996887634,0.5555555555555556,0.49206349206349204,0.023809523809523808
ba,ridge_late L18_last,pedestrian,0.3,63,42,0.0,0.0,0.0,0.08503401360544216,0.019436345966958226,0.17055393586005843,-0.08503401360544216,-0.17055393586005843,-0.019436345966958226,0.0,0.0,0.0,0.0,0.05952380952380952,0.008503401360544217,0.11909013605442155,-0.05952380952380952,-0.11909013605442177,-0.008503401360544217,0.0,0.0,0.0,0.09523809523809523
ba,ridge_late L18_mean,pedestrian,0.3,63,42,0.0,0.0,0.0,0.09426627793974732,0.02380952380952381,0.17978620019436345,-0.09426627793974732,-0.17978620019436345,-0.02380952380952381,0.0,0.0,0.0,0.0,0.04931972789115646,0.006802721088435374,0.11224489795918366,-0.04931972789115646,-0.11224489795918366,-0.006802721088435374,0.0,0.0,0.0,0.11904761904761904
