a,b,group,n,dDS,dDS_lo,dDS_hi,dSR,dSR_lo,dSR_hi,bar_DS,bar_SR,noise_ref,within_noise_DS,within_noise_SR
tfv6.user,sparsedrivev2,lead_hard_brake,5,-20.0,-60.0,0.0,-20.0,-60.0,0.0,0.0,0.0,BLUE,False,False
tfv6.user,sparsedrivev2,junction_violator,15,-2.0348083333333316,-21.271098235,17.139815143333312,13.333333333333334,-20.0,46.666666666666664,7.148928433953858,18.856180831641268,BLUE,True,True
tfv6.user,simlingo.user,all,200,2.108078765,-2.82974518175,6.960914444375001,8.5,0.5,16.5,2.274322700076839,4.982137319851344,BLUE,True,False
tfv6.user,simlingo.user,sudden,64,-3.2535937500000003,-12.13269765625,5.309275781249998,0.0,-12.5,14.0625,2.537501042048273,6.144950501563595,BLUE,False,True
tfv6.user,simlingo.user,vru_emerging,10,-20.0,-40.0,0.0,-30.0,-60.0,0.0,5.773502691896258,11.547005383792515,BLUE,False,False
tfv6.user,simlingo.user,vru_crossing,20,-2.3,-15.8,9.4,0.0,-20.0,20.0,4.5077710678338585,10.000000000000002,BLUE,True,True
tfv6.user,simlingo.user,cut_in,14,7.593571428571429,0.0,18.945714285714285,14.285714285714286,0.0,35.714285714285715,4.173124247658409,10.432810619146023,BLUE,False,False
tfv6.user,simlingo.user,lead_hard_brake,5,-20.0,-60.0,0.0,-20.0,-60.0,0.0,0.0,0.0,BLUE,False,False
tfv6.user,simlingo.user,junction_violator,15,2.0973333333333337,-24.309326666666664,26.502480000000002,13.333333333333334,-26.666666666666668,53.333333333333336,7.148928433953858,18.856180831641268,BLUE,True,True
tfv6.user,r2se,all,200,2.67580345,-1.5441001373749992,6.912195758374998,9.0,2.0,16.5,2.274322700076839,4.982137319851344,BLUE,False,False
tfv6.user,r2se,sudden,64,-7.1121875,-14.8357265625,0.07531250000000012,-7.8125,-18.75,3.125,2.537501042048273,6.144950501563595,BLUE,False,False
tfv6.user,r2se,vru_emerging,10,-15.0,-35.0,0.0,-20.0,-50.0,0.0,5.773502691896258,11.547005383792515,BLUE,False,False
tfv6.user,r2se,vru_crossing,20,-4.1,-17.0,6.7,-5.0,-20.0,10.0,4.5077710678338585,10.000000000000002,BLUE,True,True
tfv6.user,r2se,cut_in,14,0.0,0.0,0.0,0.0,0.0,0.0,4.173124247658409,10.432810619146023,BLUE,False,False
tfv6.user,r2se,lead_hard_brake,5,-7.2,-60.0,38.4,0.0,-60.0,60.0,0.0,0.0,BLUE,False,False
tfv6.user,r2se,junction_violator,15,-12.478666666666667,-31.965333333333334,4.666666666666667,-13.333333333333334,-46.666666666666664,20.0,7.148928433953858,18.856180831641268,BLUE,False,True
tfv6.user,tfpp,all,200,4.393921395,-0.06602263037499945,8.923625779875,11.0,3.0,19.5,2.274322700076839,4.982137319851344,BLUE,False,False
tfv6.user,tfpp,sudden,64,-3.42690328125,-10.70125,4.005155535156249,-1.5625,-12.5,9.375,2.537501042048273,6.144950501563595,BLUE,False,True
tfv6.user,tfpp,vru_emerging,10,7.439219,-15.0,32.317657,20.0,-20.0,60.0,5.773502691896258,11.547005383792515,BLUE,False,False
tfv6.user,tfpp,vru_crossing,20,-2.25,-16.0,10.0,0.0,-20.0,20.0,4.5077710678338585,10.000000000000002,BLUE,True,True
tfv6.user,tfpp,cut_in,14,5.604714285714286,0.0,16.81414285714286,7.142857142857143,0.0,21.428571428571427,4.173124247658409,10.432810619146023,BLUE,False,False
tfv6.user,tfpp,lead_hard_brake,5,-12.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,BLUE,False,False
tfv6.user,tfpp,junction_violator,15,-17.812,-32.4271,-5.333333333333333,-26.666666666666668,-53.333333333333336,-6.666666666666667,7.148928433953858,18.856180831641268,BLUE,False,False
tfv6.user,minddrive3b,all,198,8.228114313131314,3.5548757332070706,12.80308194330808,19.19191919191919,12.121212121212121,26.262626262626263,2.274322700076839,4.982137319851344,BLUE,False,False
tfv6.user,minddrive3b,sudden,64,1.5330099062499998,-7.3532889296875,10.117115799218748,6.25,-6.25,18.75,2.537501042048273,6.144950501563595,BLUE,True,False
tfv6.user,minddrive3b,vru_emerging,10,-12.346,-25.0,0.0,-20.0,-50.0,0.0,5.773502691896258,11.547005383792515,BLUE,False,False
tfv6.user,minddrive3b,vru_crossing,20,3.4896958499999995,-9.0,16.865639899999998,15.0,-5.0,35.0,4.5077710678338585,10.000000000000002,BLUE,True,False
tfv6.user,minddrive3b,cut_in,14,2.9869999999999997,0.0,8.961,7.142857142857143,0.0,21.428571428571427,4.173124247658409,10.432810619146023,BLUE,False,False
tfv6.user,minddrive3b,lead_hard_brake,5,-20.0,-60.0,0.0,-20.0,-60.0,0.0,0.0,0.0,BLUE,False,False
tfv6.user,minddrive3b,junction_violator,15,13.997381133333333,-13.762107231666665,40.785945763333324,20.0,-13.333333333333334,53.333333333333336,7.148928433953858,18.856180831641268,BLUE,False,False
tfv6.user,orion_lite.a100,all,200,8.32275576,3.5102138913750003,13.031646048999999,20.5,12.487500000000011,29.0,2.274322700076839,4.982137319851344,BLUE,False,False
tfv6.user,orion_lite.a100,sudden,64,-2.936158796875,-11.297616949609374,5.051576151953121,0.0,-12.5,12.5,2.537501042048273,6.144950501563595,BLUE,False,True
tfv6.user,orion_lite.a100,vru_emerging,10,-2.1599999999999993,-25.0,23.520000000000003,0.0,-40.0,40.0,5.773502691896258,11.547005383792515,BLUE,True,True
tfv6.user,orion_lite.a100,vru_crossing,20,1.82732235,-12.1978844025,14.21781775,15.0,-10.0,40.0,4.5077710678338585,10.000000000000002,BLUE,True,False
tfv6.user,orion_lite.a100,cut_in,14,2.857142857142857,0.0,8.571428571428571,7.142857142857143,0.0,21.428571428571427,4.173124247658409,10.432810619146023,BLUE,False,False
tfv6.user,orion_lite.a100,lead_hard_brake,5,-20.0,-60.0,0.0,-20.0,-60.0,0.0,0.0,0.0,BLUE,False,False
tfv6.user,orion_lite.a100,junction_violator,15,-9.524040666666668,-29.635507999999998,9.158853333333331,-20.0,-46.666666666666664,6.666666666666667,7.148928433953858,18.856180831641268,BLUE,False,False
blue.r1,sparsedrivev2,all,209,1.4511209999999997,-1.4602408924641153,4.513250473923445,7.655502392344498,0.9569377990430622,14.832535885167465,2.274322700076839,4.982137319851344,BLUE,True,False
blue.r1,sparsedrivev2,sudden,65,5.9965955846153856,0.6383380592307689,11.860951651923077,18.46153846153846,7.6923076923076925,29.23076923076923,2.537501042048273,6.144950501563595,BLUE,False,False
blue.r1,sparsedrivev2,vru_emerging,10,0.0,0.0,0.0,0.0,0.0,0.0,5.773502691896258,11.547005383792515,BLUE,False,False
blue.r1,sparsedrivev2,vru_crossing,20,13.855615349999999,4.8083497,24.711230699999998,40.0,20.0,60.0,4.5077710678338585,10.000000000000002,BLUE,False,False
blue.r1,sparsedrivev2,cut_in,15,-4.4206666666666665,-15.928666666666667,5.333333333333333,-6.666666666666667,-26.666666666666668,13.333333333333334,4.173124247658409,10.432810619146023,BLUE,False,True
blue.r1,sparsedrivev2,lead_hard_brake,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BLUE,False,False
blue.r1,sparsedrivev2,junction_violator,15,11.9317604,-1.8572729999999997,27.560624266666665,33.333333333333336,13.333333333333334,60.0,7.148928433953858,18.856180831641268,BLUE,False,False
blue.r1,simlingo.user,all,209,3.5385764593301436,0.6302345732057419,6.468157396650716,7.655502392344498,1.9138755980861244,13.397129186602871,2.274322700076839,4.982137319851344,BLUE,False,False
blue.r1,simlingo.user,sudden,65,5.153208169230769,1.4510543230769233,9.574650612692304,10.76923076923077,3.076923076923077,18.46153846153846,2.537501042048273,6.144950501563595,BLUE,False,False
blue.r1,simlingo.user,vru_emerging,10,0.0,0.0,0.0,0.0,0.0,0.0,5.773502691896258,11.547005383792515,BLUE,False,False
blue.r1,simlingo.user,vru_crossing,20,4.7,0.0,12.6,10.0,0.0,25.0,4.5077710678338585,10.000000000000002,BLUE,False,False
blue.r1,simlingo.user,cut_in,15,0.0,0.0,0.0,0.0,0.0,0.0,4.173124247658409,10.432810619146023,BLUE,False,False
blue.r1,simlingo.user,lead_hard_brake,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BLUE,False,False
blue.r1,simlingo.user,junction_violator,15,16.063902066666667,3.4879020666666665,30.353264514999996,33.333333333333336,13.333333333333334,60.0,7.148928433953858,18.856180831641268,BLUE,False,False
blue.r1,r2se,all,209,4.2203417081339705,0.6507467496411485,7.79648759868421,7.177033492822966,0.0,14.354066985645932,2.274322700076839,4.982137319851344,BLUE,False,False
blue.r1,r2se,sudden,65,1.3539774,-3.1239909442307683,5.943362015384616,3.076923076923077,-4.615384615384615,12.307692307692308,2.537501042048273,6.144950501563595,BLUE,True,True
blue.r1,r2se,vru_emerging,10,5.0,0.0,15.0,10.0,0.0,30.0,5.773502691896258,11.547005383792515,BLUE,False,False
blue.r1,r2se,vru_crossing,20,2.9,0.0,8.7,5.0,0.0,15.0,4.5077710678338585,10.000000000000002,BLUE,False,False
blue.r1,r2se,cut_in,15,-7.0873333333333335,-17.682666666666666,0.0,-13.333333333333334,-33.333333333333336,0.0,4.173124247658409,10.432810619146023,BLUE,False,False
blue.r1,r2se,lead_hard_brake,5,12.8,0.0,38.4,20.0,0.0,60.0,0.0,0.0,BLUE,False,False
blue.r1,r2se,junction_violator,15,1.4879020666666671,-8.490862533333333,10.666666666666666,6.666666666666667,-13.333333333333334,26.666666666666668,7.148928433953858,18.856180831641268,BLUE,True,True
blue.r1,tfpp,all,209,5.873028736842105,2.258419912799043,9.634949383851675,9.090909090909092,1.9138755980861244,16.267942583732058,2.274322700076839,4.982137319851344,BLUE,False,False
blue.r1,tfpp,sudden,65,4.982564938461539,-0.9456487492307691,11.135378080769229,9.23076923076923,-1.5384615384615385,20.0,2.537501042048273,6.144950501563595,BLUE,False,False
blue.r1,tfpp,vru_emerging,10,27.439219,10.0,44.878438,50.0,20.0,80.0,5.773502691896258,11.547005383792515,BLUE,False,False
blue.r1,tfpp,vru_crossing,20,4.75,0.0,13.25,10.0,0.0,25.0,4.5077710678338585,10.000000000000002,BLUE,False,False
blue.r1,tfpp,cut_in,15,-1.8562666666666663,-15.928666666666667,13.026533333333335,-6.666666666666667,-26.666666666666668,13.333333333333334,4.173124247658409,10.432810619146023,BLUE,True,True
blue.r1,tfpp,lead_hard_brake,5,8.0,0.0,24.0,20.0,0.0,60.0,0.0,0.0,BLUE,False,False
blue.r1,tfpp,junction_violator,15,-3.8454312666666666,-13.87507401166666,5.333333333333333,-6.666666666666667,-26.666666666666668,13.333333333333334,7.148928433953858,18.856180831641268,BLUE,True,True
blue.r1,minddrive3b,all,207,9.79912084057971,5.577437965579709,14.027794675362317,17.391304347826086,10.144927536231885,24.63768115942029,2.274322700076839,4.982137319851344,BLUE,False,False
blue.r1,minddrive3b,sudden,65,9.86617176923077,3.700845576923077,16.40643504230769,16.923076923076923,6.153846153846154,27.692307692307693,2.537501042048273,6.144950501563595,BLUE,False,False
blue.r1,minddrive3b,vru_emerging,10,7.653999999999999,0.0,22.961999999999996,10.0,0.0,30.0,5.773502691896258,11.547005383792515,BLUE,False,False
blue.r1,minddrive3b,vru_crossing,20,10.48969585,2.03448255,21.184862603749995,25.0,10.0,45.0,4.5077710678338585,10.000000000000002,BLUE,False,False
blue.r1,minddrive3b,cut_in,15,-4.2994666666666665,-15.928666666666667,5.696933333333333,-6.666666666666667,-26.666666666666668,13.333333333333334,4.173124247658409,10.432810619146023,BLUE,False,True
blue.r1,minddrive3b,lead_hard_brake,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BLUE,False,False
blue.r1,minddrive3b,junction_violator,15,27.963949866666667,13.649706866666666,43.67137350666666,40.0,13.333333333333334,66.66666666666667,7.148928433953858,18.856180831641268,BLUE,False,False
blue.r1,orion_lite.a100,all,209,9.342095114832535,5.371303129425837,13.386707016148325,18.660287081339714,11.483253588516746,26.31578947368421,2.274322700076839,4.982137319851344,BLUE,False,False
blue.r1,orion_lite.a100,sudden,65,5.465759507692307,-0.6299346357692306,11.979125759230765,10.76923076923077,0.0,23.076923076923077,2.537501042048273,6.144950501563595,BLUE,False,False
blue.r1,orion_lite.a100,vru_emerging,10,17.84,0.0,36.36,30.0,0.0,60.0,5.773502691896258,11.547005383792515,BLUE,False,False
blue.r1,orion_lite.a100,vru_crossing,20,8.82732235,2.2228972,17.13223774625,25.0,5.0,45.0,4.5077710678338585,10.000000000000002,BLUE,False,False
blue.r1,orion_lite.a100,cut_in,15,-4.4206666666666665,-15.928666666666667,5.333333333333333,-6.666666666666667,-26.666666666666668,13.333333333333334,4.173124247658409,10.432810619146023,BLUE,False,True
blue.r1,orion_lite.a100,lead_hard_brake,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BLUE,False,False
blue.r1,orion_lite.a100,junction_violator,15,4.442528066666667,-12.602960466666666,23.326317333333336,0.0,-26.666666666666668,26.666666666666668,7.148928433953858,18.856180831641268,BLUE,True,True
sparsedrivev2,simlingo.user,all,209,2.0874554593301435,-1.4148935421052629,5.591932049401913,0.0,-7.655502392344498,7.177033492822966,2.274322700076839,4.982137319851344,BLUE,True,True
sparsedrivev2,simlingo.user,sudden,65,-0.8433874153846158,-7.8112202434615385,6.038697619230764,-7.6923076923076925,-21.53846153846154,4.615384615384615,2.537501042048273,6.144950501563595,BLUE,True,False
sparsedrivev2,simlingo.user,vru_emerging,10,0.0,0.0,0.0,0.0,0.0,0.0,5.773502691896258,11.547005383792515,BLUE,False,False
sparsedrivev2,simlingo.user,vru_crossing,20,-9.15561535,-22.41486959,3.7916502999999997,-30.0,-55.0,0.0,4.5077710678338585,10.000000000000002,BLUE,False,False
sparsedrivev2,simlingo.user,cut_in,15,4.4206666666666665,-5.333333333333333,15.928666666666667,6.666666666666667,-13.333333333333334,26.666666666666668,4.173124247658409,10.432810619146023,BLUE,False,True
sparsedrivev2,simlingo.user,lead_hard_brake,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BLUE,False,False
sparsedrivev2,simlingo.user,junction_violator,15,4.132141666666667,-17.094268186666664,24.236964943333305,0.0,-33.333333333333336,33.333333333333336,7.148928433953858,18.856180831641268,BLUE,True,True
sparsedrivev2,r2se,all,209,2.7692207081339713,-0.8307560305023923,6.519413597488039,-0.4784688995215311,-8.133971291866029,7.177033492822966,2.274322700076839,4.982137319851344,BLUE,False,True
sparsedrivev2,r2se,sudden,65,-4.642618184615385,-10.64373504730769,1.0941935107692284,-15.384615384615385,-27.692307692307693,-3.076923076923077,2.537501042048273,6.144950501563595,BLUE,False,False
sparsedrivev2,r2se,vru_emerging,10,5.0,0.0,15.0,10.0,0.0,30.0,5.773502691896258,11.547005383792515,BLUE,False,False
sparsedrivev2,r2se,vru_crossing,20,-10.955615349999999,-22.808421725000002,-1.3,-35.0,-55.0,-15.0,4.5077710678338585,10.000000000000002,BLUE,False,False
sparsedrivev2,r2se,cut_in,15,-2.6666666666666665,-8.0,0.0,-6.666666666666667,-20.0,0.0,4.173124247658409,10.432810619146023,BLUE,False,False
sparsedrivev2,r2se,lead_hard_brake,5,12.8,0.0,38.4,20.0,0.0,60.0,0.0,0.0,BLUE,False,False
sparsedrivev2,r2se,junction_violator,15,-10.443858333333333,-26.978367135,5.4600664,-26.666666666666668,-60.0,6.666666666666667,7.148928433953858,18.856180831641268,BLUE,False,False
sparsedrivev2,tfpp,all,209,4.421907736842106,0.5302852589712918,8.427100519138754,1.4354066985645932,-6.698564593301436,9.090909090909092,2.274322700076839,4.982137319851344,BLUE,False,True
sparsedrivev2,tfpp,sudden,65,-1.0140306461538462,-8.275341895384614,6.259037883076915,-9.23076923076923,-23.076923076923077,4.615384615384615,2.537501042048273,6.144950501563595,BLUE,True,False
sparsedrivev2,tfpp,vru_emerging,10,27.439219,10.0,44.878438,50.0,20.0,80.0,5.773502691896258,11.547005383792515,BLUE,False,False
sparsedrivev2,tfpp,vru_crossing,20,-9.105615349999999,-22.2016053925,4.45273435,-30.0,-55.0,-5.0,4.5077710678338585,10.000000000000002,BLUE,False,False
sparsedrivev2,tfpp,cut_in,15,2.5644000000000005,-8.0,15.693200000000001,0.0,-20.0,20.0,4.173124247658409,10.432810619146023,BLUE,True,True
sparsedrivev2,tfpp,lead_hard_brake,5,8.0,0.0,24.0,20.0,0.0,60.0,0.0,0.0,BLUE,False,False
sparsedrivev2,tfpp,junction_violator,15,-15.777191666666669,-29.32804894166667,-4.552120666666667,-40.0,-66.66666666666667,-13.333333333333334,7.148928433953858,18.856180831641268,BLUE,False,False
sparsedrivev2,minddrive3b,all,207,8.271849966183575,4.156831822342995,12.51266828043478,9.66183574879227,1.932367149758454,17.391304347826086,2.274322700076839,4.982137319851344,BLUE,False,False
sparsedrivev2,minddrive3b,sudden,65,3.869576184615384,-2.6687431838461544,10.789370527307693,-1.5384615384615385,-13.846153846153847,9.23076923076923,2.537501042048273,6.144950501563595,BLUE,False,True
sparsedrivev2,minddrive3b,vru_emerging,10,7.653999999999999,0.0,22.961999999999996,10.0,0.0,30.0,5.773502691896258,11.547005383792515,BLUE,False,False
sparsedrivev2,minddrive3b,vru_crossing,20,-3.3659195000000004,-16.34211432375,9.825792773749997,-15.0,-40.0,10.0,4.5077710678338585,10.000000000000002,BLUE,True,False
sparsedrivev2,minddrive3b,cut_in,15,0.12119999999999985,-8.0,8.3636,0.0,-20.0,20.0,4.173124247658409,10.432810619146023,BLUE,True,True
sparsedrivev2,minddrive3b,lead_hard_brake,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BLUE,False,False
sparsedrivev2,minddrive3b,junction_violator,15,16.03218946666667,-1.3099140516666667,34.34851477666666,6.666666666666667,-20.0,33.333333333333336,7.148928433953858,18.856180831641268,BLUE,False,True
sparsedrivev2,orion_lite.a100,all,209,7.890974114832536,3.9651250125598088,11.945862607057414,11.004784688995215,3.349282296650718,19.138755980861244,2.274322700076839,4.982137319851344,BLUE,False,False
sparsedrivev2,orion_lite.a100,sudden,65,-0.5308360769230769,-7.78549577,6.9356320046153845,-7.6923076923076925,-21.53846153846154,6.153846153846154,2.537501042048273,6.144950501563595,BLUE,True,False
sparsedrivev2,orion_lite.a100,vru_emerging,10,17.84,0.0,36.36,30.0,0.0,60.0,5.773502691896258,11.547005383792515,BLUE,False,False
sparsedrivev2,orion_lite.a100,vru_crossing,20,-5.028293,-18.285784813750002,7.189857899999998,-15.0,-40.0,10.0,4.5077710678338585,10.000000000000002,BLUE,False,False
sparsedrivev2,orion_lite.a100,cut_in,15,0.0,-8.0,8.0,0.0,-20.0,20.0,4.173124247658409,10.432810619146023,BLUE,True,True
sparsedrivev2,orion_lite.a100,lead_hard_brake,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BLUE,False,False
sparsedrivev2,orion_lite.a100,junction_violator,15,-7.489232333333334,-28.54738761833333,15.203686701666664,-33.333333333333336,-66.66666666666667,6.666666666666667,7.148928433953858,18.856180831641268,BLUE,False,False
simlingo.user,r2se,all,209,0.6817652488038278,-3.1471576263157903,4.413121577153109,-0.4784688995215311,-7.655502392344498,6.698564593301436,2.274322700076839,4.982137319851344,BLUE,True,True
simlingo.user,r2se,sudden,65,-3.799230769230769,-9.84662923076923,2.0307692307692307,-7.6923076923076925,-20.0,3.076923076923077,2.537501042048273,6.144950501563595,BLUE,False,False
simlingo.user,r2se,vru_emerging,10,5.0,0.0,15.0,10.0,0.0,30.0,5.773502691896258,11.547005383792515,BLUE,False,False
simlingo.user,r2se,vru_crossing,20,-1.8,-11.1,7.2,-5.0,-20.0,10.0,4.5077710678338585,10.000000000000002,BLUE,True,True
simlingo.user,r2se,cut_in,15,-7.0873333333333335,-17.682666666666666,0.0,-13.333333333333334,-33.333333333333336,0.0,4.173124247658409,10.432810619146023,BLUE,False,False
simlingo.user,r2se,lead_hard_brake,5,12.8,0.0,38.4,20.0,0.0,60.0,0.0,0.0,BLUE,False,False
simlingo.user,r2se,junction_violator,15,-14.575999999999999,-31.438933333333335,1.7333333333333334,-26.666666666666668,-60.0,6.666666666666667,7.148928433953858,18.856180831641268,BLUE,False,False
simlingo.user,tfpp,all,209,2.3344522775119616,-1.8095124116028707,6.512515176794258,1.4354066985645932,-6.698564593301436,9.569377990430622,2.274322700076839,4.982137319851344,BLUE,False,True
simlingo.user,tfpp,sudden,65,-0.1706432307692305,-7.453220153846154,7.258342226923077,-1.5384615384615385,-15.384615384615385,12.307692307692308,2.537501042048273,6.144950501563595,BLUE,True,True
simlingo.user,tfpp,vru_emerging,10,27.439219,10.0,44.878438,50.0,20.0,80.0,5.773502691896258,11.547005383792515,BLUE,False,False
simlingo.user,tfpp,vru_crossing,20,0.05,-9.6,11.25,0.0,-20.0,20.0,4.5077710678338585,10.000000000000002,BLUE,True,True
simlingo.user,tfpp,cut_in,15,-1.8562666666666663,-15.928666666666667,13.026533333333335,-6.666666666666667,-26.666666666666668,13.333333333333334,4.173124247658409,10.432810619146023,BLUE,True,True
simlingo.user,tfpp,lead_hard_brake,5,8.0,0.0,24.0,20.0,0.0,60.0,0.0,0.0,BLUE,False,False
simlingo.user,tfpp,junction_violator,15,-19.909333333333333,-35.08938666666667,-4.7296000000000005,-40.0,-66.66666666666667,-6.666666666666667,7.148928433953858,18.856180831641268,BLUE,False,False
simlingo.user,minddrive3b,all,207,6.535282859903381,2.001867068115942,10.985957450120772,9.66183574879227,1.932367149758454,17.391304347826086,2.274322700076839,4.982137319851344,BLUE,False,False
simlingo.user,minddrive3b,sudden,65,4.712963599999999,-3.1387923800000004,12.844838949999998,6.153846153846154,-7.6923076923076925,20.0,2.537501042048273,6.144950501563595,BLUE,False,False
simlingo.user,minddrive3b,vru_emerging,10,7.653999999999999,0.0,22.961999999999996,10.0,0.0,30.0,5.773502691896258,11.547005383792515,BLUE,False,False
simlingo.user,minddrive3b,vru_crossing,20,5.789695849999999,-6.3449170325,18.695039482499997,15.0,-10.0,40.0,4.5077710678338585,10.000000000000002,BLUE,False,False
simlingo.user,minddrive3b,cut_in,15,-4.2994666666666665,-15.928666666666667,5.696933333333333,-6.666666666666667,-26.666666666666668,13.333333333333334,4.173124247658409,10.432810619146023,BLUE,False,True
simlingo.user,minddrive3b,lead_hard_brake,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BLUE,False,False
simlingo.user,minddrive3b,junction_violator,15,11.9000478,-13.01874526,36.680254805,6.666666666666667,-33.333333333333336,46.666666666666664,7.148928433953858,18.856180831641268,BLUE,False,True
simlingo.user,orion_lite.a100,all,209,5.803518655502391,1.5417821297846899,10.117341666148326,11.004784688995215,3.349282296650718,18.660287081339714,2.274322700076839,4.982137319851344,BLUE,False,False
simlingo.user,orion_lite.a100,sudden,65,0.31255133846153826,-6.982197145384616,7.914189359999998,0.0,-13.846153846153847,13.846153846153847,2.537501042048273,6.144950501563595,BLUE,True,True
simlingo.user,orion_lite.a100,vru_emerging,10,17.84,0.0,36.36,30.0,0.0,60.0,5.773502691896258,11.547005383792515,BLUE,False,False
simlingo.user,orion_lite.a100,vru_crossing,20,4.12732235,-4.8469503000000005,13.743074649999981,15.0,-5.0,35.0,4.5077710678338585,10.000000000000002,BLUE,True,False
simlingo.user,orion_lite.a100,cut_in,15,-4.4206666666666665,-15.928666666666667,5.333333333333333,-6.666666666666667,-26.666666666666668,13.333333333333334,4.173124247658409,10.432810619146023,BLUE,False,True
simlingo.user,orion_lite.a100,lead_hard_brake,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BLUE,False,False
simlingo.user,orion_lite.a100,junction_violator,15,-11.621374000000001,-32.5056,11.789809133333327,-33.333333333333336,-66.66666666666667,0.0,7.148928433953858,18.856180831641268,BLUE,False,False
r2se,tfpp,all,209,1.6526870287081339,-1.6912767016746408,4.974524300598087,1.9138755980861244,-4.30622009569378,8.133971291866029,2.274322700076839,4.982137319851344,BLUE,True,True
r2se,tfpp,sudden,65,3.628587538461539,-2.2251201538461536,9.91664093076923,6.153846153846154,-4.615384615384615,16.923076923076923,2.537501042048273,6.144950501563595,BLUE,False,False
r2se,tfpp,vru_emerging,10,22.439219,5.0,39.878438,40.0,10.0,70.0,5.773502691896258,11.547005383792515,BLUE,False,False
r2se,tfpp,vru_crossing,20,1.85,-7.7,12.25,5.0,-10.0,20.0,4.5077710678338585,10.000000000000002,BLUE,True,True
r2se,tfpp,cut_in,15,5.231066666666667,0.0,15.693200000000001,6.666666666666667,0.0,20.0,4.173124247658409,10.432810619146023,BLUE,False,False
r2se,tfpp,lead_hard_brake,5,-4.8,-38.4,24.0,0.0,-60.0,60.0,0.0,0.0,BLUE,False,False
r2se,tfpp,junction_violator,15,-5.333333333333333,-16.0,5.333333333333333,-13.333333333333334,-40.0,13.333333333333334,7.148928433953858,18.856180831641268,BLUE,True,True
r2se,minddrive3b,all,207,5.475873502415459,1.2107239067632847,9.773913327415459,9.66183574879227,1.4492753623188406,17.8743961352657,2.274322700076839,4.982137319851344,BLUE,False,False
r2se,minddrive3b,sudden,65,8.51219436923077,2.339025664615385,15.219284568846152,13.846153846153847,3.076923076923077,24.615384615384617,2.537501042048273,6.144950501563595,BLUE,False,False
r2se,minddrive3b,vru_emerging,10,2.653999999999999,-15.0,22.961999999999996,0.0,-30.0,30.0,5.773502691896258,11.547005383792515,BLUE,True,True
r2se,minddrive3b,vru_crossing,20,7.58969585,0.8741783999999999,16.78448255,20.0,5.0,40.0,4.5077710678338585,10.000000000000002,BLUE,False,False
r2se,minddrive3b,cut_in,15,2.7878666666666665,0.0,8.3636,6.666666666666667,0.0,20.0,4.173124247658409,10.432810619146023,BLUE,False,False
