direction,arm,judge,scope,subset,n,value,delta,lo,hi,halfwidth,meets_threshold
0,A ridge_late pooled (qwen4b L18),ADE vs log,s_ego deciles 1-9,pre_onset,536,1.878627061843872,-0.00955174583941698,-0.053232935332293146,0.03638777622232663,0.04481035577730989,False
0,d vjepa2 mean,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.8777674436569214,-0.010411247611045837,-0.05659548134137508,0.037210067771435235,0.04690277455640515,False
0,d2 qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.8663444519042969,-0.02183443121612072,-0.037223088792662874,-0.00638949190280841,0.015416798444927233,False
0,d2 qwenvid L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.8647078275680542,-0.023470915853977203,-0.057666861238040705,0.008859082085410731,0.03326297166172572,False
0,op-small temporal,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.8697785139083862,-0.018400093540549278,-0.1296197613047974,0.09764870821432516,0.11363423475956128,False
0,op-small vision,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.9013956785202026,0.013216977939009666,-0.07848810777197038,0.10456875288339781,0.0915284303276841,False
0,op-small hidden,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.8990166187286377,0.01083784643560648,-0.11388547652774238,0.14340720201785037,0.12864633927279637,False
0,op-small plan,ADE vs log,s_ego deciles 1-9,pre_onset,536,2.034553289413452,0.14637450873851776,-0.015453566717486203,0.3186895071002794,0.1670715369088828,False
0,op-cinque temporal,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.796303629875183,-0.09187515079975128,-0.264811000427554,0.06695407886626188,0.16588253964690794,False
0,op-cinque vision,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.821030616760254,-0.0671481117606163,-0.21407453763499662,0.06767773920620503,0.14087613842060082,False
0,op-cinque hidden,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.8563092947006226,-0.03186946362257004,-0.16460972058077925,0.10298947158192646,0.13379959608135286,False
0,op-cinque plan,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.8957442045211792,0.007565462030470371,-0.20989486082359968,0.22978288778958778,0.2198388743065937,False
0,op-lebowski temporal,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.797999382019043,-0.09017928689718246,-0.26482984644564,0.08182796119470329,0.17332890382017163,False
0,op-lebowski vision,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.8250974416732788,-0.06308119744062424,-0.18468571676098205,0.06634219916915272,0.1255139579650674,False
0,op-lebowski hidden,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.847917079925537,-0.04026153311133385,-0.17110276279097708,0.09322776541457434,0.1321652641027757,False
0,op-lebowski plan,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.901916742324829,0.013737899251282215,-0.18718498985863952,0.20362323223296774,0.19540411104580363,False
0,alp vit_mean,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.8981958627700806,0.01001719105988741,-0.024087620394124938,0.046627471064569825,0.03535754572934738,False
0,alp vis_mean,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.900094985961914,0.011916418559849262,-0.020288843944041006,0.0484851848669898,0.034387014405515406,False
0,alp L09_mean,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.872315764427185,-0.01586291752755642,-0.04446201594880094,0.011320727034444924,0.02789137149162293,False
0,alp L09_last,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.8883955478668213,0.00021666644897777587,-0.06637149767985591,0.06787082531291215,0.06712116149638403,False
0,alp L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.9288469552993774,0.040668245404958725,-0.07740953778684379,0.15742606966245917,0.11741780372465148,False
0,alp L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,536,1.8545340299606323,-0.033644694834947586,-0.12370796172853118,0.04784612306317241,0.0857770423958518,False
