arm,direction,ade_all,n_all,ade_pre_onset,n_pre_onset,ade_straight_yaw,n_straight_yaw,ade_turn_yaw,n_turn_yaw,rfs,n_rater,rfs_cluster,rfs_lo,rfs_hi,floored
ridge ego,0,1.8393545,106360,2.3826673,1510,1.7249494,46580,2.4834895,11060,7.055033667566496,479,7.065052728149442,6.849114644999699,7.2642477919627835,0.2755741127348643
A ridge_late pooled (qwen4b L18),0,1.7719035,106360,2.364347,1510,1.6000074,46580,2.4197423,11060,6.951055590169263,479,6.941550363392319,6.7399991446897305,7.160687279253353,0.2755741127348643
op-cinque temporal (train fit),0,1.3469628,106360,1.8523079,1510,1.1949784,46580,1.7452148,11060,7.457945710899516,479,7.448941418924245,7.257297843291461,7.672833663078666,0.18789144050104384
op-lebowski temporal (train fit),0,1.3702439,106360,1.823466,1510,1.2087882,46580,1.7960379,11060,7.471685102375015,479,7.521591161266555,7.277105821327645,7.6770532865518195,0.20041753653444677
