direction,arm,subset,n,ade_base,ade_arm,dade,lo,hi,halfwidth,meets_threshold
0,A ridge_late pooled (qwen4b L18),all,106360,1.8393545,1.7719035,-0.06745111,-0.08445443640928955,-0.05078877275005448,0.016832831829617537,True
0,A ridge_late pooled (qwen4b L18),pre_onset,1510,2.3826673,2.364347,-0.018320426,-0.06491753590709581,0.02776648658037403,0.046342011243734924,False
0,A ridge_late pooled (qwen4b L18),straight_yaw,46580,1.7249494,1.6000074,-0.124941885,-0.1551781975145659,-0.0975659686266068,0.028806114443979555,True
0,A ridge_late pooled (qwen4b L18),turn_yaw,11060,2.4834895,2.4197423,-0.063746914,-0.08974215445534232,-0.039070861557226125,0.0253356464490581,True
0,op-cinque temporal (train fit),all,106360,1.8393545,1.3469628,-0.49239147,-0.5239682058263216,-0.45938256087341683,0.032292822476452404,True
0,op-cinque temporal (train fit),pre_onset,1510,2.3826673,1.8523079,-0.5303597,-0.6793507945696201,-0.37809040889958145,0.15063019283501933,True
0,op-cinque temporal (train fit),straight_yaw,46580,1.7249494,1.1949784,-0.5299709,-0.5776067580133372,-0.490408959100606,0.04359889945636558,True
0,op-cinque temporal (train fit),turn_yaw,11060,2.4834895,1.7452148,-0.7382746,-0.8181734547888752,-0.6573549473077852,0.08040925374054497,True
0,op-lebowski temporal (train fit),all,106360,1.8393545,1.3702439,-0.46911046,-0.501941884628759,-0.4372018376334347,0.03237002349766216,True
0,op-lebowski temporal (train fit),pre_onset,1510,2.3826673,1.823466,-0.5592014,-0.7176261990973085,-0.4083036247377767,0.1546612871797659,True
0,op-lebowski temporal (train fit),straight_yaw,46580,1.7249494,1.2087882,-0.51616114,-0.5636709781503574,-0.4752850180154164,0.044192980067470494,True
0,op-lebowski temporal (train fit),turn_yaw,11060,2.4834895,1.7960379,-0.6874514,-0.7650588732543665,-0.606378384232328,0.07934024451101923,True
