direction,arm,judge,scope,subset,n,value,delta,lo,hi,halfwidth
0,A ridge_late pooled (qwen4b L18),ADE vs log,s_ego deciles 1-9,pre_onset,1291,1.961921215057373,-0.004517572000622749,-0.05522660082094256,0.04740716218368204,0.0513168815023123
0,A ridge_late pooled (qwen4b L18),ADE vs log,all deciles (side column),pre_onset,1510,2.364346981048584,-0.01832042634487152,-0.06491753590709581,0.02776648658037403,0.046342011243734924
0,A ridge_late pooled (qwen4b L18),ADE vs log,s_ego deciles 1-9,straight_yaw,42497,1.235560417175293,-0.09958191215991974,-0.12808124748011537,-0.07189843519836044,0.02809140614087747
0,A ridge_late pooled (qwen4b L18),ADE vs log,all deciles (side column),straight_yaw,46580,1.60000741481781,-0.124941885471344,-0.1551781975145659,-0.0975659686266068,0.028806114443979555
0,A ridge_late pooled (qwen4b L18),ADE vs log,s_ego deciles 1-9,all,95724,1.370656967163086,-0.040610723197460175,-0.057311271548631894,-0.02404914400108017,0.016631063773775864
0,A ridge_late pooled (qwen4b L18),ADE vs log,all deciles (side column),all,106360,1.7719035148620605,-0.067451111972332,-0.08445443640928955,-0.05078877275005448,0.016832831829617537
0,A ridge_late pooled (qwen4b L18),DiD,s_ego deciles 1-9,pre_onset - straight_yaw,1291,,0.09506434202194214,0.04111477149578117,0.15030174568942858,0.05459348709682371
0,A ridge_late pooled (qwen4b L18),RFS,rater frames (subset),all,479,6.951055590169263,-0.10397807739723329,-0.19351942395593844,-0.015319057319510469,0.08910018331821398
0,A ridge_late pooled (qwen4b L18),RFS,decile 10 only,all,90,5.866191379628367,-0.049236756540186395,-0.16536931754797057,0.049746784309093316,0.10755805092853195
0,A ridge_late pooled (qwen4b L18),ADE vs rater_best,decile 10 only,all,90,5.465294361114502,-0.13303348422050476,-0.23837124886612096,-0.029018274429771646,0.10467648721817466
0,op-cinque temporal (train fit),ADE vs log,s_ego deciles 1-9,pre_onset,1291,1.6727558374404907,-0.2936830222606659,-0.42351468663121405,-0.16766287380284947,0.12792590641418228
0,op-cinque temporal (train fit),ADE vs log,all deciles (side column),pre_onset,1510,1.852307915687561,-0.53035968542099,-0.6793507945696201,-0.37809040889958145,0.15063019283501933
0,op-cinque temporal (train fit),ADE vs log,s_ego deciles 1-9,straight_yaw,42497,0.9330326914787292,-0.4021097719669342,-0.4426292612635956,-0.367787697498403,0.03742078188259629
0,op-cinque temporal (train fit),ADE vs log,all deciles (side column),straight_yaw,46580,1.1949783563613892,-0.5299708843231201,-0.5776067580133372,-0.490408959100606,0.04359889945636558
0,op-cinque temporal (train fit),ADE vs log,s_ego deciles 1-9,all,95724,1.093480110168457,-0.3177874982357025,-0.34461314947712396,-0.28927425134096213,0.027669449068080915
0,op-cinque temporal (train fit),ADE vs log,all deciles (side column),all,106360,1.346962809562683,-0.4923914670944214,-0.5239682058263216,-0.45938256087341683,0.032292822476452404
0,op-cinque temporal (train fit),DiD,s_ego deciles 1-9,pre_onset - straight_yaw,1291,,0.10842674970626831,-0.01888530378859887,0.22962139851865243,0.12425335115362565
0,op-cinque temporal (train fit),RFS,rater frames (subset),all,479,7.457945710899516,0.40291204333301905,0.23217525004059672,0.5821993965950159,0.17501207327720958
0,op-cinque temporal (train fit),RFS,decile 10 only,all,90,6.502595984264959,0.587167848096405,0.1979206750952678,1.0289785707548857,0.415528947829809
0,op-cinque temporal (train fit),ADE vs rater_best,decile 10 only,all,90,4.044323444366455,-1.554004430770874,-1.9692701973517734,-1.161542739669482,0.40386372884114574
0,op-lebowski temporal (train fit),ADE vs log,s_ego deciles 1-9,pre_onset,1291,1.6484378576278687,-0.3180011212825775,-0.4491252791486791,-0.1974361523011617,0.12584456342375872
0,op-lebowski temporal (train fit),ADE vs log,all deciles (side column),pre_onset,1510,1.8234659433364868,-0.5592014193534851,-0.7176261990973085,-0.4083036247377767,0.1546612871797659
0,op-lebowski temporal (train fit),ADE vs log,s_ego deciles 1-9,straight_yaw,42497,0.9380679726600647,-0.3970745801925659,-0.43603083943612664,-0.3612866381128648,0.03737210066163091
0,op-lebowski temporal (train fit),ADE vs log,all deciles (side column),straight_yaw,46580,1.2087881565093994,-0.5161611437797546,-0.5636709781503574,-0.4752850180154164,0.044192980067470494
0,op-lebowski temporal (train fit),ADE vs log,s_ego deciles 1-9,all,95724,1.0994806289672852,-0.3117869794368744,-0.339328152238795,-0.2820367910570647,0.02864568059086514
0,op-lebowski temporal (train fit),ADE vs log,all deciles (side column),all,106360,1.3702439069747925,-0.4691104590892792,-0.501941884628759,-0.4372018376334347,0.03237002349766216
0,op-lebowski temporal (train fit),DiD,s_ego deciles 1-9,pre_onset - straight_yaw,1291,,0.0790734589099884,-0.044633512053998056,0.20809716283910845,0.12636533744655326
0,op-lebowski temporal (train fit),RFS,rater frames (subset),all,479,7.471685102375015,0.41665143480851885,0.243311955627329,0.594179898884623,0.175433971628647
0,op-lebowski temporal (train fit),RFS,decile 10 only,all,90,6.420278011193859,0.5048498750253043,0.09113395832646724,0.9325658595420225,0.42071595060777767
0,op-lebowski temporal (train fit),ADE vs rater_best,decile 10 only,all,90,4.272731304168701,-1.3255962133407593,-1.6402207535836433,-1.0039229683826367,0.3181488926005033
