direction,arm,subset,n,ade_base,ade_arm,dade,lo,hi,halfwidth,meets_threshold
0,A ridge_late pooled (qwen4b L18),all,10021,1.9927243,1.9364136,-0.056310654,-0.07714243989743448,-0.03874660909962348,0.019197915398905502,True
0,A ridge_late pooled (qwen4b L18),pre_onset,752,2.343222,2.3281267,-0.015095296,-0.05341747419653552,0.024344503856760197,0.038880989026647855,False
0,A ridge_late pooled (qwen4b L18),straight_yaw,5855,1.7701397,1.6896251,-0.08051471,-0.11100908671521642,-0.050167444676429813,0.030420821019393304,True
0,A ridge_late pooled (qwen4b L18),turn_yaw,2315,2.4370255,2.4120545,-0.024971135,-0.04592364909094894,-0.0051178543764863775,0.020402897357231282,False
0,d vjepa2 mean,all,10021,1.9927243,1.9263546,-0.06636969,-0.08840399841701305,-0.04535383903020506,0.021525079693403993,True
0,d vjepa2 mean,pre_onset,752,2.343222,2.3256285,-0.017593108,-0.05847060940155009,0.022765422398184004,0.04061801589986705,False
0,d vjepa2 mean,straight_yaw,5855,1.7701397,1.6854428,-0.0846971,-0.1179428811808784,-0.052256975922331986,0.032842952629273205,True
0,d vjepa2 mean,turn_yaw,2315,2.4370255,2.4003222,-0.036703266,-0.061626661873629196,-0.013973251309048272,0.023826705282290462,False
0,d2 qwenvid L18_last,all,10021,1.9927243,1.9561639,-0.036560297,-0.052817820325711515,-0.021082270351499913,0.0158677749871058,False
0,d2 qwenvid L18_last,pre_onset,752,2.343222,2.2896593,-0.05356258,-0.09628875399886115,-0.012976719277604198,0.041656017360628475,True
0,d2 qwenvid L18_last,straight_yaw,5855,1.7701397,1.7260177,-0.044121984,-0.06582423315193645,-0.02169358087528578,0.022065326138325334,False
0,d2 qwenvid L18_last,turn_yaw,2315,2.4370255,2.4244547,-0.012570788,-0.03377637060289388,0.0067855508834043414,0.020280960743149112,False
0,d2 qwenvid L18_mean,all,10021,1.9927243,1.9339411,-0.058783416,-0.08017967312987899,-0.040510736495413216,0.019834468317232887,True
0,d2 qwenvid L18_mean,pre_onset,752,2.343222,2.2991698,-0.044052016,-0.0833485321695653,-0.0033230263703572464,0.04001275289960402,False
0,d2 qwenvid L18_mean,straight_yaw,5855,1.7701397,1.6889127,-0.08122709,-0.11228566066743781,-0.049825858530078045,0.031229901068679882,True
0,d2 qwenvid L18_mean,turn_yaw,2315,2.4370255,2.4189343,-0.018091071,-0.04316790412768745,0.007762144703342829,0.02546502441551514,False
0,op-small temporal,all,10021,1.9927243,1.7098287,-0.2828957,-0.3299900816163827,-0.23573880093298188,0.047125640341700414,True
0,op-small temporal,pre_onset,752,2.343222,2.2387567,-0.10446518,-0.25278828116962554,0.02854715751403254,0.14066771934182903,False
0,op-small temporal,straight_yaw,5855,1.7701397,1.4105214,-0.35961834,-0.4270862886978094,-0.28778494039301883,0.06965067415239529,True
0,op-small temporal,turn_yaw,2315,2.4370255,2.247549,-0.18947656,-0.26549569175167886,-0.12601337680482488,0.06974115747342699,True
0,op-small vision,all,10021,1.9927243,1.7331752,-0.25954908,-0.3019916037734289,-0.21713322430217485,0.04242918973562701,True
0,op-small vision,pre_onset,752,2.343222,2.316761,-0.026460571,-0.1616569258785151,0.09040931031260714,0.12603311809556111,False
0,op-small vision,straight_yaw,5855,1.7701397,1.4459577,-0.32418227,-0.39088260020741283,-0.26135504876214843,0.0647637757226322,True
0,op-small vision,turn_yaw,2315,2.4370255,2.2027447,-0.23428077,-0.29844999594985716,-0.17598876771789587,0.061230614115980644,True
0,op-small hidden,all,10021,1.9927243,1.7221553,-0.27056903,-0.31581567742300665,-0.2253120530163003,0.04525181220335317,True
0,op-small hidden,pre_onset,752,2.343222,2.25853,-0.084691815,-0.23803346629709818,0.04915140340982757,0.14359243485346287,False
0,op-small hidden,straight_yaw,5855,1.7701397,1.4204049,-0.34973487,-0.4124999686127102,-0.28323323049596094,0.06463336905837463,True
0,op-small hidden,turn_yaw,2315,2.4370255,2.239048,-0.19797759,-0.269323201970511,-0.1385762224834952,0.06537348974350791,True
0,op-small plan,all,10021,1.9927243,1.6923922,-0.30033216,-0.35226841132240155,-0.2503354277853401,0.050966491768530714,True
0,op-small plan,pre_onset,752,2.343222,2.283392,-0.059829835,-0.2582799586108632,0.11632213065266041,0.1873010446317618,False
0,op-small plan,straight_yaw,5855,1.7701397,1.4319415,-0.33819824,-0.41072660549969064,-0.26646365860616966,0.07213147344676049,True
0,op-small plan,turn_yaw,2315,2.4370255,2.117605,-0.31942064,-0.4141859134508506,-0.2306113935906571,0.09178725993009675,True
0,op-cinque temporal,all,10021,1.9927243,1.5253594,-0.46736488,-0.5228645150089823,-0.41118354822779074,0.0558404833905958,True
0,op-cinque temporal,pre_onset,752,2.343222,2.0505736,-0.29264826,-0.4779764545466347,-0.11025395506801533,0.18386124973930967,True
0,op-cinque temporal,straight_yaw,5855,1.7701397,1.2867489,-0.4833908,-0.5619666156699176,-0.40725932108678736,0.0773536472915651,True
0,op-cinque temporal,turn_yaw,2315,2.4370255,1.8915412,-0.5454841,-0.6595086626865364,-0.4470299308917121,0.10623936589741215,True
0,op-cinque vision,all,10021,1.9927243,1.7033795,-0.2893449,-0.3338035817258924,-0.24406912952903848,0.04486722609842697,True
0,op-cinque vision,pre_onset,752,2.343222,2.2175293,-0.12569262,-0.2671829627659121,0.003958031693562175,0.13557049722973713,False
0,op-cinque vision,straight_yaw,5855,1.7701397,1.4236945,-0.34644535,-0.4104846646647998,-0.2780883274011923,0.06619816863180375,True
0,op-cinque vision,turn_yaw,2315,2.4370255,2.1818287,-0.25519675,-0.333673057046804,-0.19141892051763834,0.07112706826458283,True
0,op-cinque hidden,all,10021,1.9927243,1.6604936,-0.33223072,-0.37569589135275877,-0.28944398187121567,0.04312595474077155,True
0,op-cinque hidden,pre_onset,752,2.343222,2.2354636,-0.1077583,-0.24992476418022302,0.025228188672639967,0.1375764764264315,False
0,op-cinque hidden,straight_yaw,5855,1.7701397,1.3745093,-0.39563057,-0.4633454544513781,-0.3294936855069209,0.06692588447222861,True
0,op-cinque hidden,turn_yaw,2315,2.4370255,2.1305857,-0.30644011,-0.36873816368392437,-0.25444053563634844,0.057148814023787964,True
0,op-cinque plan,all,10021,1.9927243,1.5542448,-0.4384797,-0.498006049351218,-0.3830466507782416,0.05747969928648819,True
0,op-cinque plan,pre_onset,752,2.343222,2.093332,-0.24988978,-0.47921097749156594,-0.014179068780250829,0.23251595435565756,True
0,op-cinque plan,straight_yaw,5855,1.7701397,1.3085234,-0.46161646,-0.5435064692373953,-0.38424801783727724,0.07962922570005904,True
0,op-cinque plan,turn_yaw,2315,2.4370255,1.9381015,-0.498924,-0.6143920417548111,-0.3910010334078974,0.11169550417345686,True
0,op-lebowski temporal,all,10021,1.9927243,1.535495,-0.45722947,-0.5130199357260564,-0.39730006458403266,0.05785993557101188,True
0,op-lebowski temporal,pre_onset,752,2.343222,2.0641472,-0.2790743,-0.4869356752846212,-0.07075510263000269,0.20809028632730928,True
0,op-lebowski temporal,straight_yaw,5855,1.7701397,1.2861589,-0.48398086,-0.5671899200261432,-0.40876583535444205,0.07921204233585058,True
0,op-lebowski temporal,turn_yaw,2315,2.4370255,1.9306561,-0.50636935,-0.6169597851524682,-0.4054883128924526,0.1057357361300078,True
0,op-lebowski vision,all,10021,1.9927243,1.6775376,-0.3151868,-0.36739998784875416,-0.266429118797982,0.05048543452538609,True
0,op-lebowski vision,pre_onset,752,2.343222,2.2138906,-0.12933137,-0.27898843104690413,0.0006797502474144363,0.1398340906471593,False
0,op-lebowski vision,straight_yaw,5855,1.7701397,1.384827,-0.3853128,-0.46865547092571785,-0.3092895647156444,0.07968295310503673,True
0,op-lebowski vision,turn_yaw,2315,2.4370255,2.1772125,-0.25981298,-0.334117518405551,-0.19763897802229,0.0682392701916305,True
0,op-lebowski hidden,all,10021,1.9927243,1.6861666,-0.30655766,-0.3564188768453682,-0.2577534709326837,0.04933270295634226,True
0,op-lebowski hidden,pre_onset,752,2.343222,2.2215517,-0.121670045,-0.27077705146426395,0.012363503311858011,0.141570277388061,False
0,op-lebowski hidden,straight_yaw,5855,1.7701397,1.3953724,-0.37476733,-0.4484744974147658,-0.3035325012589902,0.07247099807788782,True
0,op-lebowski hidden,turn_yaw,2315,2.4370255,2.1963148,-0.24071074,-0.3149897113784709,-0.17898425136541504,0.06800273000652794,True
0,op-lebowski plan,all,10021,1.9927243,1.561924,-0.43080044,-0.48944196707597964,-0.36968979557677906,0.059876085749600294,True
0,op-lebowski plan,pre_onset,752,2.343222,2.0601854,-0.2830363,-0.5226760066640272,-0.021256917097578237,0.2507095447832245,True
0,op-lebowski plan,straight_yaw,5855,1.7701397,1.3097243,-0.46041545,-0.5463935859461952,-0.3832213235542143,0.08158613119599048,True
0,op-lebowski plan,turn_yaw,2315,2.4370255,1.9773697,-0.4596558,-0.5820041717959848,-0.34280631125883143,0.11959893026857671,True
0,alp vit_mean,all,10021,1.9927243,1.9131445,-0.079580024,-0.10912831439346428,-0.054562427263106734,0.027282943565178772,True
0,alp vit_mean,pre_onset,752,2.343222,2.34816,0.0049383407,-0.037924429439152425,0.048617169544157936,0.04327079949165518,False
0,alp vit_mean,straight_yaw,5855,1.7701397,1.650834,-0.11930597,-0.16620774484120135,-0.07851246982273072,0.043847637509235315,True
0,alp vit_mean,turn_yaw,2315,2.4370255,2.3946836,-0.04234207,-0.06663908894913978,-0.01659489857343789,0.025022095187850944,False
0,alp vis_mean,all,10021,1.9927243,1.914231,-0.078493394,-0.10488961899046288,-0.05510955785746315,0.024890030566499865,True
0,alp vis_mean,pre_onset,752,2.343222,2.3556483,0.012426474,-0.03023314540227321,0.05499013783235427,0.04261164161731374,False
0,alp vis_mean,straight_yaw,5855,1.7701397,1.6490469,-0.12109273,-0.16285670369604655,-0.08381612592270773,0.039520288886669405,True
0,alp vis_mean,turn_yaw,2315,2.4370255,2.3992212,-0.037804235,-0.06379461433570932,-0.010276065065945821,0.02675927463488175,False
0,alp L09_mean,all,10021,1.9927243,1.9072332,-0.08549111,-0.10891262086416041,-0.06168058603553541,0.0236160174143125,True
0,alp L09_mean,pre_onset,752,2.343222,2.316226,-0.026995555,-0.07791476111764208,0.019204995441482284,0.04855987827956218,False
0,alp L09_mean,straight_yaw,5855,1.7701397,1.6577789,-0.11236092,-0.14846189294075054,-0.07581945512892599,0.03632121890591228,True
0,alp L09_mean,turn_yaw,2315,2.4370255,2.379793,-0.057232633,-0.09486814503701488,-0.02365568881873546,0.03560622810913971,True
0,alp L09_last,all,10021,1.9927243,1.8850179,-0.10770647,-0.1462949517592162,-0.071020769777756,0.0376370909907301,True
0,alp L09_last,pre_onset,752,2.343222,2.3184943,-0.024727374,-0.1088310477748032,0.06091163692680942,0.0848713423508063,False
0,alp L09_last,straight_yaw,5855,1.7701397,1.6031369,-0.16700293,-0.2264905743066916,-0.11217561362876773,0.05715748033896193,True
0,alp L09_last,turn_yaw,2315,2.4370255,2.4234076,-0.013617978,-0.05533617194287539,0.02125198414858277,0.03829407804572908,False
0,alp L18_mean,all,10021,1.9927243,1.8184196,-0.1743048,-0.21147558103474978,-0.13650988183724141,0.037482849598754184,True
0,alp L18_mean,pre_onset,752,2.343222,2.294419,-0.048802588,-0.16963208717287,0.046577010431749485,0.10810454880230974,False
0,alp L18_mean,straight_yaw,5855,1.7701397,1.5615033,-0.20863666,-0.2648597523181979,-0.1493996358188363,0.057730058249680805,True
0,alp L18_mean,turn_yaw,2315,2.4370255,2.271913,-0.1651128,-0.2304313584942129,-0.1095327700173597,0.0604492942384266,True
0,alp L18_last,all,10021,1.9927243,1.7727376,-0.21998681,-0.27087360302488556,-0.16692831565471403,0.051972643685085765,True
0,alp L18_last,pre_onset,752,2.343222,2.2260098,-0.11721192,-0.23794905062654526,-0.010216243592506351,0.11386640351701945,True
0,alp L18_last,straight_yaw,5855,1.7701397,1.4952875,-0.2748523,-0.3509482342417976,-0.19593095651011797,0.07750863886583982,True
0,alp L18_last,turn_yaw,2315,2.4370255,2.28371,-0.15331565,-0.22694111039135326,-0.09227925497055463,0.06733092771039931,True
0,alp L27_mean,all,10021,1.9927243,1.7623802,-0.23034412,-0.2695615770587027,-0.19098494627375348,0.03928831539247461,True
0,alp L27_mean,pre_onset,752,2.343222,2.275554,-0.067667924,-0.18636663066917733,0.032277833486686815,0.10932223207793207,False
0,alp L27_mean,straight_yaw,5855,1.7701397,1.5037501,-0.26638967,-0.32314945158466923,-0.20738141006385785,0.05788402076040569,True
0,alp L27_mean,turn_yaw,2315,2.4370255,2.1980398,-0.23898594,-0.3121429018004767,-0.17691331132465488,0.06761479523791092,True
0,alp L27_last,all,10021,1.9927243,1.5870712,-0.40565315,-0.46586690853922563,-0.3485149231755904,0.05867599268181761,True
0,alp L27_last,pre_onset,752,2.343222,2.0335145,-0.30970728,-0.46450759014274956,-0.1663762152461051,0.14906568744832221,True
0,alp L27_last,straight_yaw,5855,1.7701397,1.3056036,-0.46453622,-0.5533382777747095,-0.3732059422034772,0.09006616778561613,True
0,alp L27_last,turn_yaw,2315,2.4370255,2.0758033,-0.36122224,-0.4466294994237397,-0.289114330442739,0.07875758449050035,True
0,alp L36_mean,all,10021,1.9927243,1.7776724,-0.2150521,-0.24858259466084376,-0.1799933013196155,0.03429464667061413,True
0,alp L36_mean,pre_onset,752,2.343222,2.257411,-0.08581091,-0.18162273180309424,-0.007249193522289732,0.08718676914040226,True
0,alp L36_mean,straight_yaw,5855,1.7701397,1.5218937,-0.2482461,-0.29848847769899006,-0.1956185863308685,0.051434945684060776,True
0,alp L36_mean,turn_yaw,2315,2.4370255,2.2220778,-0.21494758,-0.27709550584235465,-0.16115280022669348,0.057971352807830584,True
0,alp L36_last,all,10021,1.9927243,1.6666968,-0.3260275,-0.3758528323237607,-0.2735269829137813,0.051162924704989704,True
0,alp L36_last,pre_onset,752,2.343222,2.1712587,-0.1719629,-0.30896682373446027,-0.05649813081345855,0.12623434646050086,True
0,alp L36_last,straight_yaw,5855,1.7701397,1.3770416,-0.3930983,-0.47415388589274915,-0.3150972847480942,0.07952830057232749,True
0,alp L36_last,turn_yaw,2315,2.4370255,2.1765296,-0.26049605,-0.3313169622596543,-0.19962031329613558,0.06584832448175935,True
0,fusion op-cinque temporal + A,all,10021,1.9927243,1.5831997,-0.40952468,-0.4628564634487864,-0.3542818843617755,0.05428728954350545,True
0,fusion op-cinque temporal + A,pre_onset,752,2.343222,2.0999305,-0.24329114,-0.43087268307878046,-0.06936277020899952,0.18075495643489048,True
