direction,arm,scope,decile,n,s_ego_lo,s_ego_hi,ade_base,ade_arm,dade,rel_gain,rel_lo,rel_hi
0,ridge_late op-cinque temporal,all,1,1002,0.017727196216583252,0.49299851059913635,0.40547132,0.7656942,0.3602229,88.84053784684859,75.9333145386184,101.32383895719764
0,ridge_late op-cinque temporal,all,2,1002,0.4933118224143982,0.7395411729812622,0.65919673,0.91130227,0.25210553,38.244354213206655,30.858419960872588,46.76165829380538
0,ridge_late op-cinque temporal,all,3,1003,0.7395424246788025,0.978277862071991,0.92836416,0.99496335,0.06659911,7.1738129620838444,1.5764539333977858,12.86541501303724
0,ridge_late op-cinque temporal,all,4,1001,0.9788922071456909,1.2547475099563599,1.1197289,1.0399518,-0.07977719,-7.124687678557797,-11.423955367455157,-2.769884580124277
0,ridge_late op-cinque temporal,all,5,1002,1.2548574209213257,1.5644994974136353,1.3968462,1.2055556,-0.19129072,-13.69447292725171,-17.838693590294515,-9.568270142381422
0,ridge_late op-cinque temporal,all,6,1003,1.5647472143173218,1.9282238483428955,1.6955392,1.3315762,-0.36396295,-21.465911291217303,-25.265909884394038,-17.66868650783843
0,ridge_late op-cinque temporal,all,7,1002,1.9283781051635742,2.4111974239349365,2.0705159,1.5009887,-0.5695271,-27.506530983871833,-31.157203041949412,-23.915874632199237
0,ridge_late op-cinque temporal,all,8,1001,2.4116320610046387,3.080390214920044,2.5707986,1.7210939,-0.84970474,-33.05217027517477,-36.51185114735692,-29.409871132306073
0,ridge_late op-cinque temporal,all,9,1002,3.080453634262085,4.129570007324219,3.3381686,2.0248117,-1.3133566,-39.34362781040095,-42.798280687419485,-35.46629559957109
0,ridge_late op-cinque temporal,all,10,1003,4.130326747894287,24.753894805908203,5.7399335,3.7558725,-1.9840612,-34.56592736389984,-37.350008673177655,-31.817618567932634
0,ridge_late op-lebowski temporal,all,1,1002,0.017727196216583252,0.49299851059913635,0.40547132,0.79913366,0.39366236,97.08759635908201,83.63344904336616,111.36683959697177
0,ridge_late op-lebowski temporal,all,2,1002,0.4933118224143982,0.7395411729812622,0.65919673,0.9209501,0.2617533,39.7079168055369,32.16230779138722,47.69481701001773
0,ridge_late op-lebowski temporal,all,3,1003,0.7395424246788025,0.978277862071991,0.92836416,1.0113381,0.08297392,8.937647917872363,3.393112665261801,14.635431909982444
0,ridge_late op-lebowski temporal,all,4,1001,0.9788922071456909,1.2547475099563599,1.1197289,1.0986156,-0.021113204,-1.885563854583967,-7.263849942004751,3.4164209635290494
0,ridge_late op-lebowski temporal,all,5,1002,1.2548574209213257,1.5644994974136353,1.3968462,1.2274925,-0.16935377,-12.124009875746687,-16.517202968138353,-7.996320278331942
0,ridge_late op-lebowski temporal,all,6,1003,1.5647472143173218,1.9282238483428955,1.6955392,1.3173501,-0.37818912,-22.304946336320327,-26.188291906158007,-18.691012002598182
0,ridge_late op-lebowski temporal,all,7,1002,1.9283781051635742,2.4111974239349365,2.0705159,1.4765569,-0.5939589,-28.686518301321236,-32.63441120080689,-24.68015439019971
0,ridge_late op-lebowski temporal,all,8,1001,2.4116320610046387,3.080390214920044,2.5707986,1.6755766,-0.89522195,-34.822717589296424,-38.34360927875151,-31.22820478535181
0,ridge_late op-lebowski temporal,all,9,1002,3.080453634262085,4.129570007324219,3.3381686,1.9995673,-1.3386012,-40.09986862642839,-43.4757948777251,-36.09670830109162
0,ridge_late op-lebowski temporal,all,10,1003,4.130326747894287,24.753894805908203,5.7399335,3.8265364,-1.9133973,-33.3348341970638,-35.936453360803384,-30.65479219975423
0,ridge_late qwenvid L18_last,all,1,1002,0.017727196216583252,0.49299851059913635,0.40547132,0.5161206,0.11064931,27.2890592384178,19.622447056229962,35.41242447905284
0,ridge_late qwenvid L18_last,all,2,1002,0.4933118224143982,0.7395411729812622,0.65919673,0.7404211,0.08122437,12.321718658534403,8.915809126610316,16.135112211859067
0,ridge_late qwenvid L18_last,all,3,1003,0.7395424246788025,0.978277862071991,0.92836416,0.9573987,0.029034564,3.12749733296797,0.24448171677775687,6.094231057613004
0,ridge_late qwenvid L18_last,all,4,1001,0.9788922071456909,1.2547475099563599,1.1197289,1.1093748,-0.010354166,-0.9247029087028624,-3.0728990820521958,1.4788146317583994
0,ridge_late qwenvid L18_last,all,5,1002,1.2548574209213257,1.5644994974136353,1.3968462,1.3647473,-0.032098934,-2.297957686709602,-4.227388790870747,-0.4072662767036725
0,ridge_late qwenvid L18_last,all,6,1003,1.5647472143173218,1.9282238483428955,1.6955392,1.645176,-0.05036307,-2.9703276805087797,-4.39968927651948,-1.6163715398064424
0,ridge_late qwenvid L18_last,all,7,1002,1.9283781051635742,2.4111974239349365,2.0705159,1.9815439,-0.088972,-4.297093468924008,-5.849692738173927,-2.858690855897181
0,ridge_late qwenvid L18_last,all,8,1001,2.4116320610046387,3.080390214920044,2.5707986,2.443058,-0.12774077,-4.9689138937322905,-6.450080535013524,-3.5600395127336846
0,ridge_late qwenvid L18_last,all,9,1002,3.080453634262085,4.129570007324219,3.3381686,3.1996934,-0.13847521,-4.14823890563258,-5.398621645640515,-2.869749959280462
0,ridge_late qwenvid L18_last,all,10,1003,4.130326747894287,24.753894805908203,5.7399335,5.6014085,-0.1385251,-2.413357206758572,-3.096945476714042,-1.769031446509995
0,ridge_late qwenvid L18_mean,all,1,1002,0.017727196216583252,0.49299851059913635,0.40547132,0.5407172,0.1352459,33.35523279060605,25.954715440095644,40.917933046217485
0,ridge_late qwenvid L18_mean,all,2,1002,0.4933118224143982,0.7395411729812622,0.65919673,0.7498479,0.09065111,13.75175347208722,9.950676980014617,17.639775580167754
0,ridge_late qwenvid L18_mean,all,3,1003,0.7395424246788025,0.978277862071991,0.92836416,0.94474006,0.016375897,1.7639519273575979,-1.4512926004422704,5.269362167507482
0,ridge_late qwenvid L18_mean,all,4,1001,0.9788922071456909,1.2547475099563599,1.1197289,1.0965775,-0.023151293,-2.0675801905830182,-4.649602903448027,0.6268280157383498
0,ridge_late qwenvid L18_mean,all,5,1002,1.2548574209213257,1.5644994974136353,1.3968462,1.3412204,-0.05562574,-3.98223808938609,-6.2678991462877836,-2.005066979730591
0,ridge_late qwenvid L18_mean,all,6,1003,1.5647472143173218,1.9282238483428955,1.6955392,1.6189581,-0.0765811,-4.516621999078408,-6.220865310905643,-2.830740522028984
0,ridge_late qwenvid L18_mean,all,7,1002,1.9283781051635742,2.4111974239349365,2.0705159,1.9399877,-0.13052808,-6.304133153884569,-8.254716451793588,-4.529868465063884
0,ridge_late qwenvid L18_mean,all,8,1001,2.4116320610046387,3.080390214920044,2.5707986,2.4037325,-0.16706596,-6.4986016735494445,-8.258700564250763,-4.785954042509508
0,ridge_late qwenvid L18_mean,all,9,1002,3.080453634262085,4.129570007324219,3.3381686,3.1420772,-0.1960912,-5.874215090405215,-7.637463336936162,-4.1977435724494585
0,ridge_late qwenvid L18_mean,all,10,1003,4.130326747894287,24.753894805908203,5.7399335,5.5588617,-0.18107265,-3.1546123771579726,-3.971083161293374,-2.3072336342847866
0,ridge_late vjepa2 mean,all,1,1002,0.017727196216583252,0.49299851059913635,0.40547132,0.54462,0.13914867,34.31775785425744,26.7804536103584,43.27631566185993
0,ridge_late vjepa2 mean,all,2,1002,0.4933118224143982,0.7395411729812622,0.65919673,0.7638274,0.10463061,15.872440862079847,11.37518764097708,20.251370826293062
0,ridge_late vjepa2 mean,all,3,1003,0.7395424246788025,0.978277862071991,0.92836416,0.9666989,0.038334716,4.129275758271106,1.3463624319017915,7.211140304047392
0,ridge_late vjepa2 mean,all,4,1001,0.9788922071456909,1.2547475099563599,1.1197289,1.1205525,0.00082360307,0.07355379083926569,-2.6247343102936234,2.894797935709412
0,ridge_late vjepa2 mean,all,5,1002,1.2548574209213257,1.5644994974136353,1.3968462,1.3499833,-0.046862815,-3.3549015924342838,-5.871318862809437,-1.058132339903863
