direction,arm,subset,n,ade_base,ade_arm,dade,lo,hi,halfwidth,meets_threshold
0,ridge_late op-cinque temporal,all,10021,1.9927238,1.5253603,-0.46736357,-0.522862781302316,-0.41118224107508466,0.05584027011361567,True
0,ridge_late op-cinque temporal,pre_onset,752,2.3432224,2.0505736,-0.29264876,-0.47797581016555196,-0.11025455425002681,0.1838606279577626,True
0,ridge_late op-cinque temporal,straight_yaw,5855,1.770139,1.2867504,-0.4833885,-0.5619640027811704,-0.4072571847782833,0.07735340900144355,True
0,ridge_late op-cinque temporal,turn_yaw,2315,2.4370253,1.8915408,-0.5454845,-0.6595110983070704,-0.4470292349363066,0.10624093168538193,True
0,ridge_late op-lebowski temporal,all,10021,1.9927238,1.5354959,-0.45722792,-0.5130192241540286,-0.3972984905960983,0.05786036677896514,True
0,ridge_late op-lebowski temporal,pre_onset,752,2.3432224,2.0641477,-0.27907446,-0.486934306113212,-0.07075680436255301,0.2080887508753295,True
0,ridge_late op-lebowski temporal,straight_yaw,5855,1.770139,1.2861605,-0.48397854,-0.5671893547201762,-0.40876543361369194,0.07921196055324212,True
0,ridge_late op-lebowski temporal,turn_yaw,2315,2.4370253,1.9306564,-0.5063688,-0.6169576065483864,-0.4054866898090809,0.10573545836965273,True
0,ridge_late qwenvid L18_last,all,10021,1.9927238,1.9561633,-0.03656063,-0.052817971165111194,-0.021082456355060376,0.01586775740502541,False
0,ridge_late qwenvid L18_last,pre_onset,752,2.3432224,2.2896588,-0.0535635,-0.09628916967724686,-0.012978415438594109,0.041655377119326376,True
0,ridge_late qwenvid L18_last,straight_yaw,5855,1.770139,1.7260171,-0.044121925,-0.06582440249894365,-0.021693453730654667,0.022065474384144496,False
0,ridge_late qwenvid L18_last,turn_yaw,2315,2.4370253,2.4244537,-0.012571469,-0.03377727167554975,0.006784494477044342,0.020280883076297048,False
0,ridge_late qwenvid L18_mean,all,10021,1.9927238,1.9339403,-0.05878354,-0.08017980350089343,-0.04051027792329693,0.01983476278879825,True
0,ridge_late qwenvid L18_mean,pre_onset,752,2.3432224,2.2991693,-0.044052783,-0.08334867793434737,-0.003324124485246899,0.04001227672455024,False
0,ridge_late qwenvid L18_mean,straight_yaw,5855,1.770139,1.6889124,-0.081226505,-0.1122853597548577,-0.049825165076155746,0.03123009733935098,True
0,ridge_late qwenvid L18_mean,turn_yaw,2315,2.4370253,2.4189332,-0.018092088,-0.04316949683230962,0.007761422309619342,0.02546545957096448,False
0,ridge_late vjepa2 mean,all,10021,1.9927238,1.926354,-0.06636973,-0.08840380314046169,-0.04535411816586918,0.021524842487296254,True
0,ridge_late vjepa2 mean,pre_onset,752,2.3432224,2.3256278,-0.01759452,-0.058471001946623524,0.022763069582324817,0.040617035764474174,False
0,ridge_late vjepa2 mean,straight_yaw,5855,1.770139,1.6854423,-0.084696755,-0.11794249165024244,-0.05225671493460034,0.03284288835782105,True
0,ridge_late vjepa2 mean,turn_yaw,2315,2.4370253,2.4003215,-0.036703695,-0.061626298147307836,-0.013973527910663244,0.023826385118322295,False
0,ridge_late concat op-cinque temporal + qwenvid L18_last,all,10021,1.9927238,1.5443705,-0.44835344,-0.5017010411897456,-0.39687169738312833,0.05241467190330862,True
0,ridge_late concat op-cinque temporal + qwenvid L18_last,pre_onset,752,2.3432224,2.064936,-0.2782862,-0.4643962742302512,-0.09842781303839099,0.1829842305959301,True
0,ridge_late concat op-cinque temporal + qwenvid L18_last,straight_yaw,5855,1.770139,1.3028009,-0.46733811,-0.5380224136476924,-0.39077867220713425,0.07362187072027909,True
0,ridge_late concat op-cinque temporal + qwenvid L18_last,turn_yaw,2315,2.4370253,1.9095742,-0.5274512,-0.6326600130502231,-0.43501382376954606,0.09882309464033853,True
0,ridge_late late op-cinque temporal + qwenvid L18_last,all,10021,1.9927238,1.6507347,-0.3419891,-0.3752457300392977,-0.30817593441794716,0.03353489781067526,True
0,ridge_late late op-cinque temporal + qwenvid L18_last,pre_onset,752,2.3432224,2.088022,-0.25520003,-0.34663773886995425,-0.1658480415107634,0.09039484867959542,True
0,ridge_late late op-cinque temporal + qwenvid L18_last,straight_yaw,5855,1.770139,1.4235473,-0.34659168,-0.39370141192779007,-0.2978165005499055,0.04794245568894229,True
0,ridge_late late op-cinque temporal + qwenvid L18_last,turn_yaw,2315,2.4370253,2.044649,-0.39237618,-0.45070636184244023,-0.33891737159133517,0.05589449512555253,True
0,ridge_late concat op-lebowski temporal + qwenvid L18_last,all,10021,1.9927238,1.5583388,-0.43438506,-0.4872948015129665,-0.3802269391870957,0.053533931162935394,True
0,ridge_late concat op-lebowski temporal + qwenvid L18_last,pre_onset,752,2.3432224,2.0859358,-0.2572865,-0.4621766735196677,-0.03912218576079461,0.21152724387943653,True
0,ridge_late concat op-lebowski temporal + qwenvid L18_last,straight_yaw,5855,1.770139,1.3087027,-0.46143642,-0.5348219886727733,-0.3845318544457228,0.07514506711352525,True
0,ridge_late concat op-lebowski temporal + qwenvid L18_last,turn_yaw,2315,2.4370253,1.9489462,-0.48807904,-0.5958370841804665,-0.39588904928582896,0.09997401744731879,True
0,ridge_late late op-lebowski temporal + qwenvid L18_last,all,10021,1.9927238,1.6549139,-0.33780998,-0.37042080497375385,-0.30471089227534914,0.03285495634920235,True
0,ridge_late late op-lebowski temporal + qwenvid L18_last,pre_onset,752,2.3432224,2.0911043,-0.25211793,-0.35824241327103334,-0.1457717065444359,0.10623535336329873,True
0,ridge_late late op-lebowski temporal + qwenvid L18_last,straight_yaw,5855,1.770139,1.4159956,-0.35414347,-0.40193860803743636,-0.30659337409594145,0.047672616970747456,True
0,ridge_late late op-lebowski temporal + qwenvid L18_last,turn_yaw,2315,2.4370253,2.080475,-0.35654995,-0.4158458502996785,-0.303741900975684,0.05605197466199727,True
0,cls ego K1024,all,10021,1.9927238,3.216084,1.2233601,1.0774938651233372,1.378371182070604,0.15043865847363336,False
0,cls ego K1024,pre_onset,752,2.3432224,3.4131553,1.0699333,0.7842438672498314,1.3947236973516173,0.30523991505089293,False
0,cls ego K1024,straight_yaw,5855,1.770139,2.962223,1.1920844,1.0386835494616433,1.381169985369964,0.1712432179541603,False
0,cls ego K1024,turn_yaw,2315,2.4370253,3.8917096,1.4546843,1.1948250094168216,1.7395568011924107,0.2723658958877946,False
0,cls_late op-cinque temporal,all,10021,1.9927238,3.316826,1.3241022,1.098576885794184,1.5906536808062135,0.24603839750601475,False
0,cls_late op-cinque temporal,pre_onset,752,2.3432224,3.0766,0.73337775,0.4976193476975841,1.0065305351405074,0.25445559372146165,False
0,cls_late op-cinque temporal,straight_yaw,5855,1.770139,3.2251658,1.4550269,1.1263261711142902,1.8498006041105697,0.3617372164981397,False
0,cls_late op-cinque temporal,turn_yaw,2315,2.4370253,3.827054,1.3900287,1.1213402438250077,1.6735061694232714,0.2760829627991318,False
0,cls_late op-lebowski temporal,all,10021,1.9927238,3.3391213,1.3463978,1.1538693657543324,1.5630266432442192,0.20457863874494342,False
0,cls_late op-lebowski temporal,pre_onset,752,2.3432224,3.2479322,0.90471,0.6131750929780183,1.2661382176555178,0.32648156233874975,False
0,cls_late op-lebowski temporal,straight_yaw,5855,1.770139,3.1452825,1.3751435,1.1276802573898934,1.6815606170352067,0.2769401798226566,False
0,cls_late op-lebowski temporal,turn_yaw,2315,2.4370253,4.0002437,1.5632185,1.3109109032221349,1.830780243851405,0.259934670314635,False
0,cls_late qwenvid L18_last,all,10021,1.9927238,3.432675,1.4399511,1.2463923926683769,1.6568921976668947,0.2052499024992589,False
0,cls_late qwenvid L18_last,pre_onset,752,2.3432224,3.3696458,1.0264236,0.7119677619076793,1.4340125372496244,0.36102238767097256,False
0,cls_late qwenvid L18_last,straight_yaw,5855,1.770139,3.2456768,1.4755374,1.2233016123459814,1.7835052446729638,0.28010181616349117,False
0,cls_late qwenvid L18_last,turn_yaw,2315,2.4370253,4.082513,1.6454875,1.4004870879391254,1.912052104912029,0.2557825084864518,False
0,cls_late qwenvid L18_mean,all,10021,1.9927238,3.3949113,1.4021872,1.2145424773411175,1.609016256896575,0.19723688977772869,False
0,cls_late qwenvid L18_mean,pre_onset,752,2.3432224,3.3625617,1.0193394,0.711272598822455,1.4313890962364124,0.3600582487069787,False
0,cls_late qwenvid L18_mean,straight_yaw,5855,1.770139,3.2093577,1.4392188,1.198979248648228,1.7239900595242938,0.2625054054380329,False
0,cls_late qwenvid L18_mean,turn_yaw,2315,2.4370253,3.9923182,1.5552933,1.307973994204332,1.8243523008999143,0.25818915334779113,False
0,cls_late vjepa2 mean,all,10021,1.9927238,3.4365454,1.4438214,1.2416555083309844,1.6717466472038327,0.21504556943642417,False
0,cls_late vjepa2 mean,pre_onset,752,2.3432224,3.3997695,1.0565473,0.7449507879631346,1.4567887783164117,0.35591899517663855,False
0,cls_late vjepa2 mean,straight_yaw,5855,1.770139,3.2728636,1.5027246,1.2298708388791644,1.826039933290721,0.29808454720577826,False
0,cls_late vjepa2 mean,turn_yaw,2315,2.4370253,4.0331173,1.5960916,1.3467653066993228,1.8665989859646157,0.25991683963264645,False
0,cls_late concat op-cinque temporal + qwenvid L18_last,all,10021,1.9927238,3.4095564,1.4168327,1.223197279417826,1.634151445543675,0.20547708306292445,False
0,cls_late concat op-cinque temporal + qwenvid L18_last,pre_onset,752,2.3432224,3.311529,0.96830666,0.6790789715077056,1.330313869260406,0.3256174488763502,False
0,cls_late concat op-cinque temporal + qwenvid L18_last,straight_yaw,5855,1.770139,3.2091334,1.4389943,1.1893980851030648,1.7396473285190293,0.27512462170798224,False
0,cls_late concat op-cinque temporal + qwenvid L18_last,turn_yaw,2315,2.4370253,4.078497,1.6414721,1.3891638520569642,1.9143719317957923,0.26260403986941405,False
0,cls_late late op-cinque temporal + qwenvid L18_last,all,10021,1.9927238,3.2968953,1.3041712,1.0903504397662969,1.551609484643616,0.23062952243865953,False
0,cls_late late op-cinque temporal + qwenvid L18_last,pre_onset,752,2.3432224,3.0923533,0.7491309,0.5054688739129782,1.059273500135752,0.2769023131113869,False
0,cls_late late op-cinque temporal + qwenvid L18_last,straight_yaw,5855,1.770139,3.18209,1.411951,1.1119521465193953,1.7781961238133237,0.3331219886469642,False
0,cls_late late op-cinque temporal + qwenvid L18_last,turn_yaw,2315,2.4370253,3.8228874,1.3858622,1.1411558628138676,1.6627023797493095,0.2607732584677209,False
0,cls_late concat op-lebowski temporal + qwenvid L18_last,all,10021,1.9927238,3.41601,1.423286,1.2287425912710388,1.6358361636355563,0.20354678618225874,False
0,cls_late concat op-lebowski temporal + qwenvid L18_last,pre_onset,752,2.3432224,3.3330417,0.9898193,0.7025573804922162,1.3517613386460325,0.3246019790769082,False
0,cls_late concat op-lebowski temporal + qwenvid L18_last,straight_yaw,5855,1.770139,3.2162395,1.4461005,1.1941355505800402,1.7443895418847724,0.2751269956523661,False
0,cls_late concat op-lebowski temporal + qwenvid L18_last,turn_yaw,2315,2.4370253,4.090469,1.6534438,1.4066939179790379,1.9258973365812935,0.2596017093011278,False
0,cls_late late op-lebowski temporal + qwenvid L18_last,all,10021,1.9927238,3.3828075,1.3900834,1.1976498176143744,1.607343996359783,0.20484708937270435,False
0,cls_late late op-lebowski temporal + qwenvid L18_last,pre_onset,752,2.3432224,3.27388,0.93065774,0.6421079629419283,1.2942985156778515,0.3260952763679616,False
0,cls_late late op-lebowski temporal + qwenvid L18_last,straight_yaw,5855,1.770139,3.1867108,1.4165715,1.1574458257322167,1.7278176875794877,0.28518593092363553,False
0,cls_late late op-lebowski temporal + qwenvid L18_last,turn_yaw,2315,2.4370253,4.060799,1.6237742,1.3743805891794383,1.8885348588180222,0.25707713481929195,False
1,ridge_late op-cinque temporal,all,9642,1.9891527,1.5023578,-0.48679498,-0.5383256170533726,-0.4370492529323277,0.050638182060522424,True
1,ridge_late op-cinque temporal,pre_onset,706,2.0492833,1.7028931,-0.34639028,-0.5241078824112376,-0.19304908463942466,0.16552939888590648,True
1,ridge_late op-cinque temporal,straight_yaw,5742,1.8540353,1.3314322,-0.52260286,-0.5928234231297022,-0.4602420926894323,0.06629066522013494,True
1,ridge_late op-cinque temporal,turn_yaw,2041,2.285815,1.770759,-0.5150559,-0.6233995302788302,-0.4100138506239616,0.1066928398274343,True
1,ridge_late op-lebowski temporal,all,9642,1.9891527,1.517279,-0.4718737,-0.5253467951268738,-0.41843489808115153,0.05345594852286112,True
1,ridge_late op-lebowski temporal,pre_onset,706,2.0492833,1.7354422,-0.31384125,-0.5347827476229544,-0.09927568686419613,0.21775353037937914,True
1,ridge_late op-lebowski temporal,straight_yaw,5742,1.8540353,1.3336228,-0.5204122,-0.5881380066595407,-0.45428342618465195,0.0669272902374444,True
1,ridge_late op-lebowski temporal,turn_yaw,2041,2.285815,1.8083675,-0.47744742,-0.5728157345966439,-0.38158261244812414,0.09561656107425989,True
1,ridge_late qwenvid L18_last,all,9642,1.9891527,1.9593685,-0.029784396,-0.04439644415100555,-0.014386465829438129,0.015004989160783709,False
1,ridge_late qwenvid L18_last,pre_onset,706,2.0492833,1.9972504,-0.052032817,-0.08467534630421322,-0.019509472995856748,0.03258293665417824,True
1,ridge_late qwenvid L18_last,straight_yaw,5742,1.8540353,1.8238053,-0.030229853,-0.049277422160386636,-0.009262134423935356,0.02000764386822564,False
1,ridge_late qwenvid L18_last,turn_yaw,2041,2.285815,2.2741113,-0.011703638,-0.03325570187360401,0.008908719023373837,0.021082210448488924,False
1,ridge_late qwenvid L18_mean,all,9642,1.9891527,1.9380838,-0.051069003,-0.08281090348891594,-0.01950565927605358,0.03165262210643118,True
1,ridge_late qwenvid L18_mean,pre_onset,706,2.0492833,1.961233,-0.08805046,-0.1553137254978582,-0.01891314169758055,0.06820029190013883,True
1,ridge_late qwenvid L18_mean,straight_yaw,5742,1.8540353,1.7909535,-0.063081555,-0.11182502313739025,-0.017466548906916804,0.04717923711523672,True
