direction,arm,n_hi,n_lo,dade_pre_onset,dade_straight,did,did_lo,did_hi,halfwidth
0,ridge_late op-cinque temporal,752,5855,-0.29264876,-0.4833885,0.19073975086212158,-0.0025491773808307186,0.3924415921931953,0.197495384787013
0,ridge_late op-lebowski temporal,752,5855,-0.27907446,-0.48397854,0.20490407943725586,-0.01586909444815056,0.4295759112500888,0.22272250284911968
0,ridge_late qwenvid L18_last,752,5855,-0.0535635,-0.044121925,-0.009441576898097992,-0.05737544598036841,0.03539233292877924,0.04638388945457382
0,ridge_late qwenvid L18_mean,752,5855,-0.044052783,-0.081226505,0.03717372193932533,-0.010369595714972837,0.08730454744889717,0.048837071581935
0,ridge_late vjepa2 mean,752,5855,-0.01759452,-0.084696755,0.06710223853588104,0.014720841965471505,0.11798960673704988,0.051634382385789185
0,ridge_late concat op-cinque temporal + qwenvid L18_last,752,5855,-0.2782862,-0.46733811,0.18905192613601685,-0.005091076730645769,0.38810521573740786,0.19659814623402683
0,ridge_late late op-cinque temporal + qwenvid L18_last,752,5855,-0.25520003,-0.34659168,0.0913916528224945,-0.012537849723359014,0.1973579389776736,0.1049478943505163
0,ridge_late concat op-lebowski temporal + qwenvid L18_last,752,5855,-0.2572865,-0.46143642,0.20414993166923523,-0.015621649290135344,0.43284739526941635,0.22423452227977583
0,ridge_late late op-lebowski temporal + qwenvid L18_last,752,5855,-0.25211793,-0.35414347,0.10202553868293762,-0.01573989847080827,0.22149032817005262,0.11861511332043045
0,cls ego K1024,752,5855,1.0699333,1.1920844,-0.12215113639831543,-0.44950175756450794,0.2518694133443113,0.35068558545440964
0,cls_late op-cinque temporal,752,5855,0.73337775,1.4550269,-0.7216491103172302,-1.1696055608250422,-0.3382519152897291,0.41567682276765655
0,cls_late op-lebowski temporal,752,5855,0.90471,1.3751435,-0.4704335331916809,-0.8821630075660104,-0.07337896618477412,0.40439202069061814
0,cls_late qwenvid L18_last,752,5855,1.0264236,1.4755374,-0.4491138458251953,-0.8839429149146316,-0.010713897724684611,0.4366145085949735
0,cls_late qwenvid L18_mean,752,5855,1.0193394,1.4392188,-0.41987931728363037,-0.8486983879286791,-0.002943957946744885,0.42287721499096714
0,cls_late vjepa2 mean,752,5855,1.0565473,1.5027246,-0.4461773633956909,-0.9056130030942408,0.0006385231874767301,0.45312576314085873
0,cls_late concat op-cinque temporal + qwenvid L18_last,752,5855,0.96830666,1.4389943,-0.4706876277923584,-0.8756646665896464,-0.07156511051960844,0.40204977803501896
0,cls_late late op-cinque temporal + qwenvid L18_last,752,5855,0.7491309,1.411951,-0.662820041179657,-1.0803763385652192,-0.2774693722971426,0.4014534831340383
0,cls_late concat op-lebowski temporal + qwenvid L18_last,752,5855,0.9898193,1.4461005,-0.4562811851501465,-0.8638259160115466,-0.05936961279226813,0.4022281516096392
0,cls_late late op-lebowski temporal + qwenvid L18_last,752,5855,0.93065774,1.4165715,-0.4859137535095215,-0.9061531026833356,-0.07693368888305391,0.4146097069001409
1,ridge_late op-cinque temporal,706,5742,-0.34639028,-0.52260286,0.17621257901191711,-0.01391230673751895,0.3566705014150701,0.18529140407629455
1,ridge_late op-lebowski temporal,706,5742,-0.31384125,-0.5204122,0.20657095313072205,-0.009469767982629928,0.4437177570937142,0.22659376253817207
1,ridge_late qwenvid L18_last,706,5742,-0.052032817,-0.030229853,-0.021802963688969612,-0.058085768137613104,0.012896651987413325,0.03549121006251321
1,ridge_late qwenvid L18_mean,706,5742,-0.08805046,-0.063081555,-0.024968907237052917,-0.10599653199633866,0.04910102252992065,0.07754877726312966
1,ridge_late vjepa2 mean,706,5742,-0.114848,-0.05833785,-0.05651015415787697,-0.14214104741502037,0.03526079557215789,0.08870092149358913
1,ridge_late concat op-cinque temporal + qwenvid L18_last,706,5742,-0.30420315,-0.4627555,0.158552348613739,-0.02024023977459901,0.32831738531559623,0.1742788125450976
1,ridge_late late op-cinque temporal + qwenvid L18_last,706,5742,-0.3094702,-0.34613794,0.03666773438453674,-0.0626295666600509,0.1401515471709238,0.10139055691548735
1,ridge_late concat op-lebowski temporal + qwenvid L18_last,706,5742,-0.28196707,-0.4645094,0.1825423240661621,-0.0282017886849967,0.39704660826595795,0.2126241984754773
1,ridge_late late op-lebowski temporal + qwenvid L18_last,706,5742,-0.30591783,-0.35111988,0.045202046632766724,-0.0782096561179771,0.17756012802419302,0.12788489207108505
1,cls ego K1024,706,5742,1.645182,1.1566344,0.48854756355285645,-0.07559265995569688,1.1770854720054593,0.6263390659805781
1,cls_late op-cinque temporal,706,5742,1.3956999,1.0607244,0.3349754810333252,-0.2516254497792982,0.9823412272616416,0.6169833385204699
1,cls_late op-lebowski temporal,706,5742,1.3221556,1.095764,0.22639155387878418,-0.31050933930801333,0.8840155699037473,0.5972624546058803
1,cls_late qwenvid L18_last,706,5742,1.4516829,1.1827123,0.2689706087112427,-0.2606882617472685,0.9007436519766392,0.5807159568619539
1,cls_late qwenvid L18_mean,706,5742,1.3542643,1.176454,0.17781031131744385,-0.38255456304836444,0.8563482455025813,0.6194514042754729
1,cls_late vjepa2 mean,706,5742,1.4058223,1.1700873,0.2357349395751953,-0.313799800336631,0.9162181470742118,0.6150089737054214
1,cls_late concat op-cinque temporal + qwenvid L18_last,706,5742,1.3721814,1.1685413,0.20364010334014893,-0.32781453287957624,0.865766352520912,0.5967904427002442
1,cls_late late op-cinque temporal + qwenvid L18_last,706,5742,1.3401095,1.0838444,0.2562650442123413,-0.2685494758961966,0.902265613638894,0.5854075447675453
1,cls_late concat op-lebowski temporal + qwenvid L18_last,706,5742,1.3715091,1.1661878,0.2053213119506836,-0.32567553148701145,0.8602826705587645,0.592979101022888
1,cls_late late op-lebowski temporal + qwenvid L18_last,706,5742,1.3699154,1.131158,0.23875737190246582,-0.282453973954877,0.8759077977832961,0.5791808858690866
