direction,arm,n_hi,n_lo,dade_pre_onset,dade_straight,did,did_lo,did_hi,halfwidth
0,ridge_late op-cinque temporal,1458,11597,-0.4134807,-0.5682905,0.15480977296829224,0.022706462433063807,0.29248298180601384,0.13488825968647503
0,ridge_late op-lebowski temporal,1458,11597,-0.43394992,-0.55156773,0.11761781573295593,-0.028007624286111737,0.26587970212730405,0.1469436632067079
0,ridge_late qwenvid L18_last,1458,11597,-0.052329086,-0.070105486,0.017776399850845337,-0.04452281065701957,0.07427952076023613,0.05940116570862784
0,ridge_late qwenvid L18_mean,1458,11597,-0.09234154,-0.12752606,0.03518451750278473,-0.02415950416363521,0.09334498643150263,0.05875224529756892
0,ridge_late vjepa2 mean,1458,11597,-0.060160622,-0.12740052,0.06723989546298981,9.333022285410308e-05,0.1316082162370831,0.0657574430071145
0,ridge_late concat op-cinque temporal + qwenvid L18_last,1458,11597,-0.4042139,-0.5490889,0.14487498998641968,0.015019836041300248,0.28493465042928207,0.1349574071939909
0,ridge_late late op-cinque temporal + qwenvid L18_last,1458,11597,-0.35119605,-0.41689762,0.06570157408714294,-0.017498783493918358,0.1466261555153188,0.08206246950461858
0,ridge_late concat op-lebowski temporal + qwenvid L18_last,1458,11597,-0.41482738,-0.5354392,0.12061181664466858,-0.01693648994533924,0.2638010353289319,0.14036876263713557
0,ridge_late late op-lebowski temporal + qwenvid L18_last,1458,11597,-0.35998338,-0.41101155,0.051028162240982056,-0.03843298138332647,0.1363637930071039,0.0873983871952152
0,cls ego K1024,1458,11597,0.39398253,0.3697497,0.024232834577560425,-0.2809348791543474,0.4602304930108729,0.37058268608261014
0,cls_late op-cinque temporal,1458,11597,0.10810642,0.17681831,-0.06871189177036285,-0.2883354901372441,0.14462222217267975,0.21647885615496193
0,cls_late op-lebowski temporal,1458,11597,0.107911624,0.18675734,-0.07884571701288223,-0.36355590672311805,0.2718081658069066,0.31768203626501235
0,cls_late qwenvid L18_last,1458,11597,0.2963061,0.3491586,-0.052852511405944824,-0.28277114724730484,0.22597295818196003,0.2543720527146324
0,cls_late qwenvid L18_mean,1458,11597,0.32242745,0.36311764,-0.04069018363952637,-0.29617040579520243,0.28947037129345277,0.29282038854432757
0,cls_late vjepa2 mean,1458,11597,0.3275959,0.3406375,-0.01304161548614502,-0.28639772303289174,0.35557607819552506,0.3209869006142084
0,cls_late concat op-cinque temporal + qwenvid L18_last,1458,11597,0.14820392,0.31211486,-0.16391094028949738,-0.41825372091880025,0.09618746900701892,0.2572205949629096
0,cls_late late op-cinque temporal + qwenvid L18_last,1458,11597,-0.019177504,0.12998497,-0.14916247129440308,-0.34698460309176726,0.03359194474901439,0.19028827392039083
0,cls_late concat op-lebowski temporal + qwenvid L18_last,1458,11597,0.07777012,0.28262433,-0.20485422015190125,-0.42739370817627104,0.008111484714962527,0.2177525964456168
0,cls_late late op-lebowski temporal + qwenvid L18_last,1458,11597,0.085654564,0.15006307,-0.06440850347280502,-0.29841831489487236,0.23286137900630077,0.26563984695058657
