direction,arm,judge,scope,subset,n,value,delta,lo,hi,halfwidth,meets_threshold
0,ridge_late op-cinque temporal,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.6376476287841797,-0.2177434265613556,-0.32732068368579936,-0.11498774259705029,0.10616647054437453,True
0,ridge_late op-lebowski temporal,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.6194669008255005,-0.23592422902584076,-0.3548770355778065,-0.12428947243152699,0.11529378157313974,True
0,ridge_late qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.8362516164779663,-0.019139600917696953,-0.066286589121541,0.030496027667214428,0.04839130839437772,False
0,ridge_late qwenvid L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.7930335998535156,-0.06235746666789055,-0.1105902000852739,-0.014577729162061372,0.04800623546160626,True
0,ridge_late vjepa2 mean,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.8331681489944458,-0.02222314290702343,-0.08013556174131274,0.04722803030971381,0.06368179602551327,False
0,ridge_late concat op-cinque temporal + qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.6449832916259766,-0.21040800213813782,-0.3175450029472861,-0.11078653738071606,0.10337923278328502,True
0,ridge_late late op-cinque temporal + qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.613234519958496,-0.24215658009052277,-0.30670876829849536,-0.17982713228881783,0.06344081800483876,True
0,ridge_late concat op-lebowski temporal + qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.632546067237854,-0.22284507751464844,-0.3419536026629475,-0.10954489987064216,0.11620435139615268,True
0,ridge_late late op-lebowski temporal + qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.6086461544036865,-0.2467450350522995,-0.31666092633058357,-0.18246065060918912,0.06710013786069723,True
0,cls ego K1024,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.2768332958221436,0.4214421212673187,0.26491106705107353,0.5826789795064127,0.15888395622766957,False
0,cls_late op-cinque temporal,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.082854986190796,0.22746387124061584,0.07251116392059924,0.3856424433707328,0.15656563972506676,False
0,cls_late op-lebowski temporal,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.9832032918930054,0.12781201303005219,-0.021411808259178856,0.2755689142854188,0.14849036127229884,False
0,cls_late qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.2522125244140625,0.39682140946388245,0.2437134504504169,0.5500010665848384,0.15314380806721073,False
0,cls_late qwenvid L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.255845069885254,0.4004538655281067,0.2335596513863076,0.5655778582670943,0.16600910344039332,False
0,cls_late vjepa2 mean,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.232454299926758,0.37706324458122253,0.2187502584131876,0.5407772264972609,0.16101348404203664,False
0,cls_late concat op-cinque temporal + qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.105006694793701,0.24961572885513306,0.10550291731206976,0.39056028409626314,0.14252868339209668,False
0,cls_late late op-cinque temporal + qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.000622034072876,0.14523100852966309,0.005545063804518267,0.2745469167542018,0.13450092647484177,False
0,cls_late concat op-lebowski temporal + qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.0727598667144775,0.21736867725849152,0.07023264722924928,0.3564857217013912,0.14312653723607097,False
0,cls_late late op-lebowski temporal + qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.0217204093933105,0.1663293093442917,0.01870944230086716,0.30415059980691284,0.14272057875302283,False
