protocol,arm,vs,n_pre19,pre19_delta,pre19_lo,pre19_hi,all19_delta,all19_lo,all19_hi,straight19_delta,did,did_lo,did_hi,n_rater,rfs_frame,rfs_frame_delta,rfs_lo,rfs_hi,rfs_cluster,rfs_cluster_delta
wod_b,ridge_late op-cinque temporal,ridge ego,1281,-0.2177434265613556,-0.32732068368579936,-0.11498774259705029,-0.4012632966041565,-0.433457469167097,-0.3679000709255849,-0.4537453055381775,0.2360018789768219,0.12097121584643698,0.3490708794384791,478,7.326921362065376,0.25456099928351955,0.05721240508841291,0.4511604909056554,7.3372755686929825,0.2765170670091921
wod_b,ridge_late op-lebowski temporal,ridge ego,1281,-0.23592422902584076,-0.3548770355778065,-0.12428947243152699,-0.39581727981567383,-0.4283194609180253,-0.36247901480088407,-0.44927215576171875,0.213347926735878,0.0930534994492539,0.33231132421052634,478,7.266756013912687,0.19439565113082993,0.009306535496831086,0.37494752465767545,7.319622264787344,0.2588637631035535
wod_b,ridge_late qwenvid L18_last,ridge ego,1281,-0.019139600917696953,-0.066286589121541,0.030496027667214428,-0.02577977627515793,-0.04769301977144716,-0.002176290306119033,-0.0397438108921051,0.02060420997440815,-0.043721753495924505,0.07907068200351482,478,6.580328938630118,-0.4920314241517381,-0.6302440725653902,-0.3433305160259844,6.568077428951409,-0.49268107273238115
wod_b,ridge_late qwenvid L18_mean,ridge ego,1281,-0.06235746666789055,-0.1105902000852739,-0.014577729162061372,-0.06303369253873825,-0.08575579706009769,-0.039239189376231436,-0.09534882754087448,0.03299136087298393,-0.027932418309818983,0.09495720259035914,478,6.65178967670429,-0.42057068607756676,-0.563165513834037,-0.30593739372540024,6.581604613852877,-0.47915388783091295
wod_b,ridge_late vjepa2 mean,ridge ego,1281,-0.02222314290702343,-0.08013556174131274,0.04722803030971381,-0.05883067473769188,-0.08350710915125184,-0.03372130639399015,-0.10058791935443878,0.0783647745847702,0.01047826356551579,0.1475258770011275,478,6.75770274941101,-0.31465761337084674,-0.4662458474274094,-0.1550888528801856,6.713717489481337,-0.3470410122024532
wod_b,ridge_late concat op-cinque temporal + qwenvid L18_last,ridge ego,1281,-0.21040800213813782,-0.3175450029472861,-0.11078653738071606,-0.3858882188796997,-0.4174089652946504,-0.3521886033981026,-0.43732866644859314,0.22692066431045532,0.11416145127314603,0.3401797073873534,478,7.279980109962072,0.2076197471802148,0.023677947888691743,0.39678143477033345,7.3302224813648325,0.2694639796810421
wod_b,ridge_late late op-cinque temporal + qwenvid L18_last,ridge ego,1281,-0.24215658009052277,-0.30670876829849536,-0.17982713228881783,-0.3231167495250702,-0.34717199716049807,-0.29625974954671463,-0.3489170968532562,0.10676051676273346,0.03531137663250791,0.17916073221881926,478,7.068856712500097,-0.003503650281758954,-0.15922906113659915,0.15071598063235425,7.089356988064556,0.028598486380765564
wod_b,ridge_late concat op-lebowski temporal + qwenvid L18_last,ridge ego,1281,-0.22284507751464844,-0.3419536026629475,-0.10954489987064216,-0.3847385346889496,-0.4169398148662463,-0.3527188393746098,-0.4361565113067627,0.21331143379211426,0.09809097130152454,0.33476513349344933,478,7.225150377469135,0.15279001468727846,-0.03646911854787648,0.3321751905800565,7.317329382889847,0.25657088120605653
wod_b,ridge_late late op-lebowski temporal + qwenvid L18_last,ridge ego,1281,-0.2467450350522995,-0.31666092633058357,-0.18246065060918912,-0.3218501806259155,-0.34750233038140876,-0.2959474758435122,-0.3515068292617798,0.10476179420948029,0.028179436040650787,0.17826149685844717,478,7.120127592191626,0.04776722940976868,-0.10657973781871624,0.19656875231862875,7.162029361037211,0.10127085935342084
wod_b,cls ego K1024,ridge ego,1281,0.4214421212673187,0.26491106705107353,0.5826789795064127,0.41514232754707336,0.33476186418099624,0.5062649782587123,0.4698699712753296,-0.048427850008010864,-0.23995498889118722,0.14891081792883115,478,7.263173874678735,0.19081351189687817,-0.01120827461227531,0.39550806233860314,7.23370577794295,0.1729472762591593
