clip,config,sample,ade64,ade40,fde40
a5a9d3f9-a43e-4390-bb92-c560707047b8,2hz,3,1.6896224,1.4616225,2.2266462
a5a9d3f9-a43e-4390-bb92-c560707047b8,2hz,4,0.89359957,0.6242905,1.0926287
a5a9d3f9-a43e-4390-bb92-c560707047b8,2hz,5,0.82414186,0.58152884,0.9020869
a5a9d3f9-a43e-4390-bb92-c560707047b8,native+rt,0,0.81321394,0.6491726,1.2163504
a5a9d3f9-a43e-4390-bb92-c560707047b8,native+rt,1,0.075556606,0.051680394,0.14525709
a5a9d3f9-a43e-4390-bb92-c560707047b8,native+rt,2,0.2621111,0.091838434,0.324228
a5a9d3f9-a43e-4390-bb92-c560707047b8,native+rt,3,0.3040372,0.16164842,0.47360808
a5a9d3f9-a43e-4390-bb92-c560707047b8,native+rt,4,1.2497711,0.8601349,1.8278617
a5a9d3f9-a43e-4390-bb92-c560707047b8,native+rt,5,0.5192786,0.316674,0.79393137
a5a9d3f9-a43e-4390-bb92-c560707047b8,repeat+rt+ego2hz,0,4.3839216,1.8017807,5.3262563
a5a9d3f9-a43e-4390-bb92-c560707047b8,repeat+rt+ego2hz,1,2.9941332,1.2498815,3.4642863
a5a9d3f9-a43e-4390-bb92-c560707047b8,repeat+rt+ego2hz,2,5.7585993,2.5736768,7.481116
a5a9d3f9-a43e-4390-bb92-c560707047b8,repeat+rt+ego2hz,3,4.812544,2.2406023,6.355213
a5a9d3f9-a43e-4390-bb92-c560707047b8,repeat+rt+ego2hz,4,5.5367384,2.614231,7.2328334
a5a9d3f9-a43e-4390-bb92-c560707047b8,repeat+rt+ego2hz,5,5.0509834,2.3207538,6.6184716
a5a9d3f9-a43e-4390-bb92-c560707047b8,2hz+rt+ego2hz,0,1.634388,1.0017769,2.4466279
a5a9d3f9-a43e-4390-bb92-c560707047b8,2hz+rt+ego2hz,1,1.8410261,0.9418434,2.6911273
a5a9d3f9-a43e-4390-bb92-c560707047b8,2hz+rt+ego2hz,2,0.7792729,0.46185464,1.1732826
a5a9d3f9-a43e-4390-bb92-c560707047b8,2hz+rt+ego2hz,3,1.0873657,0.6444422,1.509158
a5a9d3f9-a43e-4390-bb92-c560707047b8,2hz+rt+ego2hz,4,0.7552527,0.3974133,1.0673436
a5a9d3f9-a43e-4390-bb92-c560707047b8,2hz+rt+ego2hz,5,1.0025668,0.5873629,1.4865068
5fe40623-7528-482f-918c-c69aabb1ea83,native,0,2.4730139,0.9291094,2.8837214
5fe40623-7528-482f-918c-c69aabb1ea83,native,1,2.8514216,1.0003902,3.4254735
5fe40623-7528-482f-918c-c69aabb1ea83,native,2,1.622339,0.46027914,1.775703
5fe40623-7528-482f-918c-c69aabb1ea83,native,3,0.43933403,0.20799026,0.49858904
5fe40623-7528-482f-918c-c69aabb1ea83,native,4,3.7567992,1.3526415,4.444378
5fe40623-7528-482f-918c-c69aabb1ea83,native,5,3.0670238,1.1603253,3.8237236
5fe40623-7528-482f-918c-c69aabb1ea83,native+ego2hz,0,2.4985085,0.924847,2.912734
5fe40623-7528-482f-918c-c69aabb1ea83,native+ego2hz,1,2.8588939,0.9970118,3.4335792
5fe40623-7528-482f-918c-c69aabb1ea83,native+ego2hz,2,1.68179,0.4749635,1.8462952
5fe40623-7528-482f-918c-c69aabb1ea83,native+ego2hz,3,0.41064245,0.20089605,0.46868804
5fe40623-7528-482f-918c-c69aabb1ea83,native+ego2hz,4,3.758023,1.3394158,4.438733
5fe40623-7528-482f-918c-c69aabb1ea83,native+ego2hz,5,3.0846872,1.1594055,3.8443785
5fe40623-7528-482f-918c-c69aabb1ea83,repeat,0,0.4054321,0.10815849,0.33043948
5fe40623-7528-482f-918c-c69aabb1ea83,repeat,1,3.8315005,1.271666,4.3230844
5fe40623-7528-482f-918c-c69aabb1ea83,repeat,2,1.9550332,0.8906652,2.6394157
5fe40623-7528-482f-918c-c69aabb1ea83,repeat,3,1.2477112,0.58683026,0.6847094
5fe40623-7528-482f-918c-c69aabb1ea83,repeat,4,1.2397239,0.5442649,1.572295
5fe40623-7528-482f-918c-c69aabb1ea83,repeat,5,2.5866904,0.95559597,3.1154737
5fe40623-7528-482f-918c-c69aabb1ea83,2hz,0,2.453398,0.8713862,2.8063276
5fe40623-7528-482f-918c-c69aabb1ea83,2hz,1,2.123273,0.7692639,2.4623902
5fe40623-7528-482f-918c-c69aabb1ea83,2hz,2,4.186233,1.5585991,5.0026903
5fe40623-7528-482f-918c-c69aabb1ea83,2hz,3,3.4625444,1.262332,4.04043
5fe40623-7528-482f-918c-c69aabb1ea83,2hz,4,3.4590588,1.2486099,3.993603
5fe40623-7528-482f-918c-c69aabb1ea83,2hz,5,3.5002818,1.3920372,4.4195867
5fe40623-7528-482f-918c-c69aabb1ea83,native+rt,0,1.6789837,0.5520133,1.9521123
5fe40623-7528-482f-918c-c69aabb1ea83,native+rt,1,1.6671364,0.56412905,1.9981244
5fe40623-7528-482f-918c-c69aabb1ea83,native+rt,2,1.0967565,0.22218513,1.0171715
5fe40623-7528-482f-918c-c69aabb1ea83,native+rt,3,1.2448621,0.47456676,1.6398157
5fe40623-7528-482f-918c-c69aabb1ea83,native+rt,4,3.4189112,1.0135163,3.8936796
5fe40623-7528-482f-918c-c69aabb1ea83,native+rt,5,1.649224,0.575811,2.068703
5fe40623-7528-482f-918c-c69aabb1ea83,repeat+rt+ego2hz,0,0.8192312,0.38504285,0.833767
5fe40623-7528-482f-918c-c69aabb1ea83,repeat+rt+ego2hz,1,3.27032,0.9009525,3.4786234
5fe40623-7528-482f-918c-c69aabb1ea83,repeat+rt+ego2hz,2,0.8617445,0.34934628,1.1571376
5fe40623-7528-482f-918c-c69aabb1ea83,repeat+rt+ego2hz,3,1.9405694,0.2708828,0.78873813
5fe40623-7528-482f-918c-c69aabb1ea83,repeat+rt+ego2hz,4,0.81673694,0.3117543,0.9998448
5fe40623-7528-482f-918c-c69aabb1ea83,repeat+rt+ego2hz,5,1.344057,0.44022426,1.5887109
5fe40623-7528-482f-918c-c69aabb1ea83,2hz+rt+ego2hz,0,2.3675148,0.8647461,2.768618
5fe40623-7528-482f-918c-c69aabb1ea83,2hz+rt+ego2hz,1,7.840137,2.984479,9.229571
5fe40623-7528-482f-918c-c69aabb1ea83,2hz+rt+ego2hz,2,2.6673431,0.7378489,2.8265617
5fe40623-7528-482f-918c-c69aabb1ea83,2hz+rt+ego2hz,3,0.942968,0.5579687,1.1246909
5fe40623-7528-482f-918c-c69aabb1ea83,2hz+rt+ego2hz,4,1.1397483,0.39261836,1.217776
5fe40623-7528-482f-918c-c69aabb1ea83,2hz+rt+ego2hz,5,1.6913195,0.763083,2.1097302
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native,0,0.73437846,0.38744324,0.96521497
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native,1,5.5737247,1.379822,5.3508205
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native,2,1.6985776,0.6831002,2.09134
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native,3,1.2079659,0.6803719,1.5928733
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native,4,1.0834246,0.43245664,1.1186143
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native,5,2.3087566,0.7286669,2.5230393
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native+ego2hz,0,0.5761224,0.3224804,0.74517703
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native+ego2hz,1,5.4671607,1.3476939,5.2611237
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native+ego2hz,2,1.4977076,0.5804084,1.8278185
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native+ego2hz,3,1.2344971,0.6889097,1.6445364
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native+ego2hz,4,1.0863869,0.43184146,1.1354241
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native+ego2hz,5,1.3808297,0.4499689,1.5516021
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,repeat,0,3.8675413,1.874271,4.888624
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,repeat,1,5.4879837,2.0999515,5.9569154
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,repeat,2,3.7159982,1.8259465,4.780684
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,repeat,3,2.5809808,0.54671985,2.2310836
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,repeat,4,4.5758476,2.1042387,5.81589
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,repeat,5,4.15627,1.8778913,4.9201345
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,2hz,0,3.385093,1.4817879,4.320487
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,2hz,1,9.067934,2.8155854,9.72561
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,2hz,2,4.2623096,1.711724,5.096213
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,2hz,3,4.505989,2.240501,5.8984504
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,2hz,4,3.9230056,1.6502937,4.571897
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,2hz,5,3.8031573,1.5579469,4.7864275
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native+rt,0,0.6150029,0.38864756,0.8102241
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native+rt,1,6.0635614,1.4711626,5.8814783
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native+rt,2,0.92565084,0.31577292,1.0453936
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native+rt,3,0.7979338,0.39568228,0.9540612
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native+rt,4,0.6921036,0.21554203,0.7155015
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,native+rt,5,2.1195564,0.5768342,2.1832294
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,repeat+rt+ego2hz,0,3.480198,1.6206299,4.206681
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,repeat+rt+ego2hz,1,7.3470907,2.6309307,7.7921286
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,repeat+rt+ego2hz,2,4.3393497,2.2134442,5.646952
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,repeat+rt+ego2hz,3,1.8523955,0.70994467,1.9199371
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,repeat+rt+ego2hz,4,5.7947083,2.6444745,7.3325
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,repeat+rt+ego2hz,5,5.3427925,2.240747,6.173906
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,2hz+rt+ego2hz,0,2.9761212,1.4347951,4.1375422
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,2hz+rt+ego2hz,1,5.1383452,1.5896984,5.6849885
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,2hz+rt+ego2hz,2,3.5195527,1.2176158,3.9837794
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,2hz+rt+ego2hz,3,4.0818405,1.9990896,5.5155416
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,2hz+rt+ego2hz,4,2.8146048,1.0276902,3.0638223
57b1a6f4-8f76-4704-ba2e-3ece34da71ab,2hz+rt+ego2hz,5,2.8275661,1.2007954,3.8302968
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native,0,2.0918212,0.85114986,2.53533
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native,1,2.0928297,0.7893009,2.4509304
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native,2,0.444464,0.2323566,0.50486434
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native,3,1.0208004,0.48224372,1.3601235
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native,4,0.9378066,0.3176851,1.0800254
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native,5,0.4579126,0.12504533,0.28043225
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native+ego2hz,0,2.05421,0.8391231,2.4832964
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native+ego2hz,1,2.0869918,0.78912985,2.4351563
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native+ego2hz,2,0.29277104,0.1684525,0.26714364
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native+ego2hz,3,1.0519946,0.47761124,1.3590984
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native+ego2hz,4,0.95314336,0.30816785,1.0617405
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native+ego2hz,5,0.599827,0.17288537,0.4657407
64bea479-1f9e-4f69-8cd5-02f55c120a3f,repeat,0,4.1159687,1.3306051,4.7406273
64bea479-1f9e-4f69-8cd5-02f55c120a3f,repeat,1,5.535937,2.0925524,6.48177
64bea479-1f9e-4f69-8cd5-02f55c120a3f,repeat,2,3.483796,1.6466017,4.2690444
64bea479-1f9e-4f69-8cd5-02f55c120a3f,repeat,3,2.676453,1.1175898,2.9625902
64bea479-1f9e-4f69-8cd5-02f55c120a3f,repeat,4,5.5679846,2.5895543,6.7137647
64bea479-1f9e-4f69-8cd5-02f55c120a3f,repeat,5,3.8231115,1.885288,4.9227066
64bea479-1f9e-4f69-8cd5-02f55c120a3f,2hz,0,2.96535,1.4734809,3.827634
64bea479-1f9e-4f69-8cd5-02f55c120a3f,2hz,1,2.7116566,1.188431,3.262808
64bea479-1f9e-4f69-8cd5-02f55c120a3f,2hz,2,1.5558445,0.9588215,2.2145462
64bea479-1f9e-4f69-8cd5-02f55c120a3f,2hz,3,2.0731854,1.130345,2.950589
64bea479-1f9e-4f69-8cd5-02f55c120a3f,2hz,4,0.891521,0.4651659,1.240861
64bea479-1f9e-4f69-8cd5-02f55c120a3f,2hz,5,1.4779623,0.87024844,1.8890241
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native+rt,0,3.7424357,1.7083638,4.838704
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native+rt,1,3.8569243,1.5972455,4.7208977
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native+rt,2,1.1070518,0.47448722,1.3709952
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native+rt,3,2.1609359,1.1966382,3.3381152
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native+rt,4,1.8805287,0.80347747,2.1675236
64bea479-1f9e-4f69-8cd5-02f55c120a3f,native+rt,5,0.5289807,0.18359509,0.22580354
64bea479-1f9e-4f69-8cd5-02f55c120a3f,repeat+rt+ego2hz,0,5.7254567,2.5062346,7.018997
64bea479-1f9e-4f69-8cd5-02f55c120a3f,repeat+rt+ego2hz,1,4.684102,1.7179295,5.566518
64bea479-1f9e-4f69-8cd5-02f55c120a3f,repeat+rt+ego2hz,2,2.8911605,1.3447739,3.5306146
64bea479-1f9e-4f69-8cd5-02f55c120a3f,repeat+rt+ego2hz,3,2.0826797,0.7579371,2.474007
64bea479-1f9e-4f69-8cd5-02f55c120a3f,repeat+rt+ego2hz,4,6.753955,3.2355034,8.225805
64bea479-1f9e-4f69-8cd5-02f55c120a3f,repeat+rt+ego2hz,5,3.6249561,1.7435968,4.782166
64bea479-1f9e-4f69-8cd5-02f55c120a3f,2hz+rt+ego2hz,0,5.1003323,2.537742,6.423574
64bea479-1f9e-4f69-8cd5-02f55c120a3f,2hz+rt+ego2hz,1,4.739237,1.9990383,5.5078044
64bea479-1f9e-4f69-8cd5-02f55c120a3f,2hz+rt+ego2hz,2,1.0504158,0.95453227,1.7725936
64bea479-1f9e-4f69-8cd5-02f55c120a3f,2hz+rt+ego2hz,3,3.2023454,1.7433268,4.5409174
64bea479-1f9e-4f69-8cd5-02f55c120a3f,2hz+rt+ego2hz,4,2.6822762,0.914135,2.9448228
64bea479-1f9e-4f69-8cd5-02f55c120a3f,2hz+rt+ego2hz,5,2.0275345,0.99146926,1.8823903
69ab9472-c9b4-4e16-b440-f568663649cd,native,0,0.7044897,0.61868846,0.51424956
69ab9472-c9b4-4e16-b440-f568663649cd,native,1,0.7936258,0.36795837,0.3511119
69ab9472-c9b4-4e16-b440-f568663649cd,native,2,3.7209802,1.8634888,4.5592628
69ab9472-c9b4-4e16-b440-f568663649cd,native,3,2.0478587,1.1192572,2.455139
69ab9472-c9b4-4e16-b440-f568663649cd,native,4,2.2253299,1.389173,2.6984746
69ab9472-c9b4-4e16-b440-f568663649cd,native,5,2.4324307,1.4577799,3.376568
69ab9472-c9b4-4e16-b440-f568663649cd,native+ego2hz,0,0.7236672,0.50685716,0.32720068
69ab9472-c9b4-4e16-b440-f568663649cd,native+ego2hz,1,0.96964425,0.33145103,0.719692
69ab9472-c9b4-4e16-b440-f568663649cd,native+ego2hz,2,3.724029,1.8097277,4.584957
69ab9472-c9b4-4e16-b440-f568663649cd,native+ego2hz,3,1.9361117,1.0501577,2.3110962
69ab9472-c9b4-4e16-b440-f568663649cd,native+ego2hz,4,1.8151287,1.1632692,2.176455
69ab9472-c9b4-4e16-b440-f568663649cd,native+ego2hz,5,2.1297722,1.3159615,3.0009296
69ab9472-c9b4-4e16-b440-f568663649cd,repeat,0,11.432629,6.384769,15.147564
69ab9472-c9b4-4e16-b440-f568663649cd,repeat,1,14.387354,7.6250253,18.59896
69ab9472-c9b4-4e16-b440-f568663649cd,repeat,2,3.1038814,1.1396539,1.5633122
69ab9472-c9b4-4e16-b440-f568663649cd,repeat,3,3.837781,3.1498234,5.843616
69ab9472-c9b4-4e16-b440-f568663649cd,repeat,4,6.024581,4.1067095,8.49182
69ab9472-c9b4-4e16-b440-f568663649cd,repeat,5,1.2954648,1.425978,1.5284206
69ab9472-c9b4-4e16-b440-f568663649cd,2hz,0,5.2732573,2.5955117,6.696261
69ab9472-c9b4-4e16-b440-f568663649cd,2hz,1,5.556343,2.8333201,7.17338
69ab9472-c9b4-4e16-b440-f568663649cd,2hz,2,1.9703612,0.6656181,2.2356977
69ab9472-c9b4-4e16-b440-f568663649cd,2hz,3,1.5042932,1.1050365,2.0918996
69ab9472-c9b4-4e16-b440-f568663649cd,2hz,4,0.5671786,0.33705205,0.9304277
69ab9472-c9b4-4e16-b440-f568663649cd,2hz,5,0.49696317,0.30075234,0.54206175
69ab9472-c9b4-4e16-b440-f568663649cd,native+rt,0,2.7192533,0.7402859,3.0911405
69ab9472-c9b4-4e16-b440-f568663649cd,native+rt,1,3.0872548,0.84700793,3.5213032
69ab9472-c9b4-4e16-b440-f568663649cd,native+rt,2,6.5959854,2.9916623,8.163513
69ab9472-c9b4-4e16-b440-f568663649cd,native+rt,3,0.989459,0.65196556,1.125285
69ab9472-c9b4-4e16-b440-f568663649cd,native+rt,4,1.1478956,0.87128717,1.3347538
69ab9472-c9b4-4e16-b440-f568663649cd,native+rt,5,2.3933263,1.4456484,3.4529023
69ab9472-c9b4-4e16-b440-f568663649cd,repeat+rt+ego2hz,0,7.230572,2.7582302,8.750123
69ab9472-c9b4-4e16-b440-f568663649cd,repeat+rt+ego2hz,1,7.3451967,2.8399358,8.915668
69ab9472-c9b4-4e16-b440-f568663649cd,repeat+rt+ego2hz,2,1.2510793,0.406612,1.431212
69ab9472-c9b4-4e16-b440-f568663649cd,repeat+rt+ego2hz,3,3.212977,1.4402015,4.2117434
69ab9472-c9b4-4e16-b440-f568663649cd,repeat+rt+ego2hz,4,4.141258,1.9177046,5.424009
69ab9472-c9b4-4e16-b440-f568663649cd,repeat+rt+ego2hz,5,1.1068983,0.31227124,0.73585725
69ab9472-c9b4-4e16-b440-f568663649cd,2hz+rt+ego2hz,0,7.750273,3.103123,9.43332
69ab9472-c9b4-4e16-b440-f568663649cd,2hz+rt+ego2hz,1,7.3394237,3.0016105,9.002421
69ab9472-c9b4-4e16-b440-f568663649cd,2hz+rt+ego2hz,2,1.4685408,0.7173206,1.7504493
69ab9472-c9b4-4e16-b440-f568663649cd,2hz+rt+ego2hz,3,5.0037136,2.2191482,6.3649297
69ab9472-c9b4-4e16-b440-f568663649cd,2hz+rt+ego2hz,4,4.76131,2.0810246,6.1798477
69ab9472-c9b4-4e16-b440-f568663649cd,2hz+rt+ego2hz,5,3.0165203,1.2409062,3.3878841
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native,0,2.1052833,0.6935524,2.5001063
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native,1,2.6886964,0.9364783,3.1278605
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native,2,1.1720622,0.44481197,1.331023
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native,3,1.0710316,0.35718885,1.3025796
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native,4,0.6721286,0.42975718,1.0677793
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native,5,0.68709636,0.22374754,0.42802212
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native+ego2hz,0,1.1970412,0.27385896,1.117302
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native+ego2hz,1,1.6995143,0.47931156,1.7293167
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native+ego2hz,2,2.2980862,1.0463946,2.8195806
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native+ego2hz,3,0.6457424,0.22732255,0.36757144
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native+ego2hz,4,0.43377587,0.38429773,0.42457238
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native+ego2hz,5,0.8104231,0.52266526,0.9998878
9f03b975-bb97-4a63-8244-a989ceb8bdb2,repeat,0,3.443087,1.1694231,3.3162198
9f03b975-bb97-4a63-8244-a989ceb8bdb2,repeat,1,3.196003,1.0904001,3.1790335
9f03b975-bb97-4a63-8244-a989ceb8bdb2,repeat,2,7.9754624,2.5616765,8.874284
9f03b975-bb97-4a63-8244-a989ceb8bdb2,repeat,3,3.5883415,0.82038367,2.9616177
9f03b975-bb97-4a63-8244-a989ceb8bdb2,repeat,4,2.8832438,0.73305726,2.2906435
9f03b975-bb97-4a63-8244-a989ceb8bdb2,repeat,5,4.573157,1.4509916,5.1517634
9f03b975-bb97-4a63-8244-a989ceb8bdb2,2hz,0,1.7439972,0.79849875,1.9456279
9f03b975-bb97-4a63-8244-a989ceb8bdb2,2hz,1,6.638851,2.7906098,8.099633
9f03b975-bb97-4a63-8244-a989ceb8bdb2,2hz,2,5.0024986,2.028543,5.784382
9f03b975-bb97-4a63-8244-a989ceb8bdb2,2hz,3,3.0428464,1.2156559,3.2605157
9f03b975-bb97-4a63-8244-a989ceb8bdb2,2hz,4,3.1496477,1.1255541,3.4128253
9f03b975-bb97-4a63-8244-a989ceb8bdb2,2hz,5,5.340048,1.9443066,6.1510415
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native+rt,0,3.2921023,1.1370074,3.6771162
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native+rt,1,3.7731464,1.3084719,4.175115
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native+rt,2,2.7114725,0.8497238,2.965147
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native+rt,3,1.8824762,0.6084188,1.947064
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native+rt,4,0.6339412,0.44555217,1.2019713
9f03b975-bb97-4a63-8244-a989ceb8bdb2,native+rt,5,1.1474081,0.103890836,0.38823587
9f03b975-bb97-4a63-8244-a989ceb8bdb2,repeat+rt+ego2hz,0,4.6970367,1.5859529,4.6335626
9f03b975-bb97-4a63-8244-a989ceb8bdb2,repeat+rt+ego2hz,1,3.7432761,1.0722333,3.3848784
9f03b975-bb97-4a63-8244-a989ceb8bdb2,repeat+rt+ego2hz,2,9.322762,3.2376034,10.502004
9f03b975-bb97-4a63-8244-a989ceb8bdb2,repeat+rt+ego2hz,3,4.829904,1.465951,4.594342
9f03b975-bb97-4a63-8244-a989ceb8bdb2,repeat+rt+ego2hz,4,3.381081,1.0305128,2.9415832
9f03b975-bb97-4a63-8244-a989ceb8bdb2,repeat+rt+ego2hz,5,5.8521094,2.071094,6.568317
9f03b975-bb97-4a63-8244-a989ceb8bdb2,2hz+rt+ego2hz,0,1.4287304,0.47389632,1.4534112
9f03b975-bb97-4a63-8244-a989ceb8bdb2,2hz+rt+ego2hz,1,7.151225,2.859028,8.501958
9f03b975-bb97-4a63-8244-a989ceb8bdb2,2hz+rt+ego2hz,2,5.4401903,2.0487566,6.077544
9f03b975-bb97-4a63-8244-a989ceb8bdb2,2hz+rt+ego2hz,3,3.4485319,1.1272522,3.4592578
9f03b975-bb97-4a63-8244-a989ceb8bdb2,2hz+rt+ego2hz,4,3.4081943,0.9447667,3.2325723
9f03b975-bb97-4a63-8244-a989ceb8bdb2,2hz+rt+ego2hz,5,5.9314594,2.040823,6.649585
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native,0,3.4318783,1.0232267,3.9255612
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native,1,3.6527154,1.0798699,4.0439005
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native,2,0.7513797,0.08766427,0.560148
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native,3,2.339608,0.6815813,2.6772997
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native,4,2.2303367,0.72034687,2.6615934
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native,5,1.8787901,0.3917857,1.7502358
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native+ego2hz,0,3.0852633,0.8093499,3.4790404
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native+ego2hz,1,3.345458,0.88125336,3.6397576
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native+ego2hz,2,0.5019479,0.23883264,0.18602437
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native+ego2hz,3,1.9443096,0.4628356,2.177757
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native+ego2hz,4,1.8813307,0.5337539,2.205545
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native+ego2hz,5,1.4528202,0.19670963,1.1466131
1a3458b1-4bd7-4659-b6e4-c6435d80b987,repeat,0,3.1527915,0.9819023,3.6467266
1a3458b1-4bd7-4659-b6e4-c6435d80b987,repeat,1,3.5779982,1.0911789,3.956728
1a3458b1-4bd7-4659-b6e4-c6435d80b987,repeat,2,3.4463136,1.4962558,4.601662
1a3458b1-4bd7-4659-b6e4-c6435d80b987,repeat,3,0.8479563,0.2460794,1.0242776
1a3458b1-4bd7-4659-b6e4-c6435d80b987,repeat,4,0.96530807,0.37113136,1.2344055
1a3458b1-4bd7-4659-b6e4-c6435d80b987,repeat,5,2.2984762,1.2309113,3.6776345
1a3458b1-4bd7-4659-b6e4-c6435d80b987,2hz,0,4.4782395,1.1958835,4.898574
1a3458b1-4bd7-4659-b6e4-c6435d80b987,2hz,1,4.915045,1.3214462,5.315361
1a3458b1-4bd7-4659-b6e4-c6435d80b987,2hz,2,0.8149701,0.3915878,0.24765842
1a3458b1-4bd7-4659-b6e4-c6435d80b987,2hz,3,2.7865243,0.61078537,2.9668772
1a3458b1-4bd7-4659-b6e4-c6435d80b987,2hz,4,2.7940676,0.68976724,2.990354
1a3458b1-4bd7-4659-b6e4-c6435d80b987,2hz,5,2.266038,0.31312764,1.8387747
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native+rt,0,3.7583463,1.137839,4.296012
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native+rt,1,3.9432425,1.223037,4.4395695
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native+rt,2,0.5823431,0.08658227,0.27839246
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native+rt,3,2.4636707,0.7436419,2.8271306
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native+rt,4,2.3277833,0.7540399,2.7912061
1a3458b1-4bd7-4659-b6e4-c6435d80b987,native+rt,5,1.6538115,0.30004424,1.4085314
