clip,config,sample,ade64,ade40,fde40
0ca9938e-ce18-42d8-8052-cf771fc3d926,repeat,4,2.2024505,0.15324202,1.1626085
0ca9938e-ce18-42d8-8052-cf771fc3d926,repeat,5,1.0241647,0.14161423,1.0015979
0ca9938e-ce18-42d8-8052-cf771fc3d926,2hz,0,2.1944757,0.1492465,1.1525158
0ca9938e-ce18-42d8-8052-cf771fc3d926,2hz,1,2.1978474,0.15002754,1.1558989
0ca9938e-ce18-42d8-8052-cf771fc3d926,2hz,2,2.198313,0.15086952,1.1574935
0ca9938e-ce18-42d8-8052-cf771fc3d926,2hz,3,2.1987948,0.15099688,1.1584402
0ca9938e-ce18-42d8-8052-cf771fc3d926,2hz,4,2.2026062,0.15237918,1.1624571
0ca9938e-ce18-42d8-8052-cf771fc3d926,2hz,5,2.17906,0.1503483,1.1567789
0ca9938e-ce18-42d8-8052-cf771fc3d926,native+rt,0,2.6939735,0.5120057,2.9435065
0ca9938e-ce18-42d8-8052-cf771fc3d926,native+rt,1,0.120134346,0.022970837,0.13897349
0ca9938e-ce18-42d8-8052-cf771fc3d926,native+rt,2,0.10105072,0.05183975,0.14755945
0ca9938e-ce18-42d8-8052-cf771fc3d926,native+rt,3,1.928756,0.4627959,2.3685315
0ca9938e-ce18-42d8-8052-cf771fc3d926,native+rt,4,2.0947695,0.15037653,1.1555915
0ca9938e-ce18-42d8-8052-cf771fc3d926,native+rt,5,0.6995641,0.1454984,0.9826162
0ca9938e-ce18-42d8-8052-cf771fc3d926,repeat+rt+ego2hz,0,3.106175,0.6523013,3.5007257
0ca9938e-ce18-42d8-8052-cf771fc3d926,repeat+rt+ego2hz,1,0.5043051,0.10520425,0.6306006
0ca9938e-ce18-42d8-8052-cf771fc3d926,repeat+rt+ego2hz,2,0.1548832,0.039401244,0.056171205
0ca9938e-ce18-42d8-8052-cf771fc3d926,repeat+rt+ego2hz,3,2.2058663,0.54506075,2.7329314
0ca9938e-ce18-42d8-8052-cf771fc3d926,repeat+rt+ego2hz,4,1.9716012,0.15355739,1.1631541
0ca9938e-ce18-42d8-8052-cf771fc3d926,repeat+rt+ego2hz,5,0.58928585,0.14330086,0.94992036
0ca9938e-ce18-42d8-8052-cf771fc3d926,2hz+rt+ego2hz,0,2.1948974,0.14907385,1.1528295
0ca9938e-ce18-42d8-8052-cf771fc3d926,2hz+rt+ego2hz,1,1.7105402,0.13477626,1.0118486
0ca9938e-ce18-42d8-8052-cf771fc3d926,2hz+rt+ego2hz,2,2.1916823,0.1480049,1.148573
0ca9938e-ce18-42d8-8052-cf771fc3d926,2hz+rt+ego2hz,3,1.694598,0.39618725,2.0615807
0ca9938e-ce18-42d8-8052-cf771fc3d926,2hz+rt+ego2hz,4,2.1920207,0.1484907,1.1499498
0ca9938e-ce18-42d8-8052-cf771fc3d926,2hz+rt+ego2hz,5,0.87268305,0.14823005,1.0256406
c86195b7-af97-4140-98c8-964a14d9a2e7,native,0,0.86446756,0.46345156,0.6835737
c86195b7-af97-4140-98c8-964a14d9a2e7,native,1,1.7687223,0.52909863,2.2353215
c86195b7-af97-4140-98c8-964a14d9a2e7,native,2,0.90073276,0.72118604,1.112038
c86195b7-af97-4140-98c8-964a14d9a2e7,native,3,3.0622315,1.7189009,4.012637
c86195b7-af97-4140-98c8-964a14d9a2e7,native,4,1.5812906,1.1295319,2.3162017
c86195b7-af97-4140-98c8-964a14d9a2e7,native,5,2.7559452,1.4131864,3.1430664
c86195b7-af97-4140-98c8-964a14d9a2e7,native+ego2hz,0,1.1703837,0.69757307,1.1205986
c86195b7-af97-4140-98c8-964a14d9a2e7,native+ego2hz,1,1.6426327,0.5523532,1.8123136
c86195b7-af97-4140-98c8-964a14d9a2e7,native+ego2hz,2,1.2758536,0.99090624,1.6595649
c86195b7-af97-4140-98c8-964a14d9a2e7,native+ego2hz,3,3.505627,2.0275288,4.6626725
c86195b7-af97-4140-98c8-964a14d9a2e7,native+ego2hz,4,1.9208504,1.3845842,2.8016028
c86195b7-af97-4140-98c8-964a14d9a2e7,native+ego2hz,5,3.1752162,1.6889492,3.730831
c86195b7-af97-4140-98c8-964a14d9a2e7,repeat,0,9.388039,2.9558642,8.933791
c86195b7-af97-4140-98c8-964a14d9a2e7,repeat,1,11.56889,3.227808,10.804005
c86195b7-af97-4140-98c8-964a14d9a2e7,repeat,2,8.0150585,1.6291273,6.3960795
c86195b7-af97-4140-98c8-964a14d9a2e7,repeat,3,6.7126975,1.4497896,5.3932343
c86195b7-af97-4140-98c8-964a14d9a2e7,repeat,4,11.619358,2.5791426,10.545915
c86195b7-af97-4140-98c8-964a14d9a2e7,repeat,5,14.085182,4.8744144,15.605315
c86195b7-af97-4140-98c8-964a14d9a2e7,2hz,0,2.049427,0.6992371,2.1663218
c86195b7-af97-4140-98c8-964a14d9a2e7,2hz,1,2.130332,0.8936819,2.785423
c86195b7-af97-4140-98c8-964a14d9a2e7,2hz,2,1.8955647,0.79016036,2.21428
c86195b7-af97-4140-98c8-964a14d9a2e7,2hz,3,3.325089,0.6728973,3.401755
c86195b7-af97-4140-98c8-964a14d9a2e7,2hz,4,1.3633916,0.9610323,1.9263752
c86195b7-af97-4140-98c8-964a14d9a2e7,2hz,5,3.6510446,1.0044895,3.385042
c86195b7-af97-4140-98c8-964a14d9a2e7,native+rt,0,8.719006,3.3495088,9.281179
c86195b7-af97-4140-98c8-964a14d9a2e7,native+rt,1,8.316747,3.301263,9.135153
c86195b7-af97-4140-98c8-964a14d9a2e7,native+rt,2,8.433782,3.0365303,8.764765
c86195b7-af97-4140-98c8-964a14d9a2e7,native+rt,3,6.5857577,2.9281604,7.297085
c86195b7-af97-4140-98c8-964a14d9a2e7,native+rt,4,1.67293,1.5662361,2.7958007
c86195b7-af97-4140-98c8-964a14d9a2e7,native+rt,5,8.689644,3.4443908,9.473822
c86195b7-af97-4140-98c8-964a14d9a2e7,repeat+rt+ego2hz,0,13.663136,4.961426,15.026919
c86195b7-af97-4140-98c8-964a14d9a2e7,repeat+rt+ego2hz,1,14.518408,5.351059,16.082458
c86195b7-af97-4140-98c8-964a14d9a2e7,repeat+rt+ego2hz,2,8.878217,3.270005,9.222506
c86195b7-af97-4140-98c8-964a14d9a2e7,repeat+rt+ego2hz,3,11.032568,4.1583986,12.088604
c86195b7-af97-4140-98c8-964a14d9a2e7,repeat+rt+ego2hz,4,14.079402,6.123664,16.293728
c86195b7-af97-4140-98c8-964a14d9a2e7,repeat+rt+ego2hz,5,10.834482,3.8755736,11.207411
c86195b7-af97-4140-98c8-964a14d9a2e7,2hz+rt+ego2hz,0,11.757793,4.56095,13.271481
c86195b7-af97-4140-98c8-964a14d9a2e7,2hz+rt+ego2hz,1,12.85018,4.881242,14.20312
c86195b7-af97-4140-98c8-964a14d9a2e7,2hz+rt+ego2hz,2,5.260168,2.2920308,5.5295653
c86195b7-af97-4140-98c8-964a14d9a2e7,2hz+rt+ego2hz,3,8.129793,3.5213737,9.402458
c86195b7-af97-4140-98c8-964a14d9a2e7,2hz+rt+ego2hz,4,9.893173,4.142423,11.345741
c86195b7-af97-4140-98c8-964a14d9a2e7,2hz+rt+ego2hz,5,9.129101,3.4605975,9.566129
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native,0,1.891876,0.3825579,1.9050546
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native,1,0.41470408,0.0375933,0.11627917
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native,2,0.48689824,0.06444348,0.2625763
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native,3,1.6679158,0.19745018,1.089036
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native,4,1.2228692,0.11335311,0.6586003
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native,5,0.83665913,0.119616166,0.524856
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native+ego2hz,0,1.8208908,0.3384672,1.7637906
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native+ego2hz,1,0.5435358,0.113054216,0.27992952
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native+ego2hz,2,0.6342891,0.13917884,0.44435826
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native+ego2hz,3,1.5846798,0.14563641,0.94520867
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native+ego2hz,4,1.0580796,0.11248282,0.3324169
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native+ego2hz,5,1.1435202,0.26161268,0.87295425
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,repeat,0,3.4787948,1.3720605,3.888688
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,repeat,1,0.39503103,0.16721168,0.49542704
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,repeat,2,0.30679154,0.120802924,0.34068516
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,repeat,3,2.2465854,1.0050678,2.9317355
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,repeat,4,1.1465693,0.6336698,1.4833878
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,repeat,5,0.9029557,0.23331587,0.9759213
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,2hz,0,6.6177278,2.426032,7.8277555
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,2hz,1,4.7851806,2.313885,6.694233
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,2hz,2,4.3792605,2.532771,6.130589
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,2hz,3,7.044033,2.7633102,7.9543223
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,2hz,4,4.7383614,1.3732272,4.843162
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,2hz,5,1.6226637,1.0453583,2.783595
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native+rt,0,1.4588587,0.370364,1.5693597
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native+rt,1,0.44133303,0.12462838,0.2149489
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native+rt,2,0.7417207,0.07903574,0.16877382
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native+rt,3,1.107638,0.20519476,0.78766406
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native+rt,4,1.2206526,0.17728798,0.79896915
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,native+rt,5,1.003988,0.095227085,0.50240993
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,repeat+rt+ego2hz,0,2.2675407,0.85349923,2.6303115
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,repeat+rt+ego2hz,1,2.6960692,0.96754646,3.012074
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,repeat+rt+ego2hz,2,2.027916,0.6689879,2.5418372
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,repeat+rt+ego2hz,3,0.4857478,0.27839327,0.6529666
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,repeat+rt+ego2hz,4,0.4486546,0.3079021,0.6414339
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,repeat+rt+ego2hz,5,0.45704156,0.11364503,0.37020025
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,2hz+rt+ego2hz,0,0.36741036,0.22120428,0.57770956
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,2hz+rt+ego2hz,1,0.8631195,0.3698741,0.9947315
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,2hz+rt+ego2hz,2,4.546383,1.6728432,5.7613945
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,2hz+rt+ego2hz,3,1.3565562,0.38703302,1.4117365
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,2hz+rt+ego2hz,4,1.0868131,0.14030418,0.8317523
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,2hz+rt+ego2hz,5,2.7452388,1.1371068,3.85462
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native,0,2.6464715,1.1017668,3.6245022
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native,1,3.3714194,1.326038,4.4805474
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native,2,3.521007,1.1306655,4.455116
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native,3,2.5120487,0.9918047,3.4084706
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native,4,3.3002887,1.3851051,4.506975
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native,5,2.207641,1.1668416,3.204287
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native+ego2hz,0,2.7004557,1.0992244,3.672355
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native+ego2hz,1,3.4310377,1.3244514,4.546956
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native+ego2hz,2,3.6415677,1.1812612,4.5881515
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native+ego2hz,3,2.3962379,0.9365079,3.2851171
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native+ego2hz,4,3.4353163,1.425762,4.6606555
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native+ego2hz,5,2.2516448,1.1863247,3.3028727
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,repeat,0,2.7296093,0.8745588,3.3123753
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,repeat,1,2.5846305,0.90407765,3.3086672
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,repeat,2,2.2226796,0.6599265,2.7350895
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,repeat,3,4.297043,0.96503437,3.923805
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,repeat,4,1.9723142,0.548699,2.3507814
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,repeat,5,1.7222497,0.6303938,2.4383001
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,2hz,0,2.9704874,1.3018026,4.249946
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,2hz,1,3.3246791,1.7100029,4.603807
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,2hz,2,5.9180746,1.914067,6.645294
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,2hz,3,4.0581675,1.8581089,5.8529634
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,2hz,4,4.6780286,2.244705,6.7121463
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,2hz,5,4.157381,1.8531681,5.4389095
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native+rt,0,1.9494667,0.6094764,2.2790341
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native+rt,1,5.3303742,2.183347,6.8264503
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native+rt,2,5.50284,1.9510721,6.8510027
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native+rt,3,1.0951314,0.31658512,0.97364545
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native+rt,4,4.4726276,2.0683973,6.1910667
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,native+rt,5,2.7987123,0.9223696,3.4360774
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,repeat+rt+ego2hz,0,3.3521574,1.0910189,3.8888557
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,repeat+rt+ego2hz,1,2.1218755,0.695684,2.7693598
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,repeat+rt+ego2hz,2,3.067982,0.9415863,3.4887471
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,repeat+rt+ego2hz,3,5.4857454,1.2490348,5.305562
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,repeat+rt+ego2hz,4,2.928204,0.8929512,3.2791173
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,repeat+rt+ego2hz,5,2.4403574,0.7634755,2.907291
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,2hz+rt+ego2hz,0,2.5248127,0.9155456,3.173002
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,2hz+rt+ego2hz,1,2.9589915,1.2601025,4.0306325
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,2hz+rt+ego2hz,2,2.4273,0.9580601,3.365252
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,2hz+rt+ego2hz,3,1.3502333,0.35746047,1.5626713
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,2hz+rt+ego2hz,4,6.332372,3.300569,9.096103
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,2hz+rt+ego2hz,5,2.4901752,1.0603937,3.529923
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native,0,5.1928883,2.0029569,6.3167925
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native,1,3.59077,1.7240818,4.503998
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native,2,4.5003896,1.5451018,4.996891
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native,3,3.0535154,1.3366638,3.7828424
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native,4,4.965451,2.1768491,6.2855697
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native,5,3.741128,1.6242721,4.4440765
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native+ego2hz,0,4.478064,1.5552108,5.3758097
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native+ego2hz,1,3.038097,1.355653,3.785347
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native+ego2hz,2,3.6156533,1.0345905,3.7884839
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native+ego2hz,3,2.1809137,0.8439374,2.656614
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native+ego2hz,4,4.4615145,1.8240659,5.6424756
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native+ego2hz,5,2.997911,1.1754041,3.4859624
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,repeat,0,8.144489,3.1106281,9.668757
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,repeat,1,4.90195,1.9045124,5.8807697
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,repeat,2,9.058403,3.793663,11.06075
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,repeat,3,6.9436417,2.5277147,8.034089
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,repeat,4,3.2960107,1.0354636,3.603265
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,repeat,5,8.91815,3.3405342,10.509172
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,2hz,0,3.3205404,1.2734025,3.6541646
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,2hz,1,5.6063795,2.3737698,6.817007
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,2hz,2,4.848243,1.8032919,5.7215824
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,2hz,3,0.4091432,0.42708403,0.2968881
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,2hz,4,4.7639594,1.9309943,5.5985737
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,2hz,5,1.3316405,0.26291585,1.3547969
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native+rt,0,7.9901056,3.1191173,9.646558
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native+rt,1,8.048124,3.1540074,9.63159
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native+rt,2,2.9681005,1.2498451,3.4891074
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native+rt,3,5.5524845,2.284481,6.7660136
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native+rt,4,5.4198656,2.2559037,6.7272286
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,native+rt,5,4.64552,1.7566029,5.2142825
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,repeat+rt+ego2hz,0,10.033886,3.5954833,11.834219
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,repeat+rt+ego2hz,1,10.366568,3.7015343,12.187464
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,repeat+rt+ego2hz,2,3.964746,1.30112,4.368949
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,repeat+rt+ego2hz,3,7.0167313,2.5306506,8.298414
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,repeat+rt+ego2hz,4,7.0691934,2.577949,8.430858
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,repeat+rt+ego2hz,5,5.9158,1.8671424,6.357605
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,2hz+rt+ego2hz,0,4.5701523,1.8563888,5.381163
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,2hz+rt+ego2hz,1,3.0364957,1.207024,3.4351463
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,2hz+rt+ego2hz,2,3.3627024,1.5505918,4.4964356
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,2hz+rt+ego2hz,3,2.7399392,1.0472019,3.0570745
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,2hz+rt+ego2hz,4,2.092162,0.7262581,2.1215148
20c9e8e3-c6b9-419f-8076-528f0fdc4df6,2hz+rt+ego2hz,5,0.58008224,0.26502538,0.43332493
74589d71-b6de-4dbd-a110-ce435bdd3bed,native,0,1.922653,0.5167809,1.7456044
74589d71-b6de-4dbd-a110-ce435bdd3bed,native,1,0.8083534,0.19697016,0.7165401
74589d71-b6de-4dbd-a110-ce435bdd3bed,native,2,9.232393,3.1064801,10.532092
74589d71-b6de-4dbd-a110-ce435bdd3bed,native,3,3.9252439,1.0851027,3.8938403
74589d71-b6de-4dbd-a110-ce435bdd3bed,native,4,4.344048,1.1516539,4.1993604
74589d71-b6de-4dbd-a110-ce435bdd3bed,native,5,4.339372,1.5266864,5.173798
74589d71-b6de-4dbd-a110-ce435bdd3bed,native+ego2hz,0,1.7731228,0.45109445,1.5669872
74589d71-b6de-4dbd-a110-ce435bdd3bed,native+ego2hz,1,0.6097895,0.12875149,0.46789032
74589d71-b6de-4dbd-a110-ce435bdd3bed,native+ego2hz,2,9.042944,3.0091844,10.298412
74589d71-b6de-4dbd-a110-ce435bdd3bed,native+ego2hz,3,3.7011,0.98595417,3.6219342
74589d71-b6de-4dbd-a110-ce435bdd3bed,native+ego2hz,4,3.9790854,0.9932044,3.7699149
74589d71-b6de-4dbd-a110-ce435bdd3bed,native+ego2hz,5,3.984715,1.3804575,4.750627
74589d71-b6de-4dbd-a110-ce435bdd3bed,repeat,0,5.808934,1.7892721,6.193335
74589d71-b6de-4dbd-a110-ce435bdd3bed,repeat,1,7.4513054,2.429723,8.561819
74589d71-b6de-4dbd-a110-ce435bdd3bed,repeat,2,5.8105574,1.9661442,6.4776154
74589d71-b6de-4dbd-a110-ce435bdd3bed,repeat,3,1.8419144,0.71052593,2.105468
74589d71-b6de-4dbd-a110-ce435bdd3bed,repeat,4,1.4213967,0.19732471,0.8961923
74589d71-b6de-4dbd-a110-ce435bdd3bed,repeat,5,11.422958,2.660743,11.466703
74589d71-b6de-4dbd-a110-ce435bdd3bed,2hz,0,1.6711289,0.5095789,1.5273075
74589d71-b6de-4dbd-a110-ce435bdd3bed,2hz,1,0.59186065,0.20393777,0.49927086
74589d71-b6de-4dbd-a110-ce435bdd3bed,2hz,2,8.676846,3.0164742,10.038057
74589d71-b6de-4dbd-a110-ce435bdd3bed,2hz,3,3.8885703,1.1750181,3.9700449
74589d71-b6de-4dbd-a110-ce435bdd3bed,2hz,4,4.0859966,1.1856133,4.041639
74589d71-b6de-4dbd-a110-ce435bdd3bed,2hz,5,5.141712,1.9014912,6.2757607
74589d71-b6de-4dbd-a110-ce435bdd3bed,native+rt,0,3.5577192,1.1236969,3.9454863
74589d71-b6de-4dbd-a110-ce435bdd3bed,native+rt,1,5.7139373,2.151069,6.670976
74589d71-b6de-4dbd-a110-ce435bdd3bed,native+rt,2,1.4960941,0.40323645,1.3069869
74589d71-b6de-4dbd-a110-ce435bdd3bed,native+rt,3,1.3055892,0.93903846,2.2463372
74589d71-b6de-4dbd-a110-ce435bdd3bed,native+rt,4,0.82176805,0.4822282,1.0957893
74589d71-b6de-4dbd-a110-ce435bdd3bed,native+rt,5,0.54865384,0.22899523,0.680712
74589d71-b6de-4dbd-a110-ce435bdd3bed,repeat+rt+ego2hz,0,4.547373,1.2371118,4.665615
74589d71-b6de-4dbd-a110-ce435bdd3bed,repeat+rt+ego2hz,1,1.269929,0.50677544,1.5770239
74589d71-b6de-4dbd-a110-ce435bdd3bed,repeat+rt+ego2hz,2,2.8679261,0.885509,3.1177373
74589d71-b6de-4dbd-a110-ce435bdd3bed,repeat+rt+ego2hz,3,0.7891382,0.2704082,0.87633735
74589d71-b6de-4dbd-a110-ce435bdd3bed,repeat+rt+ego2hz,4,0.8397849,0.5256076,0.95701706
74589d71-b6de-4dbd-a110-ce435bdd3bed,repeat+rt+ego2hz,5,16.137829,3.88376,16.613613
74589d71-b6de-4dbd-a110-ce435bdd3bed,2hz+rt+ego2hz,0,0.61393815,0.35822177,0.74395937
74589d71-b6de-4dbd-a110-ce435bdd3bed,2hz+rt+ego2hz,1,7.0187283,2.7621553,8.323252
74589d71-b6de-4dbd-a110-ce435bdd3bed,2hz+rt+ego2hz,2,1.3224845,0.75233364,1.6334856
74589d71-b6de-4dbd-a110-ce435bdd3bed,2hz+rt+ego2hz,3,3.3454041,1.6604258,4.4730034
74589d71-b6de-4dbd-a110-ce435bdd3bed,2hz+rt+ego2hz,4,2.2674003,1.027387,2.6908233
74589d71-b6de-4dbd-a110-ce435bdd3bed,2hz+rt+ego2hz,5,1.5064806,0.58957016,1.7039129
a5a9d3f9-a43e-4390-bb92-c560707047b8,native,0,1.7294935,1.204745,2.5299523
a5a9d3f9-a43e-4390-bb92-c560707047b8,native,1,0.49854577,0.27119297,0.7690363
a5a9d3f9-a43e-4390-bb92-c560707047b8,native,2,0.54826164,0.4158669,0.8736872
a5a9d3f9-a43e-4390-bb92-c560707047b8,native,3,0.34361982,0.23573145,0.42372525
a5a9d3f9-a43e-4390-bb92-c560707047b8,native,4,1.8860333,1.2291236,2.6989985
a5a9d3f9-a43e-4390-bb92-c560707047b8,native,5,0.21518394,0.12915158,0.29082963
a5a9d3f9-a43e-4390-bb92-c560707047b8,native+ego2hz,0,1.3229392,0.8782706,2.0047786
a5a9d3f9-a43e-4390-bb92-c560707047b8,native+ego2hz,1,0.21574688,0.14365417,0.24320397
a5a9d3f9-a43e-4390-bb92-c560707047b8,native+ego2hz,2,0.16108492,0.15148573,0.29676768
a5a9d3f9-a43e-4390-bb92-c560707047b8,native+ego2hz,3,0.08412096,0.09989867,0.11746013
a5a9d3f9-a43e-4390-bb92-c560707047b8,native+ego2hz,4,1.5601268,0.95029813,2.2868438
a5a9d3f9-a43e-4390-bb92-c560707047b8,native+ego2hz,5,0.27467027,0.28338104,0.30484745
a5a9d3f9-a43e-4390-bb92-c560707047b8,repeat,0,3.3159184,1.0043681,3.838376
a5a9d3f9-a43e-4390-bb92-c560707047b8,repeat,1,3.887124,1.6193998,4.7680984
a5a9d3f9-a43e-4390-bb92-c560707047b8,repeat,2,4.5526915,1.8250656,5.6917
a5a9d3f9-a43e-4390-bb92-c560707047b8,repeat,3,4.0211744,1.6798828,5.0844407
a5a9d3f9-a43e-4390-bb92-c560707047b8,repeat,4,2.7969918,0.82308245,3.1764202
a5a9d3f9-a43e-4390-bb92-c560707047b8,repeat,5,4.715351,2.07592,6.116711
a5a9d3f9-a43e-4390-bb92-c560707047b8,2hz,0,2.0830417,1.1534525,2.806457
a5a9d3f9-a43e-4390-bb92-c560707047b8,2hz,1,2.648428,1.5558317,3.591472
a5a9d3f9-a43e-4390-bb92-c560707047b8,2hz,2,4.1415696,2.6199071,5.706968
