B,seed_offset,n,wall_s,ms_per_sample,peak_gb
1,0,64,135.76668334007263,2121.354427188635,24.495043072
1,1,64,136.94380640983582,2139.7469751536846,24.516041728
8,0,64,79.84987425804138,1247.6542852818966,35.252182528
8,1,64,92.12796688079834,1439.499482512474,36.972857344
12,0,64,80.1341552734375,1252.096176147461,41.769750528
