set,row,n,l2_1s,l2pt_1s,col_vad_1s,col_bevp_1s,l2_2s,l2pt_2s,col_vad_2s,col_bevp_2s,l2_3s,l2pt_3s,col_vad_3s,col_bevp_3s,l2_avg,l2pt_avg,col_vad_avg,col_bevp_avg,lon_err_3s,l2_avg_lo,l2_avg_hi,d_l2_avg,d_l2_avg_lo,d_l2_avg_hi,col_vad_avg_lo,col_vad_avg_hi,d_col_vad_avg,d_col_vad_avg_lo,d_col_vad_avg_hi,col_bevp_avg_lo,col_bevp_avg_hi,d_col_bevp_avg,d_col_bevp_avg_lo,d_col_bevp_avg_hi
main,logged future,4636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7059369693020392,-0.7668636623529382,-0.6445963926978212,0.0,0.0,-0.2977902406288946,-0.5086055030332373,-0.14194260144763246,0.0,0.0,-1.0785159620362381,-1.6187003060501914,-0.6372616363885705
main,cv,4636,0.2771949288325626,0.41036125566271725,0.05392579810181191,0.10785159620362382,0.659554985082935,1.2888117556294238,0.1671699741156169,0.4745470232959448,1.18106099399062,2.565928031292019,0.6722749496692549,2.653149266609146,0.7059369693020392,1.4217003475280534,0.2977902406288946,1.0785159620362381,-0.036416892250981964,0.6445963926978212,0.7668636623529382,0.0,0.0,0.0,0.14194260144763246,0.5086055030332373,0.0,0.0,0.0,0.6372616363885699,1.6187003060501912,0.0,0.0,0.0
main,cvv,4636,0.3088024926284998,0.4495267506074499,0.08628127696289906,0.15099223468507333,0.7058776411372016,1.356865215110801,0.24266609145815357,0.6686798964624676,1.2414878986378357,2.6611925764689164,0.7837215990796663,2.9335634167385676,0.752056010801179,1.4891948473957222,0.370889655833573,1.2510785159620363,-0.04479922166773013,0.68404438008744,0.8200015316736194,0.046119041499139896,0.03521997227515951,0.057591348435000876,0.17942052897091693,0.6407575685682396,0.07309941520467836,0.02508947087341605,0.1404843525673545,0.7614942528735633,1.8478673151568685,0.1725625539257981,0.06478082487583675,0.28816367696851813
main,openpilot small,4636,0.44204683904081477,0.6126729340909676,0.010785159620362382,0.021570319240724764,0.8538884064489496,1.5045374394337543,0.10245901639344263,0.19413287316652286,1.3501451747698632,2.645553852357849,0.33793500143802124,0.8412424503882657,0.8820268067532092,1.5875880752941904,0.15039305915060874,0.35231521426517115,1.2058675517728643,0.8105907740966002,0.952957714151805,0.17608983745117004,0.11334348596089819,0.24439552071360215,0.08141630935375875,0.22893690674742181,-0.14739718147828587,-0.3611973333086517,0.023313536449353668,0.18742689921755668,0.5326423378679911,-0.726200747771067,-1.2590901828650092,-0.2735190383646441
main,openpilot Cinque,4636,0.42995556855184824,0.6051071330038955,0.0,0.0,0.9085093279433653,1.6828083975323764,0.1671699741156169,0.3882657463330457,1.5254410147339676,3.142901930460837,0.4134311187805579,1.1216566005176876,0.9546353037430604,1.810272486999036,0.19353369763205824,0.5033074489502445,1.6721369052634956,0.8768749098052389,1.0306436510760733,0.2486983344410213,0.17444067879299754,0.32687034297401674,0.10665037255213876,0.2960198038068209,-0.10425654299683636,-0.30970906955178074,0.07133266196710306,0.2735781137509,0.7619910259036726,-0.5752085130859937,-1.0717940153551815,-0.12223115002813711
main,openpilot Lebowski,4636,0.5197409462405976,0.7347164167683483,0.010785159620362382,0.021570319240724764,1.0615880494128014,1.92270142386998,0.15638481449525454,0.32355478861087145,1.7308267336830028,3.483252622480926,0.3774805867126833,0.9706643658326143,1.1040519097788006,2.046890154373085,0.18155018694276673,0.4385964912280702,2.1618118204956454,1.0190855659516918,1.1865642946532522,0.3981149404767614,0.3209043117965236,0.4791911491587597,0.10365513346738335,0.26852992617260923,-0.11624005368612789,-0.3033221050712344,0.04425331800232013,0.26580459770114945,0.6345189168031478,-0.639919470808168,-1.1424876050873034,-0.1868994302449811
main,openpilot small + cmd,4636,0.44180884964903366,0.6110071428109258,0.0,0.0,0.848695822697742,1.492154772669877,0.08628127696289906,0.21570319240724764,1.341798838658627,2.630482742517993,0.2804141501294219,0.8628127696289906,0.8774345036684676,1.5778815526662653,0.12223180903077367,0.3595053206787461,0.951726377406779,0.8062565472016603,0.9473933517358093,0.1714975343664284,0.10758387826249813,0.23978216850637088,0.06215337540638746,0.19324361440830587,-0.17555843159812096,-0.38605682989738355,-0.010757257126715361,0.20158387329013683,0.5450372920252439,-0.719010641357492,-1.2441634902477308,-0.2733404908484837
main,openpilot Cinque + cmd,4636,0.43420829838748115,0.6119890563354425,0.0,0.0,0.9180469031054072,1.7001052797118934,0.14020707506471095,0.32355478861087145,1.5404863112509035,3.1719035499792727,0.3702904802991084,1.0353753235547887,0.9642471709145973,1.827999295342203,0.17016585178793978,0.45297670405522,1.6803755184065476,0.8864244977204397,1.0415442313183445,0.25831020161255813,0.1844951311608893,0.3366833492696794,0.08912144363105183,0.2650085051553971,-0.12762438884095484,-0.330375855843724,0.04008466857347525,0.25197984161267106,0.6758700028760426,-0.6255392579810182,-1.1151881430318729,-0.19306823295812572
main,openpilot Lebowski + cmd,4636,0.5205718775462252,0.7356142761365969,0.010785159620362382,0.021570319240724764,1.0616825860709012,1.9213362736857151,0.16177739430543572,0.4098360655737705,1.729775613548037,3.4794038894663895,0.3738855335058958,1.100086281276963,1.1040100257217211,2.045451479762901,0.18214936247723132,0.5104975553638195,2.114358340530546,1.0196761458117256,1.186850780702863,0.39807305641968194,0.3210351259763981,0.47885590050226823,0.10328097228226929,0.27086301978530447,-0.11564087815166328,-0.30265382764801113,0.046788746165841374,0.32369268653109906,0.7176213730105971,-0.5680184066724188,-1.065992509363296,-0.11496544866520626
main,SparseDriveV2,4636,0.4368107164341254,0.6003764223623669,0.0,0.021570319240724764,0.8924172165426333,1.6499336306411916,0.12402933563416739,0.25884383088869717,1.563401276617077,3.383852839608255,0.5572332470520563,2.243313201035375,0.9642097365312785,1.8780542975372712,0.22708752756207454,0.8412424503882657,0.5084820188467424,0.9159571198877937,1.0168933956326587,0.25827276722923953,0.17118902183593215,0.3511172008300239,0.12139179565311846,0.35230644080773277,-0.07070271306682006,-0.27981522908059897,0.10875722549542431,0.43168573278653144,1.3511571079488285,-0.2372735116479724,-0.8249182787112986,0.35974199467736745
main,ZTRS,4636,0.6946807270782,0.934322436254244,0.021570319240724764,0.04314063848144953,1.2468254745250624,2.120806651112004,0.12942191544434858,0.36669542709232095,1.941025995282178,3.7744822949817594,0.49611734253666945,1.9628990509059534,1.2941773989618135,2.2765371274493353,0.21570319240724764,0.7909117054932414,-2.2279756479066943,1.1972629260147758,1.395562627433726,0.5882404296597744,0.4885393113886088,0.6925786958312706,0.0934915498022294,0.391768849348209,-0.08208704822164702,-0.2949231854333049,0.08407044769044289,0.4300108132798264,1.2609983367359923,-0.2876042565429969,-0.8396260520200037,0.19379844961240306
