row,n,rfs,rfs_lo,rfs_hi,rfs_frame,floored,d_logged future,d_logged future_lo,d_logged future_hi,d_ours cls ego,d_ours cls ego_lo,d_ours cls ego_hi,d_Alpamayo 1.5 nav,d_Alpamayo 1.5 nav_lo,d_Alpamayo 1.5 nav_hi,d_openpilot Cinque,d_openpilot Cinque_lo,d_openpilot Cinque_hi,d_cv,d_cv_lo,d_cv_hi
cv,479,7.103378721352011,6.853566981883403,7.353032778909809,7.045712040010445,0.27139874739039666,-1.027376017188371,-1.3329899127910096,-0.7156186422462304,-0.20798362043260887,-0.44757525802547193,0.026446109086151158,-0.7534775614149085,-0.9952101193456325,-0.5037397796218287,-0.9014626859918264,-1.1799056620208526,-0.6187555838252605,,,
logged future,479,8.130754738540382,7.925860581127542,8.330610137063028,8.175144927007192,0.09394572025052192,,,,0.8193923967557621,0.5491843086501121,1.0955810731363336,0.2738984557734625,0.06760204932002847,0.48249225545479657,0.12591333119654458,-0.09670718001508746,0.35349195478507484,1.027376017188371,0.7156186422462303,1.3329899127910094
ours cls ego,479,7.31136234178462,7.060302172489995,7.559150911606135,7.342672500465909,0.21294363256784968,-0.8193923967557621,-1.0955810731363338,-0.5491843086501121,,,,-0.5454939409822996,-0.7572026739744818,-0.3260477621861892,-0.6934790655592176,-0.952866919747675,-0.43532469723181066,0.20798362043260887,-0.02644610908615123,0.4475752580254718
Alpamayo 1.5 nav,479,7.85685628276692,7.66967305176304,8.036362042232046,7.8066361510482025,0.029227557411273485,-0.2738984557734625,-0.4824922554547966,-0.0676020493200285,0.5454939409822996,0.3260477621861892,0.7572026739744817,,,,-0.14798512457691793,-0.33445883688269407,0.033404771053415244,0.7534775614149085,0.5037397796218286,0.9952101193456324
openpilot Cinque,479,8.004841407343838,7.785494002191028,8.21786601451211,7.941643611482611,0.10020876826722339,-0.12591333119654458,-0.35349195478507484,0.09670718001508742,0.6934790655592176,0.4353246972318106,0.9528669197476749,0.14798512457691793,-0.03340477105341536,0.334458836882694,,,,0.9014626859918264,0.6187555838252604,1.1799056620208526
SparseDriveV2,479,6.421046519279808,6.189839436357453,6.65838155494202,6.480869969908961,0.31315240083507306,-1.7097082192605741,-1.992513486248339,-1.420400213347901,-0.890315822504812,-1.1990635473258355,-0.5822806315642154,-1.4358097634871116,-1.704163407728515,-1.1587879340770473,-1.5837948880640296,-1.8680505111688481,-1.2901971140867432,-0.6823322020722031,-1.0463531647557187,-0.322817699948485
ZTRS,479,6.7008492862196904,6.468344413005005,6.928199281500019,6.819540590152381,0.22755741127348644,-1.4299054523206918,-1.7220493165056432,-1.1397661313121221,-0.6105130555649296,-0.8907018027845239,-0.3250608571632486,-1.1560069965472293,-1.4035174870591107,-0.9192095648873521,-1.3039921211241472,-1.5785793501613008,-1.02880947668914,-0.40252943513232076,-0.7146798579930536,-0.0827287769298069
