token,ade_a,same_a,ade_b,same_b
e9d7cc484394548f,1.174005389213562,False,1.174005389213562,False
f4d869c13a015a28,0.0,True,0.0,True
b7f26baef02d54ea,0.0,True,0.0,True
200c447283ed50eb,0.0,True,2.0950610637664795,False
1c064ec24fa15900,0.0,True,0.23200878500938416,False
2d7bc87644e85744,0.0,True,1.7827973365783691,False
eb430bd4f0095c28,0.7168434858322144,False,0.0,True
e9597ce7a5a7589b,0.0,True,0.3579874336719513,False
b387a02b67e45a4b,0.03052808903157711,False,0.0,True
bd4be260be50516f,0.0,True,0.0,True
b961186653e45dc2,2.324296474456787,False,0.0,True
46f4d9ea67c75a76,0.0,True,0.01425514928996563,False
674e6f0f529a51f7,0.03188256919384003,False,0.029895426705479622,False
12fac37cef195384,0.2331841140985489,False,1.435927152633667,False
c6c94bd6691c5008,0.0,True,0.0,True
39b4d546300958ad,0.0,True,0.6698658466339111,False
83d9a73b7a3650c7,0.5672128200531006,False,0.8618835806846619,False
68a3518b15a75c25,0.0,True,0.3701457381248474,False
7c8dfd86366157b2,0.0,True,0.0,True
65caa24efb4556af,0.0,True,0.011249802075326443,False
bf6e5d04e0d7576e,0.0,True,0.0,True
d37242b32b51586b,0.37317556142807007,False,0.9921149611473083,False
7291b74b016d5672,0.3232561945915222,False,0.16975726187229156,False
03c0cf33d2105598,0.0,True,0.5912882089614868,False
efe0cf18491855e6,0.3804669976234436,False,0.766560435295105,False
96a228d4d055523a,0.0,True,1.828761339187622,False
fb8f21990ffb52d5,0.0,True,0.4248943626880646,False
5798a6e25f2553e4,0.0,True,0.26111292839050293,False
9b4a82c95856552f,0.043301474303007126,False,0.15701983869075775,False
ef34a4f536c5598c,0.0,True,0.8559718132019043,False
69bedd73861656f1,0.0,True,0.4208201467990875,False
0c267e7911165e9f,0.720833420753479,False,0.4557158350944519,False
7d664c7260d45737,0.0,True,0.1484908014535904,False
308e246a1d995edd,0.0,True,0.0,True
f1b71a95642b5da2,0.0,True,0.0,True
7682ed33c75a5116,0.0,True,1.0499621629714966,False
6d9c2a30a6435937,0.0,True,0.0,True
667360ba7d595e46,0.0,True,0.05028032884001732,False
ea93b5b81d425814,0.007123153656721115,False,0.058060579001903534,False
c16f84d1251552af,0.0,True,0.0,True
9d87610ffed85509,0.0,True,0.394076943397522,False
7fcd3691c57b5f49,0.0,True,0.39275696873664856,False
19a595ad0fe35941,0.0,True,0.971863865852356,False
9fb8affb5c295640,0.0,True,0.511573314666748,False
5b6e0702773c5bdb,0.31691277027130127,False,0.014781177043914795,False
0bcebe354a715163,1.2178192138671875,False,1.2178192138671875,False
eeb4b973450f50e9,0.0,True,0.0,True
c038901b4a0259ab,0.0,True,1.059687852859497,False
317f5b44a4615e30,0.0,True,0.0,True
e1540b19efec5d97,0.0,True,0.3701618015766144,False
a98e0fd4eee7534a,0.0,True,1.254798173904419,False
e4ae770961c15455,0.0,True,0.8291017413139343,False
4b5f475a2afc5ed0,0.0,True,0.0,True
e3eaafd948b15069,0.0,True,0.15759609639644623,False
91416eb4bba85377,0.0,True,0.17986834049224854,False
9c13995a8a285f90,0.009404006414115429,False,0.0342414565384388,False
15f1c723f81a50b2,0.0,True,0.12532716989517212,False
efeac78f0da05463,1.8142577409744263,False,0.0,True
314f25442fd753b4,0.0,True,0.890890896320343,False
fcb6bd60c8905c79,0.0,True,0.0,True
655c3f17ee2d5683,1.2181012630462646,False,1.2181012630462646,False
8e785a7a6df95636,0.0,True,0.5569788813591003,False
0cb87152ed5e5ca1,0.0,True,0.0,True
c2ddfc9b18815c97,0.03863374888896942,False,0.019675802439451218,False
3a0e2f53c9585e94,0.0,True,0.7424018383026123,False
b2b801ee99c95758,0.0,True,0.0,True
caa0f73288d75ba7,0.0,True,0.19949671626091003,False
e3194cb3328b512f,0.0,True,0.007491866126656532,False
7084e524e59c50ab,1.3835334777832031,False,1.4059727191925049,False
da888593e9a0518c,0.2528403103351593,False,0.2528403103351593,False
24acfb08c5ef55f5,0.0,True,0.02704210765659809,False
8fb6a2364e0c53f9,0.0,True,0.06946972012519836,False
54c208abe15c56e5,0.0,True,0.1419719010591507,False
a99b2322093b5c13,0.0,True,0.0,True
0e479a9039ef5c10,0.0,True,1.3806300163269043,False
135337bf847b5726,0.0,True,0.7168785333633423,False
deb16bb9771a582a,0.0,True,1.280109167098999,False
c968e1d258265a2b,0.0,True,0.3271999955177307,False
3c379ee75e765c6e,0.0,True,0.0,True
5005f44bd2135f3b,0.9827873706817627,False,1.2054855823516846,False
c844ccab55295a05,0.0,True,0.39714404940605164,False
64a1d44d73015a60,0.0,True,0.0,True
d3e99c65bb2a5d79,0.0,True,1.9471652507781982,False
5fed3ec5ed1351c1,0.0,True,0.024419525638222694,False
14b4283d229a5e3d,0.0,True,0.0,True
0bced38a12a352c4,0.0,True,0.0,True
9c8bbeb504c05892,0.0,True,0.3730085492134094,False
b5674c9c6c735d57,0.0,True,0.0,True
3931a353a1f6520d,0.07727351784706116,False,0.059752024710178375,False
429cd9dc9d2154a4,0.0,True,0.011160406284034252,False
e22c4b8440c759b7,0.0,True,1.117379903793335,False
52f7393aa83854f6,0.3554466962814331,False,0.8934961557388306,False
62aefe5efb00563f,0.0,True,0.2851254642009735,False
c18b1648f6045467,0.0,True,0.0,True
553c80b72cdc5c04,0.0,True,0.40142297744750977,False
7f0cb33eb150567e,0.0,True,0.0,True
9502cdbb06dd516f,0.0,True,0.0,True
b6b5f3cc01a05f83,0.0,True,1.9613547325134277,False
517530489c455086,0.0,True,0.0,True
402ec186b8ea545e,0.0,True,0.26531505584716797,False
8f741adb793f51c9,0.27138057351112366,False,0.7629711627960205,False
aa7d4f9537495b1f,0.010652008466422558,False,0.010652008466422558,False
5a06f03022ec5b67,0.0,True,0.4062814712524414,False
8551466c8066505e,0.35861504077911377,False,0.8543145656585693,False
edcad0bfc4b15515,0.12069153040647507,False,0.12069153040647507,False
11cadec88a8e547d,0.0,True,0.0,True
e244b2ddf97a57d6,0.0,True,0.27728602290153503,False
b6b0722747565854,0.0,True,0.42641305923461914,False
7a35be74d30b5a74,0.0,True,0.4014698565006256,False
69ddc43178e9572a,0.0,True,0.8597062230110168,False
4e52e843b10f55eb,0.0,True,0.0035254289396107197,False
5f8d8f88750f57b7,0.0,True,0.3219001293182373,False
83e71223f25a5137,0.0,True,0.0,True
d79874fa9ba4558e,0.0,True,0.042776819318532944,False
b7c8677392845e18,0.0,True,0.3347814083099365,False
919ee41f5fa65358,0.0,True,0.0,True
2114e7e213c45fc0,0.0,True,0.19667431712150574,False
df0122d3b7d35eb9,0.0,True,0.0,True
624b5f7f1f4a503e,0.0,True,0.7999059557914734,False
b31e39a660f1535f,0.0,True,0.006818660069257021,False
af052c91de0f5295,0.0,True,0.28222164511680603,False
d68c7a7e02265029,0.0,True,1.2386595010757446,False
a4e50a4546d0513e,0.0,True,0.0,True
f233f263a7e75621,0.059425368905067444,False,0.8756626844406128,False
ae33fa122ac45a10,0.0,True,1.040586233139038,False
60ae22c26d59572e,0.0,True,0.0028883388731628656,False
fa40f1c24ced584f,0.0,True,0.0,True
cdae0433bb5d5b9e,0.0,True,0.11959601193666458,False
fe4459e9f02052d3,0.1346052587032318,False,0.0,True
741ee8b9ea3059a5,0.0,True,0.0,True
6157537c48ab553d,0.0,True,1.296716332435608,False
c354c8cf3c975581,0.0,True,0.35506129264831543,False
9b5c31b36c5b5aa9,0.0,True,1.1726799011230469,False
40ffdefe6d2f541a,0.0,True,0.742539644241333,False
a41f538fa8e25be0,0.0,True,0.0,True
842d40cd41cf56e8,0.0,True,0.10905790328979492,False
aa74d194063c5d0b,0.0,True,0.0,True
01d3726e5bc2576b,0.0,True,0.9609251022338867,False
1e9fb68ccf2d5bcd,0.0,True,0.0,True
013d05a439b95210,0.0,True,0.0,True
06d7515412d45507,0.0,True,0.0,True
65b76ee44ba5521c,0.0,True,0.0,True
69f80a41cbaa5c1b,0.19359882175922394,False,0.0,True
792d9ff087745f33,0.0,True,0.7585692405700684,False
4c3547b853675e66,0.0,True,0.4081467390060425,False
13cd1cf21a4f5acb,0.0,True,0.0,True
87d3c1135ac85583,0.0,True,0.0,True
055c41d3c8e75bdc,0.0,True,0.0,True
dce2c9983a00588e,0.0,True,0.035542454570531845,False
15b400ceaa505015,0.0,True,0.3443140387535095,False
2b760b8260af515c,0.0,True,0.33763188123703003,False
d89c9a87852151d1,0.502876877784729,False,0.0,True
ba7da1b0100054f4,0.0,True,0.0,True
c3d78ec633fa57be,0.0006714629707857966,False,0.0006714629707857966,False
0839e30e439d511f,0.0,True,0.0,True
8b7d99b5ae2a5219,0.0,True,0.0270158089697361,False
db7dbae63ff15234,0.0,True,0.04162800312042236,False
63a10444501d5ead,0.0,True,0.9650588035583496,False
008d66a74c275479,0.5912885665893555,False,0.5912885665893555,False
aaf90b3acdce5063,0.0,True,1.3636647462844849,False
d0de8d6a350d55d9,0.035855069756507874,False,0.704788863658905,False
46a9bf6f100c5e0a,0.0,True,0.6356903314590454,False
ef35eef8e3ae56ef,0.0,True,0.0,True
8d069310b22a5716,0.6234527826309204,False,0.04379448667168617,False
887e4d57da835b12,0.0,True,0.006487029604613781,False
a0707360c69459d4,0.21509799361228943,False,0.32741907238960266,False
ba8dead3eb765a14,0.0,True,0.007700905669480562,False
f860c4879d1c5996,0.0,True,0.5117391347885132,False
994c2c1c459b5cc8,0.0,True,0.23390322923660278,False
7fad5a0c8cdd5fc4,0.009995083324611187,False,0.0,True
e9799c219eb25a48,0.0,True,1.020222544670105,False
a567ea679ba056ce,0.0,True,0.38091516494750977,False
d07fa319e6045a3d,0.0,True,0.0,True
2b65a8a29c455d00,0.0,True,0.0,True
03d4ec82e7ac5804,0.0,True,1.0609561204910278,False
128ea9f2561d53d1,0.0,True,0.02923107147216797,False
0a0d91d55b0757f8,0.0,True,0.0,True
4e2c083182d75cc1,0.0381925143301487,False,0.0381925143301487,False
449ed0c45858583f,0.0,True,0.0,True
815422a6d14358fc,0.0,True,0.3152649700641632,False
a1ecc6a16c2f5b5e,0.0,True,1.9698772430419922,False
da1a3756e4465c03,0.0,True,0.45226719975471497,False
