token,ade_a,same_a,ade_b,same_b
3813108829ab54c2,0.0,True,0.005065910052508116,False
35f226ec4cac52fc,1.0231807231903076,False,0.005429572891443968,False
decd6b1dd7f65e1e,0.0,True,0.3525829017162323,False
33c05d622bbe59a8,0.0,True,0.0,True
3bf2974c80c55503,0.0019232995109632611,False,0.6254481673240662,False
43cfa12f279355aa,0.0,True,0.0,True
40688677dc5e5d16,0.0,True,0.14697062969207764,False
bf0fa6fe20b5587f,0.0,True,0.0,True
8b0d50e645eb5ac7,0.0,True,0.0,True
21e4dfb3741d529f,0.0,True,0.028096534311771393,False
f2592c08589e5398,0.0,True,0.49573320150375366,False
db817c126780531f,0.0,True,0.40707117319107056,False
6a0cdff04e6b596e,0.0,True,0.0,True
3862c9ed94ab5f90,0.0,True,0.2086249440908432,False
55a63ecf2e985abe,0.0,True,0.3848591446876526,False
a2047f9cb3865b75,0.0,True,0.0,True
10209c0e885f5162,0.0,True,0.011526035144925117,False
fce752b25ce55380,0.0,True,0.0,True
d3a9acba43a05b83,0.0,True,0.3446938991546631,False
7b095ec7e3f95c4a,0.0,True,2.151866912841797,False
0fde069313a35062,0.0,True,0.0,True
42d2414f92c651bf,0.0,True,0.11715766787528992,False
e95b2a30d9f456e2,0.0,True,1.2152141332626343,False
e194cef299cf5264,0.0,True,0.0,True
7fa739c174a55eaa,0.0,True,0.0,True
24179dca21ec5427,0.0,True,0.09578953683376312,False
be7c407443f15fec,0.0,True,0.0,True
15d9ac47a2e05a2b,0.0,True,0.0,True
03a97a30526b5c14,0.0,True,0.0,True
4d6f4dbf01c2567c,0.4781723916530609,False,0.0,True
b4d19eea031f50ac,0.0,True,0.3262733221054077,False
e90b4ad6e7905adf,0.0,True,0.9095124006271362,False
06c9339fdc3e5404,0.0,True,0.0,True
7d22e4c9e8605ed2,0.0,True,0.5826767086982727,False
986ebb8642ae5b64,0.0,True,1.083666205406189,False
2d0517c112625a09,0.0,True,0.33708280324935913,False
b81c602d68a25e90,0.0,True,0.42522484064102173,False
cd701e198d595e2b,0.0,True,0.0029414589516818523,False
09cd7b3746d65a79,0.0,True,0.1797305792570114,False
ad8f9de7692d5f59,0.0,True,0.008856896311044693,False
ea1c363c888b59c7,0.0,True,0.21337896585464478,False
23fb1660b6985e05,0.0,True,0.0,True
6d9b7998b38a52a3,0.3239690065383911,False,0.3448914885520935,False
a452d968db965d77,0.0,True,0.0,True
85c0017516e95fdc,0.0,True,0.0,True
69976d75e3a5521e,0.0,True,0.042461931705474854,False
4280b7024092550c,0.0,True,1.0715709924697876,False
f42bdbb0a30c5854,0.0,True,0.03294304758310318,False
e83be8437b0c5862,0.0,True,1.2655737400054932,False
21bc638f113e5f63,0.0,True,0.9390685558319092,False
ca7c752bcdfa5e4d,0.0,True,0.0,True
e0b92501aa5051b1,0.0,True,0.0,True
3a14515e4e305499,0.0,True,0.0,True
51fd85d11ea75120,0.0,True,0.0,True
77412f2abf325814,0.0,True,0.9040867686271667,False
3968f1bc11085a70,0.0,True,0.0,True
cf62911d4c7c541c,2.3443992137908936,False,2.339991331100464,False
60a62673dd78534c,0.0,True,0.0,True
e0416692bc5251ba,0.0,True,1.069752812385559,False
5b7d7e1a42c95cd7,0.13317686319351196,False,0.0,True
f51a75fadd695f06,0.8029047250747681,False,0.8029047250747681,False
80dea9d7cb445906,0.0,True,0.01813475228846073,False
241098fe619c5de0,3.689453601837158,False,2.1518659591674805,False
59cc5d51c60d5a1d,0.0,True,1.6858432292938232,False
f18ef27ec008527a,0.0,True,0.06007775664329529,False
ff9d7c14934b541e,0.0,True,0.0,True
f740386a50c45238,0.0,True,0.40422219038009644,False
13fcbcdacbe35755,0.0,True,0.0,True
da0aac1f6c225eca,0.0,True,0.0,True
1cff6bb966075bc7,0.0,True,0.27822279930114746,False
0370ac4af44a5bfc,0.0,True,0.00811028853058815,False
dc2a5d567a8e5f17,0.0,True,1.2193735837936401,False
f40172a8fb1a54ee,0.0,True,0.0,True
a7d3e71b8ca456a9,0.0,True,0.4974910318851471,False
