scenario,dataset,difficulty,agent,controller,tag,hdscore,rc,nc,dac,ttc,c,pdms,steps,end,wall_s,rc_code,finished,scene,run_dir
scene-2800_3000-easy-00,kitti360,easy,ltf,fixed,ltf-fixed,0.6084337349397588,1.0,0.6807228915662651,0.8795180722891566,0.6385542168674698,0.9698795180722891,0.6084337349397588,166,bg_collision,129.0,0,2026-09-25 13:27:16,0000_2800_3000,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_2800_3000_easy_00
scene-039-easy-00,pandaset,easy,ltf,official,ltf-official,0.9401993355481728,1.0,0.9534883720930233,1.0,0.9534883720930233,0.9534883720930233,0.9401993355481728,43,complete,42.2,0,2026-09-25 13:27:45,039,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/039_easy_00
scene-570_770-easy-00,kitti360,easy,ltf,fixed,ltf-fixed,0.15323722436464043,0.2780971849580512,0.7380952380952381,0.7619047619047619,0.5714285714285714,1.0,0.5510204081632653,42,bg_collision,38.3,0,2026-09-25 13:27:54,0000_570_770,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_570_770_easy_00
scene-5980_6180-easy-00,kitti360,easy,ltf,fixed,ltf-fixed,0.023982520250062797,0.12408347433728144,0.23529411764705882,1.0,0.17647058823529413,1.0,0.19327731092436973,17,bg_collision,21.8,0,2026-09-25 13:28:16,0000_5980_6180,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_5980_6180_easy_00
scene-040-easy-00,pandaset,easy,ltf,official,ltf-official,0.8125,1.0,0.8333333333333334,0.8541666666666666,0.8125,0.9791666666666666,0.8125,48,complete,42.4,0,2026-09-25 13:28:28,040,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/040_easy_00
scene-8440_8640-easy-00,kitti360,easy,ltf,fixed,ltf-fixed,0.19316172983227697,0.3380330272064847,0.7884615384615384,0.8653846153846154,0.7115384615384616,0.9038461538461539,0.5714285714285714,52,bg_collision,44.8,0,2026-09-25 13:29:01,0000_8440_8640,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_8440_8640_easy_00
scene-113-easy-00,pandaset,easy,ltf,official,ltf-official,0.8205128205128204,1.0,0.8974358974358975,1.0,0.7948717948717948,0.9871794871794872,0.8205128205128204,78,complete,70.0,0,2026-09-25 13:29:38,113,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/113_easy_00
scene-1290_1490-medium-01,kitti360,medium,ltf,fixed,ltf-fixed,0.13600141011011846,0.36473105438622677,0.5254237288135594,0.9661016949152542,0.3728813559322034,0.9661016949152542,0.3728813559322034,59,fg_collision,49.4,0,2026-09-25 13:29:50,0000_1290_1490,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_1290_1490_medium_01
scene-032-medium-00,pandaset,medium,ltf,official,ltf-official,0.08099496351115223,0.20248740877788057,0.5,1.0,0.4,0.9,0.4,10,bg_collision,18.9,0,2026-09-25 13:29:57,032,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/032_medium_00
scene-032-medium-02,pandaset,medium,ltf,official,ltf-official,0.0460478980367972,0.20145955391098777,0.3,1.0,0.4,0.7,0.22857142857142856,10,bg_collision,20.7,0,2026-09-25 13:30:17,032,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/032_medium_02
scene-3000_3200-medium-00,kitti360,medium,ltf,fixed,ltf-fixed,0.16997837616860134,0.31628887717448606,0.7142857142857143,0.8571428571428571,0.6428571428571429,1.0,0.5374149659863945,42,bg_collision,38.5,0,2026-09-25 13:30:29,0000_3000_3200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_3000_3200_medium_00
scene-053-medium-02,pandaset,medium,ltf,official,ltf-official,0.05881948739091597,0.3759332454984629,0.2857142857142857,1.0,0.14285714285714285,0.9047619047619048,0.1564625850340136,21,fg_collision,27.4,0,2026-09-25 13:30:45,053,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/053_medium_02
scene-570_770-medium-00,kitti360,medium,ltf,fixed,ltf-fixed,0.22155585116376947,0.3138707891486734,0.9607843137254902,0.7058823529411765,0.8823529411764706,1.0,0.7058823529411765,51,bg_collision,47.7,0,2026-09-25 13:31:16,0000_570_770,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_570_770_medium_00
scene-6580_6780-medium-01,kitti360,medium,ltf,fixed,ltf-fixed,0.0,0.04567699836867863,0.0,1.0,0.0,1.0,0.0,20,bg_collision,32.2,0,2026-09-25 13:31:48,0000_6580_6780,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_6580_6780_medium_01
scene-095-medium-01,pandaset,medium,ltf,official,ltf-official,0.9604395604395605,1.0,0.9846153846153847,1.0,0.9692307692307692,0.9384615384615385,0.9604395604395605,65,complete,81.3,0,2026-09-25 13:32:06,095,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/095_medium_01
scene-250_450-hard-00,kitti360,hard,ltf,fixed,ltf-fixed,0.0,0.07303077725612937,0.0,0.7,0.0,1.0,0.0,20,fg_collision,34.0,0,2026-09-25 13:32:23,0000_250_450,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_250_450_hard_00
scene-034-hard-00,pandaset,hard,ltf,official,ltf-official,0.12404235592641388,0.38120333772507686,0.4444444444444444,0.9444444444444444,0.2777777777777778,0.8888888888888888,0.32539682539682535,18,bg_collision,32.8,0,2026-09-25 13:32:39,034,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/034_hard_00
scene-2510_2710-hard-00,kitti360,hard,ltf,fixed,ltf-fixed,0.0,0.0649102710958381,0.0,0.7,0.0,0.9,0.0,10,fg_collision,25.7,0,2026-09-25 13:32:48,0000_2510_2710,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_2510_2710_hard_00
scene-034-hard-01,pandaset,hard,ltf,official,ltf-official,0.046309889788150656,0.3039086517347387,0.2,1.0,0.2,0.8,0.15238095238095237,15,fg_collision,27.6,0,2026-09-25 13:33:06,034,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/034_hard_01
scene-3000_3200-hard-00,kitti360,hard,ltf,fixed,ltf-fixed,0.0,0.17454460258888305,0.25,0.7,0.2,1.0,0.0,20,fg_collision,31.2,0,2026-09-25 13:33:19,0000_3000_3200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_3000_3200_hard_00
scene-090-hard-01,pandaset,hard,ltf,official,ltf-official,0.010671552285884274,0.1162013471129621,0.14285714285714285,1.0,0.07142857142857142,0.7142857142857143,0.09183673469387754,14,fg_collision,29.1,0,2026-09-25 13:33:36,090,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/090_hard_01
scene-3400_3600-hard-00,kitti360,hard,ltf,fixed,ltf-fixed,0.11922005571030639,0.1949860724233983,0.76,0.88,0.72,1.0,0.6114285714285714,50,bg_collision,58.3,0,2026-09-25 13:34:18,0000_3400_3600,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_3400_3600_hard_00
scene-2510_2710-extreme-00,kitti360,extreme,ltf,fixed,ltf-fixed,0.0020189269084703544,0.09892741851504738,0.21428571428571427,0.8571428571428571,0.14285714285714285,1.0,0.02040816326530612,14,fg_collision,31.0,0,2026-09-25 13:34:49,0000_2510_2710,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_2510_2710_extreme_00
scene-124-hard-01,pandaset,hard,ltf,official,ltf-official,0.9334975369458127,1.0,0.9655172413793104,1.0,0.9655172413793104,0.9137931034482759,0.9334975369458127,58,complete,82.1,0,2026-09-25 13:34:58,124,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/124_hard_01
scene-3400_3600-extreme-00,kitti360,extreme,ltf,fixed,ltf-fixed,0.0,0.08047044258743422,0.11764705882352941,0.6470588235294118,0.058823529411764705,1.0,0.0,17,fg_collision,30.8,0,2026-09-25 13:35:19,0000_3400_3600,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_3400_3600_extreme_00
scene-021-extreme-02,pandaset,extreme,ltf,official,ltf-official,0.0036046518259956993,0.13877909530083443,0.09090909090909091,1.0,0.0,0.6363636363636364,0.025974025974025972,11,fg_collision,32.5,0,2026-09-25 13:35:30,021,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/021_extreme_02
scene-5980_6180-extreme-00,kitti360,extreme,ltf,fixed,ltf-fixed,0.017065093207225185,0.10239055924335112,0.2222222222222222,0.9444444444444444,0.16666666666666666,0.9444444444444444,0.16666666666666666,18,fg_collision,33.1,0,2026-09-25 13:35:53,0000_5980_6180,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_5980_6180_extreme_00
scene-053-extreme-02,pandaset,extreme,ltf,official,ltf-official,0.020327498588368152,0.15810276679841898,0.2,1.0,0.1,0.8,0.12857142857142856,10,fg_collision,32.7,0,2026-09-25 13:36:03,053,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/053_extreme_02
scene-770_970-extreme-00,kitti360,extreme,ltf,fixed,ltf-fixed,0.0,0.18510043224002035,0.0,0.95,0.0,1.0,0.0,20,fg_collision,36.0,0,2026-09-25 13:36:29,0000_770_970,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/0000_770_970_extreme_00
scene-095-extreme-01,pandaset,extreme,ltf,official,ltf-official,0.038886614817846915,0.14326647564469913,0.3,1.0,0.3,0.6,0.27142857142857146,10,fg_collision,28.6,0,2026-09-25 13:36:32,095,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/095_extreme_01
scene-034-easy-00,pandaset,easy,ltf,fixed,ltf-fixed,0.5302663438256657,1.0,0.6271186440677966,1.0,0.559322033898305,0.8983050847457628,0.5302663438256657,59,complete,75.0,0,2026-09-25 13:37:44,034,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/034_easy_00
scene-124-extreme-01,pandaset,extreme,ltf,official,ltf-official,0.8622448979591837,1.0,0.875,1.0,0.9642857142857143,0.9642857142857143,0.8622448979591837,56,complete,87.2,0,2026-09-25 13:37:59,124,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/124_extreme_01
scene-0051-easy-00,nuscenes,easy,cv,official,cv-official,0.014418311255294221,0.043254933765882665,0.7619047619047619,0.5238095238095238,0.7619047619047619,1.0,0.3333333333333333,21,bg_collision,23.7,0,2026-09-25 13:38:23,scene-0051,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0051_easy_00
scene-039-easy-00,pandaset,easy,ltf,fixed,ltf-fixed,0.9642857142857144,1.0,1.0,1.0,1.0,0.875,0.9642857142857144,48,complete,66.9,0,2026-09-25 13:38:50,039,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/039_easy_00
scene-0166-easy-00,nuscenes,easy,cv,official,cv-official,0.11077471895608909,0.13799901429275505,0.8253968253968254,1.0,0.7936507936507936,1.0,0.8027210884353742,63,bg_collision,52.8,0,2026-09-25 13:39:15,scene-0166,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0166_easy_00
scene-040-easy-00,pandaset,easy,ltf,fixed,ltf-fixed,0.8465608465608466,1.0,0.9259259259259259,0.9629629629629629,0.8888888888888888,0.9444444444444444,0.8465608465608466,54,complete,69.6,0,2026-09-25 13:40:00,040,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/040_easy_00
scene-0167-easy-00,nuscenes,easy,cv,official,cv-official,0.07559614408929476,0.106544901065449,0.8666666666666667,0.8166666666666667,0.6833333333333333,1.0,0.7095238095238094,60,bg_collision,47.3,0,2026-09-25 13:40:03,scene-0167,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0167_easy_00
scene-0411-easy-00,nuscenes,easy,cv,official,cv-official,0.01555298333138921,0.03266126499591734,0.6111111111111112,0.9444444444444444,0.4444444444444444,1.0,0.4761904761904763,18,bg_collision,21.6,0,2026-09-25 13:40:24,scene-0411,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0411_easy_00
scene-0013-medium-00,nuscenes,medium,cv,official,cv-official,0.10655005862673593,0.1739439119630813,0.7272727272727273,0.696969696969697,0.6515151515151515,1.0,0.6125541125541125,66,off_route,57.3,0,2026-09-25 13:41:22,scene-0013,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0013_medium_00
scene-113-easy-00,pandaset,easy,ltf,fixed,ltf-fixed,0.8125819134993447,1.0,0.8256880733944955,1.0,0.8256880733944955,1.0,0.8125819134993447,109,complete,130.8,0,2026-09-25 13:42:11,113,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/113_easy_00
scene-0041-medium-00,nuscenes,medium,cv,official,cv-official,0.08589829119084681,0.13428766189502386,0.7910447761194029,0.7611940298507462,0.746268656716418,1.0,0.6396588486140724,67,off_route,55.6,0,2026-09-25 13:42:17,scene-0041,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0041_medium_00
scene-0411-medium-00,nuscenes,medium,cv,official,cv-official,0.01555298333138921,0.03266126499591734,0.6111111111111112,0.9444444444444444,0.4444444444444444,1.0,0.4761904761904763,18,bg_collision,22.9,0,2026-09-25 13:42:40,scene-0411,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0411_medium_00
scene-032-medium-00,pandaset,medium,ltf,fixed,ltf-fixed,0.13083124091449716,0.49953746530989823,0.2916666666666667,1.0,0.25,0.9583333333333334,0.2619047619047619,24,fg_collision,37.7,0,2026-09-25 13:42:49,032,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/032_medium_00
scene-0528-medium-00,nuscenes,medium,cv,official,cv-official,0.07272445940195736,0.12726780395342538,0.75,1.0,0.5,1.0,0.5714285714285714,20,bg_collision,20.9,0,2026-09-25 13:43:01,scene-0528,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0528_medium_00
scene-0254-hard-00,nuscenes,hard,cv,official,cv-official,0.016210739614994935,0.034447821681864235,0.47058823529411764,0.5882352941176471,0.47058823529411764,1.0,0.47058823529411764,17,bg_collision,23.8,0,2026-09-25 13:43:25,scene-0254,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0254_hard_00
scene-032-medium-02,pandaset,medium,ltf,fixed,ltf-fixed,0.36905128995785796,0.6187686298694625,0.725,1.0,0.625,0.75,0.5964285714285714,40,bg_collision,53.8,0,2026-09-25 13:43:42,032,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/032_medium_02
scene-0411-hard-00,nuscenes,hard,cv,official,cv-official,0.01555298333138921,0.03266126499591734,0.6111111111111112,0.9444444444444444,0.4444444444444444,1.0,0.4761904761904763,18,bg_collision,21.0,0,2026-09-25 13:43:46,scene-0411,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0411_hard_00
scene-0418-hard-00,nuscenes,hard,cv,official,cv-official,0.03079838900734423,0.06859641187999396,0.5,0.7857142857142857,0.42857142857142855,1.0,0.4489795918367347,14,bg_collision,17.7,0,2026-09-25 13:44:04,scene-0418,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0418_hard_00
scene-0930-hard-00,nuscenes,hard,cv,official,cv-official,0.04177585871341217,0.06748407946012736,0.7333333333333333,0.8,0.6,1.0,0.619047619047619,15,bg_collision,21.2,0,2026-09-25 13:44:25,scene-0930,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0930_hard_00
scene-0013-extreme-00,nuscenes,extreme,cv,official,cv-official,0.02272798199315771,0.05236066737664182,0.6153846153846154,0.7307692307692307,0.6923076923076923,1.0,0.434065934065934,26,fg_collision,24.7,0,2026-09-25 13:44:50,scene-0013,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0013_extreme_00
scene-0138-extreme-00,nuscenes,extreme,cv,official,cv-official,0.028979780017124413,0.08693934005137324,0.43137254901960786,0.4117647058823529,0.45098039215686275,1.0,0.3333333333333333,51,bg_collision,40.8,0,2026-09-25 13:45:31,scene-0138,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0138_extreme_00
scene-053-medium-02,pandaset,medium,ltf,fixed,ltf-fixed,0.526166902404526,1.0,0.7029702970297029,1.0,0.49504950495049505,0.900990099009901,0.526166902404526,101,complete,110.5,0,2026-09-25 13:45:33,053,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/053_medium_02
scene-0254-extreme-00,nuscenes,extreme,cv,official,cv-official,0.016210739614994935,0.034447821681864235,0.47058823529411764,0.5882352941176471,0.47058823529411764,1.0,0.47058823529411764,17,bg_collision,22.3,0,2026-09-25 13:45:53,scene-0254,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0254_extreme_00
scene-095-medium-01,pandaset,medium,ltf,fixed,ltf-fixed,0.03958702869877655,0.2597898758357211,0.2,1.0,0.13333333333333333,0.7333333333333333,0.15238095238095237,15,fg_collision,31.3,0,2026-09-25 13:46:04,095,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/095_medium_01
scene-0528-extreme-00,nuscenes,extreme,cv,official,cv-official,0.07272445940195736,0.12726780395342538,0.75,1.0,0.5,1.0,0.5714285714285714,20,bg_collision,24.0,0,2026-09-25 13:46:17,scene-0528,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/scene-0528_extreme_00
scene-113792265837-easy-00,waymo,easy,cv,official,cv-official,0.036239876469290645,0.09422367882015567,0.38461538461538464,0.6153846153846154,0.38461538461538464,1.0,0.38461538461538464,13,bg_collision,21.1,0,2026-09-25 13:46:38,113792265837_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/113792265837_0_200_easy_00
scene-034-hard-00,pandaset,hard,ltf,fixed,ltf-fixed,0.04848484848484848,0.2828282828282828,0.26666666666666666,1.0,0.13333333333333333,0.8666666666666667,0.1714285714285714,15,fg_collision,33.9,0,2026-09-25 13:46:38,034,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/034_hard_00
scene-164701907483-easy-00,waymo,easy,cv,official,cv-official,0.05040298932622866,0.11970709964979306,0.5263157894736842,0.47368421052631576,0.5263157894736842,1.0,0.42105263157894735,19,bg_collision,22.3,0,2026-09-25 13:47:00,164701907483_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/164701907483_0_200_easy_00
scene-034-hard-01,pandaset,hard,ltf,fixed,ltf-fixed,0.06132756132756133,0.29863855950812473,0.25,1.0,0.1875,0.875,0.20535714285714285,16,fg_collision,31.4,0,2026-09-25 13:47:09,034,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/034_hard_01
scene-090-hard-01,pandaset,hard,ltf,fixed,ltf-fixed,0.01794191891369124,0.11774384287109876,0.2,1.0,0.13333333333333333,0.8666666666666667,0.15238095238095237,15,fg_collision,30.7,0,2026-09-25 13:47:40,090,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/090_hard_01
scene-322492347634-easy-00,waymo,easy,cv,official,cv-official,0.03519999076721553,0.13531799729364005,0.6119402985074627,0.43283582089552236,0.5373134328358209,1.0,0.26012793176972276,67,off_route,46.2,0,2026-09-25 13:47:47,322492347634_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/322492347634_0_200_easy_00
scene-398895700423-easy-00,waymo,easy,cv,official,cv-official,0.045546282659684724,0.09109256531936945,0.5,0.5714285714285714,0.5,1.0,0.5,14,bg_collision,21.3,0,2026-09-25 13:48:08,398895700423_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/398895700423_0_200_easy_00
scene-124-hard-01,pandaset,hard,ltf,fixed,ltf-fixed,0.03240927464529949,0.1985068072024594,0.21428571428571427,1.0,0.14285714285714285,0.7857142857142857,0.16326530612244897,14,fg_collision,29.7,0,2026-09-25 13:48:10,124,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/124_hard_01
scene-102751446607-medium-01,waymo,medium,cv,official,cv-official,0.08919244676576939,0.148654077942949,0.7333333333333333,0.6,0.6666666666666666,1.0,0.6,15,bg_collision,21.3,0,2026-09-25 13:48:29,102751446607_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/102751446607_0_200_medium_01
scene-021-extreme-02,pandaset,extreme,ltf,fixed,ltf-fixed,0.006616133098346537,0.12736056214317085,0.18181818181818182,1.0,0.0,0.7272727272727273,0.051948051948051945,11,fg_collision,30.2,0,2026-09-25 13:48:40,021,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/021_extreme_02
scene-132384196576-medium-01,waymo,medium,cv,official,cv-official,0.018827404893314668,0.09105617639312186,0.6578947368421053,0.3684210526315789,0.4473684210526316,1.0,0.20676691729323307,38,bg_collision,31.5,0,2026-09-25 13:49:01,132384196576_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/132384196576_0_200_medium_01
scene-053-extreme-02,pandaset,extreme,ltf,fixed,ltf-fixed,0.004266265135830353,0.1642512077294686,0.09090909090909091,1.0,0.0,0.9090909090909091,0.025974025974025972,11,fg_collision,29.3,0,2026-09-25 13:49:09,053,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/053_extreme_02
scene-150623512729-medium-01,waymo,medium,cv,official,cv-official,0.05184150024793762,0.08064233371901407,1.0,0.6428571428571429,0.8571428571428571,1.0,0.6428571428571429,14,bg_collision,20.0,0,2026-09-25 13:49:21,150623512729_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/150623512729_0_200_medium_01
scene-095-extreme-01,pandaset,extreme,ltf,fixed,ltf-fixed,0.03032094722639135,0.1591849729385546,0.25,1.0,0.25,0.9166666666666666,0.19047619047619047,12,fg_collision,27.3,0,2026-09-25 13:49:37,095,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/095_extreme_01
scene-152217047339-medium-00,waymo,medium,cv,official,cv-official,0.052174807163836524,0.14110913755673968,0.47058823529411764,0.5294117647058824,0.4117647058823529,1.0,0.3697478991596639,17,bg_collision,19.2,0,2026-09-25 13:49:40,152217047339_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/152217047339_0_200_medium_00
scene-100613054308-hard-00,waymo,hard,cv,official,cv-official,0.019046820438795617,0.25184129246851983,0.11764705882352941,0.4117647058823529,0.058823529411764705,1.0,0.07563025210084033,17,bg_collision,20.4,0,2026-09-25 13:50:00,100613054308_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/100613054308_0_200_hard_00
scene-106762673266-hard-00,waymo,hard,cv,official,cv-official,0.02829158786536894,0.08179959100204498,0.42105263157894735,0.42105263157894735,0.3157894736842105,1.0,0.3458646616541353,19,bg_collision,24.5,0,2026-09-25 13:50:25,106762673266_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/106762673266_0_200_hard_00
scene-164701907483-hard-00,waymo,hard,cv,official,cv-official,0.05040298932622866,0.11970709964979306,0.5263157894736842,0.47368421052631576,0.5263157894736842,1.0,0.42105263157894735,19,bg_collision,21.9,0,2026-09-25 13:50:47,164701907483_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/164701907483_0_200_hard_00
scene-124-extreme-01,pandaset,extreme,ltf,fixed,ltf-fixed,0.9040816326530612,1.0,0.9142857142857143,1.0,0.9571428571428572,1.0,0.9040816326530612,70,complete,93.9,0,2026-09-25 13:51:11,124,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/124_extreme_01
scene-881121006469-hard-00,waymo,hard,cv,official,cv-official,0.1472829217431882,0.4123921808809269,0.5555555555555556,0.5185185185185185,0.5185185185185185,1.0,0.35714285714285715,54,fg_collision,41.9,0,2026-09-25 13:51:29,881121006469_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/881121006469_0_200_hard_00
scene-144248042870-extreme-00,waymo,extreme,cv,official,cv-official,0.0013747616845283812,0.04367512120847858,0.8135593220338984,0.2033898305084746,0.711864406779661,1.0,0.03147699757869249,59,off_route,49.8,0,2026-09-25 13:52:19,144248042870_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/144248042870_0_200_extreme_00
scene-150623512729-extreme-00,waymo,extreme,cv,official,cv-official,0.05184150024793762,0.08064233371901407,1.0,0.6428571428571429,0.8571428571428571,1.0,0.6428571428571429,14,bg_collision,21.9,0,2026-09-25 13:52:41,150623512729_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/150623512729_0_200_extreme_00
scene-152217047339-extreme-00,waymo,extreme,cv,official,cv-official,0.02727319465382363,0.14110913755673968,0.29411764705882354,0.5294117647058824,0.23529411764705882,1.0,0.19327731092436973,17,bg_collision,20.7,0,2026-09-25 13:53:01,152217047339_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/152217047339_0_200_extreme_00
scene-166085257829-extreme-00,waymo,extreme,cv,official,cv-official,0.013838974877935915,0.08476372112735749,0.21428571428571427,0.5,0.14285714285714285,1.0,0.16326530612244897,14,bg_collision,23.4,0,2026-09-25 13:53:25,166085257829_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/166085257829_0_200_extreme_00
scene-2800_3000-easy-00,kitti360,easy,cv,official,cv-official,0.0033846934929267596,0.045231813041839423,0.38095238095238093,0.14285714285714285,0.2857142857142857,1.0,0.07482993197278912,21,bg_collision,21.9,0,2026-09-25 13:53:46,0000_2800_3000,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/0000_2800_3000_easy_00
scene-570_770-easy-00,kitti360,easy,cv,official,cv-official,0.0007287215668460078,0.032792470508070354,0.5777777777777777,0.022222222222222223,0.6222222222222222,1.0,0.022222222222222223,45,bg_collision,27.9,0,2026-09-25 13:54:14,0000_570_770,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-official/jev/0000_570_770_easy_00
scene-0051-easy-00,nuscenes,easy,cv,fixed,cv-fixed,0.9053602807708646,0.957691267910246,0.9525,1.0,0.9475,1.0,0.9453571428571428,400,max_steps,188.7,0,2026-09-25 13:54:19,scene-0051,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/cv-fixed/jev/scene-0051_easy_00
