token,continue,brake
ad25b5bde277598e,1.0,0.7608544385217891
b1977cfb83515b01,1.0,1.0
f49a7cb7a7165585,0.0,0.7191481984466913
32989074e0f456bc,0.9251720680667668,0.6815231214128504
647a38dce6a1544f,0.7508768688507367,0.6350472753223365
7d78c8e945785a77,1.0,1.0
c872b0c032bd5e20,0.5833333333333334,0.7102127037569178
21ad2ce1f14d5319,0.5833333333333334,0.7337799001365312
8985598fed095ced,1.0,0.7386885647930828
cf0c6b8a14b95d62,0.8521995495129246,0.6590381093218648
e9b0980f103c5859,0.0,0.7417701382671544
fd83cf9cb50f514f,1.0,0.7390529351786826
236f3b36c87c580b,0.0,0.7258720346447302
c6691cde8079516e,0.5833333333333334,0.7511313483455305
658d0ec720c65ff4,0.5833333333333334,0.5833333333333334
e893109e27f95a2e,0.0,0.7770698008652763
1477aee935d85452,0.0,0.7377046660851686
761a8b5126835b6f,1.0,0.7523950665938878
8dbc1c676bf65a15,1.0,0.7681985026104297
7f3d3c9ec49d5cc3,0.0,0.7166484407064643
ef536d97b17a5996,0.7918677156526424,0.6417685898435488
25c2032b230853fb,0.6555761109606358,0.6088548352294557
4bffe364654c5602,0.0,0.7341184514401947
4efc629e09f45ef8,0.5833333333333334,0.7310411567392046
074bea1dbc6e52d1,0.738035570780192,0.6335084824976119
1657554fc5445eb6,0.7209391842320262,0.6276349912237592
48af0cd5abb25aaa,0.0,1.0
7be71e50167a5243,0.0,0.8021670154828219
979d5d855d825487,0.5833877966054885,0.5833566260571454
03235a10244456c0,0.6318130809672017,0.6098770214095236
dfb3711e37d15a84,0.5965739099304751,0.5924312999010583
4d3d09ff137e5411,1.0,0.7070014231845457
7c9ada6369fc5402,1.0,0.7203382204683887
aacdc25e20a6501e,0.0,0.5833333333333334
ae52a6d676f751c4,0.9759472504184648,0.7185299007473761
db59ef28f9045ec2,0.0,0.5833333333333334
e02e58cc43de53d4,0.2158521208918071,0.7303905079402853
ead1f84694ff5d64,0.2207562445624798,0.7375319788554208
eba63c3e5ab85ddf,0.5950037842754089,0.593278719760952
90327430870c5983,0.7231020107169891,0.6237609699913643
a8b2b1145c4e5d7f,1.0,0.7121597767335833
fb08fcc23df8508a,1.0,0.7275934619605335
d73c3bc0af5e5e99,1.0,0.7106958234991917
87322a9c1a4a5113,0.9735926695069708,0.6923547347023083
943aedd8b8b0515d,0.6526591829926885,0.6115581401929252
c44f55c73565525e,0.9636016667893238,0.693388705725939
e8a5873e467e55bd,0.9686225417006288,0.6899520402165132
54e99ecccee65392,1.0,0.7272213085969329
94328e06c45a55f7,0.0,0.7494684487151654
b83e105ddcda50e9,1.0,0.7569787985751949
3cc068e9578d5e5d,0.0,0.7362245861030027
abc2e30e49595592,1.0,0.7723290904155045
d77cf37ae0715ce3,0.0,0.7496021747265367
e548cb712f7a5d13,0.0,0.7731693823554028
e6dc5f0203bf54c6,0.5833333333333334,0.7128578451205145
12d1c7f83e565977,1.0,0.7438199434962417
36e7014b1e885184,0.5833333333333334,0.7462347311816974
f676d0370c735401,1.0,1.0
6f6d3439591151c0,0.5833333333333334,1.0
1182fa958e005017,0.0,1.0
c3bb61e60cca5bba,0.5833333333333334,1.0
79ea284df7355794,0.5833333333333334,0.7336696309575458
31dddd503ac55339,0.5833333333333334,0.7145859900812949
596ae12683685b00,0.0,0.7381413528179012
587fa07041e4557d,1.0,0.7257141339369143
66d7ff5701da53d2,1.0,0.7259899544575972
b442ea3db4865394,1.0,0.7563951032952329
009cf14ba34c518a,0.6724609280903374,0.6202363951979051
03a193a3814e5a5e,0.0,0.0
0d8ac91492ea5b22,0.585373742276925,0.5851158438288369
148e1f2e4dca5557,0.7763765875829223,0.6434172404163149
2b33d187c7335fb5,0.7741026282567441,0.6397215055426586
4312f2dbe7dc5d8c,1.0,1.0
4e1952d25a0956ac,0.5833333333333334,0.7222980455777334
51f4423004a75da9,0.7914314241709022,0.6437577770366598
52f31a8dab8a50cc,0.5833333333333334,0.7223276088505797
72bf9dfaa96f5a34,0.0,1.0
922b8c1108535265,0.0,1.0
ab480572996e52fb,0.0,1.0
b6926ce489715f2f,0.0,1.0
c77b22d7a2515fcf,0.0,0.767177234912558
cdbe98ca97ea5f8c,0.5909272720600632,0.5833333333333334
d3759a4837c259da,0.9762164468398248,0.6953594715585528
db036d66dc455d80,0.5833333333333334,0.7185333421185054
e86ee92c78c85ede,0.5833333333333334,0.7100933355154843
f9287c526c085ee6,0.0,1.0
e827758c9a4d5610,0.3830829299166098,0.6458993606958026
cadc44ebe15e5db4,1.0,0.7593331401191247
770613dd14425db8,1.0,0.7346814025608103
86886cf12f505e9d,1.0,0.7267926977731856
1050a803a42b5893,0.69827227351289,0.6208868345390873
b0739e9db5e45f71,0.718255096997766,0.6257617101277253
eb7f2524447d5513,0.7147286854697811,0.6253925927077205
04a6a45485a15a2b,0.0,0.7859729287702527
aed0bbcc4cbc5365,0.5833333333333334,0.7224841223889132
4265c5a37d9152fe,0.7164214658109276,0.6294741194842765
3f69c82f76de5727,1.0,0.7727617122658671
8b6205c538a65645,0.0,0.7840207423802129
f4c1a5fd153d5ae9,0.5833333333333334,1.0
d81d10a8f4605105,1.0,0.7639855543369235
081499c918b456cf,1.0,0.7796410960912618
6d4efe5b5b775e13,1.0,0.7371266809055165
82ee651a9f4e5a52,0.0,0.7602809472728599
c4db787a54a85924,1.0,0.721558720831562
e87ee81f912050f6,0.0,0.7335322010266365
dbc5515d92805407,0.0,0.7687901423896552
267746a4a8dd59ab,0.0,0.7185121370989163
ccaf2d602a155bff,0.5833333333333334,0.7223748564275878
f2605a13e4a252de,0.0,0.775500297749114
17cebfd5f01958b0,0.5562021990573212,0.6990437112430051
1e373845a14e5832,0.5833333333333334,0.716439354011566
bdb4d16d65625cd6,0.7934617858106009,0.6396700681219047
3636f3afecc6510a,0.0,1.0
4fdc9031bdd75bcd,0.0,0.74378937037098
5be01209205054fb,0.7726466047387568,0.6403313744607487
d04973afc6a45464,1.0,1.0
d878cbbdb886532c,0.7573487332760465,0.6353221781278164
008b8a46251c5a1b,1.0,0.7403644328321156
f1005f1547c15902,0.0,0.7973543508953648
5a1fec05c8da5906,0.5833333333333334,0.7477671365332501
69368381e2475f9e,0.7199338163330823,0.627585867793431
ae705bb0b129515c,0.0,0.7389442495952814
e203fdca8d445716,0.5833333333333334,0.7330848403629608
f6511056918a5624,0.0,0.760205232605256
f73b8467fcaf5d3a,0.7293720001353697,0.6299641618745098
f5b1af687e4e5bdd,0.7467004854119196,0.6344603540276231
660d441f78995db0,0.0,1.0
6c462ad217445c95,0.0,1.0
