group,axis,arm,n,acc,lo,hi
straight_yaw,lat3,VLM Qwen3-VL-32B-FP8 noroute,0,,,
straight_yaw,lat,majority (keep_lane),1458,0.8189300411522634,0.787509704533529,0.8491506240597314
straight_yaw,lat,"continuation (stop if stopped, else keep; keep_lane)",1458,0.8189300411522634,0.787509704533529,0.8491506240597314
straight_yaw,lat,"ego kinematic (CTRA extrapolation, same judge)",1458,0.691358024691358,0.6550602738985332,0.7263193884162144
straight_yaw,lat,route command (CTRA long; lateral = intent),1458,0.821673525377229,0.7916253344432821,0.8507115573741701
straight_yaw,lat,VLM Qwen3-VL-4B main,1458,0.8196159122085048,0.7896852957135105,0.8487128527073595
straight_yaw,lat,VLM Qwen3-VL-4B text,1458,0.821673525377229,0.7916253344432821,0.8507115573741701
straight_yaw,lat,VLM Qwen3-VL-4B noroute,0,,,
straight_yaw,lat,VLM Qwen3-VL-32B-FP8 text,1458,0.821673525377229,0.7916253344432821,0.8507115573741701
straight_yaw,lat,VLM Qwen3-VL-32B-FP8 main,400,0.7925,0.7473677211646137,0.837573732570841
straight_yaw,lat,VLM Qwen3-VL-32B-FP8 noroute,0,,,
straight_yaw,joint,majority (keep|keep),1458,0.4444444444444444,0.3946312621608804,0.4924137772885709
straight_yaw,joint,"continuation (stop if stopped, else keep; keep_lane)",1458,0.4410150891632373,0.3921971752125294,0.48898427874803674
straight_yaw,joint,"ego kinematic (CTRA extrapolation, same judge)",1458,0.43689986282578874,0.3982074819151716,0.47901319184916485
straight_yaw,joint,route command (CTRA long; lateral = intent),1458,0.5006858710562414,0.46328687498221355,0.5406434004757555
straight_yaw,joint,VLM Qwen3-VL-4B main,1458,0.4382716049382716,0.39484500264805883,0.48120957797066743
straight_yaw,joint,VLM Qwen3-VL-4B text,1458,0.4410150891632373,0.39466695415729525,0.48635789607647667
straight_yaw,joint,VLM Qwen3-VL-4B noroute,0,,,
straight_yaw,joint,VLM Qwen3-VL-32B-FP8 text,1458,0.42386831275720166,0.3874159768338776,0.46274777853725224
straight_yaw,joint,VLM Qwen3-VL-32B-FP8 main,400,0.4475,0.39356352245736703,0.50479327689854
straight_yaw,joint,VLM Qwen3-VL-32B-FP8 noroute,0,,,
turn_yaw,long,majority (keep),400,0.5025,0.4421561230952647,0.5572726308890431
turn_yaw,long,"continuation (stop if stopped, else keep; keep_lane)",400,0.51,0.44792059008160706,0.566111709938451
turn_yaw,long,"ego kinematic (CTRA extrapolation, same judge)",400,0.655,0.6077467871111939,0.7015794905356423
turn_yaw,long,route command (CTRA long; lateral = intent),400,0.655,0.6077467871111939,0.7015794905356423
turn_yaw,long,VLM Qwen3-VL-4B main,400,0.465,0.4072141995225729,0.5235003438451714
turn_yaw,long,VLM Qwen3-VL-4B text,400,0.47,0.4146781799032984,0.5201121718539486
turn_yaw,long,VLM Qwen3-VL-4B noroute,0,,,
turn_yaw,long,VLM Qwen3-VL-32B-FP8 text,400,0.465,0.4155803773341087,0.5205246913580247
turn_yaw,long,VLM Qwen3-VL-32B-FP8 main,0,,,
turn_yaw,long,VLM Qwen3-VL-32B-FP8 noroute,0,,,
turn_yaw,lat3,majority (right),400,0.5725,0.5038167938931297,0.6464891041162227
turn_yaw,lat3,"continuation (stop if stopped, else keep; keep_lane)",400,0.0975,0.06561250360720616,0.13317001675041876
turn_yaw,lat3,"ego kinematic (CTRA extrapolation, same judge)",400,0.805,0.7512428798038792,0.8612635924285139
turn_yaw,lat3,route command (CTRA long; lateral = intent),400,0.655,0.6004899497487437,0.7016750524241031
turn_yaw,lat3,VLM Qwen3-VL-4B main,400,0.6275,0.570723978014428,0.6739184512221501
turn_yaw,lat3,VLM Qwen3-VL-4B text,400,0.655,0.6004899497487437,0.7016750524241031
turn_yaw,lat3,VLM Qwen3-VL-4B noroute,0,,,
turn_yaw,lat3,VLM Qwen3-VL-32B-FP8 text,400,0.6575,0.6030054879661465,0.7042003499443887
turn_yaw,lat3,VLM Qwen3-VL-32B-FP8 main,0,,,
turn_yaw,lat3,VLM Qwen3-VL-32B-FP8 noroute,0,,,
turn_yaw,lat,majority (turn_right),400,0.3375,0.2677155412391633,0.40281286237238806
turn_yaw,lat,"continuation (stop if stopped, else keep; keep_lane)",400,0.0975,0.06561250360720616,0.13317001675041876
turn_yaw,lat,"ego kinematic (CTRA extrapolation, same judge)",400,0.475,0.418484961155359,0.5338585978403141
turn_yaw,lat,route command (CTRA long; lateral = intent),400,0.595,0.5370783416341365,0.6443940082327954
turn_yaw,lat,VLM Qwen3-VL-4B main,400,0.5675,0.5120391473608632,0.6178680727874276
turn_yaw,lat,VLM Qwen3-VL-4B text,400,0.595,0.5370783416341365,0.6443940082327954
turn_yaw,lat,VLM Qwen3-VL-4B noroute,0,,,
turn_yaw,lat,VLM Qwen3-VL-32B-FP8 text,400,0.595,0.5370783416341365,0.6443940082327954
turn_yaw,lat,VLM Qwen3-VL-32B-FP8 main,0,,,
turn_yaw,lat,VLM Qwen3-VL-32B-FP8 noroute,0,,,
turn_yaw,joint,majority (keep|right),400,0.2825,0.2309483502512993,0.3350162037037037
turn_yaw,joint,"continuation (stop if stopped, else keep; keep_lane)",400,0.03,0.013119950915226506,0.0488997555012225
turn_yaw,joint,"ego kinematic (CTRA extrapolation, same judge)",400,0.5675,0.5129945638477877,0.6212388833992095
turn_yaw,joint,route command (CTRA long; lateral = intent),400,0.41,0.35824264376301845,0.463361218605357
turn_yaw,joint,VLM Qwen3-VL-4B main,400,0.295,0.2414470533263244,0.3475199635564607
turn_yaw,joint,VLM Qwen3-VL-4B text,400,0.2775,0.22798568571071384,0.328085237669688
turn_yaw,joint,VLM Qwen3-VL-4B noroute,0,,,
turn_yaw,joint,VLM Qwen3-VL-32B-FP8 text,400,0.3,0.248026955560292,0.3506258903133903
turn_yaw,joint,VLM Qwen3-VL-32B-FP8 main,0,,,
turn_yaw,joint,VLM Qwen3-VL-32B-FP8 noroute,0,,,
rater,long,majority (keep),478,0.3807531380753138,0.3389112640158665,0.41841004184100417
rater,long,"continuation (stop if stopped, else keep; keep_lane)",478,0.4874476987447699,0.44467640918580376,0.5291697175732217
rater,long,"ego kinematic (CTRA extrapolation, same judge)",478,0.5439330543933054,0.4968553459119497,0.589098532494759
rater,long,route command (CTRA long; lateral = intent),478,0.5439330543933054,0.4968553459119497,0.589098532494759
rater,long,VLM Qwen3-VL-4B main,478,0.45188284518828453,0.40794979079497906,0.49478079331941544
rater,long,VLM Qwen3-VL-4B text,478,0.38284518828451886,0.3430783274080415,0.42293075209643605
rater,long,VLM Qwen3-VL-4B noroute,6,0.3333333333333333,0.0,0.6666666666666666
rater,long,VLM Qwen3-VL-32B-FP8 text,478,0.5083682008368201,0.4634374918108682,0.5544108116806861
rater,long,VLM Qwen3-VL-32B-FP8 main,11,0.45454545454545453,0.18181818181818182,0.7272727272727273
rater,long,VLM Qwen3-VL-32B-FP8 noroute,6,0.5,0.16666666666666666,0.8333333333333334
rater,lat3,majority (keep),478,0.602510460251046,0.5606694560669456,0.6436245098813189
rater,lat3,"continuation (stop if stopped, else keep; keep_lane)",478,0.602510460251046,0.5606694560669456,0.6436245098813189
rater,lat3,"ego kinematic (CTRA extrapolation, same judge)",478,0.5836820083682008,0.5408805031446541,0.6234309623430963
rater,lat3,route command (CTRA long; lateral = intent),478,0.6694560669456067,0.6255033858758103,0.7119220029498912
rater,lat3,VLM Qwen3-VL-4B main,478,0.6548117154811716,0.610062893081761,0.6965226733009159
rater,lat3,VLM Qwen3-VL-4B text,478,0.6506276150627615,0.6074840161795407,0.6939203354297694
rater,lat3,VLM Qwen3-VL-4B noroute,6,0.0,0.0,0.0
rater,lat3,VLM Qwen3-VL-32B-FP8 text,478,0.6589958158995816,0.614243838710101,0.7008735515732042
rater,lat3,VLM Qwen3-VL-32B-FP8 main,11,0.36363636363636365,0.09090909090909091,0.6363636363636364
rater,lat3,VLM Qwen3-VL-32B-FP8 noroute,6,0.16666666666666666,0.0,0.5
rater,lat,majority (keep_lane),478,0.602510460251046,0.5606694560669456,0.6436245098813189
rater,lat,"continuation (stop if stopped, else keep; keep_lane)",478,0.602510460251046,0.5606694560669456,0.6436245098813189
rater,lat,"ego kinematic (CTRA extrapolation, same judge)",478,0.49372384937238495,0.44863731656184486,0.5375280532359081
rater,lat,route command (CTRA long; lateral = intent),478,0.6652719665271967,0.6205324903822167,0.7077461999361002
rater,lat,VLM Qwen3-VL-4B main,478,0.6485355648535565,0.6033195464749609,0.691840017367964
rater,lat,VLM Qwen3-VL-4B text,478,0.6443514644351465,0.5991439627536447,0.688955086374041
rater,lat,VLM Qwen3-VL-4B noroute,6,0.0,0.0,0.0
rater,lat,VLM Qwen3-VL-32B-FP8 text,478,0.6548117154811716,0.6095829220569352,0.6981289966053524
rater,lat,VLM Qwen3-VL-32B-FP8 main,11,0.36363636363636365,0.09090909090909091,0.6363636363636364
rater,lat,VLM Qwen3-VL-32B-FP8 noroute,6,0.0,0.0,0.0
rater,joint,majority (stop|keep),478,0.25313807531380755,0.2180293501048218,0.2914046121593291
rater,joint,"continuation (stop if stopped, else keep; keep_lane)",478,0.28870292887029286,0.2489539748953975,0.32987111398397984
rater,joint,"ego kinematic (CTRA extrapolation, same judge)",478,0.3723849372384937,0.3284518828451883,0.41424765137759534
rater,joint,route command (CTRA long; lateral = intent),478,0.3368200836820084,0.2928870292887029,0.3786610878661088
rater,joint,VLM Qwen3-VL-4B main,478,0.2928870292887029,0.25313807531380755,0.33194154488517746
rater,joint,VLM Qwen3-VL-4B text,478,0.20502092050209206,0.1677061129970264,0.2389937106918239
rater,joint,VLM Qwen3-VL-4B noroute,6,0.0,0.0,0.0
rater,joint,VLM Qwen3-VL-32B-FP8 text,478,0.33263598326359833,0.2922538000638997,0.3757828810020877
rater,joint,VLM Qwen3-VL-32B-FP8 main,11,0.18181818181818182,0.0,0.45454545454545453
rater,joint,VLM Qwen3-VL-32B-FP8 noroute,6,0.0,0.0,0.0
pre_onset | route straight,long,majority (keep),588,0.5612244897959183,0.47056017063313876,0.6548688146578586
pre_onset | route straight,long,"continuation (stop if stopped, else keep; keep_lane)",588,0.5612244897959183,0.47056017063313876,0.6548688146578586
pre_onset | route straight,long,"ego kinematic (CTRA extrapolation, same judge)",588,0.6785714285714286,0.5875839299338133,0.7660721852300243
pre_onset | route straight,long,route command (CTRA long; lateral = intent),588,0.6785714285714286,0.5875839299338133,0.7660721852300243
pre_onset | route straight,long,VLM Qwen3-VL-4B main,588,0.564625850340136,0.4787843634724842,0.6540408572070434
pre_onset | route straight,long,VLM Qwen3-VL-4B text,588,0.5748299319727891,0.49347579467595193,0.6573526490066224
pre_onset | route straight,long,VLM Qwen3-VL-4B noroute,588,0.5629251700680272,0.47809628952845035,0.6457214400453557
pre_onset | route straight,long,VLM Qwen3-VL-32B-FP8 text,588,0.6394557823129252,0.5537874831018803,0.7262947272972916
pre_onset | route straight,long,VLM Qwen3-VL-32B-FP8 main,588,0.6020408163265306,0.5303678214145995,0.6750547261331066
pre_onset | route straight,long,VLM Qwen3-VL-32B-FP8 noroute,588,0.5629251700680272,0.48296940704448127,0.6443290417718288
pre_onset | route straight,lat3,majority (right),588,0.5714285714285714,0.4714413578788165,0.6715542048164961
pre_onset | route straight,lat3,"continuation (stop if stopped, else keep; keep_lane)",588,0.0391156462585034,0.011306747018569275,0.07560344970699072
pre_onset | route straight,lat3,"ego kinematic (CTRA extrapolation, same judge)",588,0.22789115646258504,0.18079492093575852,0.2843190271116766
pre_onset | route straight,lat3,route command (CTRA long; lateral = intent),588,0.0391156462585034,0.011306747018569275,0.07560344970699072
pre_onset | route straight,lat3,VLM Qwen3-VL-4B main,588,0.04081632653061224,0.01206896551724138,0.07743646501309423
pre_onset | route straight,lat3,VLM Qwen3-VL-4B text,588,0.0391156462585034,0.011306747018569275,0.07560344970699072
pre_onset | route straight,lat3,VLM Qwen3-VL-4B noroute,588,0.09693877551020408,0.05822102374069746,0.13979114630387413
pre_onset | route straight,lat3,VLM Qwen3-VL-32B-FP8 text,588,0.0391156462585034,0.011306747018569275,0.07560344970699072
pre_onset | route straight,lat3,VLM Qwen3-VL-32B-FP8 main,588,0.04591836734693878,0.01722933924099403,0.08213570695218539
pre_onset | route straight,lat3,VLM Qwen3-VL-32B-FP8 noroute,588,0.14795918367346939,0.10649990795287187,0.19380282923838305
pre_onset | route straight,lat,majority (lane_change_right),588,0.41156462585034015,0.31283880726179586,0.5188471821677482
pre_onset | route straight,lat,"continuation (stop if stopped, else keep; keep_lane)",588,0.0391156462585034,0.011306747018569275,0.07560344970699072
pre_onset | route straight,lat,"ego kinematic (CTRA extrapolation, same judge)",588,0.06292517006802721,0.0322954514584536,0.10019304612960551
pre_onset | route straight,lat,route command (CTRA long; lateral = intent),588,0.0391156462585034,0.011306747018569275,0.07560344970699072
pre_onset | route straight,lat,VLM Qwen3-VL-4B main,588,0.04081632653061224,0.01206896551724138,0.07743646501309423
pre_onset | route straight,lat,VLM Qwen3-VL-4B text,588,0.0391156462585034,0.011306747018569275,0.07560344970699072
pre_onset | route straight,lat,VLM Qwen3-VL-4B noroute,588,0.04421768707482993,0.016691722245755086,0.07793762750659301
pre_onset | route straight,lat,VLM Qwen3-VL-32B-FP8 text,588,0.0391156462585034,0.011306747018569275,0.07560344970699072
pre_onset | route straight,lat,VLM Qwen3-VL-32B-FP8 main,588,0.04251700680272109,0.013784976198769302,0.07908913059757375
pre_onset | route straight,lat,VLM Qwen3-VL-32B-FP8 noroute,588,0.03741496598639456,0.012710919617990958,0.06492374930258507
pre_onset | route straight,joint,majority (keep|right),588,0.304421768707483,0.21778420726323106,0.3937844808562286
pre_onset | route straight,joint,"continuation (stop if stopped, else keep; keep_lane)",588,0.022108843537414966,0.0,0.052018329240435764
pre_onset | route straight,joint,"ego kinematic (CTRA extrapolation, same judge)",588,0.16666666666666666,0.1249945079086116,0.2167402433595489
pre_onset | route straight,joint,route command (CTRA long; lateral = intent),588,0.023809523809523808,0.003719937398470621,0.04793828633097611
pre_onset | route straight,joint,VLM Qwen3-VL-4B main,588,0.030612244897959183,0.005585559536963413,0.06366400105156206
pre_onset | route straight,joint,VLM Qwen3-VL-4B text,588,0.023809523809523808,0.0017088251826869027,0.05520382395382394
pre_onset | route straight,joint,VLM Qwen3-VL-4B noroute,588,0.05782312925170068,0.029038112522686024,0.09322316384180791
pre_onset | route straight,joint,VLM Qwen3-VL-32B-FP8 text,588,0.022108843537414966,0.003246359859849359,0.04654760834045359
pre_onset | route straight,joint,VLM Qwen3-VL-32B-FP8 main,588,0.03231292517006803,0.006576811346548189,0.06575009221365463
pre_onset | route straight,joint,VLM Qwen3-VL-32B-FP8 noroute,588,0.07993197278911565,0.04459736496829215,0.11814532631132434
pre_onset | route turn,long,majority (keep),870,0.4494252873563218,0.36029888236865465,0.5461269904101813
pre_onset | route turn,long,"continuation (stop if stopped, else keep; keep_lane)",870,0.4367816091954023,0.3460579513041822,0.5309424025309388
pre_onset | route turn,long,"ego kinematic (CTRA extrapolation, same judge)",870,0.6448275862068965,0.5667357648841534,0.7223020362718976
pre_onset | route turn,long,route command (CTRA long; lateral = intent),870,0.6448275862068965,0.5667357648841534,0.7223020362718976
pre_onset | route turn,long,VLM Qwen3-VL-4B main,870,0.4885057471264368,0.39885154137752626,0.5874106290794221
pre_onset | route turn,long,VLM Qwen3-VL-4B text,870,0.539080459770115,0.45064860416288655,0.6212477817987867
pre_onset | route turn,long,VLM Qwen3-VL-4B noroute,870,0.47126436781609193,0.38226385809312635,0.5613880271352057
pre_onset | route turn,long,VLM Qwen3-VL-32B-FP8 text,870,0.603448275862069,0.5316980500120035,0.6788611058959896
pre_onset | route turn,long,VLM Qwen3-VL-32B-FP8 main,870,0.4793103448275862,0.39399253130131784,0.5624722550177095
pre_onset | route turn,long,VLM Qwen3-VL-32B-FP8 noroute,0,,,
pre_onset | route turn,lat3,majority (right),870,0.6045977011494252,0.4962753044766294,0.6996810048897867
pre_onset | route turn,lat3,"continuation (stop if stopped, else keep; keep_lane)",870,0.0,0.0,0.0
pre_onset | route turn,lat3,"ego kinematic (CTRA extrapolation, same judge)",870,0.13908045977011493,0.09828912649653433,0.1889709979222045
pre_onset | route turn,lat3,route command (CTRA long; lateral = intent),870,0.9988505747126437,0.996249172446406,1.0
pre_onset | route turn,lat3,VLM Qwen3-VL-4B main,870,0.964367816091954,0.9221504361504361,0.9964710015153603
pre_onset | route turn,lat3,VLM Qwen3-VL-4B text,870,0.9977011494252873,0.9939891098484848,1.0
pre_onset | route turn,lat3,VLM Qwen3-VL-4B noroute,870,0.03793103448275862,0.01881135026788056,0.060730220691309206
pre_onset | route turn,lat3,VLM Qwen3-VL-32B-FP8 text,870,0.9988505747126437,0.996249172446406,1.0
pre_onset | route turn,lat3,VLM Qwen3-VL-32B-FP8 main,870,0.9551724137931035,0.9212074845194292,0.9801296463480269
pre_onset | route turn,lat3,VLM Qwen3-VL-32B-FP8 noroute,0,,,
pre_onset | route turn,lat,majority (turn_right),870,0.5988505747126437,0.4912689173457509,0.6946103278806142
pre_onset | route turn,lat,"continuation (stop if stopped, else keep; keep_lane)",870,0.0,0.0,0.0
pre_onset | route turn,lat,"ego kinematic (CTRA extrapolation, same judge)",870,0.013793103448275862,0.0011883701306861887,0.0310084202085004
pre_onset | route turn,lat,route command (CTRA long; lateral = intent),870,0.9919540229885058,0.985098606445191,0.9978331527627302
pre_onset | route turn,lat,VLM Qwen3-VL-4B main,870,0.957471264367816,0.9133548476585095,0.9903076424170361
pre_onset | route turn,lat,VLM Qwen3-VL-4B text,870,0.9908045977011494,0.983312970606558,0.9967607805967797
pre_onset | route turn,lat,VLM Qwen3-VL-4B noroute,870,0.01264367816091954,0.0011491634592726415,0.03114580707290234
pre_onset | route turn,lat,VLM Qwen3-VL-32B-FP8 text,870,0.9919540229885058,0.985098606445191,0.9978331527627302
pre_onset | route turn,lat,VLM Qwen3-VL-32B-FP8 main,870,0.9448275862068966,0.9100634966584018,0.9708709383089785
pre_onset | route turn,lat,VLM Qwen3-VL-32B-FP8 noroute,0,,,
pre_onset | route turn,joint,majority (keep|right),870,0.267816091954023,0.18506686811034637,0.3588098404255319
pre_onset | route turn,joint,"continuation (stop if stopped, else keep; keep_lane)",870,0.0,0.0,0.0
pre_onset | route turn,joint,"ego kinematic (CTRA extrapolation, same judge)",870,0.08045977011494253,0.05211720638439577,0.11891452240333442
pre_onset | route turn,joint,route command (CTRA long; lateral = intent),870,0.6436781609195402,0.5662791853605578,0.7200960648118624
pre_onset | route turn,joint,VLM Qwen3-VL-4B main,870,0.48735632183908045,0.398622822491731,0.586513109845165
pre_onset | route turn,joint,VLM Qwen3-VL-4B text,870,0.5367816091954023,0.4498201063256239,0.6169761244286263
pre_onset | route turn,joint,VLM Qwen3-VL-4B noroute,870,0.01954022988505747,0.006903894067841344,0.03514795718990996
pre_onset | route turn,joint,VLM Qwen3-VL-32B-FP8 text,870,0.6022988505747127,0.5306382176989616,0.6781484113394465
pre_onset | route turn,joint,VLM Qwen3-VL-32B-FP8 main,870,0.4724137931034483,0.38823507253863704,0.5553097839259813
pre_onset | route turn,joint,VLM Qwen3-VL-32B-FP8 noroute,0,,,
