tau_ego,tau_mult,th_v,th_y,pool,pairs,divergent,twin_null,divergent_group_pairs,pairs_nosection,divergent_nosection,twin_null_nosection
2.8024322390556335,0.5,1.0,0.5,103288,77012,50111,14980,35669,78441,48632,16621
2.8024322390556335,0.5,2.0,1.0,103288,77012,32310,14980,24426,78441,29992,16621
2.8024322390556335,0.5,3.0,2.0,103288,77012,17547,14980,14236,78441,15316,16621
2.8024322390556335,1.0,1.0,0.5,103288,87744,59784,15450,41368,86055,55128,17112
2.8024322390556335,1.0,2.0,1.0,103288,87744,40388,15450,29557,86055,35074,17112
2.8024322390556335,1.0,3.0,2.0,103288,87744,23341,15450,18331,86055,18695,17112
2.8024322390556335,2.0,1.0,0.5,103288,88096,60118,15460,41579,86253,55311,17119
2.8024322390556335,2.0,2.0,1.0,103288,88096,40687,15460,29754,86253,35232,17119
2.8024322390556335,2.0,3.0,2.0,103288,88096,23587,15460,18507,86253,18819,17119
