pool,divergent,pre_onset,straight_yaw,turn_yaw,stationary_start_xplus,cluster_Pedestrian,cluster_Cyclist,cluster_Cut_ins,cluster_Foreign Object Debris,cluster_Interections
P_2hz,39721,0.02623297500062939,0.47571813398454216,0.11782180710455427,0.13831474534880794,,,,,
P_val,10381,0.1070224448511704,0.5815432039302572,0.21365957036894326,0.03467874000577979,0.08746748868124458,0.17021481552836915,0.04537135150756189,0.1769579038628263,0.22454484153742413
