scope,tap,vs,n_frames,routes,auc,auc_lo,auc_hi,auc_vs,delta,lo,hi
hazard pooled,op-lebowski temporal,L18_last,6984,63,0.5040716839767283,0.500482156180768,0.5086940566882917,0.5380978503147105,-0.03402616633798217,-0.061497255894941684,-0.01555851748123226
DynamicObjectCrossing,op-cinque vision,op-cinque temporal,149,10,0.49209495067789744,0.46789818922820886,0.5123319885072088,0.5037610918427098,-0.01166614116481235,-0.032605669082728675,0.0061451568645385585
DynamicObjectCrossing,op-cinque vision,L18_last,149,10,0.49209495067789744,0.46789818922820886,0.5123319885072088,0.5218683843070131,-0.029773433629115664,-0.05713532645589089,-0.00977536818124888
DynamicObjectCrossing,op-cinque hidden,op-cinque temporal,149,10,0.5073645331291383,0.498279143351469,0.5227677450465669,0.5037610918427098,0.0036034412864285326,-0.009119891301344215,0.024534358852103536
DynamicObjectCrossing,op-cinque hidden,L18_last,149,10,0.5073645331291383,0.498279143351469,0.5227677450465669,0.5218683843070131,-0.014503851177874783,-0.03635999373068897,0.004259008070297129
DynamicObjectCrossing,op-lebowski vision,op-lebowski temporal,149,10,0.5366875365974506,0.5148822529219108,0.5702104193654569,0.5115985766406919,0.02508895995675875,0.008681597865844715,0.05247694610144594
DynamicObjectCrossing,op-lebowski vision,L18_last,149,10,0.5366875365974506,0.5148822529219108,0.5702104193654569,0.5218683843070131,0.01481915229043751,-0.018336427273078812,0.045240077850357
DynamicObjectCrossing,op-lebowski hidden,op-lebowski temporal,149,10,0.5246610513039953,0.5034006611116864,0.5494550236712512,0.5115985766406919,0.013062474663303458,-0.0018661439312566337,0.032930959291343806
DynamicObjectCrossing,op-lebowski hidden,L18_last,149,10,0.5246610513039953,0.5034006611116864,0.5494550236712512,0.5218683843070131,0.002792666996982218,-0.027830531489613487,0.026200581339241615
DynamicObjectCrossing,op-cinque temporal,L18_last,149,10,0.5037610918427098,0.49546688581314885,0.5131571536709212,0.5218683843070131,-0.018107292464303315,-0.04478700432727375,-0.001967516685313142
DynamicObjectCrossing,op-lebowski temporal,L18_last,149,10,0.5115985766406919,0.4981352401798694,0.5232386441318244,0.5218683843070131,-0.01026980766632124,-0.03542374233644079,0.004293780765327484
HardBreakRoute,op-cinque vision,op-cinque temporal,167,1,0.5085159023270823,0.5085159023270823,0.5085159023270823,0.5021693140664778,0.006346588260604524,0.006346588260604524,0.006346588260604524
HardBreakRoute,op-cinque vision,L18_last,167,1,0.5085159023270823,0.5085159023270823,0.5085159023270823,0.4967908494388469,0.011725052888235443,0.011725052888235443,0.011725052888235443
HardBreakRoute,op-cinque hidden,op-cinque temporal,167,1,0.5025278783749866,0.5025278783749866,0.5025278783749866,0.5021693140664778,0.00035856430850877974,0.00035856430850877974,0.00035856430850877974
HardBreakRoute,op-cinque hidden,L18_last,167,1,0.5025278783749866,0.5025278783749866,0.5025278783749866,0.4967908494388469,0.005737028936139699,0.005737028936139699,0.005737028936139699
HardBreakRoute,op-lebowski vision,op-lebowski temporal,167,1,0.4960020079601276,0.4960020079601276,0.4960020079601276,0.5099860159919681,-0.013984008031840522,-0.013984008031840522,-0.013984008031840522
HardBreakRoute,op-lebowski vision,L18_last,167,1,0.4960020079601276,0.4960020079601276,0.4960020079601276,0.4967908494388469,-0.000788841478719271,-0.000788841478719271,-0.000788841478719271
HardBreakRoute,op-lebowski hidden,op-lebowski temporal,167,1,0.5009501954175481,0.5009501954175481,0.5009501954175481,0.5099860159919681,-0.009035820574419984,-0.009035820574419984,-0.009035820574419984
HardBreakRoute,op-lebowski hidden,L18_last,167,1,0.5009501954175481,0.5009501954175481,0.5009501954175481,0.4967908494388469,0.004159345978701268,0.004159345978701268,0.004159345978701268
HardBreakRoute,op-cinque temporal,L18_last,167,1,0.5021693140664778,0.5021693140664778,0.5021693140664778,0.4967908494388469,0.005378464627630919,0.005378464627630919,0.005378464627630919
HardBreakRoute,op-lebowski temporal,L18_last,167,1,0.5099860159919681,0.5099860159919681,0.5099860159919681,0.4967908494388469,0.013195166553121251,0.013195166553121251,0.013195166553121251
HighwayCutIn,op-cinque vision,op-cinque temporal,362,9,0.6226381978572083,0.5833105045450132,0.66292500081065,0.5612008180458472,0.061437379811361104,0.03871773048290388,0.09114983356546032
HighwayCutIn,op-cinque vision,L18_last,362,9,0.6226381978572083,0.5833105045450132,0.66292500081065,0.5912517932908031,0.03138640456640518,-0.013058084546258453,0.06650252152439438
HighwayCutIn,op-cinque hidden,op-cinque temporal,362,9,0.647248252495345,0.5798441578938738,0.7125460872540587,0.5612008180458472,0.0860474344494978,0.05073227757328201,0.116832664571403
HighwayCutIn,op-cinque hidden,L18_last,362,9,0.647248252495345,0.5798441578938738,0.7125460872540587,0.5912517932908031,0.05599645920454188,0.002895752306027183,0.10905292359648777
HighwayCutIn,op-lebowski vision,op-lebowski temporal,362,9,0.6085742193461738,0.5622210560333047,0.6609717517525908,0.5412762125698238,0.06729800677635,0.032561926163482253,0.10712209401954151
HighwayCutIn,op-lebowski vision,L18_last,362,9,0.6085742193461738,0.5622210560333047,0.6609717517525908,0.5912517932908031,0.01732242605537071,-0.04991535767686418,0.06882370416596731
HighwayCutIn,op-lebowski hidden,op-lebowski temporal,362,9,0.6058499435304172,0.5654690526714173,0.6553077833704976,0.5412762125698238,0.06457373096059338,0.031514319807664615,0.10385162537471915
HighwayCutIn,op-lebowski hidden,L18_last,362,9,0.6058499435304172,0.5654690526714173,0.6553077833704976,0.5912517932908031,0.014598150239614083,-0.046525769781911676,0.06488412913439108
HighwayCutIn,op-cinque temporal,L18_last,362,9,0.5612008180458472,0.5235948535991491,0.6099002419426341,0.5912517932908031,-0.030050975244955924,-0.0818477418337924,0.012281072403734916
HighwayCutIn,op-lebowski temporal,L18_last,362,9,0.5412762125698238,0.5242631373808911,0.5552653643795973,0.5912517932908031,-0.049975580720979296,-0.10205985432637826,-0.010438049521630464
ParkingCrossingPedestrian,op-cinque vision,op-cinque temporal,102,3,0.5024990388312188,0.375,0.5336654682093422,0.49634755863129565,0.006151480199923176,-0.08333333333333326,0.028259839965397715
ParkingCrossingPedestrian,op-cinque vision,L18_last,102,3,0.5024990388312188,0.375,0.5336654682093422,0.4975009611687812,0.00499807766243765,-0.17361111111111116,0.0332418866502953
ParkingCrossingPedestrian,op-cinque hidden,op-cinque temporal,102,3,0.499519415609381,0.4375,0.5099416382516769,0.49634755863129565,0.0031718569780853634,-0.02083333333333326,0.010841836734693966
ParkingCrossingPedestrian,op-cinque hidden,L18_last,102,3,0.499519415609381,0.4375,0.5099416382516769,0.4975009611687812,0.0020184544405998373,-0.11111111111111116,0.014269755769113018
ParkingCrossingPedestrian,op-lebowski vision,op-lebowski temporal,102,3,0.4749134948096886,0.39585288711072664,0.5102040816326531,0.4900038446751249,-0.015090349865436337,-0.0912400519031142,0.023596938775510223
ParkingCrossingPedestrian,op-lebowski vision,L18_last,102,3,0.4749134948096886,0.39585288711072664,0.5102040816326531,0.4975009611687812,-0.02258746635909259,-0.10671824989186857,0.01785714285714285
ParkingCrossingPedestrian,op-lebowski hidden,op-lebowski temporal,102,3,0.4897154940407536,0.41609526384083045,0.5153061224489796,0.4900038446751249,-0.000288350634371326,-0.07099767517301035,0.028698979591836704
ParkingCrossingPedestrian,op-lebowski hidden,L18_last,102,3,0.4897154940407536,0.41609526384083045,0.5153061224489796,0.4975009611687812,-0.007785467128027579,-0.08647587316176471,0.02295918367346933
ParkingCrossingPedestrian,op-cinque temporal,L18_last,102,3,0.49634755863129565,0.45833333333333326,0.5054056282439445,0.4975009611687812,-0.0011534025374855261,-0.0902777777777779,0.007754321658883193
ParkingCrossingPedestrian,op-lebowski temporal,L18_last,102,3,0.4900038446751249,0.48611111111111116,0.4900038446751249,0.4975009611687812,-0.007497116493656253,-0.0625,-0.0036123100018765064
ParkingCutIn,op-cinque vision,op-cinque temporal,402,8,0.5055877329769065,0.49618231791445394,0.5227420462260973,0.5033476894136284,0.0022400435632781157,-0.003723125025757337,0.009827701124072797
ParkingCutIn,op-cinque vision,L18_last,402,8,0.5055877329769065,0.49618231791445394,0.5227420462260973,0.48819954951610106,0.01738818346080545,-0.0019274146404249638,0.04579872356989134
ParkingCutIn,op-cinque hidden,op-cinque temporal,402,8,0.516620875720898,0.5033273498470571,0.5318036181946005,0.5033476894136284,0.013273186307269591,0.005086027657266292,0.023489540686220188
ParkingCutIn,op-cinque hidden,L18_last,402,8,0.516620875720898,0.5033273498470571,0.5318036181946005,0.48819954951610106,0.028421326204796926,0.01413730798169954,0.05148818728031276
ParkingCutIn,op-lebowski vision,op-lebowski temporal,402,8,0.5059713868468602,0.49315632665444337,0.5212008578064966,0.5044429593326898,0.0015284275141703718,-0.014228745112849753,0.015103169771926302
ParkingCutIn,op-lebowski vision,L18_last,402,8,0.5059713868468602,0.49315632665444337,0.5212008578064966,0.48819954951610106,0.0177718373307591,-0.0005682225163500489,0.038625519160222416
ParkingCutIn,op-lebowski hidden,op-lebowski temporal,402,8,0.49831068537907475,0.48215585562571966,0.5098763999341767,0.5044429593326898,-0.006132273953615042,-0.01880121468856204,0.003666064395838464
ParkingCutIn,op-lebowski hidden,L18_last,402,8,0.49831068537907475,0.48215585562571966,0.5098763999341767,0.48819954951610106,0.010111135862973686,-0.011082335105226934,0.03129790908703753
ParkingCutIn,op-cinque temporal,L18_last,402,8,0.5033476894136284,0.49590900073274435,0.5152830083580994,0.48819954951610106,0.015148139897527335,-0.0006663079255139856,0.038307591748004244
ParkingCutIn,op-lebowski temporal,L18_last,402,8,0.5044429593326898,0.49308523128835946,0.5200264345801323,0.48819954951610106,0.016243409816588728,0.0005996335208086096,0.0423440315614594
PedestrianCrossing,op-cinque vision,op-cinque temporal,758,7,0.544094304550929,0.523844226411877,0.583388579668094,0.5287705112050181,0.015323793345910941,0.00917880091457727,0.0436489025836726
PedestrianCrossing,op-cinque vision,L18_last,758,7,0.544094304550929,0.523844226411877,0.583388579668094,0.6745601882470882,-0.1304658836961592,-0.23138941144853542,-0.10927993347402588
PedestrianCrossing,op-cinque hidden,op-cinque temporal,758,7,0.5361787372686071,0.5107362921942439,0.6042025299722553,0.5287705112050181,0.007408226063589041,0.0011161882826791621,0.08140106766134293
PedestrianCrossing,op-cinque hidden,L18_last,758,7,0.5361787372686071,0.5107362921942439,0.6042025299722553,0.6745601882470882,-0.1383814509784811,-0.20723078356816724,-0.11807268476328486
PedestrianCrossing,op-lebowski vision,op-lebowski temporal,758,7,0.5365042014466621,0.5249265007191791,0.5856557806731622,0.5204972814168657,0.016006920029796423,0.014525760249335945,0.053711432335694455
PedestrianCrossing,op-lebowski vision,L18_last,758,7,0.5365042014466621,0.5249265007191791,0.5856557806731622,0.6745601882470882,-0.13805598680042608,-0.20510113533759777,-0.11112953124009688
PedestrianCrossing,op-lebowski hidden,op-lebowski temporal,758,7,0.5336098328471676,0.5186414325526003,0.5641581460294582,0.5204972814168657,0.013112551430301878,0.005672344824998063,0.03163857765810768
PedestrianCrossing,op-lebowski hidden,L18_last,758,7,0.5336098328471676,0.5186414325526003,0.5641581460294582,0.6745601882470882,-0.14095035539992062,-0.22580216489111368,-0.1170424884167023
PedestrianCrossing,op-cinque temporal,L18_last,758,7,0.5287705112050181,0.48772563324134643,0.5625154051794298,0.6745601882470882,-0.14578967704207013,-0.26241982502866945,-0.13451714090661265
PedestrianCrossing,op-lebowski temporal,L18_last,758,7,0.5204972814168657,0.49998662861435433,0.5530861605666937,0.6745601882470882,-0.1540629068302225,-0.2536343049163562,-0.12755333368898247
StaticCutIn,op-cinque vision,op-cinque temporal,274,10,0.48850498161862643,0.4548716311241615,0.5148444807768529,0.5063802013959188,-0.01787521977729234,-0.047349660870846,0.00600851471002386
StaticCutIn,op-cinque vision,L18_last,274,10,0.48850498161862643,0.4548716311241615,0.5148444807768529,0.5102029942991103,-0.02169801268048388,-0.06537302148605359,0.006484175106778707
StaticCutIn,op-cinque hidden,op-cinque temporal,274,10,0.5389472001704939,0.5029618946917352,0.5757078752549826,0.5063802013959188,0.03256699877457514,0.0020623585265359154,0.06719399053686485
StaticCutIn,op-cinque hidden,L18_last,274,10,0.5389472001704939,0.5029618946917352,0.5757078752549826,0.5102029942991103,0.0287442058713836,-0.017087702494964677,0.06511802870193502
StaticCutIn,op-lebowski vision,op-lebowski temporal,274,10,0.4614523949064948,0.4102313529303567,0.4879968950556135,0.4912488678139485,-0.029796472907453686,-0.04625049209904961,-0.013884687322677388
StaticCutIn,op-lebowski vision,L18_last,274,10,0.4614523949064948,0.4102313529303567,0.4879968950556135,0.5102029942991103,-0.0487505993926155,-0.10430819164636172,-0.013650550317572764
StaticCutIn,op-lebowski hidden,op-lebowski temporal,274,10,0.4617987106398849,0.41420575278229305,0.4906987308420719,0.4912488678139485,-0.029450157174063574,-0.04475726005804044,-0.008171942454577327
StaticCutIn,op-lebowski hidden,L18_last,274,10,0.4617987106398849,0.41420575278229305,0.4906987308420719,0.5102029942991103,-0.04840428365922539,-0.10343928393441904,-0.010818525146300852
StaticCutIn,op-cinque temporal,L18_last,274,10,0.5063802013959188,0.48183634694838,0.5154100271879384,0.5102029942991103,-0.003822792903191541,-0.035701636408996866,0.011708962629150912
StaticCutIn,op-lebowski temporal,L18_last,274,10,0.4912488678139485,0.449552753411306,0.5237993576247377,0.5102029942991103,-0.018954126485161815,-0.06872617246801077,0.019813512291763855
VehicleTurningRoutePedestrian,op-cinque vision,op-cinque temporal,4768,14,0.5023819573864916,0.492173708268688,0.5128595684520088,0.49952522285736006,0.002856734529131544,-0.006842015600606641,0.01225382948738951
VehicleTurningRoutePedestrian,op-cinque vision,L18_last,4768,14,0.5023819573864916,0.492173708268688,0.5128595684520088,0.5424824921667379,-0.04010053478024633,-0.07629979333708861,-0.017416652468488943
VehicleTurningRoutePedestrian,op-cinque hidden,op-cinque temporal,4768,14,0.5035837569605536,0.49175043793618967,0.5153813754608709,0.49952522285736006,0.004058534103193512,-0.01092565667093774,0.0163666636657691
VehicleTurningRoutePedestrian,op-cinque hidden,L18_last,4768,14,0.5035837569605536,0.49175043793618967,0.5153813754608709,0.5424824921667379,-0.038898735206184365,-0.07383896458385579,-0.01659383317334469
VehicleTurningRoutePedestrian,op-lebowski vision,op-lebowski temporal,4768,14,0.5097515270638148,0.5058809260963554,0.5149591912039324,0.5034108867914171,0.0063406402723976685,0.0014323256722988981,0.011771325859295129
VehicleTurningRoutePedestrian,op-lebowski vision,L18_last,4768,14,0.5097515270638148,0.5058809260963554,0.5149591912039324,0.5424824921667379,-0.03273096510292317,-0.07320537508043556,-0.005679349148710389
VehicleTurningRoutePedestrian,op-lebowski hidden,op-lebowski temporal,4768,14,0.5015822679017837,0.4973765538682564,0.5074493597379154,0.5034108867914171,-0.001828618889633371,-0.0075672131582917605,0.004767874002038786
VehicleTurningRoutePedestrian,op-lebowski hidden,L18_last,4768,14,0.5015822679017837,0.4973765538682564,0.5074493597379154,0.5424824921667379,-0.04090022426495421,-0.08026815194161539,-0.015667844191986496
VehicleTurningRoutePedestrian,op-cinque temporal,L18_last,4768,14,0.49952522285736006,0.49258503960931066,0.5070752376986813,0.5424824921667379,-0.04295726930937788,-0.08666745966335597,-0.015758861473803343
VehicleTurningRoutePedestrian,op-lebowski temporal,L18_last,4768,14,0.5034108867914171,0.4972110072276617,0.5095007563085651,0.5424824921667379,-0.03907160537532084,-0.0806974510013519,-0.01330902878489371
