probe,tap,scope,n_frames,routes,auc_plus_vs_minus,lo,hi,mean_score_plus,mean_score_minus
hazard,L18_mean,StaticCutIn,274,10,0.5320342053385902,0.5120912439325507,0.5611396570071834,0.6508006649839617,0.6241859968235023
hazard,L18_mean,VehicleTurningRoutePedestrian,4768,14,0.5750460855155736,0.5460262907171669,0.6243126027552407,0.024241138456785324,0.015701661795469744
hazard,op-cinque temporal,pooled,6984,63,0.5036375793172809,0.4978325429810306,0.5119693669418048,0.13696634231057478,0.13306648608309726
hazard,op-cinque temporal,DynamicObjectCrossing,149,10,0.5037610918427098,0.49546688581314885,0.5131571536709212,0.40348546521663164,0.3997971226192461
hazard,op-cinque temporal,HardBreakRoute,167,1,0.5021693140664778,0.5021693140664778,0.5021693140664778,0.16541493522326747,0.1618609382453079
hazard,op-cinque temporal,HighwayCutIn,362,9,0.5612008180458472,0.5235948535991491,0.6099002419426341,0.5294933773703276,0.46715928941903356
hazard,op-cinque temporal,ParkingCrossingPedestrian,102,3,0.49634755863129565,0.45833333333333326,0.5054056282439445,0.2733590361541228,0.2726394907804206
hazard,op-cinque temporal,ParkingCutIn,402,8,0.5033476894136284,0.49590900073274435,0.5152830083580994,0.27313864403911803,0.2722927968563309
hazard,op-cinque temporal,PedestrianCrossing,758,7,0.5287705112050181,0.48772563324134643,0.5625154051794298,0.08063503051106825,0.0782291565298253
hazard,op-cinque temporal,StaticCutIn,274,10,0.5063802013959188,0.48183634694838,0.5154100271879384,0.5353451498413964,0.5313380541543138
hazard,op-cinque temporal,VehicleTurningRoutePedestrian,4768,14,0.49952522285736006,0.49258503960931066,0.5070752376986813,0.06922111836049162,0.06917229474742265
hazard,op-cinque vision,pooled,6984,63,0.5099311742992328,0.5005857165601116,0.5212351840653554,0.1272081506298553,0.11575622396082208
hazard,op-cinque vision,DynamicObjectCrossing,149,10,0.49209495067789744,0.46789818922820886,0.5123319885072088,0.30738572382771306,0.3138399789732531
hazard,op-cinque vision,HardBreakRoute,167,1,0.5085159023270823,0.5085159023270823,0.5085159023270823,0.11329248428071464,0.1219210253518164
hazard,op-cinque vision,HighwayCutIn,362,9,0.6226381978572083,0.5833105045450132,0.66292500081065,0.5258089042437849,0.3681637926523391
hazard,op-cinque vision,ParkingCrossingPedestrian,102,3,0.5024990388312188,0.375,0.5336654682093422,0.43864134745044614,0.435230105629136
hazard,op-cinque vision,ParkingCutIn,402,8,0.5055877329769065,0.49618231791445394,0.5227420462260973,0.2612074828911639,0.2604410413651428
hazard,op-cinque vision,PedestrianCrossing,758,7,0.544094304550929,0.523844226411877,0.583388579668094,0.10007497048961357,0.07956076949037885
hazard,op-cinque vision,StaticCutIn,274,10,0.48850498161862643,0.4548716311241615,0.5148444807768529,0.5293738165652647,0.5375935340317304
hazard,op-cinque vision,VehicleTurningRoutePedestrian,4768,14,0.5023819573864916,0.492173708268688,0.5128595684520088,0.05484203966523106,0.05258644843244808
hazard,op-cinque hidden,pooled,6984,63,0.50956812880431,0.5004852939329897,0.5214877408130698,0.08646321431922037,0.07094388382439504
hazard,op-cinque hidden,DynamicObjectCrossing,149,10,0.5073645331291383,0.498279143351469,0.5227677450465669,0.18375119252049132,0.17105159771334905
hazard,op-cinque hidden,HardBreakRoute,167,1,0.5025278783749866,0.5025278783749866,0.5025278783749866,0.052251527103676296,0.05365936013519301
hazard,op-cinque hidden,HighwayCutIn,362,9,0.647248252495345,0.5798441578938738,0.7125460872540587,0.40501548726273573,0.19654523387649553
hazard,op-cinque hidden,ParkingCrossingPedestrian,102,3,0.499519415609381,0.4375,0.5099416382516769,0.06356795762971446,0.062017781271909676
hazard,op-cinque hidden,ParkingCutIn,402,8,0.516620875720898,0.5033273498470571,0.5318036181946005,0.17725813831606302,0.15775233242410155
hazard,op-cinque hidden,PedestrianCrossing,758,7,0.5361787372686071,0.5107362921942439,0.6042025299722553,0.08325117553861033,0.06662020361731948
hazard,op-cinque hidden,StaticCutIn,274,10,0.5389472001704939,0.5029618946917352,0.5757078752549826,0.3099736370673967,0.27734092435711166
hazard,op-cinque hidden,VehicleTurningRoutePedestrian,4768,14,0.5035837569605536,0.49175043793618967,0.5153813754608709,0.04085523198158391,0.04052457544887358
hazard,op-lebowski temporal,pooled,6984,63,0.5040716839767283,0.500482156180768,0.5086940566882917,0.13047983491087173,0.12684668418294082
hazard,op-lebowski temporal,DynamicObjectCrossing,149,10,0.5115985766406919,0.4981352401798694,0.5232386441318244,0.3698583710813682,0.36100055543618315
hazard,op-lebowski temporal,HardBreakRoute,167,1,0.5099860159919681,0.5099860159919681,0.5099860159919681,0.15179333094128233,0.14678508182708733
hazard,op-lebowski temporal,HighwayCutIn,362,9,0.5412762125698238,0.5242631373808911,0.5552653643795973,0.44352183337844436,0.39822798233987305
hazard,op-lebowski temporal,ParkingCrossingPedestrian,102,3,0.4900038446751249,0.48611111111111116,0.4900038446751249,0.31761175265316577,0.32508952777796224
hazard,op-lebowski temporal,ParkingCutIn,402,8,0.5044429593326898,0.49308523128835946,0.5200264345801323,0.28443937913259254,0.2820426791812095
hazard,op-lebowski temporal,PedestrianCrossing,758,7,0.5204972814168657,0.49998662861435433,0.5530861605666937,0.07755662433996288,0.06783719303672776
hazard,op-lebowski temporal,StaticCutIn,274,10,0.4912488678139485,0.449552753411306,0.5237993576247377,0.4626563905279947,0.4670049289169024
hazard,op-lebowski temporal,VehicleTurningRoutePedestrian,4768,14,0.5034108867914171,0.4972110072276617,0.5095007563085651,0.07068592401086203,0.07065787219495642
hazard,op-lebowski vision,pooled,6984,63,0.5085002834165869,0.5057730481804054,0.5131312227952481,0.11993086074063157,0.11207854417829938
hazard,op-lebowski vision,DynamicObjectCrossing,149,10,0.5366875365974506,0.5148822529219108,0.5702104193654569,0.46734886188935115,0.4435237383332429
hazard,op-lebowski vision,HardBreakRoute,167,1,0.4960020079601276,0.4960020079601276,0.4960020079601276,0.04576096886526347,0.045073795192289406
hazard,op-lebowski vision,HighwayCutIn,362,9,0.6085742193461738,0.5622210560333047,0.6609717517525908,0.4573524635097331,0.33264570078009853
hazard,op-lebowski vision,ParkingCrossingPedestrian,102,3,0.4749134948096886,0.39585288711072664,0.5102040816326531,0.1405088922822638,0.16944613983265727
hazard,op-lebowski vision,ParkingCutIn,402,8,0.5059713868468602,0.49315632665444337,0.5212008578064966,0.3189127983633847,0.3167937310329703
hazard,op-lebowski vision,PedestrianCrossing,758,7,0.5365042014466621,0.5249265007191791,0.5856557806731622,0.11731290848192201,0.09242025940091715
hazard,op-lebowski vision,StaticCutIn,274,10,0.4614523949064948,0.4102313529303567,0.4879968950556135,0.5374065832770313,0.5707307950907194
hazard,op-lebowski vision,VehicleTurningRoutePedestrian,4768,14,0.5097515270638148,0.5058809260963554,0.5149591912039324,0.0450320309495412,0.045391549102747904
hazard,op-lebowski hidden,pooled,6984,63,0.5036507927135695,0.5008301356618283,0.5086949662453327,0.1323741272963172,0.12615715497358093
hazard,op-lebowski hidden,DynamicObjectCrossing,149,10,0.5246610513039953,0.5034006611116864,0.5494550236712512,0.49918050403963,0.47899601763526867
hazard,op-lebowski hidden,HardBreakRoute,167,1,0.5009501954175481,0.5009501954175481,0.5009501954175481,0.04811150850421431,0.04571773553640766
hazard,op-lebowski hidden,HighwayCutIn,362,9,0.6058499435304172,0.5654690526714173,0.6553077833704976,0.5241504567546657,0.4125986280645249
hazard,op-lebowski hidden,ParkingCrossingPedestrian,102,3,0.4897154940407536,0.41609526384083045,0.5153061224489796,0.2722200714408388,0.29291034607826183
hazard,op-lebowski hidden,ParkingCutIn,402,8,0.49831068537907475,0.48215585562571966,0.5098763999341767,0.3684865066431815,0.3707841443603358
hazard,op-lebowski hidden,PedestrianCrossing,758,7,0.5336098328471676,0.5186414325526003,0.5641581460294582,0.12298882004281501,0.10631313991958968
hazard,op-lebowski hidden,StaticCutIn,274,10,0.4617987106398849,0.41420575278229305,0.4906987308420719,0.5511526048385681,0.5780590934021208
hazard,op-lebowski hidden,VehicleTurningRoutePedestrian,4768,14,0.5015822679017837,0.4973765538682564,0.5074493597379154,0.04840929260383032,0.049003059533849515
