probe,tap,scope,n_frames,routes,auc_plus_vs_minus,lo,hi,mean_score_plus,mean_score_minus
hazard,L18_last,pooled,6984,63,0.5380978503147105,0.5181954674880358,0.5665897977321865,0.13688267886833036,0.10573268673904193
hazard,L18_last,DynamicObjectCrossing,149,10,0.5218683843070131,0.507681847056301,0.5469717604332989,0.33936839081165726,0.3232001869965832
hazard,L18_last,HardBreakRoute,167,1,0.4967908494388469,0.4967908494388469,0.4967908494388469,0.11024768956139416,0.1049180728366632
hazard,L18_last,HighwayCutIn,362,9,0.5912517932908031,0.5560371821684269,0.6369162990235854,0.41263503983400723,0.3196124832701576
hazard,L18_last,ParkingCrossingPedestrian,102,3,0.4975009611687812,0.4923469387755102,0.5486111111111112,0.25141474577899586,0.24268777798587346
hazard,L18_last,ParkingCutIn,402,8,0.48819954951610106,0.4708416020804999,0.5006919535059771,0.3684563595588453,0.3790876379106842
hazard,L18_last,PedestrianCrossing,758,7,0.6745601882470882,0.6369806007714588,0.7637844246412075,0.2805428590686497,0.08739787440069417
hazard,L18_last,StaticCutIn,274,10,0.5102029942991103,0.490731137887505,0.5274157219815855,0.6771459807879734,0.6705788397876016
hazard,L18_last,VehicleTurningRoutePedestrian,4768,14,0.5424824921667379,0.5146982692407507,0.5824701276226053,0.03446641304955142,0.02696919007572103
hazard,L18_mean,pooled,6984,63,0.5645210653314596,0.540911747303675,0.596982594001781,0.11033457608523156,0.08470828450353676
hazard,L18_mean,DynamicObjectCrossing,149,10,0.5285797937029864,0.4987270982413006,0.5760893614396615,0.3236781554870876,0.29375643549360425
hazard,L18_mean,HardBreakRoute,167,1,0.5034601455771093,0.5034601455771093,0.5034601455771093,0.12748656259057764,0.1275293296593392
hazard,L18_mean,HighwayCutIn,362,9,0.5831094899423095,0.5623824675352467,0.6253244157708949,0.42581207645627367,0.3307548650175086
hazard,L18_mean,ParkingCrossingPedestrian,102,3,0.4872164552095348,0.4604591836734694,0.5763888888888888,0.29707983713231834,0.3047039278362896
hazard,L18_mean,ParkingCutIn,402,8,0.5078896561966288,0.4952422165177346,0.527113036160513,0.29109318323713723,0.28043800621497356
hazard,L18_mean,PedestrianCrossing,758,7,0.6669961918950718,0.6423520869945464,0.8673819751430081,0.1392282154538071,0.02232731065032327
