scope,judge,n,delta,lo,hi,model,arm
FOD,ADE pre_onset dec1-9,252,-0.036496072113206324,-0.07503645169169978,5.739960724258e-05,cinque,G3 student A (c) s2
Intersections,RFS (rater),116,0.014595126148472286,-0.013166473770201227,0.04597325000542695,cinque,G3 student A (c) s2
Intersections,ADE dec1-9,4299,0.014957636428580959,0.006290597031209751,0.024433750070004086,cinque,G3 student A (c) s2
Intersections,ADE pre_onset dec1-9,301,0.01950648326757089,-0.011609312775928922,0.05444094716634431,cinque,G3 student A (c) s2
all,RFS (rater),478,-0.24360368935298504,-0.37427650959345965,-0.11562933975976519,cinque,G3 student B (c) s0
all,ADE dec1-9,17389,0.7646447916588093,0.6866512600863947,0.8477995225907543,cinque,G3 student B (c) s0
all,ADE pre_onset dec1-9,1245,0.8492725722193051,0.6230753310190447,1.1033416249675099,cinque,G3 student B (c) s0
Pedestrians,RFS (rater),52,-0.3068217546678889,-0.7542589884063629,0.09165115423790253,cinque,G3 student B (c) s0
Pedestrians,ADE dec1-9,1637,0.7485557509093272,0.5454309908031796,0.9895784589509701,cinque,G3 student B (c) s0
Pedestrians,ADE pre_onset dec1-9,83,0.38895918814873953,-0.08428719694793607,1.0387418911733253,cinque,G3 student B (c) s0
Cyclists,RFS (rater),71,-0.3852653008226153,-0.679379760791924,-0.12411793423602037,cinque,G3 student B (c) s0
Cyclists,ADE dec1-9,2326,0.5743800720780724,0.4657531353399442,0.6905869273465713,cinque,G3 student B (c) s0
Cyclists,ADE pre_onset dec1-9,206,0.6290975395889661,0.37270151552580444,0.9559037111639319,cinque,G3 student B (c) s0
Cut_ins,RFS (rater),20,-0.303174758909658,-1.209350415676401,0.4932654115834171,cinque,G3 student B (c) s0
Cut_ins,ADE dec1-9,724,0.5353431034891712,0.3486497699880365,0.7427223341368332,cinque,G3 student B (c) s0
Cut_ins,ADE pre_onset dec1-9,16,0.4479223065632671,0.009549048984949713,0.8416528899090325,cinque,G3 student B (c) s0
FOD,RFS (rater),78,-0.21289241870694903,-0.5250523219241657,0.07818963205355164,cinque,G3 student B (c) s0
FOD,ADE dec1-9,3175,0.8424868777664746,0.6741093684003281,1.033282078741143,cinque,G3 student B (c) s0
FOD,ADE pre_onset dec1-9,252,1.3747777449221588,0.8167665873840094,1.9967214341275237,cinque,G3 student B (c) s0
Intersections,RFS (rater),116,-0.2603506149517924,-0.5563543687023318,0.015512112875870615,cinque,G3 student B (c) s0
Intersections,ADE dec1-9,4299,0.8421433018061588,0.6535470696868576,1.0501160019736628,cinque,G3 student B (c) s0
Intersections,ADE pre_onset dec1-9,301,0.8848647522770418,0.31363097899540904,1.6037738869837035,cinque,G3 student B (c) s0
all,RFS (rater),478,-0.21715198988117648,-0.34626706858381245,-0.0914580590859759,cinque,G3 student B (c) s1
all,ADE dec1-9,17389,0.7462815286378969,0.6657678640104616,0.8321396047664043,cinque,G3 student B (c) s1
all,ADE pre_onset dec1-9,1245,0.7909002079978911,0.5710972540380548,1.0365808982403348,cinque,G3 student B (c) s1
Pedestrians,RFS (rater),52,-0.2331629554813857,-0.6763612718998427,0.1576963773943799,cinque,G3 student B (c) s1
Pedestrians,ADE dec1-9,1637,0.7354036822663769,0.5249926820678187,0.9881610078852343,cinque,G3 student B (c) s1
Pedestrians,ADE pre_onset dec1-9,83,0.39332608433079547,-0.072692375505349,1.0258681892919026,cinque,G3 student B (c) s1
Cyclists,RFS (rater),71,-0.3498316738573076,-0.6280916693331307,-0.10921473761445329,cinque,G3 student B (c) s1
Cyclists,ADE dec1-9,2326,0.5486473625556645,0.44237624153986466,0.6641051055167515,cinque,G3 student B (c) s1
Cyclists,ADE pre_onset dec1-9,206,0.5898551379024897,0.3574294661752924,0.8714009373803221,cinque,G3 student B (c) s1
Cut_ins,RFS (rater),20,-0.42404519945896946,-1.3252308636428587,0.38389781340220325,cinque,G3 student B (c) s1
Cut_ins,ADE dec1-9,724,0.4892663138674601,0.3168097926781976,0.6774656180471867,cinque,G3 student B (c) s1
Cut_ins,ADE pre_onset dec1-9,16,0.412419746007717,0.12624541650495838,0.7347028008282549,cinque,G3 student B (c) s1
FOD,RFS (rater),78,-0.20540281960917417,-0.48640095093960684,0.06093139116966148,cinque,G3 student B (c) s1
FOD,ADE dec1-9,3175,0.8209277038005427,0.6489728244654511,1.0147554225826532,cinque,G3 student B (c) s1
FOD,ADE pre_onset dec1-9,252,1.292406756977869,0.7479322885129505,1.8931766428564367,cinque,G3 student B (c) s1
Intersections,RFS (rater),116,-0.24788954038545424,-0.5363392940754893,0.022416187025639817,cinque,G3 student B (c) s1
Intersections,ADE dec1-9,4299,0.8333464076212524,0.6371816072755785,1.0537877290584177,cinque,G3 student B (c) s1
Intersections,ADE pre_onset dec1-9,301,0.8053910367605107,0.25927289769599154,1.5034656211093853,cinque,G3 student B (c) s1
all,RFS (rater),478,-0.3101638379887238,-0.45310485221439983,-0.1668575012347373,cinque,G3 student B (c) s2
all,ADE dec1-9,17389,0.7268855905099884,0.6615394566052207,0.7966142182813277,cinque,G3 student B (c) s2
all,ADE pre_onset dec1-9,1245,0.7530993976329783,0.5600634175197742,0.9572805760159436,cinque,G3 student B (c) s2
Pedestrians,RFS (rater),52,-0.2739534639463673,-0.7275290035810162,0.1411714616618035,cinque,G3 student B (c) s2
