head,pairs,n_edit,n_placebo,median_edit_m,median_placebo_m,ratio,lo,hi,pass_2x
G3 student A (c) s0 [cinque],all,911,175,0.15094968428463798,0.01156425259732067,13.05312928910007,6.883523780211962,24.5034448434023,True
G3 student A (c) s0 [cinque],1-3 actors,766,175,0.0905049961894403,0.01156425259732067,7.826272854884671,4.582310906023662,14.638418787882914,True
G3 student A (c) s0 [cinque],>=4 actors,145,175,2.2555564579476926,0.01156425259732067,195.04558889264354,70.67914564955521,346.7882126793477,True
G3 student A (c) s1 [cinque],all,911,175,0.16465547487985613,0.012044546043014076,13.670542193274066,7.094235049771264,23.315105930543314,True
G3 student A (c) s1 [cinque],1-3 actors,766,175,0.1002430440062754,0.012044546043014076,8.322691751792263,4.423905341779161,14.638278498128388,True
G3 student A (c) s1 [cinque],>=4 actors,145,175,2.2445619298902697,0.012044546043014076,186.3550458335565,70.27054512710376,324.787448400084,True
G3 student A (c) s2 [cinque],all,911,175,0.14194564453923136,0.012537480583606816,11.321704037159598,7.145941284406525,23.217455590736947,True
G3 student A (c) s2 [cinque],1-3 actors,766,175,0.09011586635362967,0.012537480583606816,7.18771732109075,4.616461361606055,14.120041215598444,True
G3 student A (c) s2 [cinque],>=4 actors,145,175,2.225549805287245,0.012537480583606816,177.51172497903823,74.57105746495206,344.9702029937934,True
G3 student B (c) s0 [cinque],all,911,175,0.5526085380253262,0.08665152707937585,6.377366408316351,4.89198205113259,9.104743685968721,True
G3 student B (c) s0 [cinque],1-3 actors,766,175,0.40834724340916556,0.08665152707937585,4.712522181347192,3.9567147338776505,6.996971421172724,True
G3 student B (c) s0 [cinque],>=4 actors,145,175,2.057629480518682,0.08665152707937585,23.746026756502758,16.887773925393297,40.930807486423696,True
G3 student B (c) s1 [cinque],all,911,175,0.5407951708998968,0.08349530396986776,6.476953136131607,4.926571891536132,8.94761705053415,True
G3 student B (c) s1 [cinque],1-3 actors,766,175,0.4191996921261445,0.08349530396986776,5.020637954410317,4.018227210504478,6.956999728867684,True
G3 student B (c) s1 [cinque],>=4 actors,145,175,2.0483637894258666,0.08349530396986776,24.532682582544897,16.66783733464336,38.60502040782994,True
G3 student B (c) s2 [cinque],all,911,175,0.4734201087344495,0.07922190140497969,5.975874099692986,4.662477960744519,8.463866522768631,True
G3 student B (c) s2 [cinque],1-3 actors,766,175,0.3631473258739991,0.07922190140497969,4.583925902227494,3.733994697264952,6.409286313837972,True
G3 student B (c) s2 [cinque],>=4 actors,145,175,1.6897743282426192,0.07922190140497969,21.32963610156931,11.852078551344299,36.895038724766614,True
G3 student A (a) s0 [cinque],all,911,175,0.19762476862920908,0.017470358835572873,11.312003977091106,7.796734285416435,15.884570745629356,True
G3 student A (a) s0 [cinque],1-3 actors,766,175,0.15385261219921736,0.017470358835572873,8.806494110810425,5.771530857331628,12.579124238759949,True
G3 student A (a) s0 [cinque],>=4 actors,145,175,0.4156765549619358,0.017470358835572873,23.7932465425691,15.286419835582446,37.15774072187188,True
G3 student A (a) s1 [cinque],all,911,175,0.13673320562750246,0.014743120269915783,9.274373614553951,6.690057264283448,13.66026739649606,True
G3 student A (a) s1 [cinque],1-3 actors,766,175,0.10615551241417781,0.014743120269915783,7.2003422932657255,4.916242372992459,10.334560332002177,True
G3 student A (a) s1 [cinque],>=4 actors,145,175,0.4093988449960575,0.014743120269915783,27.76880589053189,19.739294619774434,42.095258417136264,True
G3 student A (a) s2 [cinque],all,911,175,0.1393736611421226,0.015344017396711557,9.08325750282272,6.614558303759978,13.305064456837979,True
G3 student A (a) s2 [cinque],1-3 actors,766,175,0.11090007932466125,0.015344017396711557,7.227577788619343,5.082890826234304,10.297719475639648,True
G3 student A (a) s2 [cinque],>=4 actors,145,175,0.4067558901031603,0.015344017396711557,26.509086869931075,18.121477945567086,40.42066070990993,True
G3 student B (a) s0 [cinque],all,911,175,0.21558968839638665,0.04858316600072291,4.437538887300566,3.4706379905656215,5.600217683891795,True
G3 student B (a) s0 [cinque],1-3 actors,766,175,0.1835317876612057,0.04858316600072291,3.7776827401177346,2.9940887691343234,4.971766618650586,True
G3 student B (a) s0 [cinque],>=4 actors,145,175,0.34248413474951755,0.04858316600072291,7.049440432606254,5.118124119639023,10.32734724002603,True
G3 student B (a) s1 [cinque],all,911,175,0.21527341713109394,0.04970354518995173,4.33114813658432,3.4895160378798815,5.7752073582000705,True
G3 student B (a) s1 [cinque],1-3 actors,766,175,0.18492935190511411,0.04970354518995173,3.7206471127637024,2.936110574290588,5.026267248665815,True
G3 student B (a) s1 [cinque],>=4 actors,145,175,0.33970893359639015,0.04970354518995173,6.834702279246413,5.315260879349492,10.623687522716073,True
G3 student B (a) s2 [cinque],all,911,175,0.22414411604697387,0.049563538086156614,4.522359070842415,3.5559009777537236,5.7764320100273805,True
G3 student B (a) s2 [cinque],1-3 actors,766,175,0.18327989227151448,0.049563538086156614,3.6978774992398216,2.963270717080261,5.091766065474972,True
G3 student B (a) s2 [cinque],>=4 actors,145,175,0.3636557189005924,0.049563538086156614,7.337162215264926,5.499761909404236,10.65521735961545,True
G3 student A (c) s0 [lebowski],all,911,175,0.14279024261993029,0.01830986119217598,7.7985431523067055,5.099901269472613,12.051499807293355,True
G3 student A (c) s0 [lebowski],1-3 actors,766,175,0.08296338489677889,0.01830986119217598,4.531076670981543,3.134534412420199,7.547150475977244,True
G3 student A (c) s0 [lebowski],>=4 actors,145,175,2.153660567084313,0.01830986119217598,117.62298711497593,60.51394596361331,204.4697379653348,True
G3 student A (c) s1 [lebowski],all,911,175,0.15622213828637413,0.019102385400889873,8.178148174054567,5.435403652489363,13.703622765253883,True
G3 student A (c) s1 [lebowski],1-3 actors,766,175,0.0980285781814805,0.019102385400889873,5.131745388034831,3.26315634384231,10.014252291843151,True
G3 student A (c) s1 [lebowski],>=4 actors,145,175,2.2609013113401413,0.019102385400889873,118.3570147859554,57.11862122082941,208.0058652460271,True
G3 student A (c) s2 [lebowski],all,911,175,0.15345665464657374,0.017431385769000114,8.80346844939203,5.919233526330324,13.70843920157897,True
G3 student A (c) s2 [lebowski],1-3 actors,766,175,0.10079701401975742,0.017431385769000114,5.782501480692046,3.76582224385841,9.389743675668106,True
G3 student A (c) s2 [lebowski],>=4 actors,145,175,2.1716348299760075,0.017431385769000114,124.5818811398249,62.885332613683055,216.65949992202323,True
G3 student B (c) s0 [lebowski],all,911,175,0.5367732836528181,0.09381373134887322,5.721692079986382,4.184013547160358,7.796335506080001,True
G3 student B (c) s0 [lebowski],1-3 actors,766,175,0.4004821337543367,0.09381373134887322,4.2689074189473315,3.2928310331005166,6.183417533652481,True
G3 student B (c) s0 [lebowski],>=4 actors,145,175,2.314095997556976,0.09381373134887322,24.66692204098937,15.862839789294773,36.27021376203653,True
G3 student B (c) s1 [lebowski],all,911,175,0.5335969150187462,0.09112188338718522,5.855859154616505,4.400058919404524,7.871307048356955,True
G3 student B (c) s1 [lebowski],1-3 actors,766,175,0.4199415241045712,0.09112188338718522,4.60856940719938,3.324390099175466,6.235623305941221,True
G3 student B (c) s1 [lebowski],>=4 actors,145,175,2.181427358361533,0.09112188338718522,23.939664955041028,16.423414445980562,36.7426895905729,True
G3 student B (c) s2 [lebowski],all,911,175,0.5232243246923909,0.09805086204457916,5.336254202992169,4.045172160925655,7.468236968660373,True
G3 student B (c) s2 [lebowski],1-3 actors,766,175,0.40804088516040427,0.09805086204457916,4.161522669478287,3.194170911119196,5.871391831467509,True
G3 student B (c) s2 [lebowski],>=4 actors,145,175,2.31167857859642,0.09805086204457916,23.576320803231766,14.940681632870639,35.02989461703944,True
G3 student A (a) s0 [lebowski],all,911,175,0.18902765806890237,0.02592682033774064,7.29081528727772,5.1515024314945315,9.556404368278605,True
G3 student A (a) s0 [lebowski],1-3 actors,766,175,0.15765100725926395,0.02592682033774064,6.080614792157049,4.06604077663587,8.10023092354701,True
G3 student A (a) s0 [lebowski],>=4 actors,145,175,0.39315697790087467,0.02592682033774064,15.164103147988868,9.349421503711604,24.012749006038423,True
G3 student A (a) s1 [lebowski],all,911,175,0.18595298510357525,0.026793663984752032,6.94018500826908,4.658782489518635,9.696037312541765,True
G3 student A (a) s1 [lebowski],1-3 actors,766,175,0.15378134130309248,0.026793663984752032,5.739466666097167,3.7542462963653973,7.999335046949822,True
