head,pairs,n_edit,n_placebo,median_edit_m,median_placebo_m,ratio,lo,hi,pass_2x
G3 student A (a) s1 [lebowski],>=4 actors,145,175,0.4143762661959632,0.026793663984752032,15.465457297358808,9.286929065319054,24.02842699441352,True
G3 student A (a) s2 [lebowski],all,911,175,0.19319086373272557,0.026685823317424962,7.239456749553547,4.902991626400305,10.097594855617004,True
G3 student A (a) s2 [lebowski],1-3 actors,766,175,0.1603914384111025,0.026685823317424962,6.010361250738409,3.958031503935783,8.591748917181222,True
G3 student A (a) s2 [lebowski],>=4 actors,145,175,0.41434723393681033,0.026685823317424962,15.526867168690847,9.32743270717099,26.513339285839656,True
G3 student B (a) s0 [lebowski],all,911,175,0.239070565127211,0.046690537291974935,5.120321568205683,3.319969089231663,6.7498681087473855,True
G3 student B (a) s0 [lebowski],1-3 actors,766,175,0.19557417277647648,0.046690537291974935,4.18873253810449,2.7847811096579584,5.533894325594471,True
G3 student B (a) s0 [lebowski],>=4 actors,145,175,0.5359504916651237,0.046690537291974935,11.478781842102332,7.514787995330082,14.6679268722676,True
G3 student B (a) s1 [lebowski],all,911,175,0.23995175794832763,0.048281795626477046,4.9698184343571,3.4839956112314976,6.320384089138259,True
G3 student B (a) s1 [lebowski],1-3 actors,766,175,0.19862102404414184,0.048281795626477046,4.113787017797261,2.824327696394241,5.4386711377015535,True
G3 student B (a) s1 [lebowski],>=4 actors,145,175,0.5124694980279214,0.048281795626477046,10.614135024980108,7.445663310301234,13.760886808535606,True
G3 student B (a) s2 [lebowski],all,911,175,0.240011550694586,0.04813762381699382,4.985945122822114,3.33959364497685,6.628416303824482,True
G3 student B (a) s2 [lebowski],1-3 actors,766,175,0.1998573774049538,0.04813762381699382,4.151791500236017,2.7750745665845793,5.581918363085634,True
G3 student B (a) s2 [lebowski],>=4 actors,145,175,0.5122155057892978,0.04813762381699382,10.640647900207998,7.172709598092866,14.328656828225778,True
