scope,n,activation,lo,hi,delta_mag_median_m,model,arm,tau
Cut_ins,885,0.03728813559322034,0.019547241323842845,0.05963302752293578,0.6179733415973834,cinque,G3 student B (c) s0,2.0358771681785583
FOD,3561,0.05897219882055602,0.03978992531583286,0.08042003428186467,0.8599450544730513,cinque,G3 student B (c) s0,2.0358771681785583
Intersections,4772,0.07585917854149203,0.05185025698374518,0.10289361136503553,0.8348851858554862,cinque,G3 student B (c) s0,2.0358771681785583
straight_yaw,11597,0.023799258428904027,0.018749430101126764,0.029357047195564943,0.5828119127069485,cinque,G3 student B (c) s1,2.049673318862915
pre_onset,1458,0.06790123456790123,0.04257995881949211,0.09724052074174802,1.0612631866164914,cinque,G3 student B (c) s1,2.049673318862915
all,19663,0.05787519707064029,0.04817885981359337,0.06826895455289518,0.7477141721188144,cinque,G3 student B (c) s1,2.049673318862915
Pedestrians,1831,0.060076460950300385,0.03132429157972673,0.09404678841102784,0.7432540069588043,cinque,G3 student B (c) s1,2.049673318862915
Cyclists,2830,0.03604240282685512,0.02395866042573801,0.04958416192084999,0.5987215173169,cinque,G3 student B (c) s1,2.049673318862915
Cut_ins,885,0.030508474576271188,0.01236090470965681,0.05239687848383501,0.622019681472175,cinque,G3 student B (c) s1,2.049673318862915
FOD,3561,0.05728727885425442,0.037591349999238174,0.07955752885493007,0.8380497557729933,cinque,G3 student B (c) s1,2.049673318862915
Intersections,4772,0.07502095557418273,0.05014112312726823,0.10304879820997809,0.8258968445708148,cinque,G3 student B (c) s1,2.049673318862915
straight_yaw,11597,0.03173234457187204,0.026044698420137454,0.03788881775713815,0.7384238045336825,cinque,G3 student B (c) s2,1.918485164642334
pre_onset,1458,0.07270233196159122,0.0477129728441341,0.10207271593141155,1.1500135520976,cinque,G3 student B (c) s2,1.918485164642334
all,19663,0.06062147179982709,0.051098921051274906,0.07078053680894603,0.8744426327417123,cinque,G3 student B (c) s2,1.918485164642334
Pedestrians,1831,0.06717640633533588,0.03855894906752899,0.0990261700859527,0.8168638207082353,cinque,G3 student B (c) s2,1.918485164642334
Cyclists,2830,0.05123674911660778,0.037735679563929245,0.06544978684043114,0.7038005946658801,cinque,G3 student B (c) s2,1.918485164642334
Cut_ins,885,0.04745762711864407,0.026489494661596263,0.07142857142857142,0.7609731580642245,cinque,G3 student B (c) s2,1.918485164642334
FOD,3561,0.04998595900028082,0.032390931175714746,0.07030211833845211,0.9623434440454096,cinque,G3 student B (c) s2,1.918485164642334
Intersections,4772,0.07585917854149203,0.05179567678937122,0.10322886326146481,1.0002608782129183,cinque,G3 student B (c) s2,1.918485164642334
straight_yaw,11597,0.0017245839441234802,0.0006075808751386933,0.0031197145912865163,0.6152273593227713,cinque,G3 student A (a) s0,1.1739877462387085
pre_onset,1458,0.0013717421124828531,0.0,0.003479471120389701,0.7284023323057249,cinque,G3 student A (a) s0,1.1739877462387085
all,19663,0.0019834206377460206,0.0010911486456652083,0.0031129843011703027,0.6846507715648894,cinque,G3 student A (a) s0,1.1739877462387085
Pedestrians,1831,0.0032768978700163844,0.0005227391531625719,0.007096077938947265,0.7144385879715349,cinque,G3 student A (a) s0,1.1739877462387085
Cyclists,2830,0.004593639575971731,0.0014947125359748344,0.0090277965872156,0.6612353105400188,cinque,G3 student A (a) s0,1.1739877462387085
Cut_ins,885,0.0022598870056497176,0.0,0.005618135513959629,0.6897255675293976,cinque,G3 student A (a) s0,1.1739877462387085
FOD,3561,0.0005616399887672002,0.0,0.0014076774838218497,0.6949226006482527,cinque,G3 student A (a) s0,1.1739877462387085
Intersections,4772,0.002514668901927913,0.0002224162210028484,0.00598035027765912,0.6605571146029077,cinque,G3 student A (a) s0,1.1739877462387085
straight_yaw,11597,0.0007760627748555661,8.598804158761008e-05,0.0016769719550681825,0.5751519509250369,cinque,G3 student A (a) s1,1.1799269020557404
pre_onset,1458,0.0006858710562414266,0.0,0.002189821010594338,0.6537083823279889,cinque,G3 student A (a) s1,1.1799269020557404
all,19663,0.001067995728017088,0.00045323439733210635,0.0018074603461647513,0.62178034688516,cinque,G3 student A (a) s1,1.1799269020557404
Pedestrians,1831,0.0005461496450027307,0.0,0.0017878426698450535,0.6065497378631003,cinque,G3 student A (a) s1,1.1799269020557404
Cyclists,2830,0.0021201413427561835,0.00036218433487431354,0.004195840885242773,0.5861223622500475,cinque,G3 student A (a) s1,1.1799269020557404
Cut_ins,885,0.003389830508474576,0.0,0.008611642106826023,0.6274400423010377,cinque,G3 student A (a) s1,1.1799269020557404
FOD,3561,0.0,0.0,0.0,0.6334237686919162,cinque,G3 student A (a) s1,1.1799269020557404
Intersections,4772,0.0006286672254819782,0.0,0.0019723865877712033,0.6285995948838563,cinque,G3 student A (a) s1,1.1799269020557404
straight_yaw,11597,0.0008622919720617401,0.00016850583770326767,0.0017695574864845722,0.5738038312700818,cinque,G3 student A (a) s2,1.1774138808250427
pre_onset,1458,0.0013717421124828531,0.0,0.0035112359550561797,0.633691611239033,cinque,G3 student A (a) s2,1.1774138808250427
all,19663,0.0013222804251640137,0.0005614164076758516,0.0022092521788793637,0.6138972265682059,cinque,G3 student A (a) s2,1.1774138808250427
Pedestrians,1831,0.002184598580010923,0.0,0.007151370679380214,0.599497285516197,cinque,G3 student A (a) s2,1.1774138808250427
Cyclists,2830,0.0028268551236749115,0.00037132963985101467,0.005770781582943853,0.5645720655173342,cinque,G3 student A (a) s2,1.1774138808250427
Cut_ins,885,0.0022598870056497176,0.0,0.0055248618784530384,0.6083804369880026,cinque,G3 student A (a) s2,1.1774138808250427
FOD,3561,0.0,0.0,0.0,0.6276320625092159,cinque,G3 student A (a) s2,1.1774138808250427
Intersections,4772,0.0008382229673093043,0.0,0.0026298487836949377,0.6260951507638004,cinque,G3 student A (a) s2,1.1774138808250427
straight_yaw,11597,0.05846339570578598,0.050996337338391005,0.06629210626292885,1.9048304789494874,cinque,G3 student B (a) s0,1.2633792161941528
pre_onset,1458,0.19615912208504802,0.1485999994233935,0.24567794635766294,2.422386458771725,cinque,G3 student B (a) s0,1.2633792161941528
all,19663,0.07130142907999797,0.06389483338287794,0.07903370231033353,2.0301458951096683,cinque,G3 student B (a) s0,1.2633792161941528
Pedestrians,1831,0.05406881485527035,0.03496041605011475,0.0756381941885823,1.8861616009663256,cinque,G3 student B (a) s0,1.2633792161941528
Cyclists,2830,0.0734982332155477,0.05573273945441627,0.09323547011547403,1.910491951846439,cinque,G3 student B (a) s0,1.2633792161941528
Cut_ins,885,0.05423728813559322,0.023403781452873997,0.09277199284376485,1.808837698423425,cinque,G3 student B (a) s0,1.2633792161941528
FOD,3561,0.09491715810165684,0.0737223571161308,0.11850644807632332,2.1874864597923094,cinque,G3 student B (a) s0,1.2633792161941528
Intersections,4772,0.07606873428331937,0.06222863161079827,0.09108160395290012,2.0892726304717515,cinque,G3 student B (a) s0,1.2633792161941528
straight_yaw,11597,0.059756833663878586,0.052173043364994495,0.06773925602535733,1.8528613420618067,cinque,G3 student B (a) s1,1.2586647272109985
pre_onset,1458,0.20164609053497942,0.15424235606870562,0.25145602469423506,2.38444159258286,cinque,G3 student B (a) s1,1.2586647272109985
all,19663,0.07180999847429181,0.06434565986340465,0.07967596137990207,1.979575441011401,cinque,G3 student B (a) s1,1.2586647272109985
Pedestrians,1831,0.05789186237028946,0.03761741449492351,0.08013581964137616,1.8391147442785407,cinque,G3 student B (a) s1,1.2586647272109985
Cyclists,2830,0.07173144876325088,0.054355549388866234,0.09065265533483664,1.8553449074926007,cinque,G3 student B (a) s1,1.2586647272109985
Cut_ins,885,0.05536723163841808,0.025,0.09386056162792458,1.7758083102134266,cinque,G3 student B (a) s1,1.2586647272109985
FOD,3561,0.09435551811288964,0.07348738477867121,0.11735275063024904,2.130287567590549,cinque,G3 student B (a) s1,1.2586647272109985
Intersections,4772,0.07795473595976529,0.06318740565020488,0.0938998881338037,2.040698300345359,cinque,G3 student B (a) s1,1.2586647272109985
straight_yaw,11597,0.0689833577649392,0.06074278349562231,0.07745705371195633,1.9121639225659492,cinque,G3 student B (a) s2,1.271014928817749
pre_onset,1458,0.20644718792866942,0.15792878846086683,0.25697682352156326,2.4241528614494605,cinque,G3 student B (a) s2,1.271014928817749
all,19663,0.07989625184356405,0.07205689939854913,0.08815013552329225,2.0304282034332326,cinque,G3 student B (a) s2,1.271014928817749
Pedestrians,1831,0.06717640633533588,0.04524348138327256,0.09159652291759476,1.9065274434977038,cinque,G3 student B (a) s2,1.271014928817749
Cyclists,2830,0.07703180212014134,0.058152558181233965,0.0974866025285825,1.9112738981931425,cinque,G3 student B (a) s2,1.271014928817749
Cut_ins,885,0.062146892655367235,0.029256163164209145,0.10267857142857142,1.8387593348860154,cinque,G3 student B (a) s2,1.271014928817749
FOD,3561,0.10558831788823364,0.08367783304614086,0.1299037182436628,2.183533200238346,cinque,G3 student B (a) s2,1.271014928817749
Intersections,4772,0.08633696563285834,0.07117215045217451,0.10240703726277546,2.093015839726008,cinque,G3 student B (a) s2,1.271014928817749
straight_yaw,11597,0.01655600586358541,0.010595660484173828,0.023726387869477394,0.3385523983817939,lebowski,G3 student A (c) s0,1.2443875074386597
pre_onset,1458,0.02606310013717421,0.010876585241807785,0.0457516339869281,0.3629191595116191,lebowski,G3 student A (c) s0,1.2443875074386597
all,19663,0.01693536082998525,0.01215753507136054,0.022256294534175415,0.3164058830120518,lebowski,G3 student A (c) s0,1.2443875074386597
Pedestrians,1831,0.016930638995084655,0.006749061510650123,0.02972027972027972,0.29224626343526944,lebowski,G3 student A (c) s0,1.2443875074386597
Cyclists,2830,0.06784452296819787,0.04295708186945507,0.09724642732659464,0.3517167932205184,lebowski,G3 student A (c) s0,1.2443875074386597
Cut_ins,885,0.020338983050847456,0.003412679064799982,0.041530054644808745,0.28281095953742813,lebowski,G3 student A (c) s0,1.2443875074386597
FOD,3561,0.005616399887672002,0.0018784374465592565,0.010227272727272727,0.33324551820701326,lebowski,G3 student A (c) s0,1.2443875074386597
Intersections,4772,0.006496227996647108,0.0008428016916995501,0.015095943958925351,0.3224821826023885,lebowski,G3 student A (c) s0,1.2443875074386597
straight_yaw,11597,0.015607484694317495,0.009771073497838177,0.022647099644697286,0.3665952643325387,lebowski,G3 student A (c) s1,1.2360295057296753
pre_onset,1458,0.02400548696844993,0.009277537343698154,0.04312128826580029,0.35455840896697377,lebowski,G3 student A (c) s1,1.2360295057296753
all,19663,0.01632507755683263,0.011613512684996257,0.021557901404407505,0.35137351167039216,lebowski,G3 student A (c) s1,1.2360295057296753
Pedestrians,1831,0.016384489350081924,0.00630901268156879,0.029721831719254375,0.3351181935234541,lebowski,G3 student A (c) s1,1.2360295057296753
Cyclists,2830,0.06643109540636043,0.041741821237843896,0.09583639705882349,0.3716236756432019,lebowski,G3 student A (c) s1,1.2360295057296753
Cut_ins,885,0.020338983050847456,0.003389830508474576,0.04143947655398037,0.3125270563402742,lebowski,G3 student A (c) s1,1.2360295057296753
FOD,3561,0.0036506599269868017,0.0011712859353220975,0.006578947368421052,0.3618216974352316,lebowski,G3 student A (c) s1,1.2360295057296753
Intersections,4772,0.006286672254819782,0.0008428016916995501,0.014402418283742828,0.3591329219995662,lebowski,G3 student A (c) s1,1.2360295057296753
straight_yaw,11597,0.017073381046822454,0.010962970254807105,0.024322268528960543,0.3607632472532494,lebowski,G3 student A (c) s2,1.2441552877426147
pre_onset,1458,0.02606310013717421,0.010806649048913573,0.04577313734149264,0.3754656472856347,lebowski,G3 student A (c) s2,1.2441552877426147
all,19663,0.01749478716370849,0.012578536623635566,0.022898083463008055,0.3385561135467809,lebowski,G3 student A (c) s2,1.2441552877426147
Pedestrians,1831,0.019115237575095576,0.007213906678021651,0.034504015281881434,0.3176073063164836,lebowski,G3 student A (c) s2,1.2441552877426147
Cyclists,2830,0.0685512367491166,0.043390660233315,0.09820329942942195,0.37270147885505367,lebowski,G3 student A (c) s2,1.2441552877426147
Cut_ins,885,0.022598870056497175,0.00481318881343151,0.04406779661016949,0.29718882964086857,lebowski,G3 student A (c) s2,1.2441552877426147
FOD,3561,0.005616399887672002,0.0019177950871031768,0.010189720455461647,0.3517419227934979,lebowski,G3 student A (c) s2,1.2441552877426147
Intersections,4772,0.006705783738474434,0.0008428016916995501,0.015780188859402883,0.34258721878597337,lebowski,G3 student A (c) s2,1.2441552877426147
straight_yaw,11597,0.3877726998361645,0.36326559791746016,0.41277132555068335,2.6619187117714533,lebowski,G3 student B (c) s0,1.6519684791564941
pre_onset,1458,0.25308641975308643,0.20461806261744464,0.3049710320239384,2.132794253355835,lebowski,G3 student B (c) s0,1.6519684791564941
all,19663,0.3693230941361949,0.3499889101920531,0.3884526131063763,2.645003274977014,lebowski,G3 student B (c) s0,1.6519684791564941
Pedestrians,1831,0.3823047515019115,0.3305996153152342,0.433042655202258,2.7155553127444683,lebowski,G3 student B (c) s0,1.6519684791564941
Cyclists,2830,0.25229681978798585,0.21341384268263758,0.2923228685847014,2.1712361818569725,lebowski,G3 student B (c) s0,1.6519684791564941
Cut_ins,885,0.280225988700565,0.21612088352275655,0.35000139353400217,2.1201643512171775,lebowski,G3 student B (c) s0,1.6519684791564941
FOD,3561,0.4043807919123842,0.364833415459267,0.4417728600383902,2.8420967637608525,lebowski,G3 student B (c) s0,1.6519684791564941
Intersections,4772,0.3964794635373009,0.35677957941012034,0.43791786636388386,2.7657095736685195,lebowski,G3 student B (c) s0,1.6519684791564941
straight_yaw,11597,0.38268517720100026,0.35825487197264183,0.40732340171437237,2.69282387288107,lebowski,G3 student B (c) s1,1.6647735238075256
pre_onset,1458,0.24691358024691357,0.1995827538247566,0.2974325965371366,2.1131119431417114,lebowski,G3 student B (c) s1,1.6647735238075256
all,19663,0.36489854040583836,0.34586766675126324,0.38366229906698185,2.6733720972090755,lebowski,G3 student B (c) s1,1.6647735238075256
Pedestrians,1831,0.383397050791917,0.33276882365665955,0.43319280449284425,2.7210959295714705,lebowski,G3 student B (c) s1,1.6647735238075256
Cyclists,2830,0.24876325088339224,0.21018272986419553,0.2885412722989846,2.2032556617530723,lebowski,G3 student B (c) s1,1.6647735238075256
Cut_ins,885,0.2711864406779661,0.20693443435177541,0.3414682594612552,2.172090563525703,lebowski,G3 student B (c) s1,1.6647735238075256
FOD,3561,0.3951137320977254,0.3563538695228584,0.43156184263134545,2.863043411641732,lebowski,G3 student B (c) s1,1.6647735238075256
Intersections,4772,0.39333612740989105,0.3540627794520118,0.4341526188327082,2.7780298231472598,lebowski,G3 student B (c) s1,1.6647735238075256
straight_yaw,11597,0.3901871173579374,0.3659964715451438,0.4147597550306695,2.675446735018503,lebowski,G3 student B (c) s2,1.6518900394439697
pre_onset,1458,0.2448559670781893,0.1974025488119359,0.29618192349745737,2.0791271142449013,lebowski,G3 student B (c) s2,1.6518900394439697
all,19663,0.36662767634643745,0.34793251134628966,0.38516881611743164,2.63648669616305,lebowski,G3 student B (c) s2,1.6518900394439697
Pedestrians,1831,0.3801201529219006,0.3305132469145413,0.42871130661109613,2.6578765416135868,lebowski,G3 student B (c) s2,1.6518900394439697
Cyclists,2830,0.2508833922261484,0.2123858952103532,0.290610768387703,2.1649687688911783,lebowski,G3 student B (c) s2,1.6518900394439697
Cut_ins,885,0.28135593220338984,0.21677466408594911,0.3490704441308173,2.148662283280189,lebowski,G3 student B (c) s2,1.6518900394439697
FOD,3561,0.405223251895535,0.36673428149383513,0.44170937273754163,2.819841086881559,lebowski,G3 student B (c) s2,1.6518900394439697
Intersections,4772,0.3916596814752724,0.3529661995688328,0.43159259056545085,2.758561744017334,lebowski,G3 student B (c) s2,1.6518900394439697
straight_yaw,11597,0.0011209795636802622,0.0003413544518560085,0.002163195819369931,0.37461473203218654,lebowski,G3 student A (a) s0,1.2287440299987793
pre_onset,1458,0.0006858710562414266,0.0,0.002188223737801274,0.43539023453490744,lebowski,G3 student A (a) s0,1.2287440299987793
all,19663,0.0011697096068758583,0.0005560315524016831,0.0018928592678387304,0.39877043709155074,lebowski,G3 student A (a) s0,1.2287440299987793
Pedestrians,1831,0.0,0.0,0.0,0.39535106792603,lebowski,G3 student A (a) s0,1.2287440299987793
Cyclists,2830,0.0038869257950530037,0.0010948705457681804,0.007204870857608606,0.4225436736808424,lebowski,G3 student A (a) s0,1.2287440299987793
Cut_ins,885,0.004519774011299435,0.0,0.011990407673860911,0.3878975153987943,lebowski,G3 student A (a) s0,1.2287440299987793
FOD,3561,0.0,0.0,0.0,0.3867391646341125,lebowski,G3 student A (a) s0,1.2287440299987793
Intersections,4772,0.00041911148365465214,0.0,0.0010743446497636442,0.39141765682725804,lebowski,G3 student A (a) s0,1.2287440299987793
straight_yaw,11597,0.0012934379580926102,0.0004223294012135873,0.002464812785487212,0.3711701306049866,lebowski,G3 student A (a) s1,1.2238616943359375
pre_onset,1458,0.0006858710562414266,0.0,0.002188223737801274,0.4267260106623761,lebowski,G3 student A (a) s1,1.2238616943359375
all,19663,0.0012714234857346286,0.0006062075678828734,0.002060104816142065,0.3955478242030127,lebowski,G3 student A (a) s1,1.2238616943359375
Pedestrians,1831,0.0,0.0,0.0,0.3904935943575884,lebowski,G3 student A (a) s1,1.2238616943359375
Cyclists,2830,0.004240282685512367,0.0013836042891732965,0.008029270366136076,0.4233721897558458,lebowski,G3 student A (a) s1,1.2238616943359375
Cut_ins,885,0.004519774011299435,0.0,0.011990407673860911,0.3928171855155501,lebowski,G3 student A (a) s1,1.2238616943359375
FOD,3561,0.0,0.0,0.0,0.3835001967326691,lebowski,G3 student A (a) s1,1.2238616943359375
Intersections,4772,0.0006286672254819782,0.0,0.001704321527799723,0.38676137199490696,lebowski,G3 student A (a) s1,1.2238616943359375
straight_yaw,11597,0.0009485211692679142,0.00025623231843961046,0.0018717062832909297,0.36290780431590025,lebowski,G3 student A (a) s2,1.2299244701862335
pre_onset,1458,0.0006858710562414266,0.0,0.002188223737801274,0.4270213006195942,lebowski,G3 student A (a) s2,1.2299244701862335
all,19663,0.001067995728017088,0.000502209722780233,0.0017472679671182477,0.390920816843839,lebowski,G3 student A (a) s2,1.2299244701862335
Pedestrians,1831,0.0,0.0,0.0,0.38752836740681335,lebowski,G3 student A (a) s2,1.2299244701862335
Cyclists,2830,0.0031802120141342758,0.001048951048951049,0.005801305293691081,0.422695471939191,lebowski,G3 student A (a) s2,1.2299244701862335
Cut_ins,885,0.003389830508474576,0.0,0.010465116279069767,0.3857228734650085,lebowski,G3 student A (a) s2,1.2299244701862335
FOD,3561,0.0,0.0,0.0,0.37704105057886733,lebowski,G3 student A (a) s2,1.2299244701862335
Intersections,4772,0.0006286672254819782,0.0,0.001704321527799723,0.38430674738971976,lebowski,G3 student A (a) s2,1.2299244701862335
straight_yaw,11597,0.0013796671552987843,0.000589158659296819,0.00236039781474363,0.6271562331288203,lebowski,G3 student B (a) s0,1.1872685551643372
pre_onset,1458,0.006858710562414266,0.0014716703458425313,0.013584956931911401,0.9100329660317964,lebowski,G3 student B (a) s0,1.1872685551643372
all,19663,0.0023902761531811017,0.0014185079832619084,0.0035023967189304383,0.7108172902313162,lebowski,G3 student B (a) s0,1.1872685551643372
Pedestrians,1831,0.0005461496450027307,0.0,0.001742185586129124,0.6754295003187674,lebowski,G3 student B (a) s0,1.1872685551643372
Cyclists,2830,0.0024734982332155478,0.0007044734061289186,0.004674619527678827,0.7325181349958132,lebowski,G3 student B (a) s0,1.1872685551643372
Cut_ins,885,0.0,0.0,0.0,0.5827072898826536,lebowski,G3 student B (a) s0,1.1872685551643372
FOD,3561,0.0008424599831508003,0.0,0.0022315202231520223,0.7268721519682733,lebowski,G3 student B (a) s0,1.1872685551643372
Intersections,4772,0.003352891869237217,0.0006466910972192282,0.006895288859880519,0.6943875135893565,lebowski,G3 student B (a) s0,1.1872685551643372
straight_yaw,11597,0.0015521255497111322,0.0005998196309269666,0.002728161781152514,0.6503056479735853,lebowski,G3 student B (a) s1,1.1877306699752808
pre_onset,1458,0.00823045267489712,0.0025957170668397143,0.015487011396662635,0.9758847489060283,lebowski,G3 student B (a) s1,1.1877306699752808
all,19663,0.0031022733051924937,0.0019745785672025773,0.004391928423524742,0.7353596068126236,lebowski,G3 student B (a) s1,1.1877306699752808
Pedestrians,1831,0.0010922992900054614,0.0,0.0027824538670612855,0.690968000442287,lebowski,G3 student B (a) s1,1.1877306699752808
Cyclists,2830,0.004593639575971731,0.0017549863602495182,0.008058928641082926,0.7505349073071188,lebowski,G3 student B (a) s1,1.1877306699752808
Cut_ins,885,0.0,0.0,0.0,0.6028941888452894,lebowski,G3 student B (a) s1,1.1877306699752808
FOD,3561,0.0014040999719180005,0.0,0.0032423669278573357,0.7498247794612481,lebowski,G3 student B (a) s1,1.1877306699752808
Intersections,4772,0.0037720033528918693,0.0006603167159541515,0.007727692821986027,0.7290690590577285,lebowski,G3 student B (a) s1,1.1877306699752808
straight_yaw,11597,0.0012934379580926102,0.00043781210153483787,0.0023757447917794852,0.6499278793884876,lebowski,G3 student B (a) s2,1.1862401962280273
pre_onset,1458,0.0075445816186556925,0.002005247259313696,0.014716925095525586,0.9449876466658131,lebowski,G3 student B (a) s2,1.1862401962280273
all,19663,0.002491990032039872,0.0014695356417052815,0.0036569879111775783,0.7326020891399718,lebowski,G3 student B (a) s2,1.1862401962280273
Pedestrians,1831,0.0005461496450027307,0.0,0.001742185586129124,0.6956197002294149,lebowski,G3 student B (a) s2,1.1862401962280273
Cyclists,2830,0.0021201413427561835,0.000361271676300578,0.004226877671097302,0.7637223801057181,lebowski,G3 student B (a) s2,1.1862401962280273
Cut_ins,885,0.0,0.0,0.0,0.6005820279351213,lebowski,G3 student B (a) s2,1.1862401962280273
FOD,3561,0.0011232799775344005,0.0,0.0025856109711632647,0.7457445273707981,lebowski,G3 student B (a) s2,1.1862401962280273
Intersections,4772,0.003562447611064543,0.0008288009153616148,0.007130593812916397,0.7204526542479588,lebowski,G3 student B (a) s2,1.1862401962280273
