direction,arm,scope,decile,n,s_ego_lo,s_ego_hi,ade_base,ade_arm,dade,lo,hi,rel_gain,rel_lo,rel_hi
0,A ridge_late uniform,all,0,5292,0.017727196216583252,0.45603513717651367,0.33756632,0.46433878,0.12677242,0.10170783633359042,0.15783367906425694,0.37554818,0.30129734951129283,0.46756347278593113
0,A ridge_late uniform,all,1,5292,0.4560513496398926,0.6873766183853149,0.58733386,0.62837726,0.04104334,0.022884841808114963,0.060935399990852145,0.06988077,0.0389639410292646,0.1037491695046934
0,A ridge_late uniform,all,2,5292,0.6874480843544006,0.8616568446159363,0.7811352,0.7920767,0.0109415045,-0.015292437471437085,0.03812802076671918,0.014007184,-0.01957719667858862,0.04881103897985905
0,A ridge_late uniform,all,3,5292,0.8616575002670288,1.1293716430664062,0.99438053,0.9561623,-0.038218386,-0.059319878626726115,-0.015634209362849906,-0.038434368,-0.059655108498843305,-0.015722561768935245
0,A ridge_late uniform,all,4,5291,1.1293853521347046,1.4318606853485107,1.2791594,1.1973413,-0.081818074,-0.10964597279183985,-0.05169035978106819,-0.06396238,-0.08571720655308529,-0.04040963049841136
0,A ridge_late uniform,all,5,5292,1.4318856000900269,1.7809107303619385,1.6048512,1.508058,-0.09679332,-0.1233300679161703,-0.07157386101807323,-0.060312953,-0.07684828624009576,-0.04459843938920391
0,A ridge_late uniform,all,6,5292,1.78093683719635,2.2043371200561523,1.9776062,1.8579357,-0.11967076,-0.14870024230281667,-0.09085623831647885,-0.06051294,-0.07519203975362684,-0.045942533633842424
0,A ridge_late uniform,all,7,5292,2.2043795585632324,2.8268141746520996,2.5066433,2.3105247,-0.19611874,-0.24973626069233865,-0.14916213168170214,-0.07823959,-0.09962975632064822,-0.05950672437601821
0,A ridge_late uniform,all,8,5292,2.827475070953369,3.8393046855926514,3.2945912,3.0667806,-0.22781049,-0.2913958386432345,-0.1684674655689004,-0.06914681,-0.08844673647719745,-0.051134558412129265
0,A ridge_late uniform,all,9,5292,3.8394935131073,24.753894805908203,5.4636507,5.2692766,-0.194374,-0.2434225754018371,-0.14216390410585317,-0.035575844,-0.04455309986215117,-0.02601994743489004
0,B ego:lin,all,0,5292,0.017727196216583252,0.45603513717651367,0.33756632,0.83306813,0.49550194,0.43552975260755405,0.5575793212410473,1.4678655,1.2902050109842578,1.6517623192889597
0,B ego:lin,all,1,5292,0.4560513496398926,0.6873766183853149,0.58733386,0.9481294,0.36079562,0.317660687498736,0.40761289275621104,0.61429393,0.5408519927206753,0.6940054403386409
0,B ego:lin,all,2,5292,0.6874480843544006,0.8616568446159363,0.7811352,1.0889122,0.307777,0.2355104763949773,0.4120184542166959,0.39401245,0.301497712504251,0.5274611276635359
0,B ego:lin,all,3,5292,0.8616575002670288,1.1293716430664062,0.99438053,1.1571622,0.16278145,0.12331612619058252,0.2064992375924851,0.16370136,0.12401301313927278,0.20766621086709386
0,B ego:lin,all,4,5291,1.1293853521347046,1.4318606853485107,1.2791594,1.3258893,0.04672985,-0.0005391825121738627,0.09507815242922034,0.036531687,-0.0004215131444322232,0.07432861803263366
0,B ego:lin,all,5,5292,1.4318856000900269,1.7809107303619385,1.6048512,1.5630256,-0.041825727,-0.08964605101525974,0.004780026581039789,-0.026062058,-0.05585941453788533,0.0029784857589205058
0,B ego:lin,all,6,5292,1.78093683719635,2.2043371200561523,1.9776062,1.8509948,-0.12661132,-0.18396274779219848,-0.06874814093690858,-0.06402252,-0.09302294354711622,-0.03476331219278756
0,B ego:lin,all,7,5292,2.2043795585632324,2.8268141746520996,2.5066433,2.2177992,-0.28884402,-0.37307575136585935,-0.21767007597297539,-0.1152314,-0.14883479913841596,-0.08683727612227284
0,B ego:lin,all,8,5292,2.827475070953369,3.8393046855926514,3.2945912,2.932875,-0.3617165,-0.45741830157016006,-0.2685510110626217,-0.10979102,-0.13883916862778609,-0.08151269632653044
0,B ego:lin,all,9,5292,3.8394935131073,24.753894805908203,5.4636507,5.101276,-0.36237496,-0.4425052437214749,-0.2759533687664844,-0.066324696,-0.08099076382091233,-0.050507139593172753
0,B ego:sq,all,0,5292,0.017727196216583252,0.45603513717651367,0.33756632,1.5218626,1.1842963,1.0727499656012525,1.3013682587052042,3.5083365,3.1778939851190318,3.8551484450024467
0,B ego:sq,all,1,5292,0.4560513496398926,0.6873766183853149,0.58733386,1.6151572,1.0278234,0.9314223536450599,1.1289779769309467,1.7499816,1.5858482206285494,1.922208232214094
0,B ego:sq,all,2,5292,0.6874480843544006,0.8616568446159363,0.7811352,1.7664679,0.9853327,0.8174350087228243,1.1983922632045878,1.2614112,1.0464705817905606,1.5341675307599232
0,B ego:sq,all,3,5292,0.8616575002670288,1.1293716430664062,0.99438053,1.7568864,0.76250577,0.6767239119344056,0.8539361005508193,0.7668149,0.6805482297804338,0.8587618840219089
0,B ego:sq,all,4,5291,1.1293853521347046,1.4318606853485107,1.2791594,1.8710389,0.59187955,0.5064717696108908,0.673726680691029,0.46270975,0.3959410836863339,0.5266948486904699
0,B ego:sq,all,5,5292,1.4318856000900269,1.7809107303619385,1.6048512,2.0070245,0.40217337,0.31451499517137166,0.49110429977611225,0.25059852,0.19597766209097245,0.3060123491425416
0,B ego:sq,all,6,5292,1.78093683719635,2.2043371200561523,1.9776062,2.2263834,0.24877729,0.14286207189488626,0.37206298568693985,0.12579718,0.07223989969922401,0.1881380579976066
0,B ego:sq,all,7,5292,2.2043795585632324,2.8268141746520996,2.5066433,2.443896,-0.062747486,-0.1633910737487532,0.03194006058883902,-0.025032476,-0.06518321695627412,0.012742164251642426
0,B ego:sq,all,8,5292,2.827475070953369,3.8393046855926514,3.2945912,3.0453174,-0.24927384,-0.3838383945215341,-0.10876678681652167,-0.07566154,-0.11650562165934655,-0.03301374300959243
0,B ego:sq,all,9,5292,3.8394935131073,24.753894805908203,5.4636507,5.029185,-0.43446574,-0.5817884313979433,-0.2886713783237732,-0.07951931,-0.10648346004855075,-0.05283488897680451
0,B ego:a1,all,0,5292,0.017727196216583252,0.45603513717651367,0.33756632,0.63293326,0.29536697,0.25297734618844203,0.33934568590745495,0.87498945,0.7494152529504274,1.005271171010452
0,B ego:a1,all,1,5292,0.4560513496398926,0.6873766183853149,0.58733386,0.7661926,0.17885876,0.1500361809085783,0.20898227715260667,0.30452657,0.25545297425236857,0.35581513699815787
0,B ego:a1,all,2,5292,0.6874480843544006,0.8616568446159363,0.7811352,0.91723514,0.13609986,0.08719927297244325,0.19832266361968512,0.17423342,0.11163147277207958,0.25389031661930905
0,B ego:a1,all,3,5292,0.8616575002670288,1.1293716430664062,0.99438053,1.0281836,0.03380299,0.005070739329074284,0.06563434200693492,0.03399402,0.005099395208623897,0.06600525632076779
0,B ego:a1,all,4,5291,1.1293853521347046,1.4318606853485107,1.2791594,1.2356517,-0.04350769,-0.0826197714435568,-0.002890240592079817,-0.03401272,-0.06458911197441729,-0.0022594842611296977
0,B ego:a1,all,5,5292,1.4318856000900269,1.7809107303619385,1.6048512,1.5156968,-0.089154474,-0.12653200960523198,-0.05396478715876543,-0.05555311,-0.07884345040081253,-0.03362603686622074
0,B ego:a1,all,6,5292,1.78093683719635,2.2043371200561523,1.9776062,1.83759,-0.1400163,-0.1837814432091525,-0.09740617578350777,-0.0708009,-0.09293126473607469,-0.049254587136765865
0,B ego:a1,all,7,5292,2.2043795585632324,2.8268141746520996,2.5066433,2.2495387,-0.25710472,-0.33204010464817196,-0.19338988291931844,-0.102569334,-0.13246404275882856,-0.07715093858102867
0,B ego:a1,all,8,5292,2.827475070953369,3.8393046855926514,3.2945912,2.9896216,-0.30496934,-0.38645422003254365,-0.23184034686970434,-0.09256667,-0.11729959740972044,-0.07036998935826387
