frame,timestamp,arm,desired_speed_mps,desired_recomputed_mps,desired_recompute_error_mps,input_speed_mps,forward_count,native_pid_calls,reason,truth_aligned,speed_truth_mps,speed_3d_mps,speed_error_mps,input_speed_error_mps,accel_lon_mps2,accel_lat_mps2,jerk_lon_mps3,jerk_lat_mps3,jerk_world_norm_mps3,body_accel_lon_derivative_mps3,target_change_rate_mps2,throttle,steer,brake,steer_rate_per_s,steer_saturated,gear,applied_pedals_previous_command_max_diff,native_steer_difference,selected_branch_max_diff,nominal_interval,prediction_present,prediction_fault,raw_speed_finite,raw_waypoints_finite,raw_target_finite,raw_imu_finite,sensor_frames_aligned,model_rgb_hash_present,official_tail_throttle_difference,official_tail_steer_difference,official_tail_brake_difference,case,time_from_first_s,phase,angle_prediction_deg,angle_target_deg,angle_final_deg,target_rule,target_rule_final_diff,arbitration_attenuation_deg,model_stop_intent,command_drive,low_speed,nearest_actor_center_m,nearest_actor_id,nearest_actor_type
2950,0.05000000074505806,native_common,,,,8.26137995352502e-05,0,,initialization_or_missing,True,8.261379953525018e-05,0.14257709006796637,,,-0.001048308792999457,-0.0009709734855268545,,,,,,0.0,0.0,0.0,,False,0,,,,,False,,True,,,True,True,True,0.0,0.0,0.0,1773:native_common,0.0,precontact,,,,,,,False,False,True,49.53795788685969,11757,vehicle.mercedes.coupe_2020
2951,0.10000000149011612,native_common,6.245534658432007,6.245534611264386,4.7167620920163245e-08,4.1131719366258744e-05,1,1,tracking,True,4.113171936625874e-05,0.11518636730641257,-6.24549352671264,-6.24549352671264,-0.000780011382417551,9.407286855839124e-05,0.005147902293036367,0.021054040402480798,1.5716639889575834,0.005365948131679264,,0.75,-0.009171697311103344,0.0,-0.1834339434886881,False,0,0.0,9.33008722364681e-11,9.33008722364681e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0,1773:native_common,0.05000000074505806,precontact,-15.053664303105402,-0.7723534656340393,-0.7723534656340393,True,0.0,14.281310837471363,False,True,True,,,
2952,0.15000000223517418,native_common,6.180595397949219,6.180595470253967,-7.23047479667116e-08,5.827970679967302e-05,1,1,tracking,True,5.8279706799673025e-05,0.09117214508163161,-6.180537118242419,-6.180537118242419,0.00037893570216481165,0.0026659644048825236,0.023007843334593252,0.051245252768468495,1.3516648646168705,0.02317894134625411,-1.2987851903023542,0.75,0.003933629021048546,0.0,0.26210652273734625,False,0,0.0,-1.4929769660138037e-10,1.4929769660138037e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0,1773:native_common,0.10000000149011612,precontact,8.824656544691667,0.1280020707570417,0.1280020707570417,True,0.0,8.696654473934625,False,True,True,,,
2953,0.20000000298023224,native_common,6.5853722890218105,6.585372255144525,3.387728586545791e-08,6.957114809025663e-05,1,1,tracking,True,6.957114809025664e-05,0.07198492691016645,-6.58530271787372,-6.58530271787372,0.0002571296084963894,-0.005910812975222599,-0.00260102329767223,-0.17164298708870493,1.9386072460225134,-0.0024361218370674014,8.095537700818923,0.75,-0.003064356977120042,0.0,-0.13995971787780945,False,0,0.0,-5.2121191477377815e-11,5.2121191477377815e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0,1773:native_common,0.15000000223517418,precontact,-3.432903392650766,-0.21081629321061085,-0.21081629321061085,True,0.0,3.222087099440155,False,True,True,,,
2954,0.2500000037252903,native_common,6.767240365346273,6.767240543160234,-1.778139608887841e-07,5.134000932842377e-05,1,1,tracking,True,5.134000932842377e-05,0.05580310737467286,-6.767189025336945,-6.767189025336945,-0.0003462588880080956,-0.0004430298057008347,-0.012165664740905087,0.10937201326051438,1.2070829756392656,-0.012067769750265916,3.6373614722883483,0.75,0.006976387929171324,0.0,0.2008148951334522,False,0,0.0,1.7334982754801942e-10,1.7334982754801942e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0,1773:native_common,0.20000000298023224,precontact,18.316153792719017,0.543311723239667,0.543311723239667,True,0.0,17.772842069479353,False,True,True,49.53747498857473,11757,vehicle.mercedes.coupe_2020
2955,0.30000000447034836,native_common,6.548543612162272,6.548543832861857,-2.2069958482973107e-07,2.9485600697717818e-05,1,1,tracking,True,2.948560069771782e-05,0.04263976338087741,-6.5485141265615745,-6.5485141265615745,-0.00042338455790494545,0.0031816341814797948,-0.0016219893430408899,0.0724312221177775,1.2095919741271475,-0.0015425133749517564,-4.373934998503309,0.75,0.0031047528609633446,0.0,-0.07743270021032243,False,0,0.0,1.6730699291256368e-11,1.6730699291256368e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0,1773:native_common,0.2500000037252903,precontact,10.748256381020699,0.4194325822631458,0.4194325822631458,True,0.0,10.328823798757554,False,True,True,,,
2956,0.3500000052154064,native_common,6.172894557317099,6.1728946343868,-7.706970173160244e-08,2.2313945457140845e-05,1,1,tracking,True,2.2313945457140845e-05,0.0326208484406677,-6.172872243371642,-6.172872243371642,-0.00013875669353611355,-0.0030219701211870406,0.005663684116220342,-0.1241253692463949,1.263852028360771,0.005692557202550926,-7.512980984951336,0.75,-0.009645710699260235,0.0,-0.2550092674045374,False,0,0.0,3.6298196393058646e-10,3.6298196393058646e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0,1773:native_common,0.30000000447034836,precontact,-2.0785861632639575,-0.6964222526310074,-0.6964222526310074,True,0.0,1.38216391063295,False,True,True,,,
2957,0.4000000059604645,native_common,6.576073010762533,6.576072918896571,9.186596194865615e-08,3.538704939501742e-05,1,1,tracking,True,3.538704939501742e-05,0.024704668629168793,-6.576037623713138,-6.576037623713138,0.00026433970337891375,0.0047879557341627575,0.008044251410147436,0.15617716906220025,0.8553856889892595,0.00806192781816846,8.06356894875215,0.75,-0.0005889163003303111,0.0,0.18113588527946345,False,0,0.0,1.814319050899571e-11,1.814319050899571e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0,1773:native_common,0.3500000052154064,precontact,0.906991975786166,-0.23474927606233553,-0.23474927606233553,True,0.0,0.6722426997238304,False,True,True,,,
2958,0.45000000670552254,native_common,6.611219247182211,6.61121879746556,4.4971665058568533e-07,2.3380719934399042e-05,1,1,tracking,True,2.3380719934399046e-05,0.01914071759538583,-6.6111958664622765,-6.6111958664622765,-0.00023759391027599705,-0.00010811947857723871,-0.010054904224464405,-0.09793668260881573,0.9461440656607378,-0.010038672123510345,0.7029247179191601,0.75,0.009196382015943527,0.0,0.19570596340923066,False,0,0.0,-1.173569973839106e-10,1.173569973839106e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0,1773:native_common,0.4000000059604645,precontact,15.48964392924932,0.7229866795460225,0.7229866795460225,True,0.0,14.766657249703297,False,True,True,49.53747733569675,11757,vehicle.mercedes.coupe_2020
2959,0.5000000074505806,native_common,6.643937110900879,6.64393730263653,-1.9173565135588433e-07,-1.247742521989626e-05,1,1,tracking,True,-1.2477425219896264e-05,0.014731864806390256,-6.643949588326099,-6.643949588326099,-0.0007154744500818728,-0.004848948286149746,-0.009567427309776926,-0.09481183302951202,0.471902692728308,-0.009557610653698019,0.6543572646226775,0.75,-0.011190176010131836,0.0,-0.4077311544458396,False,0,0.0,3.3687365744161646e-10,3.3687365744161646e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0,1773:native_common,0.45000000670552254,precontact,-1.3252367883790612,-0.7376219537045244,-0.7376219537045244,True,0.0,0.5876148346745368,False,True,True,,,
2960,0.5500000081956387,native_common,6.659671147664389,6.659671179010862,-3.134647297287074e-08,1.550565948690294e-05,1,1,tracking,True,1.550565948690294e-05,0.01090819507188925,-6.659655642004902,-6.659655642004902,0.0005600129346611673,0.00381766221044104,0.025507645155029023,0.17332469330011352,0.29224926550371777,0.025509747314735945,0.31468073058108587,0.75,-0.0038935497868806124,0.0,0.14593252229046044,False,0,0.0,2.459001101698388e-11,2.459001101698388e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0,1773:native_common,0.5000000074505806,precontact,-1.5792310330443253,-0.5202238626121884,-0.5202238626121884,True,0.0,1.0590071704321369,False,True,True,,,
2961,0.6000000089406967,native_common,6.599992752075195,6.599992661733213,9.034198189539211e-08,2.163038048572211e-05,1,1,tracking,True,2.163038048572211e-05,0.007815596481458353,-6.5999711216947095,-6.5999711216947095,0.00012319658492765617,-0.001430346772748185,-0.0087412498347654,-0.10495773414990478,0.3109985462639656,-0.008736326864488808,-1.1935678939983185,0.75,0.0005100988782942295,0.0,0.08807297199110728,False,0,0.0,3.6076607196414145e-12,3.6076607196414145e-12,True,True,,True,True,True,True,True,True,0.25,0.0,0.0,1773:native_common,0.5500000081956387,precontact,10.955696056303156,-0.0792395290394852,-0.0792395290394852,True,0.0,10.87645652726367,False,True,True,,,
