direction,arm,n_hi,n_lo,dade_pre_onset,dade_straight,did,did_lo,did_hi,halfwidth
0,A ridge_late pooled (qwen4b L18),655,5069,-0.014762328,-0.11917696,0.10441463440656662,0.041632022614996336,0.17413662665567425,0.06625230202033897
0,"d vjepa2 (front, 4 frames)",655,5069,-0.04091585,-0.09517713,0.05426127836108208,0.0025708278625251203,0.11156710498006846,0.05449813855877167
0,d5 late fusion vjepa2 + qwen,655,5069,-0.039756663,-0.109993085,0.07023642212152481,0.0189326009221089,0.12896548435007976,0.05501644171398543
0,d1 vjepa2 3 cameras,655,5069,-0.05611375,-0.11600856,0.059894807636737823,-0.021384627222666396,0.1441610453614407,0.08277283629205355
0,d2 vjepa2 clip 8,655,5069,-0.042166322,-0.09450824,0.05234191566705704,-0.00031675082721203555,0.10783319773915705,0.05407497428318454
0,d3 vjepa2 clip 16,655,5069,-0.023956392,-0.09077688,0.06682048738002777,0.01091191727040641,0.12405022520863242,0.056569153969113
0,d4 vjepa2 ViT-g,655,5069,-0.06532,-0.09832373,0.033003732562065125,-0.030758817862588144,0.1028957378065361,0.06682727783456212
1,A ridge_late pooled (qwen4b L18),584,5021,-0.023651052,-0.07922733,0.055576276034116745,-0.028879493302903327,0.13557628175603045,0.08222788752946689
1,"d vjepa2 (front, 4 frames)",584,5021,-0.12147612,-0.06603652,-0.055439598858356476,-0.16121854499008395,0.053787205147578135,0.10750287506883105
1,d5 late fusion vjepa2 + qwen,584,5021,-0.116579056,-0.08786332,-0.02871573716402054,-0.14221430179244673,0.08136238522997077,0.11178834351120875
1,d1 vjepa2 3 cameras,584,5021,-0.10342544,-0.0770371,-0.026388339698314667,-0.14623722463351185,0.08517196102197776,0.11570459282774481
1,d2 vjepa2 clip 8,584,5021,-0.09176936,-0.06838415,-0.02338521182537079,-0.13167450112993473,0.09562031845770223,0.11364740979381849
1,d3 vjepa2 clip 16,584,5021,-0.065851,-0.08526563,0.01941462606191635,-0.09829640591596575,0.15355417920097247,0.12592529255846913
1,d4 vjepa2 ViT-g,584,5021,-0.1304164,-0.075288124,-0.05512826889753342,-0.17138598535015018,0.061903911400667845,0.11664494837540901
