arm,direction,ade_all,n_all,ade_pre_onset,n_pre_onset,ade_straight_yaw,n_straight_yaw,ade_turn_yaw,n_turn_yaw,rfs,n_rater,rfs_cluster,rfs_lo,rfs_hi,floored
ridge ego,0,1.923281,103468,2.3815677,1458,1.7972558,45121,2.6899042,10816,6.98453948084871,478,6.965794857752326,6.782212835596339,7.194237514391209,0.27824267782426776
A ridge_late pooled (qwen4b L18),0,1.8558348,103468,2.3664985,1458,1.6712469,45121,2.6201518,10816,6.894573735479717,478,6.892079202663384,6.694048000872038,7.097410026917746,0.28451882845188287
d vjepa2 (train fit),0,1.8451,103468,2.3039582,1458,1.6592337,45121,2.4939923,10816,6.77959134003112,478,6.75530757797969,6.576055926605675,6.98938304934583,0.301255230125523
d4 vjepa2 vitg (train fit),0,1.8141176,103468,2.2914057,1458,1.635187,45121,2.4822724,10816,6.783813327778823,478,6.703335721320042,6.571198298647619,6.986431769307486,0.28451882845188287
d5 late fusion vjepa2 + qwen,0,1.8252496,103468,2.2986522,1458,1.635714,45121,2.497069,10816,6.750820294013925,478,6.725609362526434,6.536236102432038,6.954747044001904,0.29497907949790797
