level,route,seed,arm,ds,rc,official_status,ticks,pre_collision_ticks,moving_ticks,collision_step,moving_full_throttle_share,moving_full_brake_share,moving_full_pedal_share,full_pedal_flip_count,full_pedal_flips_per_min,speed_p95_mps,speed_max_mps,target_overshoot_gt2_share,target_undershoot_gt2_share,moving_target_zero_share,moving_target_zero_full_brake_share,target_jump_gt5_count,target_jump_gt5_per_min,stopped_after_2s_share,longest_standstill_after_2s_s,agent_ms_p95,vehicle_collisions,emergency_yield,outside_lane
1,26405,1,B,6.597245,100.0,Completed,540,258,219,259,0.2237442922374429,0.0821917808219178,0.3059360730593607,5,23.25581395348837,8.610648346286512,9.08455231928269,0.0867579908675799,0.0,0.0821917808219178,0.5555555555555556,6,27.906976744186046,0.045662100456621,0.5,138.00811279834306,5,0,1
1,26405,1,C,100.0,100.0,Completed,429,428,355,,0.0,0.008450704225352112,0.008450704225352112,0,0.0,8.412523404343379,8.537477353929152,0.05352112676056338,0.0,0.05352112676056338,0.15789473684210525,1,2.803738317757009,0.007712082262210797,0.15000000000000002,136.60787009575867,0,0,0
1,26405,1,D,100.0,100.0,Completed,413,412,351,,0.0,0.008547008547008548,0.008547008547008548,0,0.0,8.397976851130624,8.480732420045356,0.05413105413105413,0.0,0.05413105413105413,0.15789473684210525,1,2.9126213592233006,0.0,0.0,143.82682690193178,0,0,0
1,26405,2,A,100.0,100.0,Completed,392,391,345,,0.43768115942028984,0.2492753623188406,0.6869565217391305,30,92.07161125319692,8.997887733038082,9.237449601987924,0.22608695652173913,0.0,0.21159420289855072,1.0,30,92.07161125319692,0.019886363636363636,0.2,138.6984514992946,0,0,0
1,26405,2,B,23.447149,72.71,Failed - Agent got blocked,1613,256,220,257,0.21818181818181817,0.07727272727272727,0.29545454545454547,3,14.062499999999998,8.60855846409718,9.201842509723807,0.08636363636363636,0.0,0.07727272727272727,0.5882352941176471,4,18.75,0.041474654377880185,0.45,146.80970650078962,2,0,1
1,26405,2,C,100.0,100.0,Completed,415,414,351,,0.0,0.008547008547008548,0.008547008547008548,0,0.0,8.385170396294471,8.496002760414456,0.05413105413105413,0.0,0.05413105413105413,0.15789473684210525,1,2.8985507246376807,0.0026666666666666666,0.05,179.94955650137808,0,0,0
1,26405,2,D,100.0,100.0,Completed,420,419,351,,0.0,0.011396011396011397,0.011396011396011397,0,0.0,8.343100081089233,8.446265203438097,0.05128205128205128,0.0,0.05128205128205128,0.2222222222222222,1,2.8639618138424816,0.02631578947368421,0.5,143.25798069330628,0,0,0
1,27494,0,A,100.0,100.0,Completed,488,487,273,,0.4981684981684982,0.336996336996337,0.8351648351648352,22,54.2094455852156,8.00874759936962,8.66510018751459,0.3076923076923077,0.0,0.2857142857142857,1.0,21,51.74537987679671,0.41294642857142855,9.25,123.50383959965257,0,0,0
1,27494,0,B,100.0,100.0,Completed,1518,1517,311,,0.3279742765273312,0.18971061093247588,0.5176848874598071,49,38.76071193144363,6.418723914465557,9.126077726448656,0.05144694533762058,0.022508038585209004,0.04180064308681672,0.9230769230769231,5,3.9551746868820032,0.7435723951285521,46.95,131.48916660211398,0,0,0
1,27494,0,C,100.0,100.0,Completed,541,540,284,,0.0,0.0,0.0,0,0.0,7.095411302901322,8.205241742549921,0.22183098591549297,0.0,0.18309859154929578,0.0,4,8.88888888888889,0.38922155688622756,9.55,127.32696704952104,0,0,0
1,27494,0,D,100.0,100.0,Completed,536,535,276,,0.0,0.0,0.0,0,0.0,7.06466271040235,8.206405913753152,0.17391304347826086,0.0,0.15217391304347827,0.0,10,22.429906542056074,0.12096774193548387,1.75,127.45348799726342,0,0,0
1,27494,1,A,100.0,100.0,Completed,493,492,269,,0.516728624535316,0.32342007434944237,0.8401486988847584,30,73.17073170731707,7.999796095235578,8.61595054702205,0.30111524163568776,0.0,0.2825278810408922,1.0,19,46.34146341463414,0.3818984547461369,8.450000000000001,127.69925899810914,0,0,0
1,27494,1,B,100.0,100.0,Completed,1518,1517,301,,0.3521594684385382,0.2159468438538206,0.5681063122923588,49,38.76071193144363,6.538317849607497,9.67028107694584,0.08305647840531562,0.026578073089700997,0.07641196013289037,0.782608695652174,8,6.328279499011205,0.7462787550744249,47.35,130.74647459943662,0,0,0
1,27494,1,C,100.0,100.0,Completed,540,539,283,,0.0,0.0,0.0,0,0.0,7.1842952958834685,8.231409405379164,0.21908127208480566,0.0,0.1978798586572438,0.0,8,17.810760667903523,0.396,9.850000000000001,127.56908800802194,0,0,0
1,27494,1,D,100.0,100.0,Completed,546,545,281,,0.0,0.0,0.0,0,0.0,7.1160667606142205,8.169843288979724,0.1601423487544484,0.0,0.1494661921708185,0.0,7,15.412844036697248,0.31225296442687744,7.8500000000000005,128.09547579381615,0,0,0
1,27494,2,A,100.0,100.0,Completed,489,488,269,,0.4163568773234201,0.29739776951672864,0.7137546468401487,34,83.60655737704919,7.974518378835368,8.871023096595616,0.26394052044609667,0.0,0.241635687732342,1.0,24,59.01639344262295,0.38084632516703787,8.3,129.5192498002507,0,0,0
1,27494,2,B,100.0,100.0,Completed,1516,1515,303,,0.3201320132013201,0.19471947194719472,0.5148514851485149,40,31.683168316831683,6.4434175123776205,9.395861607238766,0.09570957095709572,0.019801980198019802,0.0924092409240924,0.6071428571428571,7,5.544554455445545,0.7493224932249323,47.400000000000006,134.84188450165675,0,0,0
1,27494,2,C,100.0,100.0,Completed,601,600,286,,0.0,0.0,0.0,0,0.0,7.027750813673042,8.189605779523458,0.1888111888111888,0.0,0.15384615384615385,0.0,5,10.0,0.46167557932263814,12.950000000000001,128.29555659918697,0,0,0
1,27494,2,D,100.0,100.0,Completed,542,541,280,,0.0,0.0,0.0,0,0.0,7.052213709538013,8.156627357085831,0.16071428571428573,0.0,0.14642857142857144,0.0,8,17.7449168207024,0.300796812749004,7.550000000000001,124.9816630006535,0,0,0
1,28198,0,A,100.0,100.0,Completed,314,313,224,,0.5178571428571429,0.30357142857142855,0.8214285714285714,22,84.34504792332268,10.861491697293193,11.699593340869562,0.23660714285714285,0.12053571428571429,0.1875,1.0,13,49.84025559105431,0.11678832116788321,1.3,122.20277420055936,0,0,0
1,28198,0,B,100.0,100.0,Completed,317,316,231,,0.3116883116883117,0.17316017316017315,0.48484848484848486,22,83.54430379746834,10.681960910929053,11.876054800498416,0.047619047619047616,0.13852813852813853,0.03463203463203463,0.625,2,7.594936708860758,0.02527075812274368,0.1,122.55091949919006,0,0,0
1,28198,0,C,100.0,100.0,Completed,319,318,235,,0.0,0.0,0.0,0,0.0,10.709042293488233,11.107214241803323,0.18723404255319148,0.14042553191489363,0.11914893617021277,0.0,7,26.41509433962264,0.0035842293906810036,0.05,121.19243479937722,0,0,0
1,28198,0,D,100.0,100.0,Completed,318,317,232,,0.0,0.0,0.0,0,0.0,10.755385181199696,11.006335055665506,0.13793103448275862,0.13793103448275862,0.11206896551724138,0.0,4,15.141955835962142,0.0035971223021582736,0.05,117.86230020079529,0,0,0
1,28198,1,A,100.0,100.0,Completed,311,310,220,,0.5227272727272727,0.3,0.8227272727272728,23,89.03225806451611,10.863484844098577,11.746893688826123,0.2727272727272727,0.1318181818181818,0.18181818181818182,1.0,13,50.32258064516129,0.12177121771217712,1.5,121.64174540230306,0,0,0
1,28198,1,B,100.0,100.0,Completed,316,315,235,,0.30638297872340425,0.1829787234042553,0.48936170212765956,21,80.0,10.742840000870542,11.781433276921334,0.06382978723404255,0.14468085106382977,0.0425531914893617,0.8,4,15.238095238095237,0.025362318840579712,0.1,123.88237560007838,0,0,0
1,28198,1,C,100.0,100.0,Completed,318,317,232,,0.0,0.0,0.0,0,0.0,10.836859770632433,11.175083402941752,0.1724137931034483,0.1336206896551724,0.10775862068965517,0.0,3,11.356466876971608,0.0035971223021582736,0.05,118.34587579942308,0,0,0
1,28198,1,D,100.0,100.0,Completed,319,318,234,,0.0,0.0,0.0,0,0.0,10.678386199450909,10.904121608140938,0.1452991452991453,0.13675213675213677,0.13247863247863248,0.0,5,18.867924528301884,0.0035842293906810036,0.05,122.956076401897,0,0,0
1,28198,2,A,100.0,100.0,Completed,303,302,219,,0.5159817351598174,0.3013698630136986,0.817351598173516,26,103.31125827814569,10.953857013120087,11.686256996522484,0.2602739726027397,0.1689497716894977,0.1963470319634703,1.0,14,55.62913907284767,0.12927756653992395,1.4500000000000002,120.23781295119988,0,0,0
1,28198,2,B,100.0,100.0,Completed,314,313,234,,0.29914529914529914,0.18803418803418803,0.48717948717948717,25,95.84664536741214,10.807799959763589,11.816084666600087,0.06837606837606838,0.14102564102564102,0.038461538461538464,0.8888888888888888,3,11.501597444089455,0.029197080291970802,0.1,88.51800839911448,0,0,0
1,28198,2,C,100.0,100.0,Completed,319,318,234,,0.0,0.0,0.0,0,0.0,10.772750623971849,11.189058152741486,0.18376068376068377,0.13675213675213677,0.11965811965811966,0.0,6,22.641509433962263,0.0035842293906810036,0.05,125.90944704716092,0,0,0
1,28198,2,D,100.0,100.0,Completed,319,318,232,,0.0,0.0,0.0,0,0.0,10.676661730526295,10.94473240614869,0.15086206896551724,0.14655172413793102,0.11206896551724138,0.0,5,18.867924528301884,0.0,0.0,111.19481729183461,0,0,0
2,2050,0,A,100.0,100.0,Completed,256,255,205,,0.28780487804878047,0.15609756097560976,0.44390243902439025,10,47.05882352941177,11.103464652536555,11.535994047282992,0.11707317073170732,0.0,0.09268292682926829,1.0,3,14.117647058823529,0.06944444444444445,0.7000000000000001,121.16447000007611,0,0,0
2,2050,0,B,100.0,100.0,Completed,256,255,199,,0.31155778894472363,0.1407035175879397,0.45226130653266333,16,75.29411764705883,11.597193415562614,12.065457394457429,0.04522613065326633,0.0,0.04020100502512563,0.875,6,28.235294117647058,0.004629629629629629,0.05,122.74005059953197,0,0,0
2,2050,0,C,60.0,100.0,Completed,315,217,146,218,0.0,0.0,0.0,0,0.0,7.56643474230161,8.221320894408528,0.4178082191780822,0.0,0.2808219178082192,0.0,1,5.529953917050691,0.08426966292134831,0.75,110.8770093997009,1,0,0
2,2050,0,D,60.0,100.0,Completed,342,255,164,256,0.0,0.06097560975609756,0.06097560975609756,0,0.0,7.696921755344332,8.617339879411116,0.34146341463414637,0.036585365853658534,0.2073170731707317,0.029411764705882353,3,14.117647058823529,0.08333333333333333,0.65,110.25216280977473,1,0,0
2,2050,1,A,100.0,100.0,Completed,329,328,217,,0.3456221198156682,0.1935483870967742,0.5391705069124424,14,51.21951219512194,11.106146318529364,11.496409790262316,0.12442396313364056,0.009216589861751152,0.10599078341013825,1.0,5,18.292682926829265,0.21107266435986158,2.35,126.9833762999042,0,0,0
2,2050,1,B,100.0,100.0,Completed,258,257,203,,0.3399014778325123,0.15270935960591134,0.49261083743842365,14,65.36964980544747,11.61295223132112,12.026648539013738,0.06403940886699508,0.0,0.03940886699507389,0.875,6,28.015564202334627,0.01834862385321101,0.1,121.06861659849528,0,0,0
2,2050,1,C,60.0,100.0,Completed,314,217,148,218,0.0,0.0,0.0,0,0.0,7.673725509864648,8.437086421954856,0.43243243243243246,0.0,0.3108108108108108,0.0,1,5.529953917050691,0.06741573033707865,0.55,103.82945679302789,1,0,0
2,2050,1,D,100.0,100.0,Completed,306,305,220,,0.0,0.0,0.0,0,0.0,11.320731847786696,11.518824299411158,0.2545454545454545,0.0,0.22727272727272727,0.0,1,3.934426229508197,0.04887218045112782,0.45,103.28419420111459,0,0,0
2,2050,2,A,100.0,100.0,Completed,329,328,218,,0.42201834862385323,0.25229357798165136,0.6743119266055045,16,58.536585365853654,11.113465426761161,11.561447189199386,0.1651376146788991,0.009174311926605505,0.15137614678899083,1.0,5,18.292682926829265,0.2041522491349481,2.35,128.63666215089324,0,0,0
2,2050,2,B,100.0,100.0,Completed,266,265,203,,0.3399014778325123,0.15270935960591134,0.49261083743842365,17,76.9811320754717,11.436850372313119,12.059435341020825,0.06403940886699508,0.0,0.034482758620689655,0.8571428571428571,7,31.69811320754717,0.035398230088495575,0.15000000000000002,115.39170699979877,0,0,0
2,2050,2,C,100.0,100.0,Completed,313,312,225,,0.0,0.02666666666666667,0.02666666666666667,0,0.0,11.302506411296106,11.700221229455567,0.24444444444444444,0.057777777777777775,0.19555555555555557,0.0,5,19.23076923076923,0.018315018315018316,0.2,108.96124505306939,0,0,0
2,2050,2,D,100.0,100.0,Completed,305,304,227,,0.0,0.0,0.0,0,0.0,11.172502615187751,11.257439199172008,0.2907488986784141,0.0,0.23348017621145375,0.0,2,7.894736842105263,0.05660377358490566,0.7000000000000001,102.19046875063214,0,0,0
2,2084,0,A,100.0,100.0,Completed,460,459,251,,0.5617529880478087,0.3466135458167331,0.9083665338645418,28,73.20261437908495,9.326580317955488,11.357907616324699,0.3107569721115538,0.04780876494023904,0.30278884462151395,1.0,16,41.83006535947712,0.36428571428571427,3.25,126.73366549861385,0,0,0
2,2084,0,B,60.0,100.0,Completed,580,452,162,453,0.41975308641975306,0.2962962962962963,0.7160493827160493,69,183.1858407079646,5.306735875688456,8.945059401713298,0.08641975308641975,0.043209876543209874,0.05555555555555555,0.8888888888888888,0,0.0,0.3050847457627119,1.7000000000000002,139.16478524879494,1,0,0
2,2084,0,C,50.76,50.76,Failed - Agent deviated from the route,513,512,215,,0.0,0.0,0.0,0,0.0,7.112497554007248,7.3015800519642315,0.386046511627907,0.0,0.34418604651162793,0.0,3,7.031249999999999,0.28118393234672306,3.6,129.17359310013126,0,0,0
2,2084,0,D,50.76,50.76,Failed - Agent deviated from the route,517,516,216,,0.0,0.0,0.0,0,0.0,7.1449694857139185,7.61191370602356,0.33796296296296297,0.0,0.2916666666666667,0.0,5,11.627906976744185,0.2641509433962264,3.3000000000000003,122.57892625348177,0,0,0
2,2084,1,A,100.0,100.0,Completed,458,457,258,,0.5581395348837209,0.36046511627906974,0.9186046511627907,22,57.76805251641137,8.78515395511494,11.156642661996802,0.32170542635658916,0.03488372093023256,0.313953488372093,1.0,16,42.01312910284464,0.34210526315789475,3.3000000000000003,134.4099054003891,0,0,0
2,2084,1,B,60.0,100.0,Completed,636,490,134,491,0.26119402985074625,0.3283582089552239,0.5895522388059702,65,159.18367346938777,4.7858372725942875,6.357805168054736,0.04477611940298507,0.022388059701492536,0.04477611940298507,1.0,0,0.0,0.41685144124168516,2.35,137.76392510044388,1,0,0
2,2084,1,C,30.456,50.76,Failed - Agent deviated from the route,3537,409,153,410,0.0,0.0,0.0,0,0.0,6.896368217420404,7.472575239278643,0.3006535947712418,0.0,0.28104575163398693,0.0,4,11.735941320293398,0.1837837837837838,2.9000000000000004,129.24624599399976,1,0,0
2,2084,1,D,50.76,50.76,Failed - Agent deviated from the route,523,522,219,,0.0,0.0091324200913242,0.0091324200913242,0,0.0,7.188009888590378,7.291525526934936,0.3470319634703196,0.0,0.3150684931506849,0.0,2,4.597701149425287,0.2650103519668737,3.3000000000000003,136.64388005781802,0,0,0
2,2084,2,A,100.0,100.0,Completed,460,459,253,,0.5968379446640316,0.33201581027667987,0.9288537549407114,29,75.81699346405227,9.036230125694736,11.584046459867865,0.2924901185770751,0.043478260869565216,0.2845849802371542,1.0,17,44.444444444444436,0.3404761904761905,3.35,137.34270989843935,0,0,0
2,2084,2,B,100.0,100.0,Completed,557,556,265,,0.29056603773584905,0.15849056603773584,0.4490566037735849,52,112.23021582733813,7.760220033581331,11.358640338513595,0.07547169811320754,0.018867924528301886,0.06415094339622641,0.7058823529411765,7,15.107913669064748,0.3307543520309478,7.2,136.72535974910716,0,0,0
2,2084,2,C,50.76,50.76,Failed - Agent deviated from the route,474,473,235,,0.0,0.03829787234042553,0.03829787234042553,0,0.0,7.023612215759624,7.325887029713318,0.2553191489361702,0.00425531914893617,0.225531914893617,0.09433962264150944,6,15.22198731501057,0.27419354838709675,3.4000000000000004,130.94556820287835,0,0,0
2,2084,2,D,50.76,50.76,Failed - Agent deviated from the route,480,479,234,,0.0,0.038461538461538464,0.038461538461538464,0,0.0,6.9864800752298795,7.229596463881699,0.2264957264957265,0.0,0.20085470085470086,0.10638297872340426,4,10.020876826722336,0.30454545454545456,3.7,131.53679019596893,0,0,0
2,3072,0,A,100.0,100.0,Completed,389,388,371,,0.42048517520215634,0.23450134770889489,0.6549865229110512,26,80.41237113402062,9.866808936616836,11.151453272717555,0.20215633423180593,0.0,0.1725067385444744,1.0,19,58.76288659793814,0.0,0.0,126.73607955093756,0,0,0
2,3072,0,B,100.0,100.0,Completed,405,404,387,,0.18087855297157623,0.04392764857881137,0.2248062015503876,2,5.94059405940594,9.97570620183041,10.3324921176971,0.03359173126614987,0.023255813953488372,0.028423772609819122,0.18181818181818182,6,17.82178217821782,0.0,0.0,126.69810479819716,0,0,0
2,3072,0,C,100.0,100.0,Completed,413,412,380,,0.0,0.0,0.0,0,0.0,9.521196044779746,11.395313323383567,0.10789473684210527,0.0,0.07631578947368421,0.0,4,11.650485436893202,0.0,0.0,124.50462054039235,0,0,0
2,3072,0,D,100.0,100.0,Completed,414,413,382,,0.0,0.0,0.0,0,0.0,9.539614715283122,11.371261583814581,0.08638743455497382,0.0,0.060209424083769635,0.0,6,17.433414043583536,0.0,0.0,123.39377619791776,0,0,0
2,3072,1,A,100.0,100.0,Completed,391,390,373,,0.4316353887399464,0.2520107238605898,0.6836461126005362,28,86.15384615384615,9.949134424539006,10.955189076864901,0.2225201072386059,0.0,0.1876675603217158,1.0,25,76.92307692307692,0.0,0.0,125.63630989934609,0,0,0
2,3072,1,B,100.0,100.0,Completed,402,401,384,,0.16927083333333334,0.041666666666666664,0.2109375,4,11.970074812967582,10.211537416739649,10.742475585029343,0.0390625,0.026041666666666668,0.010416666666666666,0.5,7,20.947630922693268,0.0,0.0,122.30084299881128,0,0,0
2,3072,1,C,100.0,100.0,Completed,414,413,381,,0.0,0.0,0.0,0,0.0,9.480037862585782,11.393983437446435,0.09711286089238845,0.0,0.06299212598425197,0.0,4,11.62227602905569,0.0,0.0,125.1006642123684,0,0,0
2,3072,1,D,100.0,100.0,Completed,413,412,380,,0.0,0.0,0.0,0,0.0,9.490501309375398,11.412931811057673,0.12105263157894737,0.0,0.1,0.0,5,14.563106796116504,0.0,0.0,119.02974610493402,0,0,0
2,3072,2,A,100.0,100.0,Completed,390,389,372,,0.45161290322580644,0.22580645161290322,0.6774193548387096,27,83.2904884318766,10.321327516216876,11.350601539962392,0.1935483870967742,0.005376344086021506,0.17473118279569894,1.0,22,67.866323907455,0.0,0.0,122.61112000123828,0,0,0
2,3072,2,B,100.0,100.0,Completed,407,406,389,,0.12339331619537275,0.03598971722365039,0.15938303341902313,1,2.955665024630542,9.794169840189069,10.421112895132403,0.038560411311053984,0.002570694087403599,0.02056555269922879,0.75,1,2.955665024630542,0.0,0.0,121.83608450231986,0,0,0
2,3072,2,C,100.0,100.0,Completed,413,412,380,,0.0,0.0,0.0,0,0.0,9.54231227957981,11.396986220898508,0.11315789473684211,0.0,0.08947368421052632,0.0,6,17.475728155339805,0.0,0.0,121.70978094727616,0,0,0
2,3072,2,D,100.0,100.0,Completed,414,413,382,,0.0,0.0,0.0,0,0.0,9.532356464974793,11.363530571692891,0.10732984293193717,0.0,0.06806282722513089,0.0,9,26.150121065375302,0.0,0.0,119.46587239508517,0,0,0
2,25318,0,A,100.0,100.0,Completed,531,530,477,,0.5911949685534591,0.3480083857442348,0.939203354297694,48,108.67924528301887,7.874528025539712,8.298150478125056,0.32075471698113206,0.03563941299790356,0.2809224318658281,1.0,35,79.24528301886792,0.03665987780040733,0.8500000000000001,145.37886550042458,0,0,0
2,25318,0,B,60.0,100.0,Completed,554,511,441,512,0.30612244897959184,0.12698412698412698,0.4331065759637188,17,39.92172211350294,7.253709305017447,8.10863386430113,0.18594104308390022,0.07936507936507936,0.1383219954648526,0.5245901639344263,12,28.180039138943247,0.038135593220338986,0.8,146.59615400159964,1,0,0
2,25318,0,C,60.0,100.0,Completed,482,212,183,213,0.0,0.0,0.0,0,0.0,7.628169296013845,7.895528004838423,0.2786885245901639,0.060109289617486336,0.23497267759562843,0.0,1,5.660377358490565,0.0,0.0,144.81833875324804,1,0,0
2,25318,0,D,60.0,100.0,Completed,483,212,175,213,0.0,0.0,0.0,0,0.0,7.6453925302307875,7.876230546497611,0.24,0.05714285714285714,0.2057142857142857,0.0,4,22.64150943396226,0.0,0.0,146.04925860257936,1,0,0
2,25318,1,A,100.0,100.0,Completed,568,567,463,,0.5464362850971922,0.32397408207343414,0.8704103671706264,57,120.63492063492063,7.364375020002995,8.286669257581533,0.2634989200863931,0.038876889848812095,0.2224622030237581,1.0,38,80.42328042328042,0.10416666666666667,2.2,145.91926960129058,0,0,0
2,25318,1,B,100.0,100.0,Completed,555,554,507,,0.21893491124260356,0.08875739644970414,0.3076923076923077,17,36.82310469314079,7.113527125976804,7.798476183410222,0.13214990138067062,0.09270216962524655,0.09072978303747535,0.5217391304347826,8,17.328519855595665,0.03495145631067961,0.9,142.51667669959716,0,0,0
2,25318,1,C,60.0,100.0,Completed,482,213,183,214,0.0,0.0,0.0,0,0.0,7.570768925175687,7.723297900695394,0.2896174863387978,0.060109289617486336,0.23497267759562843,0.0,3,16.901408450704224,0.0,0.0,141.47077380912376,1,0,0
2,25318,1,D,60.0,100.0,Completed,515,210,180,211,0.0,0.0,0.0,0,0.0,7.616880542157622,7.858423942323283,0.29444444444444445,0.07222222222222222,0.2388888888888889,0.0,3,17.142857142857142,0.0,0.0,142.72762179971323,1,0,0
2,25318,2,A,100.0,100.0,Completed,573,572,469,,0.5692963752665245,0.3603411513859275,0.929637526652452,47,98.6013986013986,7.8296669040860944,8.597088593403885,0.3283582089552239,0.031982942430703626,0.2878464818763326,1.0,31,65.03496503496503,0.08630393996247655,2.15,143.73616904958908,0,0,0
2,25318,2,B,60.0,100.0,Completed,558,254,206,255,0.28640776699029125,0.1262135922330097,0.41262135922330095,6,28.34645669291338,7.308451464503195,7.732859217426231,0.10679611650485436,0.16990291262135923,0.10194174757281553,0.5714285714285714,5,23.622047244094485,0.07906976744186046,0.8500000000000001,144.0173937480722,1,0,0
2,25318,2,C,100.0,100.0,Completed,480,479,450,,0.0,0.0,0.0,0,0.0,7.113566864026613,7.767080905522341,0.13111111111111112,0.02666666666666667,0.1,0.0,3,7.515657620041752,0.0,0.0,140.03639050060883,0,0,0
2,25318,2,D,60.0,100.0,Completed,481,212,182,213,0.0,0.0,0.0,0,0.0,7.479150212287701,7.644306082441957,0.25824175824175827,0.06043956043956044,0.22527472527472528,0.0,2,11.32075471698113,0.0,0.0,143.63481525579118,1,0,0
2,27529,0,A,100.0,100.0,Completed,542,541,235,,0.5659574468085107,0.34893617021276596,0.9148936170212766,53,117.5600739371534,7.395767864951884,8.203452127315936,0.3191489361702128,0.0,0.31063829787234043,1.0,16,35.4898336414048,0.42828685258964144,8.200000000000001,133.24846999967122,0,0,0
2,27529,0,B,100.0,100.0,Completed,1239,1238,268,,0.30597014925373134,0.17537313432835822,0.48134328358208955,139,134.7334410339257,5.610115895666533,7.708222004096834,0.1455223880597015,0.0,0.11567164179104478,0.5161290322580645,3,2.9079159935379644,0.6105087572977481,8.6,143.10325200131044,0,0,0
2,27529,0,C,50.02,50.02,Failed - Agent deviated from the route,475,474,219,,0.0,0.0228310502283105,0.0228310502283105,0,0.0,7.161695189833036,7.5967839314570025,0.2648401826484018,0.0,0.2465753424657534,0.0,4,10.126582278481012,0.41839080459770117,8.85,135.72819464970962,0,0,0
2,27529,0,D,24.0096,50.02,Failed - Agent deviated from the route,466,376,138,377,0.0,0.057971014492753624,0.057971014492753624,0,0.0,6.137250470240234,7.064005463251333,0.18115942028985507,0.0,0.15217391304347827,0.0,5,15.957446808510637,0.45103857566765576,7.550000000000001,129.75180474677472,1,0,0
2,27529,1,A,100.0,100.0,Completed,453,452,242,,0.5661157024793388,0.3677685950413223,0.9338842975206612,28,74.3362831858407,7.633719328015316,8.179834647122943,0.3347107438016529,0.0,0.30991735537190085,1.0,13,34.51327433628318,0.3922518159806295,7.7,126.55834714914816,0,0,0
2,27529,1,B,100.0,100.0,Completed,672,671,264,,0.2689393939393939,0.14772727272727273,0.4166666666666667,64,114.45603576751117,6.703463617951662,7.483079439604515,0.07575757575757576,0.0,0.06439393939393939,0.6470588235294118,6,10.730253353204173,0.41455696202531644,6.25,132.5793079995492,0,0,0
2,27529,1,C,40.016,50.02,Failed - Agent deviated from the route,460,459,222,,0.0,0.036036036036036036,0.036036036036036036,0,0.0,7.186440358566765,7.378475277457368,0.2702702702702703,0.0,0.25675675675675674,0.0,5,13.0718954248366,0.4261904761904762,8.950000000000001,133.83341730514076,0,0,0
2,27529,1,D,24.0096,50.02,Failed - Agent deviated from the route,458,382,153,383,0.0,0.06535947712418301,0.06535947712418301,0,0.0,6.699716448544691,7.350319728059747,0.20261437908496732,0.0,0.17647058823529413,0.0,2,6.282722513089005,0.3498542274052478,5.8500000000000005,129.80668694726774,1,0,0
2,27529,2,A,100.0,100.0,Completed,471,470,247,,0.5546558704453441,0.3765182186234818,0.9311740890688259,34,86.80851063829788,7.361124219130595,7.907022824361454,0.340080971659919,0.0,0.32388663967611336,1.0,17,43.40425531914894,0.3689095127610209,7.65,135.81728430053772,0,0,0
2,27529,2,B,100.0,100.0,Completed,1239,1238,266,,0.31203007518796994,0.22180451127819548,0.5338345864661654,103,99.83844911147011,6.195887039818624,7.326810515368845,0.12406015037593984,0.0,0.10150375939849623,0.5555555555555556,4,3.8772213247172855,0.6088407005838199,24.650000000000002,133.1505484498848,0,0,0
2,27529,2,C,40.016,50.02,Failed - Agent deviated from the route,521,520,222,,0.0,0.03153153153153153,0.03153153153153153,0,0.0,7.000215591564521,7.329287662308525,0.2927927927927928,0.0,0.2702702702702703,0.0,4,9.23076923076923,0.36382536382536385,8.5,135.68284955181298,0,0,0
2,27529,2,D,50.02,50.02,Failed - Agent deviated from the route,544,543,228,,0.0,0.03508771929824561,0.03508771929824561,0,0.0,6.921836864881437,7.471921821698999,0.2807017543859649,0.0,0.2719298245614035,0.0,7,15.469613259668508,0.36706349206349204,9.1,134.56424639880424,0,0,0
2,28154,0,A,100.0,100.0,Completed,643,642,510,,0.3588235294117647,0.19215686274509805,0.5509803921568628,30,56.074766355140184,8.128042313375802,8.924041813039185,0.17058823529411765,0.0,0.15294117647058825,1.0,25,46.72897196261682,0.16749585406301823,5.050000000000001,158.0577034030284,0,0,0
2,28154,0,B,100.0,100.0,Completed,649,648,525,,0.20761904761904762,0.06666666666666667,0.2742857142857143,42,77.77777777777779,7.8921176936737005,8.2365416137145,0.07047619047619047,0.0,0.05333333333333334,0.5357142857142857,9,16.666666666666668,0.06732348111658457,1.3,150.75874679914705,0,0,0
2,28154,0,C,100.0,100.0,Completed,643,642,474,,0.0,0.0,0.0,0,0.0,8.311218479133665,8.414476589804973,0.11814345991561181,0.0,0.09282700421940929,0.0,3,5.607476635514018,0.19071310116086235,5.75,158.84730949983347,0,0,0
2,28154,0,D,100.0,100.0,Completed,648,647,473,,0.0,0.0,0.0,0,0.0,8.282446543011151,8.395335932794403,0.11205073995771671,0.0,0.1014799154334038,0.0,4,7.418856259659969,0.19901315789473684,6.050000000000001,162.69480880146136,0,0,0
2,28154,1,A,100.0,100.0,Completed,643,642,507,,0.2978303747534517,0.14990138067061143,0.4477317554240631,25,46.72897196261682,8.103817519547103,8.347770423996053,0.14595660749506903,0.0,0.126232741617357,1.0,21,39.25233644859813,0.17081260364842454,5.15,150.5700573497961,0,0,0
2,28154,1,B,100.0,100.0,Completed,651,650,526,,0.16730038022813687,0.043726235741444866,0.21102661596958175,40,73.84615384615385,7.97653873960441,8.781002268685796,0.06463878326996197,0.0,0.053231939163498096,0.2857142857142857,10,18.461538461538463,0.06873977086743044,0.9500000000000001,151.41385685037676,0,0,0
