level,route,seed,arm,ds,rc,official_status,ticks,pre_collision_ticks,moving_ticks,collision_step,moving_full_throttle_share,moving_full_brake_share,moving_full_pedal_share,full_pedal_flip_count,full_pedal_flips_per_min,speed_p95_mps,speed_max_mps,target_overshoot_gt2_share,target_undershoot_gt2_share,moving_target_zero_share,moving_target_zero_full_brake_share,target_jump_gt5_count,target_jump_gt5_per_min,stopped_after_2s_share,longest_standstill_after_2s_s,agent_ms_p95,vehicle_collisions,emergency_yield,outside_lane
1,2091,2,C,60.0,100.0,Completed,733,506,136,507,0.0,0.0,0.0,0,0.0,5.201655871688196,6.793431107522654,0.27941176470588236,0.23529411764705882,0.25,0.0,2,4.743083003952569,0.5267665952890792,10.25,127.19298724914552,1,0,0
1,2091,2,D,60.0,100.0,Completed,606,465,118,466,0.0,0.0,0.0,0,0.0,5.093959433793894,6.744745602181315,0.3135593220338983,0.059322033898305086,0.2966101694915254,0.0,1,2.5806451612903225,0.57981220657277,12.05,125.58778159873326,1,0,0
1,3255,0,A,100.0,100.0,Completed,721,720,415,,0.5060240963855421,0.3180722891566265,0.8240963855421687,40,66.66666666666667,7.504783386636299,8.051869691488607,0.30843373493975906,0.0,0.30120481927710846,1.0,26,43.333333333333336,0.3744493392070485,8.3,180.1954532007585,0,0,0
1,3255,0,B,100.0,100.0,Completed,717,716,451,,0.1729490022172949,0.1197339246119734,0.2926829268292683,20,33.51955307262569,6.6282035208152195,7.12610682756974,0.10199556541019955,0.0,0.08869179600886919,0.525,6,10.055865921787708,0.2274741506646972,4.7,173.4152469998662,0,0,0
1,3255,0,C,100.0,100.0,Completed,717,716,402,,0.0,0.0,0.0,0,0.0,6.78654612393834,7.137515184363305,0.14427860696517414,0.0,0.12437810945273632,0.0,7,11.731843575418992,0.35745937961595275,7.300000000000001,171.11281174584292,0,0,0
1,3255,0,D,100.0,100.0,Completed,719,718,398,,0.0,0.0,0.0,0,0.0,6.802859351927588,7.055796639861643,0.12814070351758794,0.0,0.10301507537688442,0.0,4,6.685236768802229,0.3122238586156112,5.050000000000001,171.29738800504128,0,0,0
1,3255,1,A,100.0,100.0,Completed,724,723,408,,0.4411764705882353,0.27941176470588236,0.7205882352941176,44,73.02904564315354,7.054840323072872,7.953714196914131,0.2622549019607843,0.0,0.25245098039215685,1.0,30,49.79253112033196,0.3757309941520468,8.3,180.12638649852303,0,0,0
1,3255,1,B,50.0,100.0,Completed,1233,597,201,598,0.31343283582089554,0.19402985074626866,0.5074626865671642,13,26.13065326633166,6.694262600907903,7.170224002360117,0.13432835820895522,0.0,0.12437810945273632,0.64,5,10.050251256281408,0.6182795698924731,15.600000000000001,171.87653140281327,0,0,0
1,3255,1,C,100.0,100.0,Completed,719,718,400,,0.0,0.0025,0.0025,0,0.0,6.8158597160770436,7.083127344031477,0.1475,0.0,0.1225,0.02040816326530612,5,8.356545961002787,0.3019145802650957,4.9,173.04004419711418,0,0,0
1,3255,1,D,100.0,100.0,Completed,716,715,404,,0.0,0.017326732673267328,0.017326732673267328,0,0.0,6.79675249298184,7.0824269786971445,0.14356435643564355,0.0,0.12871287128712872,0.019230769230769232,5,8.391608391608392,0.2973372781065089,4.55,170.41625880010542,0,0,0
1,3255,2,A,100.0,100.0,Completed,725,724,404,,0.4282178217821782,0.2524752475247525,0.6806930693069307,35,58.0110497237569,7.028399298601631,8.08739459571642,0.2376237623762376,0.0,0.23267326732673269,1.0,28,46.40883977900552,0.4029197080291971,10.05,170.21110099904035,0,0,0
1,3255,2,B,50.0,100.0,Completed,3131,2619,191,2620,0.21465968586387435,0.11518324607329843,0.3298429319371728,16,7.331042382588774,5.334825031728584,7.024838986793775,0.06282722513089005,0.0,0.04712041884816754,0.2222222222222222,4,1.8327605956471935,0.9065891472868217,55.7,190.92709919859772,0,0,0
1,3255,2,C,100.0,100.0,Completed,721,720,407,,0.0,0.002457002457002457,0.002457002457002457,0,0.0,6.787405728605037,7.046442291124964,0.1375921375921376,0.0,0.12285012285012285,0.02,7,11.666666666666668,0.3524229074889868,8.15,173.3798810510052,0,0,0
1,3255,2,D,100.0,100.0,Completed,728,727,403,,0.0,0.0,0.0,0,0.0,6.80746194212757,7.073628020468229,0.14640198511166252,0.0,0.13647642679900746,0.0,5,8.253094910591471,0.3023255813953488,4.5,173.353882599622,0,0,0
1,3514,0,A,100.0,100.0,Completed,519,518,419,,0.548926014319809,0.3532219570405728,0.9021479713603818,42,97.29729729729729,7.889805170230188,8.145773772056014,0.34844868735083534,0.016706443914081145,0.3436754176610978,1.0,38,88.03088803088802,0.10020876826722339,2.4000000000000004,181.1053062489009,0,0,0
1,3514,0,B,89.404472,100.0,Completed,2355,2354,446,,0.15695067264573992,0.06502242152466367,0.2219730941704036,25,12.74426508071368,6.357496472726097,7.456024176578967,0.10538116591928251,0.042600896860986545,0.07623318385650224,0.4411764705882353,10,5.097706032285472,0.7801295896328294,55.35,194.69266929791047,0,0,1
1,3514,0,C,100.0,100.0,Completed,513,512,410,,0.0,0.0,0.0,0,0.0,6.7639639793665545,7.126871630188385,0.03902439024390244,0.03414634146341464,0.036585365853658534,0.0,4,9.375,0.10570824524312897,2.5,179.96782459849783,0,0,0
1,3514,0,D,100.0,100.0,Completed,514,513,409,,0.0,0.0,0.0,0,0.0,6.789943075615473,7.150281122338176,0.039119804400977995,0.029339853300733496,0.03667481662591687,0.0,3,7.017543859649122,0.10548523206751055,2.5,185.49171219929121,0,0,0
1,3514,1,A,100.0,100.0,Completed,520,519,420,,0.5523809523809524,0.3595238095238095,0.9119047619047619,42,97.10982658959536,7.880053986917497,8.157224986792597,0.3380952380952381,0.016666666666666666,0.3357142857142857,1.0,38,87.86127167630056,0.1,2.4000000000000004,177.45930989985925,0,0,0
1,3514,1,B,91.675022,100.0,Completed,2350,2349,442,,0.1515837104072398,0.05656108597285068,0.2081447963800905,31,15.836526181353767,6.377158367672123,7.911857984233994,0.14027149321266968,0.033936651583710405,0.11764705882352941,0.36538461538461536,10,5.108556832694764,0.7619047619047619,55.5,203.6782267983653,0,0,1
1,3514,1,C,100.0,100.0,Completed,512,511,409,,0.0,0.0,0.0,0,0.0,6.7745383686995195,7.229464142021718,0.039119804400977995,0.03178484107579462,0.034229828850855744,0.0,3,7.045009784735812,0.1059322033898305,2.5,175.49953400157392,0,0,0
1,3514,1,D,100.0,100.0,Completed,512,511,409,,0.0,0.0,0.0,0,0.0,6.808791062107732,7.175779290143057,0.039119804400977995,0.03178484107579462,0.039119804400977995,0.0,6,14.090019569471623,0.0847457627118644,2.0,176.7345389998809,0,0,0
1,3514,2,A,100.0,100.0,Completed,518,517,417,,0.5539568345323741,0.354916067146283,0.9088729016786571,42,97.48549323017407,7.881730289394234,8.160564233053767,0.3405275779376499,0.014388489208633094,0.3381294964028777,1.0,38,88.20116054158608,0.100418410041841,2.4000000000000004,182.79759899814962,0,0,0
