direction,domain,n,top1_hit,top1_perplexity,gt_perplexity,js_top1_bits,js_gt_bits,js_top1_vs_gt_waymo,js_top1_vs_gt_carla
0,Waymo eval half,10021.0,0.053387885440574795,455.55248242138657,600.241914643004,,,,
0,CARLA,3000.0,0.06466666666666666,117.99756534927644,173.43389343793396,,,,
0,"JS(Waymo eval, CARLA)",,,,,0.6071347368674413,0.5106937775723661,0.19773790715633952,0.6581802666032182
1,Waymo eval half,9642.0,0.06627255756067206,385.0285974650307,570.7874021392548,,,,
1,CARLA,3000.0,0.063,129.62274740758733,173.43389343793396,,,,
1,"JS(Waymo eval, CARLA)",,,,,0.5974325610725096,0.4874490501547593,0.20707650821851364,0.6631483857036781
