direction,arm,scope,decile,n,s_ego_lo,s_ego_hi,ade_base,ade_arm,dade,lo,hi,rel_gain,rel_lo,rel_hi
-1,C pre_onset fit,all,5,10636,1.4118601083755493,1.6607215404510498,1.5305729,1.7167423,0.18616949,0.14090313030196708,0.2333586974829204,0.12163386,0.09205907873374247,0.1524649357238861
-1,C pre_onset fit,all,6,10636,1.6607431173324585,2.0917136669158936,1.871018,1.9359705,0.064952604,0.042921619673896176,0.08974357322493741,0.034715112,0.022940248826405288,0.047965102808151014
-1,C pre_onset fit,all,7,10636,2.0917458534240723,2.67958402633667,2.3494549,2.3562062,0.006751231,-0.021448316416100188,0.03464701953832254,0.0028735308,-0.009129060788043049,0.014746833334314058
-1,C pre_onset fit,all,8,10636,2.6796140670776367,3.742910861968994,3.1553292,3.1293037,-0.026025526,-0.056840572830409136,0.006276067622520348,-0.008248118,-0.018014149628496953,0.0019890373302177875
-1,C pre_onset fit,all,9,10636,3.742924213409424,31.29021644592285,5.6967764,5.664415,-0.03236162,-0.06217076648062977,-0.0024478143211083343,-0.0056806896,-0.010913323996521444,-0.00042968411492728687
-1,D mlp uniform,all,0,10636,0.034560397267341614,0.4120655953884125,0.28147504,0.7443596,0.46288458,0.4357848973044718,0.48903823059066437,1.644496,1.5482186322040674,1.7374124370619999
-1,D mlp uniform,all,1,10636,0.41214123368263245,0.6054397821426392,0.50764596,0.84498787,0.3373418,0.3089423356248038,0.3659636796535564,0.66452175,0.6085783344196256,0.7209033561917491
-1,D mlp uniform,all,2,10636,0.6054489612579346,0.8410833477973938,0.72188437,0.93539596,0.21351156,0.19165223590545477,0.23520514753023977,0.29576975,0.2654888288345071,0.32582108347776145
-1,D mlp uniform,all,3,10636,0.8410869836807251,1.1088240146636963,0.97247076,1.0833602,0.110889435,0.08784851663068792,0.13545844800083934,0.11402855,0.0903353809830547,0.13929308059886478
-1,D mlp uniform,all,4,10636,1.1088696718215942,1.4118523597717285,1.2581412,1.2929403,0.03479911,0.011734802668474424,0.059386086051079756,0.027659146,0.009327095433686556,0.04720144920030021
-1,D mlp uniform,all,5,10636,1.4118601083755493,1.6607215404510498,1.5305729,1.5248754,-0.005697475,-0.040508817256973535,0.034883402030986214,-0.0037224458,-0.026466441088132807,0.02279107530960595
-1,D mlp uniform,all,6,10636,1.6607431173324585,2.0917136669158936,1.871018,1.7587314,-0.11228644,-0.14948713443680697,-0.07811980076089495,-0.06001355,-0.07989614759137913,-0.041752563890640804
-1,D mlp uniform,all,7,10636,2.0917458534240723,2.67958402633667,2.3494549,2.1318748,-0.21758023,-0.26772001357190417,-0.1744464211366523,-0.09260882,-0.11394984252652154,-0.07424974305291494
-1,D mlp uniform,all,8,10636,2.6796140670776367,3.742910861968994,3.1553292,2.7327676,-0.42256162,-0.4851928457994191,-0.3661244415942242,-0.13391997,-0.15376932510840202,-0.11603367357339095
-1,D mlp uniform,all,9,10636,3.742924213409424,31.29021644592285,5.6967764,5.2694006,-0.42737606,-0.4883292108556003,-0.3654665132520511,-0.075020686,-0.08572027009982618,-0.06415321371727489
-1,D mlp ego:a1,all,0,10636,0.034560397267341614,0.4120655953884125,0.28147504,1.014827,0.733352,0.6915187866749012,0.7727594593570516,2.605389,2.4567677234147363,2.7453925103619055
-1,D mlp ego:a1,all,1,10636,0.41214123368263245,0.6054397821426392,0.50764596,1.0812001,0.57355416,0.5340396910307209,0.6171001413272836,1.1298311,1.051992388884349,1.215611241559223
-1,D mlp ego:a1,all,2,10636,0.6054489612579346,0.8410833477973938,0.72188437,1.1576223,0.43573776,0.4036907077745237,0.4675939787864912,0.6036116,0.5592179643095994,0.6477408270850213
-1,D mlp ego:a1,all,3,10636,0.8410869836807251,1.1088240146636963,0.97247076,1.2727518,0.300281,0.26679012041089417,0.3332074787822298,0.3087815,0.27434256256313566,0.3426401002163414
-1,D mlp ego:a1,all,4,10636,1.1088696718215942,1.4118523597717285,1.2581412,1.4574155,0.19927417,0.16652342207363524,0.2334487796409718,0.15838777,0.1323567079485268,0.1855505463622831
-1,D mlp ego:a1,all,5,10636,1.4118601083755493,1.6607215404510498,1.5305729,1.652451,0.12187805,0.07561290670219917,0.1727990991078802,0.07962904,0.04940170254888723,0.11289831415242894
-1,D mlp ego:a1,all,6,10636,1.6607431173324585,2.0917136669158936,1.871018,1.8514082,-0.019609587,-0.060583153634016146,0.019253986342998623,-0.010480705,-0.03237978039067119,0.010290647020415747
-1,D mlp ego:a1,all,7,10636,2.0917458534240723,2.67958402633667,2.3494549,2.186382,-0.16307294,-0.22184831841202005,-0.11181209401541976,-0.06940884,-0.0944254432477597,-0.04759065389108737
-1,D mlp ego:a1,all,8,10636,2.6796140670776367,3.742910861968994,3.1553292,2.7296755,-0.42565364,-0.49410674839995833,-0.3606468900332738,-0.13489991,-0.1565943560189641,-0.1142977052588004
-1,D mlp ego:a1,all,9,10636,3.742924213409424,31.29021644592285,5.6967764,5.2006254,-0.49615127,-0.5697786995980372,-0.42219836122158094,-0.08709334,-0.10001773996090928,-0.0741118015369341
-1,A ridge_late uniform,straight_yaw,0,5379,0.034560397267341614,0.41202670335769653,0.28068602,0.4929036,0.21221752,0.1891555738336001,0.2389189039260815,0.75606734,0.6739045046134332,0.8511963054005979
-1,A ridge_late uniform,straight_yaw,1,4701,0.4122243821620941,0.6054333448410034,0.50816756,0.6216421,0.1134746,0.09219962758542341,0.13891630067196772,0.22330154,0.18143548301671852,0.27336711406954667
-1,A ridge_late uniform,straight_yaw,2,5434,0.60545814037323,0.8410026431083679,0.72222215,0.7740618,0.051839616,0.03223360313594817,0.07223601788609235,0.07177794,0.04463114730553754,0.10001911177730324
-1,A ridge_late uniform,straight_yaw,3,5431,0.8411048650741577,1.1087595224380493,0.97146326,0.9360852,-0.03537812,-0.059281785923351614,-0.01250731665411246,-0.036417354,-0.06102318860535929,-0.012874719127350217
-1,A ridge_late uniform,straight_yaw,4,5114,1.1088696718215942,1.4118523597717285,1.2563959,1.1509411,-0.105454825,-0.13687874505053743,-0.07734377526930036,-0.08393439,-0.10894554903208543,-0.061560032989907046
-1,A ridge_late uniform,straight_yaw,5,3489,1.4119073152542114,1.6607036590576172,1.5309522,1.3375717,-0.19338061,-0.23502075269804254,-0.15001921540799043,-0.12631394,-0.1535127944330733,-0.09799078894759064
-1,A ridge_late uniform,straight_yaw,6,4561,1.6607431173324585,2.091470241546631,1.8665111,1.5979868,-0.26852435,-0.3264975579018516,-0.21818869255677448,-0.14386432,-0.17492398345040888,-0.1168965412517443
-1,A ridge_late uniform,straight_yaw,7,4106,2.0917458534240723,2.67958402633667,2.3601918,1.987985,-0.3722066,-0.45075653314039865,-0.2895175628161663,-0.15770184,-0.1909830077915028,-0.12266696296085522
-1,A ridge_late uniform,straight_yaw,8,4282,2.679741621017456,3.742213487625122,3.1527858,2.6559746,-0.496811,-0.5754544811304164,-0.4199802057000892,-0.15757842,-0.18252254407438,-0.13320924264014733
-1,A ridge_late uniform,straight_yaw,9,4083,3.742924213409424,27.20889663696289,5.784883,5.3945203,-0.39036298,-0.4656630527015817,-0.3184193917855414,-0.06747984,-0.08049653742449706,-0.05504335879526257
-1,B ego:a1,straight_yaw,0,5379,0.034560397267341614,0.41202670335769653,0.28068602,0.6403899,0.35970387,0.326397665644189,0.3992656700247756,1.2815169,1.1628568628193185,1.4224636795735912
-1,B ego:a1,straight_yaw,1,4701,0.4122243821620941,0.6054333448410034,0.50816756,0.74896514,0.24079762,0.2125323542855217,0.277914004252871,0.47385478,0.4182328211764966,0.5468944172471025
-1,B ego:a1,straight_yaw,2,5434,0.60545814037323,0.8410026431083679,0.72222215,0.8824639,0.16024175,0.13295730131501637,0.18845931412951297,0.22187322,0.18409474346724108,0.26094369203902057
-1,B ego:a1,straight_yaw,3,5431,0.8411048650741577,1.1087595224380493,0.97146326,1.0179323,0.04646894,0.016554251377776694,0.07458302311562051,0.047833964,0.01704053257357539,0.07677389969706677
-1,B ego:a1,straight_yaw,4,5114,1.1088696718215942,1.4118523597717285,1.2563959,1.2071185,-0.0492775,-0.08238044553294421,-0.016893930597981374,-0.039221313,-0.06556885705505801,-0.013446342919256636
-1,B ego:a1,straight_yaw,5,3489,1.4119073152542114,1.6607036590576172,1.5309522,1.365842,-0.16511019,-0.21125842862938182,-0.11849948925468431,-0.10784803,-0.13799152353198338,-0.07740247414555254
-1,B ego:a1,straight_yaw,6,4561,1.6607431173324585,2.091470241546631,1.8665111,1.5790709,-0.28744033,-0.3495640874096823,-0.2294962962792472,-0.15399872,-0.18728208270179464,-0.1229546909638723
-1,B ego:a1,straight_yaw,7,4106,2.0917458534240723,2.67958402633667,2.3601918,1.9217567,-0.4384348,-0.5312014047030564,-0.34068022287039446,-0.18576236,-0.22506704740685798,-0.14434429425918427
-1,B ego:a1,straight_yaw,8,4282,2.679741621017456,3.742213487625122,3.1527858,2.5183628,-0.63442326,-0.7313949869936667,-0.5355646843247756,-0.20122625,-0.23198372438962317,-0.1698703058273629
-1,B ego:a1,straight_yaw,9,4083,3.742924213409424,27.20889663696289,5.784883,5.258614,-0.5262686,-0.6264186513858718,-0.430265002867261,-0.09097308,-0.10828544829172901,-0.07437747681466025
-1,C pre_onset fit,straight_yaw,0,5379,0.034560397267341614,0.41202670335769653,0.28068602,0.72736424,0.44667822,0.41152199542754536,0.4819425183787617,1.5913804,1.4661292863095605,1.7170164617295454
-1,C pre_onset fit,straight_yaw,1,4701,0.4122243821620941,0.6054333448410034,0.50816756,0.84322506,0.3350575,0.30453043343487046,0.36824276858016586,0.6593445,0.5992716861286076,0.7246483129539125
-1,C pre_onset fit,straight_yaw,2,5434,0.60545814037323,0.8410026431083679,0.72222215,0.9844841,0.262262,0.2304521961274328,0.2973191162602894,0.36313203,0.31908768836262874,0.411672664039421
-1,C pre_onset fit,straight_yaw,3,5431,0.8411048650741577,1.1087595224380493,0.97146326,1.1827041,0.2112408,0.17657793333891508,0.24341022434636306,0.217446,0.18176491078755896,0.2505604005919454
-1,C pre_onset fit,straight_yaw,4,5114,1.1088696718215942,1.4118523597717285,1.2563959,1.419229,0.16283318,0.1188395336485806,0.20386757844495831,0.1296034,0.09458764569532975,0.16226379965222018
-1,C pre_onset fit,straight_yaw,5,3489,1.4119073152542114,1.6607036590576172,1.5309522,1.6531482,0.122195765,0.07872660580266085,0.16239333311435739,0.07981684,0.05142329396130017,0.10607341725143568
-1,C pre_onset fit,straight_yaw,6,4561,1.6607431173324585,2.091470241546631,1.8665111,1.9116145,0.04510336,0.0006787764033566492,0.08690921142258937,0.024164528,0.0003636605220274856,0.04656238643335621
-1,C pre_onset fit,straight_yaw,7,4106,2.0917458534240723,2.67958402633667,2.3601918,2.3289523,-0.031239279,-0.07537417398037752,0.014327292623314399,-0.013235907,-0.03193561357010617,0.006070393300006412
-1,C pre_onset fit,straight_yaw,8,4282,2.679741621017456,3.742213487625122,3.1527858,3.000874,-0.15191227,-0.20006533825524409,-0.0999622788369794,-0.048183504,-0.06345668635287374,-0.03170601679729218
-1,C pre_onset fit,straight_yaw,9,4083,3.742924213409424,27.20889663696289,5.784883,5.6338997,-0.15098327,-0.20729466122231582,-0.09769066350540116,-0.026099624,-0.0358338553127041,-0.016887232313717474
-1,D mlp uniform,straight_yaw,0,5379,0.034560397267341614,0.41202670335769653,0.28068602,0.71870655,0.4380205,0.40335276742879067,0.47695386390165784,1.5605356,1.4370247802355394,1.699243383961096
-1,D mlp uniform,straight_yaw,1,4701,0.4122243821620941,0.6054333448410034,0.50816756,0.7989534,0.2907858,0.2652422753899852,0.3165777100787808,0.5722242,0.5219582943244317,0.6229789777323481
-1,D mlp uniform,straight_yaw,2,5434,0.60545814037323,0.8410026431083679,0.72222215,0.91227525,0.19005315,0.16558492947999892,0.2160411557913531,0.26315054,0.22927146394493478,0.29913393819225714
-1,D mlp uniform,straight_yaw,3,5431,0.8411048650741577,1.1087595224380493,0.97146326,1.0502034,0.07874013,0.04619540727736932,0.11124915470435302,0.081053115,0.04755239753797414,0.11451709903760454
-1,D mlp uniform,straight_yaw,4,5114,1.1088696718215942,1.4118523597717285,1.2563959,1.2523797,-0.004016311,-0.04177920493877097,0.03024965854697661,-0.003196692,-0.03325321559967464,0.024076533264654906
-1,D mlp uniform,straight_yaw,5,3489,1.4119073152542114,1.6607036590576172,1.5309522,1.4346268,-0.09632559,-0.139020118335973,-0.04899449840269081,-0.062918745,-0.09080630796715808,-0.03200263072643311
-1,D mlp uniform,straight_yaw,6,4561,1.6607431173324585,2.091470241546631,1.8665111,1.6541916,-0.21231961,-0.2703911764662454,-0.1606248749601312,-0.11375213,-0.1448644883632983,-0.08605621172118005
-1,D mlp uniform,straight_yaw,7,4106,2.0917458534240723,2.67958402633667,2.3601918,2.0140839,-0.34610784,-0.42524857200372884,-0.2625119983129348,-0.14664395,-0.18017542812855292,-0.11122485717482962
-1,D mlp uniform,straight_yaw,8,4282,2.679741621017456,3.742213487625122,3.1527858,2.549602,-0.603184,-0.6983601796167482,-0.4986278280963858,-0.19131778,-0.22150575040009443,-0.15815468071715127
-1,D mlp uniform,straight_yaw,9,4083,3.742924213409424,27.20889663696289,5.784883,5.2590394,-0.52584374,-0.6333782626539574,-0.419261138532371,-0.09089963,-0.10948851691753303,-0.0724753010416229
-1,D mlp ego:a1,straight_yaw,0,5379,0.034560397267341614,0.41202670335769653,0.28068602,0.9974158,0.7167297,0.6618283522647868,0.772472877455517,2.5534928,2.3578956666879907,2.752088882492677
-1,D mlp ego:a1,straight_yaw,1,4701,0.4122243821620941,0.6054333448410034,0.50816756,1.0509884,0.5428209,0.5014774241798896,0.5852003173042978,1.0681927,0.9868347742918953,1.151589274406445
-1,D mlp ego:a1,straight_yaw,2,5434,0.60545814037323,0.8410026431083679,0.72222215,1.1359278,0.41370568,0.3768914767043263,0.4525640886498726,0.5728233,0.5218497896138956,0.6266272628765697
-1,D mlp ego:a1,straight_yaw,3,5431,0.8411048650741577,1.1087595224380493,0.97146326,1.2473474,0.27588412,0.228334955926422,0.3201633676010307,0.2839882,0.2350422961060934,0.32956816771521596
-1,D mlp ego:a1,straight_yaw,4,5114,1.1088696718215942,1.4118523597717285,1.2563959,1.4380108,0.18161495,0.13375584880897207,0.22535516918182621,0.14455232,0.10645995022357825,0.17936636272247997
-1,D mlp ego:a1,straight_yaw,5,3489,1.4119073152542114,1.6607036590576172,1.5309522,1.6111915,0.0802392,0.023698649013696,0.1410670721401817,0.052411303,0.015479679103297209,0.0921433541426642
-1,D mlp ego:a1,straight_yaw,6,4561,1.6607431173324585,2.091470241546631,1.8665111,1.7722138,-0.09429731,-0.15723179979189536,-0.03568721708641293,-0.05052063,-0.08423834138735999,-0.01911974537001412
-1,D mlp ego:a1,straight_yaw,7,4106,2.0917458534240723,2.67958402633667,2.3601918,2.0917785,-0.268413,-0.35956452682035955,-0.17446434277479983,-0.11372508,-0.15234546762718054,-0.07391956075125994
-1,D mlp ego:a1,straight_yaw,8,4282,2.679741621017456,3.742213487625122,3.1527858,2.5576792,-0.5951067,-0.7027224640915694,-0.4828440232628799,-0.18875584,-0.22288937896921504,-0.1531483764692014
-1,D mlp ego:a1,straight_yaw,9,4083,3.742924213409424,27.20889663696289,5.784883,5.207543,-0.5773402,-0.6972814284941042,-0.45777930781884507,-0.09980153,-0.12053509566315605,-0.07913371904902872
