model,g3_sum,g3_mean,g3_open_001,c_x_2s,c_y_2s,c_x_4s,c_y_4s
cinque,158.84689331054688,0.013078124262392521,0.05005763214226906,-0.22257381677627563,0.3893745243549347,-6.107741832733154,0.8184168338775635
lebowski,236.87710571289062,0.01950247958302498,0.0776387287996048,-1.5498807430267334,0.009559369646012783,-12.471379280090332,0.2624402642250061
