model,g3_mean,g3_open,c_x_2s,c_y_2s,c_x_4s,c_y_4s
cinque,0.12256554514169693,0.12018613607188704,3.1529173851013184,0.024056917056441307,-1.693703293800354,0.37943485379219055
lebowski,0.14355844259262085,0.14505776636713735,2.1130211353302,-0.05482553690671921,-2.905888795852661,0.19632434844970703
