scope,n,activation,lo,hi,delta_mag_median_m,model,head,seed,stats,gate,tau
pre_onset,1458,0.03772290809327846,0.020314470194356275,0.05993073822607226,0.20500506460666656,cinque,student B,0,wod-train,none,1.302914285659789
all,19663,0.0694705792605401,0.0603777378764208,0.07883548888081729,0.26105743646621704,cinque,student B,0,wod-train,none,1.302914285659789
Pedestrians,1831,0.07591480065537957,0.05063965203213018,0.10349072834822405,0.2601009011268616,cinque,student B,0,wod-train,none,1.302914285659789
Cyclists,2830,0.08091872791519435,0.059949205723853614,0.10638460227134354,0.3168568015098572,cinque,student B,0,wod-train,none,1.302914285659789
Cut_ins,885,0.1152542372881356,0.06947567389049483,0.17620150141126495,0.3253283202648163,cinque,student B,0,wod-train,none,1.302914285659789
FOD,3561,0.06206121875877563,0.041528817656076,0.08451563059420795,0.2442590892314911,cinque,student B,0,wod-train,none,1.302914285659789
Intersections,4772,0.06139983235540654,0.04643555134197232,0.07748674429839392,0.24604958295822144,cinque,student B,0,wod-train,none,1.302914285659789
straight_yaw,11597,0.3045615245322066,0.2853902935595763,0.32426918622491996,2.712829113006592,cinque,M-C pair,1,wod-train,none,1.5500187873840328
pre_onset,1458,0.3052126200274348,0.25378256022645773,0.35933411647915287,2.9098212718963623,cinque,M-C pair,1,wod-train,none,1.5500187873840328
all,19663,0.3176015867365102,0.30293882899957947,0.332687406356523,2.976749897003174,cinque,M-C pair,1,wod-train,none,1.5500187873840328
Pedestrians,1831,0.3304205352266521,0.28932877501297777,0.3736714364336819,3.2078909873962402,cinque,M-C pair,1,wod-train,none,1.5500187873840328
Cyclists,2830,0.3067137809187279,0.2666893859955727,0.3470614453288236,2.953402042388916,cinque,M-C pair,1,wod-train,none,1.5500187873840328
Cut_ins,885,0.2655367231638418,0.20463611188357436,0.3269004593114967,2.511584520339966,cinque,M-C pair,1,wod-train,none,1.5500187873840328
FOD,3561,0.31451839370963214,0.28067751238225486,0.35058317235514685,2.9715352058410645,cinque,M-C pair,1,wod-train,none,1.5500187873840328
Intersections,4772,0.3256496227996647,0.2956756313154089,0.3570653980475088,3.0086581707000732,cinque,M-C pair,1,wod-train,none,1.5500187873840328
straight_yaw,11597,0.5288436664654652,0.5102691939258924,0.5474239801887725,5.347662448883057,cinque,M-C hard,1,wod-train,none,2.533728551864623
pre_onset,1458,0.6049382716049383,0.5502898059111557,0.6587600840210361,6.387176036834717,cinque,M-C hard,1,wod-train,none,2.533728551864623
all,19663,0.5582566241163607,0.5426978819012821,0.574040742260313,5.856715202331543,cinque,M-C hard,1,wod-train,none,2.533728551864623
Pedestrians,1831,0.517203713817586,0.4671313837604482,0.567401605498092,5.479959964752197,cinque,M-C hard,1,wod-train,none,2.533728551864623
Cyclists,2830,0.4756183745583039,0.434781023055212,0.5162634201973971,5.074586868286133,cinque,M-C hard,1,wod-train,none,2.533728551864623
Cut_ins,885,0.5514124293785311,0.4920091324200913,0.6087455649731435,5.666557312011719,cinque,M-C hard,1,wod-train,none,2.533728551864623
FOD,3561,0.615838247683235,0.5782615728216766,0.6515929066387139,6.341179847717285,cinque,M-C hard,1,wod-train,none,2.533728551864623
Intersections,4772,0.5706202849958089,0.540214044087635,0.5995043634879754,5.97095251083374,cinque,M-C hard,1,wod-train,none,2.533728551864623
straight_yaw,11597,0.5937742519617142,0.5751779137293397,0.6122013208628159,3.815349578857422,cinque,M-C uniform,1,wod-train,none,1.804687213897704
pre_onset,1458,0.6762688614540466,0.6225584725504798,0.7275152203740614,4.652465343475342,cinque,M-C uniform,1,wod-train,none,1.804687213897704
all,19663,0.6189798097950465,0.6038378270582195,0.6344059070157423,4.189660549163818,cinque,M-C uniform,1,wod-train,none,1.804687213897704
Pedestrians,1831,0.5636264336428182,0.5132958853020299,0.6127275079715971,3.9272983074188232,cinque,M-C uniform,1,wod-train,none,1.804687213897704
Cyclists,2830,0.5318021201413428,0.49607947842197947,0.5680883464261934,3.6081671714782715,cinque,M-C uniform,1,wod-train,none,1.804687213897704
Cut_ins,885,0.592090395480226,0.5448071091644204,0.6418281607551488,3.764730930328369,cinque,M-C uniform,1,wod-train,none,1.804687213897704
FOD,3561,0.6781802864363943,0.642145301664002,0.7135404408595969,4.648344993591309,cinque,M-C uniform,1,wod-train,none,1.804687213897704
Intersections,4772,0.6395641240569991,0.6109560799167106,0.6669477573465938,4.3085784912109375,cinque,M-C uniform,1,wod-train,none,1.804687213897704
straight_yaw,11597,0.07277744244201087,0.06017237619957531,0.08608205699063541,0.27500343322753906,cinque,student A,1,wod-train,none,1.0257590532302852
pre_onset,1458,0.0438957475994513,0.02175353944373836,0.07266020505565308,0.26647597551345825,cinque,student A,1,wod-train,none,1.0257590532302852
all,19663,0.08233738493617454,0.07226981328596925,0.09267267740161969,0.3032516837120056,cinque,student A,1,wod-train,none,1.0257590532302852
Pedestrians,1831,0.0922992900054615,0.06324589578872233,0.12478642044394703,0.2851238250732422,cinque,student A,1,wod-train,none,1.0257590532302852
Cyclists,2830,0.07950530035335689,0.05884315067114769,0.10254666273152495,0.3392868936061859,cinque,student A,1,wod-train,none,1.0257590532302852
Cut_ins,885,0.13785310734463277,0.08135865647889601,0.21116675261092732,0.2971864342689514,cinque,student A,1,wod-train,none,1.0257590532302852
FOD,3561,0.08003369839932603,0.05577986766401498,0.10741865197117421,0.3119412064552307,cinque,student A,1,wod-train,none,1.0257590532302852
Intersections,4772,0.07166806370494551,0.05549709263743594,0.08882117017439414,0.2857101559638977,cinque,student A,1,wod-train,none,1.0257590532302852
straight_yaw,11597,0.09942226437871864,0.08492750252122133,0.11438225388414507,0.2590641975402832,cinque,student B,1,wod-train,none,1.1683087050914762
pre_onset,1458,0.06721536351165981,0.04166595563139931,0.09850143188642004,0.23430907726287842,cinque,student B,1,wod-train,none,1.1683087050914762
all,19663,0.10715557137771449,0.0959214118575062,0.118540941969285,0.29898983240127563,cinque,student B,1,wod-train,none,1.1683087050914762
Pedestrians,1831,0.11086837793555435,0.07958287596048298,0.14508108938581954,0.28627878427505493,cinque,student B,1,wod-train,none,1.1683087050914762
Cyclists,2830,0.13074204946996468,0.10509435772969689,0.15757380882554817,0.35313448309898376,cinque,student B,1,wod-train,none,1.1683087050914762
Cut_ins,885,0.18757062146892656,0.1335653329333672,0.24644221434114122,0.43548670411109924,cinque,student B,1,wod-train,none,1.1683087050914762
FOD,3561,0.09295141814097163,0.06687292670224237,0.12220161454458708,0.2848900854587555,cinque,student B,1,wod-train,none,1.1683087050914762
Intersections,4772,0.0924140821458508,0.07276528120688404,0.11319564792892185,0.2668355703353882,cinque,student B,1,wod-train,none,1.1683087050914762
straight_yaw,11597,0.27170820039665433,0.2529137712044368,0.29107282307279636,2.727461338043213,cinque,M-C pair,2,wod-train,none,1.665218305587768
pre_onset,1458,0.2606310013717421,0.210557817194921,0.3126712401717908,2.800450086593628,cinque,M-C pair,2,wod-train,none,1.665218305587768
all,19663,0.2825611554696638,0.2681485450754804,0.29739333821326763,2.9938676357269287,cinque,M-C pair,2,wod-train,none,1.665218305587768
Pedestrians,1831,0.3036592026215183,0.2619458594366632,0.3465563619670124,3.1865792274475098,cinque,M-C pair,2,wod-train,none,1.665218305587768
Cyclists,2830,0.2734982332155477,0.2349539978246648,0.31284364507328727,2.9399545192718506,cinque,M-C pair,2,wod-train,none,1.665218305587768
Cut_ins,885,0.22598870056497175,0.1707310357795208,0.28087526814004293,2.482943058013916,cinque,M-C pair,2,wod-train,none,1.665218305587768
FOD,3561,0.2816624543667509,0.2474872294015162,0.3181196003690426,2.9784607887268066,cinque,M-C pair,2,wod-train,none,1.665218305587768
Intersections,4772,0.28310980720871753,0.2536334527069728,0.31427979479084456,3.0165536403656006,cinque,M-C pair,2,wod-train,none,1.665218305587768
straight_yaw,11597,0.5819608519444684,0.5635587296728873,0.6002921026255297,5.337101459503174,cinque,M-C hard,2,wod-train,none,2.297808670997618
pre_onset,1458,0.659122085048011,0.6061357851359825,0.710825391891972,6.499586582183838,cinque,M-C hard,2,wod-train,none,2.297808670997618
all,19663,0.6088084219091695,0.5937431202292923,0.6240939415204858,5.834253311157227,cinque,M-C hard,2,wod-train,none,2.297808670997618
Pedestrians,1831,0.5669033315128346,0.5161281053021876,0.618950943209142,5.489358901977539,cinque,M-C hard,2,wod-train,none,2.297808670997618
Cyclists,2830,0.5335689045936396,0.4943095162693296,0.5727611414405883,5.058516979217529,cinque,M-C hard,2,wod-train,none,2.297808670997618
Cut_ins,885,0.6,0.5380705219231668,0.6593409765753876,5.596610069274902,cinque,M-C hard,2,wod-train,none,2.297808670997618
FOD,3561,0.6568379668632407,0.6205255538722153,0.6919620149554677,6.330491065979004,cinque,M-C hard,2,wod-train,none,2.297808670997618
Intersections,4772,0.6288767812238055,0.6004570484781551,0.656556255632232,5.926252365112305,cinque,M-C hard,2,wod-train,none,2.297808670997618
straight_yaw,11597,0.6857808053807019,0.6685896465309938,0.7029095550018661,3.793957233428955,cinque,M-C uniform,2,wod-train,none,1.5075907707214349
pre_onset,1458,0.752400548696845,0.7025620355046097,0.7989209133945976,4.698927402496338,cinque,M-C uniform,2,wod-train,none,1.5075907707214349
all,19663,0.7061486039770126,0.6922606080103365,0.7201683899831498,4.193549156188965,cinque,M-C uniform,2,wod-train,none,1.5075907707214349
Pedestrians,1831,0.6493719279082468,0.602409466240247,0.695165486772864,3.933659076690674,cinque,M-C uniform,2,wod-train,none,1.5075907707214349
Cyclists,2830,0.6286219081272085,0.5930616996420163,0.6649814749245307,3.6060800552368164,cinque,M-C uniform,2,wod-train,none,1.5075907707214349
Cut_ins,885,0.6779661016949152,0.6342836783169324,0.719767761308459,3.7357730865478516,cinque,M-C uniform,2,wod-train,none,1.5075907707214349
FOD,3561,0.7545633249087335,0.7223823978946518,0.7860341238719382,4.636284828186035,cinque,M-C uniform,2,wod-train,none,1.5075907707214349
Intersections,4772,0.732606873428332,0.7074817183245112,0.7564230335366384,4.274408340454102,cinque,M-C uniform,2,wod-train,none,1.5075907707214349
straight_yaw,11597,0.07329481762524791,0.060611330792701056,0.08705052457608779,0.29718145728111267,cinque,student A,2,wod-train,none,1.2393683612346642
pre_onset,1458,0.030864197530864196,0.014073063167446958,0.05250041028446389,0.2754572033882141,cinque,student A,2,wod-train,none,1.2393683612346642
all,19663,0.07440370238519046,0.06478480158158442,0.0845246622283085,0.3225323557853699,cinque,student A,2,wod-train,none,1.2393683612346642
Pedestrians,1831,0.07919169852539595,0.05226243385174959,0.10944085849030093,0.3043345808982849,cinque,student A,2,wod-train,none,1.2393683612346642
Cyclists,2830,0.06713780918727916,0.048993016569008986,0.088197261663286,0.3495660126209259,cinque,student A,2,wod-train,none,1.2393683612346642
Cut_ins,885,0.1367231638418079,0.07096738430727416,0.22282083951605416,0.34249842166900635,cinque,student A,2,wod-train,none,1.2393683612346642
FOD,3561,0.06515023869699522,0.04473345827369599,0.08826227450402538,0.3314616084098816,cinque,student A,2,wod-train,none,1.2393683612346642
Intersections,4772,0.06768650461022632,0.05071991845708667,0.08566158923194568,0.3067702353000641,cinque,student A,2,wod-train,none,1.2393683612346642
straight_yaw,11597,0.07881348624644305,0.06564776542533643,0.09314159151449176,0.2282634675502777,cinque,student B,2,wod-train,none,0.9977754622697828
pre_onset,1458,0.0438957475994513,0.02409579763425857,0.0701640374753124,0.23774126172065735,cinque,student B,2,wod-train,none,0.9977754622697828
all,19663,0.0845242333316381,0.0743420928874104,0.09529087869799822,0.252366840839386,cinque,student B,2,wod-train,none,0.9977754622697828
Pedestrians,1831,0.09830693610049153,0.06990114051045782,0.1296593574908782,0.2481958568096161,cinque,student B,2,wod-train,none,0.9977754622697828
Cyclists,2830,0.08162544169611308,0.06209470487389655,0.10359341303144144,0.28246891498565674,cinque,student B,2,wod-train,none,0.9977754622697828
Cut_ins,885,0.1423728813559322,0.0826523725367285,0.2242996171203478,0.3015981614589691,cinque,student B,2,wod-train,none,0.9977754622697828
FOD,3561,0.07919123841617523,0.056263721936895134,0.10445783366364439,0.23752129077911377,cinque,student B,2,wod-train,none,0.9977754622697828
Intersections,4772,0.07481139983235541,0.05766321684043648,0.09321315004750008,0.23788350820541382,cinque,student B,2,wod-train,none,0.9977754622697828
straight_yaw,11597,0.6955247046649996,0.6725575131193129,0.7184098751543967,6.038029670715332,lebowski,M-C pair,0,i3,none,1.6229325532913206
pre_onset,1458,0.5370370370370371,0.47913608004806546,0.5928401023418772,4.95855712890625,lebowski,M-C pair,0,i3,none,1.6229325532913206
all,19663,0.6237603621014087,0.6034979676230003,0.6439408726909727,5.831462860107422,lebowski,M-C pair,0,i3,none,1.6229325532913206
Pedestrians,1831,0.6542872747132714,0.5919817171315495,0.7140497848071184,5.915041446685791,lebowski,M-C pair,0,i3,none,1.6229325532913206
Cyclists,2830,0.6519434628975265,0.6058392087712849,0.6967462611783711,6.39659309387207,lebowski,M-C pair,0,i3,none,1.6229325532913206
Cut_ins,885,0.7446327683615819,0.6491442542787286,0.8296726526010629,6.676422119140625,lebowski,M-C pair,0,i3,none,1.6229325532913206
FOD,3561,0.6189272676214547,0.5736765192676468,0.6636752799696001,5.427704334259033,lebowski,M-C pair,0,i3,none,1.6229325532913206
Intersections,4772,0.6016345347862532,0.5574743215459994,0.6448143862462271,5.812605857849121,lebowski,M-C pair,0,i3,none,1.6229325532913206
straight_yaw,11597,0.028283176683625077,0.0207932465457296,0.03670782080515397,0.8574775457382202,lebowski,M-C pair,0,i3,g2,1.6229325532913206
pre_onset,1458,0.019890260631001373,0.006151323652130885,0.03691548226348533,0.5082238912582397,lebowski,M-C pair,0,i3,g2,1.6229325532913206
all,19663,0.02553018359355134,0.01972235844794789,0.031828665112569175,0.76473468542099,lebowski,M-C pair,0,i3,g2,1.6229325532913206
Pedestrians,1831,0.023484434735117424,0.010404688799909027,0.03966503218362885,1.0295157432556152,lebowski,M-C pair,0,i3,g2,1.6229325532913206
Cyclists,2830,0.0657243816254417,0.03978289234595361,0.09532596993290332,1.1067255735397339,lebowski,M-C pair,0,i3,g2,1.6229325532913206
Cut_ins,885,0.03502824858757062,0.006696241937410415,0.07658351259851116,1.2474111318588257,lebowski,M-C pair,0,i3,g2,1.6229325532913206
FOD,3561,0.01909575961808481,0.008105789638677459,0.032532397412646394,0.49392619729042053,lebowski,M-C pair,0,i3,g2,1.6229325532913206
Intersections,4772,0.008801341156747695,0.004250116613583741,0.014666573335168293,0.563389778137207,lebowski,M-C pair,0,i3,g2,1.6229325532913206
straight_yaw,11597,0.9192032422178149,0.9090273578013868,0.9289008423808288,14.732989311218262,lebowski,M-C hard,0,i3,none,2.53054472208023
pre_onset,1458,0.9183813443072703,0.8871754238265583,0.9449866751952981,15.355886459350586,lebowski,M-C hard,0,i3,none,2.53054472208023
all,19663,0.9262065808879621,0.9188297165148619,0.9333062768072,15.36546802520752,lebowski,M-C hard,0,i3,none,2.53054472208023
Pedestrians,1831,0.9186237028945932,0.8972010998188926,0.9394931041179279,15.190994262695312,lebowski,M-C hard,0,i3,none,2.53054472208023
Cyclists,2830,0.9151943462897526,0.8933369914162449,0.9345901780481763,15.02890396118164,lebowski,M-C hard,0,i3,none,2.53054472208023
Cut_ins,885,0.9016949152542373,0.8743639647549731,0.9291855292296235,15.017657279968262,lebowski,M-C hard,0,i3,none,2.53054472208023
FOD,3561,0.931199101376018,0.9140598344987503,0.9463014608586194,15.554852485656738,lebowski,M-C hard,0,i3,none,2.53054472208023
Intersections,4772,0.9262363788767812,0.9095786385131795,0.9409564552337354,15.43324089050293,lebowski,M-C hard,0,i3,none,2.53054472208023
straight_yaw,11597,0.9113563852720531,0.9008697357671145,0.9212408411721837,10.380387306213379,lebowski,M-C uniform,0,i3,none,1.7839093446731555
pre_onset,1458,0.921124828532236,0.8880812624402443,0.9491528500917003,10.985541343688965,lebowski,M-C uniform,0,i3,none,1.7839093446731555
all,19663,0.9199511773381478,0.9124309006908676,0.9271634994235156,10.898441314697266,lebowski,M-C uniform,0,i3,none,1.7839093446731555
Pedestrians,1831,0.9060622610595304,0.8821355293196658,0.929965839206744,10.566208839416504,lebowski,M-C uniform,0,i3,none,1.7839093446731555
Cyclists,2830,0.903886925795053,0.8817410063255278,0.923944929184585,10.529937744140625,lebowski,M-C uniform,0,i3,none,1.7839093446731555
Cut_ins,885,0.8745762711864407,0.8483832993250667,0.9009440309117127,10.077986717224121,lebowski,M-C uniform,0,i3,none,1.7839093446731555
FOD,3561,0.9300758213984835,0.9126449037958634,0.9453600383106552,11.067304611206055,lebowski,M-C uniform,0,i3,none,1.7839093446731555
Intersections,4772,0.9216261525565801,0.9054111519915616,0.9365112892378562,11.109076499938965,lebowski,M-C uniform,0,i3,none,1.7839093446731555
straight_yaw,11597,0.05311718547900319,0.04131849416239888,0.06615997946530955,0.362998902797699,lebowski,student A,0,i3,none,1.2363518476486184
pre_onset,1458,0.01440329218106996,0.005551316007482309,0.025586390808258648,0.29842066764831543,lebowski,student A,0,i3,none,1.2363518476486184
all,19663,0.055484920917459185,0.047144006334021556,0.0643191319343862,0.39632993936538696,lebowski,student A,0,i3,none,1.2363518476486184
Pedestrians,1831,0.03823047515019115,0.021485461191150645,0.05856204677320222,0.41591277718544006,lebowski,student A,0,i3,none,1.2363518476486184
Cyclists,2830,0.04946996466431095,0.033096061987823534,0.0675679152565945,0.4108506441116333,lebowski,student A,0,i3,none,1.2363518476486184
Cut_ins,885,0.07570621468926554,0.03440516646261695,0.12411622835998411,0.45249003171920776,lebowski,student A,0,i3,none,1.2363518476486184
FOD,3561,0.06711597865768043,0.04401773897578196,0.09600787160658655,0.4079701006412506,lebowski,student A,0,i3,none,1.2363518476486184
Intersections,4772,0.04212070410729254,0.029121992897311724,0.05635253921286839,0.35599982738494873,lebowski,student A,0,i3,none,1.2363518476486184
straight_yaw,11597,0.0007760627748555661,8.393416227383117e-05,0.002020554940137007,0.056850533932447433,lebowski,student A,0,i3,g2,1.2363518476486184
pre_onset,1458,0.0,0.0,0.0,0.03761837258934975,lebowski,student A,0,i3,g2,1.2363518476486184
all,19663,0.0011188526674464731,0.0004574797946424033,0.0019884164369745987,0.05878967046737671,lebowski,student A,0,i3,g2,1.2363518476486184
Pedestrians,1831,0.0010922992900054614,0.0,0.003575685339690107,0.07235757261514664,lebowski,student A,0,i3,g2,1.2363518476486184
Cyclists,2830,0.0035335689045936395,0.0,0.008787405635546747,0.07747060060501099,lebowski,student A,0,i3,g2,1.2363518476486184
Cut_ins,885,0.0011299435028248588,0.0,0.003496605494855202,0.08761420100927353,lebowski,student A,0,i3,g2,1.2363518476486184
FOD,3561,0.0014040999719180005,0.0002760124486738211,0.0029964791424353333,0.05025709420442581,lebowski,student A,0,i3,g2,1.2363518476486184
Intersections,4772,0.00041911148365465214,0.0,0.001067691650651292,0.044908687472343445,lebowski,student A,0,i3,g2,1.2363518476486184
straight_yaw,11597,0.05044408036561179,0.04085412374348625,0.061073829259527423,0.48354917764663696,lebowski,student B,0,i3,none,1.166756349802017
pre_onset,1458,0.019204389574759947,0.007047216349541931,0.03465083580690516,0.4208323359489441,lebowski,student B,0,i3,none,1.166756349802017
all,19663,0.05212836291511977,0.045099817613865376,0.0597524315610271,0.5059175491333008,lebowski,student B,0,i3,none,1.166756349802017
Pedestrians,1831,0.04533042053522665,0.027656249644071776,0.06579002407021456,0.5457355976104736,lebowski,student B,0,i3,none,1.166756349802017
Cyclists,2830,0.049116607773851594,0.033656925163523074,0.06593058024447516,0.5399320125579834,lebowski,student B,0,i3,none,1.166756349802017
Cut_ins,885,0.0768361581920904,0.035587079448944396,0.12425363570279048,0.6555138230323792,lebowski,student B,0,i3,none,1.166756349802017
FOD,3561,0.057848918843021624,0.039669838760266675,0.07956759758583291,0.46713224053382874,lebowski,student B,0,i3,none,1.166756349802017
Intersections,4772,0.04379715004191115,0.03141552281226845,0.05716054477919934,0.44163087010383606,lebowski,student B,0,i3,none,1.166756349802017
straight_yaw,11597,0.6966456842286798,0.6732954031463715,0.7198376787786299,5.939676284790039,lebowski,M-C pair,1,i3,none,1.5621763706207268
pre_onset,1458,0.541838134430727,0.4814803543653209,0.5998618531839741,4.829913139343262,lebowski,M-C pair,1,i3,none,1.5621763706207268
all,19663,0.6273203478614657,0.6067918519946807,0.6480059226894563,5.745611667633057,lebowski,M-C pair,1,i3,none,1.5621763706207268
Pedestrians,1831,0.661387220098307,0.5977005425481557,0.7205814379738182,5.898397922515869,lebowski,M-C pair,1,i3,none,1.5621763706207268
Cyclists,2830,0.6657243816254417,0.6188597494912849,0.7098977170237263,6.304548263549805,lebowski,M-C pair,1,i3,none,1.5621763706207268
Cut_ins,885,0.7502824858757062,0.6471305755596495,0.8371060317891591,6.866230010986328,lebowski,M-C pair,1,i3,none,1.5621763706207268
FOD,3561,0.6178039876439202,0.5707097895930078,0.6634993261823532,5.342928886413574,lebowski,M-C pair,1,i3,none,1.5621763706207268
Intersections,4772,0.6045683151718357,0.5607818559931925,0.64704815994395,5.72706937789917,lebowski,M-C pair,1,i3,none,1.5621763706207268
straight_yaw,11597,0.029145468655686815,0.02142518444747496,0.037785934890029585,0.8520923852920532,lebowski,M-C pair,1,i3,g2,1.5621763706207268
pre_onset,1458,0.019204389574759947,0.005722347045061651,0.036109754066373116,0.5033743381500244,lebowski,M-C pair,1,i3,g2,1.5621763706207268
all,19663,0.02680160707928597,0.020891552837211665,0.033134618230463,0.7634103894233704,lebowski,M-C pair,1,i3,g2,1.5621763706207268
Pedestrians,1831,0.028399781540142,0.014453768117934564,0.04647284801535449,1.0164934396743774,lebowski,M-C pair,1,i3,g2,1.5621763706207268
Cyclists,2830,0.06537102473498234,0.03975857854745973,0.09438532053794232,1.0903578996658325,lebowski,M-C pair,1,i3,g2,1.5621763706207268
Cut_ins,885,0.04406779661016949,0.012775101844711546,0.0858760528231257,1.30959153175354,lebowski,M-C pair,1,i3,g2,1.5621763706207268
FOD,3561,0.020219039595619208,0.008489388897906186,0.03463105392374584,0.4885317385196686,lebowski,M-C pair,1,i3,g2,1.5621763706207268
Intersections,4772,0.008382229673093043,0.004138991760055587,0.013548146083982174,0.565538763999939,lebowski,M-C pair,1,i3,g2,1.5621763706207268
straight_yaw,11597,0.9093731137363111,0.8982514306677489,0.9198261870661127,15.285867691040039,lebowski,M-C hard,1,i3,none,2.9398764610290504
pre_onset,1458,0.9094650205761317,0.8757631448920812,0.9384920977720735,16.076173782348633,lebowski,M-C hard,1,i3,none,2.9398764610290504
all,19663,0.9182220413975487,0.9102881624698064,0.9260409992822879,15.991720199584961,lebowski,M-C hard,1,i3,none,2.9398764610290504
Pedestrians,1831,0.9137083560895686,0.8900976670673836,0.9366082479986819,15.83482837677002,lebowski,M-C hard,1,i3,none,2.9398764610290504
Cyclists,2830,0.9067137809187279,0.8823336106607655,0.9279510353529797,15.641880989074707,lebowski,M-C hard,1,i3,none,2.9398764610290504
Cut_ins,885,0.896045197740113,0.8668081678360035,0.9257908617265482,15.631573677062988,lebowski,M-C hard,1,i3,none,2.9398764610290504
FOD,3561,0.9247402415051952,0.9066930254572263,0.9408426700123709,16.211328506469727,lebowski,M-C hard,1,i3,none,2.9398764610290504
Intersections,4772,0.9174350377200335,0.8997078197101689,0.9331647033459677,16.000673294067383,lebowski,M-C hard,1,i3,none,2.9398764610290504
straight_yaw,11597,0.9046305078899716,0.893692328947024,0.9148974667967835,10.790757179260254,lebowski,M-C uniform,1,i3,none,2.011610662937163
pre_onset,1458,0.9170096021947873,0.8830828015877004,0.9459649305747985,11.466007232666016,lebowski,M-C uniform,1,i3,none,2.011610662937163
all,19663,0.914306057061486,0.9065259960527292,0.9218424955540582,11.34134578704834,lebowski,M-C uniform,1,i3,none,2.011610662937163
Pedestrians,1831,0.9000546149645002,0.8739145160197792,0.9256468077186253,11.031064987182617,lebowski,M-C uniform,1,i3,none,2.011610662937163
Cyclists,2830,0.896113074204947,0.8725837120767099,0.9177431033346365,11.006786346435547,lebowski,M-C uniform,1,i3,none,2.011610662937163
Cut_ins,885,0.8723163841807909,0.8467354249011858,0.8984888597737722,10.548129081726074,lebowski,M-C uniform,1,i3,none,2.011610662937163
FOD,3561,0.9236169615276608,0.9054505005561735,0.9396345096026146,11.516979217529297,lebowski,M-C uniform,1,i3,none,2.011610662937163
Intersections,4772,0.9155490360435876,0.8989305526490039,0.930848999684705,11.525350570678711,lebowski,M-C uniform,1,i3,none,2.011610662937163
straight_yaw,11597,0.05122014314046736,0.04077233645906453,0.06267545492309542,0.3979245722293854,lebowski,student A,1,i3,none,1.2043639659881586
pre_onset,1458,0.01440329218106996,0.006016042780748663,0.024523256235810344,0.33898818492889404,lebowski,student A,1,i3,none,1.2043639659881586
all,19663,0.05599349031175304,0.048278629117236786,0.06385842051690653,0.43048009276390076,lebowski,student A,1,i3,none,1.2043639659881586
Pedestrians,1831,0.04423812124522119,0.02388156150583245,0.06923578933629183,0.4381229877471924,lebowski,student A,1,i3,none,1.2043639659881586
Cyclists,2830,0.0519434628975265,0.03490464195753868,0.07117200696532339,0.44481131434440613,lebowski,student A,1,i3,none,1.2043639659881586
Cut_ins,885,0.06779661016949153,0.029441918723325293,0.11230688419231243,0.4940800070762634,lebowski,student A,1,i3,none,1.2043639659881586
FOD,3561,0.06543105869137883,0.04559270516717325,0.08968021645079213,0.42905983328819275,lebowski,student A,1,i3,none,1.2043639659881586
Intersections,4772,0.04568315171835708,0.03370040817604595,0.05876417539193871,0.40062078833580017,lebowski,student A,1,i3,none,1.2043639659881586
straight_yaw,11597,0.0009485211692679142,0.00025150800022262666,0.0018851208674847877,0.05584866926074028,lebowski,student A,1,i3,g2,1.2043639659881586
pre_onset,1458,0.0,0.0,0.0,0.03263542056083679,lebowski,student A,1,i3,g2,1.2043639659881586
all,19663,0.0010171387885877028,0.0004521851903557832,0.0017096054081065387,0.057170916348695755,lebowski,student A,1,i3,g2,1.2043639659881586
Pedestrians,1831,0.0005461496450027307,0.0,0.0017878426698450535,0.07270465791225433,lebowski,student A,1,i3,g2,1.2043639659881586
Cyclists,2830,0.0024734982332155478,0.0,0.005657979816940391,0.07406960427761078,lebowski,student A,1,i3,g2,1.2043639659881586
Cut_ins,885,0.0011299435028248588,0.0,0.003496605494855202,0.09557840973138809,lebowski,student A,1,i3,g2,1.2043639659881586
FOD,3561,0.001965739960685201,0.0002786272042941486,0.004248178668238747,0.046847715973854065,lebowski,student A,1,i3,g2,1.2043639659881586
Intersections,4772,0.00041911148365465214,0.0,0.0013149243918474688,0.04496422037482262,lebowski,student A,1,i3,g2,1.2043639659881586
straight_yaw,11597,0.0626886263688885,0.052214596385990686,0.07437716490518749,0.4769133925437927,lebowski,student B,1,i3,none,1.0360966324806204
pre_onset,1458,0.021262002743484224,0.008613679791163419,0.03608605135322693,0.4271535575389862,lebowski,student B,1,i3,none,1.0360966324806204
all,19663,0.06519859634847175,0.05736002520527827,0.07340335910896256,0.5004397034645081,lebowski,student B,1,i3,none,1.0360966324806204
Pedestrians,1831,0.056799563080284,0.036952248218460694,0.07916713800904976,0.5365505814552307,lebowski,student B,1,i3,none,1.0360966324806204
Cyclists,2830,0.06466431095406361,0.046687839305103146,0.0844842240066025,0.5333983898162842,lebowski,student B,1,i3,none,1.0360966324806204
Cut_ins,885,0.09265536723163842,0.05284340864881042,0.13870293310449236,0.6873474717140198,lebowski,student B,1,i3,none,1.0360966324806204
FOD,3561,0.07076663858466722,0.05042937913508017,0.09477074040484912,0.4643329679965973,lebowski,student B,1,i3,none,1.0360966324806204
Intersections,4772,0.056370494551550715,0.042580066103657825,0.07106501975915445,0.4526577591896057,lebowski,student B,1,i3,none,1.0360966324806204
straight_yaw,11597,0.6390445804949556,0.6142272149450344,0.663569432694917,5.673049449920654,lebowski,M-C pair,2,i3,none,1.7365306258201587
