scope,n,activation,lo,hi,delta_mag_median_m,model,head,seed,stats,gate,tau
Pedestrians,1831,0.0032768978700163844,0.000526301953622226,0.006964697745808399,0.05166155844926834,cinque,student A,1,i3,g2,1.0257590532302852
Cyclists,2830,0.005653710247349823,0.002038718671054381,0.010125720422883813,0.06320131570100784,cinque,student A,1,i3,g2,1.0257590532302852
Cut_ins,885,0.006779661016949152,0.0,0.02097963296913121,0.06640411168336868,cinque,student A,1,i3,g2,1.0257590532302852
FOD,3561,0.002246559955068801,0.0,0.00630377009693174,0.03975871950387955,cinque,student A,1,i3,g2,1.0257590532302852
Intersections,4772,0.0014668901927912825,0.00021021652301870928,0.0030889836971520006,0.03544805943965912,cinque,student A,1,i3,g2,1.0257590532302852
straight_yaw,11597,0.09398982495472967,0.07987303592517803,0.10883131006548936,0.35907432436943054,cinque,student B,1,i3,none,1.1683087050914762
pre_onset,1458,0.05761316872427984,0.030263112647505974,0.09103951672087776,0.3149465322494507,cinque,student B,1,i3,none,1.1683087050914762
all,19663,0.09194934648832834,0.08136143685414832,0.10288895247409488,0.4255483150482178,cinque,student B,1,i3,none,1.1683087050914762
Pedestrians,1831,0.09666848716548335,0.06857929625199363,0.12710552937627817,0.40116339921951294,cinque,student B,1,i3,none,1.1683087050914762
Cyclists,2830,0.1137809187279152,0.0878156972612023,0.14024506787499066,0.5050195455551147,cinque,student B,1,i3,none,1.1683087050914762
Cut_ins,885,0.16836158192090395,0.10141249409674591,0.255344295073218,0.5325652360916138,cinque,student B,1,i3,none,1.1683087050914762
FOD,3561,0.07834877843302443,0.05597468676370699,0.10271332466802502,0.38455042243003845,cinque,student B,1,i3,none,1.1683087050914762
Intersections,4772,0.08445096395641241,0.06493713326987179,0.10540639512535027,0.3758363723754883,cinque,student B,1,i3,none,1.1683087050914762
straight_yaw,11597,0.861257221695266,0.8443836723399486,0.8765131379886868,11.213462829589844,cinque,M-C pair,2,i3,none,1.665218305587768
pre_onset,1458,0.6728395061728395,0.6129871451562733,0.7322014503199509,10.162078857421875,cinque,M-C pair,2,i3,none,1.665218305587768
all,19663,0.7866551390937293,0.7695121375735888,0.8032988335031509,11.160393714904785,cinque,M-C pair,2,i3,none,1.665218305587768
Pedestrians,1831,0.7913708356089568,0.7348644808468866,0.8439900255754476,11.30468463897705,cinque,M-C pair,2,i3,none,1.665218305587768
Cyclists,2830,0.8028268551236749,0.7625206914771651,0.8397226139927081,12.054762840270996,cinque,M-C pair,2,i3,none,1.665218305587768
Cut_ins,885,0.8983050847457628,0.8579573858932891,0.9331934527792934,12.607701301574707,cinque,M-C pair,2,i3,none,1.665218305587768
FOD,3561,0.7941589441168211,0.7500723004561715,0.834808651196842,10.375958442687988,cinque,M-C pair,2,i3,none,1.665218305587768
Intersections,4772,0.7931684828164292,0.763169065175815,0.8229228761434663,11.183794021606445,cinque,M-C pair,2,i3,none,1.665218305587768
straight_yaw,11597,0.09243769940501854,0.0769225904376423,0.10873426031723794,1.778968095779419,cinque,M-C pair,2,i3,g2,1.665218305587768
