scope,judge,n,delta,lo,hi,model,arm
all,RFS (rater),478,-0.012615200298930778,-0.04256987365935075,0.01630358114312402,cinque,g3 x M-C
all,ADE dec1-9,17389,0.0044692582450807095,0.0022179828681774005,0.007043173659752274,cinque,g3 x M-C
all,ADE pre_onset dec1-9,1245,0.00923270545899868,0.0002786960988271361,0.019620169933585643,cinque,g3 x M-C
Pedestrians,RFS (rater),52,0.0,0.0,0.0,cinque,g3 x M-C
Pedestrians,ADE dec1-9,1637,0.008290939033031464,-0.00022270442949230324,0.01971653779016522,cinque,g3 x M-C
Pedestrians,ADE pre_onset dec1-9,83,0.00150823884177953,-0.0034064292545696036,0.007185995578765869,cinque,g3 x M-C
Cyclists,RFS (rater),71,0.06215358478523304,0.0,0.18646075435569912,cinque,g3 x M-C
Cyclists,ADE dec1-9,2326,0.002534136874601245,-0.0031779570874541476,0.008805476858873089,cinque,g3 x M-C
Cyclists,ADE pre_onset dec1-9,206,0.01942845992743969,-0.0002553524545660601,0.0554979075893434,cinque,g3 x M-C
Cut_ins,RFS (rater),20,0.0,0.0,0.0,cinque,g3 x M-C
Cut_ins,ADE dec1-9,724,0.006484381388872862,0.0009317357421229478,0.01461182548078866,cinque,g3 x M-C
Cut_ins,ADE pre_onset dec1-9,16,0.04906255751848221,0.0,0.12394751373090242,cinque,g3 x M-C
FOD,RFS (rater),78,0.0,0.0,0.0,cinque,g3 x M-C
FOD,ADE dec1-9,3175,0.00048073564539663494,-0.001422436889321974,0.0024740684801982295,cinque,g3 x M-C
FOD,ADE pre_onset dec1-9,252,0.006176597438752651,-0.00046195375413228074,0.015354793042953212,cinque,g3 x M-C
Intersections,RFS (rater),116,-0.03007840273926176,-0.09447775987346806,0.003333661361335283,cinque,g3 x M-C
Intersections,ADE dec1-9,4299,0.0072622643783688545,0.0013128886649374802,0.015103167627688423,cinque,g3 x M-C
Intersections,ADE pre_onset dec1-9,301,0.0023996869567781687,-0.02236393525550492,0.03357283910864019,cinque,g3 x M-C
all,RFS (rater),478,-0.023213302303533637,-0.051286180552745295,0.0002657965521907932,cinque,g3 x const
all,ADE dec1-9,17389,0.0028767676558345556,0.00084814466017041,0.005039511747480806,cinque,g3 x const
all,ADE pre_onset dec1-9,1245,0.004500820301473141,-0.0031779448062335012,0.013183691288837448,cinque,g3 x const
Pedestrians,RFS (rater),52,0.0,0.0,0.0,cinque,g3 x const
Pedestrians,ADE dec1-9,1637,0.00401302520185709,-0.004892773982114897,0.014180050854830229,cinque,g3 x const
Pedestrians,ADE pre_onset dec1-9,83,0.0012596044689416885,-0.0032577273847124015,0.006344379074700975,cinque,g3 x const
Cyclists,RFS (rater),71,0.027339496687540033,0.0,0.08201849006262009,cinque,g3 x const
Cyclists,ADE dec1-9,2326,0.0035333645064383745,-0.0030985605946487744,0.011480547875522176,cinque,g3 x const
Cyclists,ADE pre_onset dec1-9,206,0.00453462777659297,-0.00024602222890361377,0.012885158045390838,cinque,g3 x const
Cut_ins,RFS (rater),20,0.0,0.0,0.0,cinque,g3 x const
Cut_ins,ADE dec1-9,724,0.007535494398325682,-0.0005519187904053157,0.021676501115063147,cinque,g3 x const
