model,g3_sum,g3_mean,c_x_2s,c_y_2s,c_x_4s,c_y_4s
cinque,197.35585021972656,0.010036914609372616,-0.2107897251844406,0.05333976820111275,-2.8226373195648193,-0.04436958208680153
lebowski,297.04058837890625,0.015106575563549995,-0.4249503016471863,0.07110816985368729,-5.195629596710205,0.04619259759783745
