scope,judge,n,delta,lo,hi,model,head,seed,stats,gate
Cyclists,ADE pre_onset dec1-9,206,0.12904198467731476,-0.043257257232529725,0.3356702786565772,cinque,student B,0,wod-train,none
Cut_ins,RFS (rater),20,-0.15744410491904426,-0.6168124281845,0.3092465084867674,cinque,student B,0,wod-train,none
Cut_ins,ADE dec1-9,724,0.598674476146698,0.3264608467076606,0.9463524743086158,cinque,student B,0,wod-train,none
Cut_ins,ADE pre_onset dec1-9,16,0.01629793643951416,-0.3011525729123284,0.2960914210839705,cinque,student B,0,wod-train,none
FOD,RFS (rater),78,-0.2707368338091868,-0.6038431120634028,0.0467538017816213,cinque,student B,0,wod-train,none
FOD,ADE dec1-9,3175,0.41733667254447937,0.2920406901367144,0.5687275324618388,cinque,student B,0,wod-train,none
FOD,ADE pre_onset dec1-9,252,0.4789140224456787,0.21085437052253792,0.8729388801198278,cinque,student B,0,wod-train,none
Intersections,RFS (rater),116,-0.150419559847052,-0.37381077639668703,0.04882009006322092,cinque,student B,0,wod-train,none
Intersections,ADE dec1-9,4299,0.3989046812057495,0.3076469995370404,0.4993954826798695,cinque,student B,0,wod-train,none
Intersections,ADE pre_onset dec1-9,301,0.18184250593185425,0.04173561010759538,0.3409254424897027,cinque,student B,0,wod-train,none
all,RFS (rater),478,-2.2415255579205127,-2.4591918017594825,-2.021929949566795,cinque,M-C pair,1,wod-train,none
all,ADE dec1-9,17389,2.603142499923706,2.511025691375895,2.697137181983589,cinque,M-C pair,1,wod-train,none
all,ADE pre_onset dec1-9,1245,2.2916922569274902,1.9439432273872372,2.6756621185126193,cinque,M-C pair,1,wod-train,none
Pedestrians,RFS (rater),52,-2.3707006381965527,-3.0075063947045795,-1.729824443940316,cinque,M-C pair,1,wod-train,none
Pedestrians,ADE dec1-9,1637,2.860776662826538,2.5484266311374344,3.1925134017100456,cinque,M-C pair,1,wod-train,none
Pedestrians,ADE pre_onset dec1-9,83,3.1813888549804688,1.5887236232014665,4.939927574527872,cinque,M-C pair,1,wod-train,none
Cyclists,RFS (rater),71,-2.054601312583995,-2.6997462307313507,-1.3995609131900302,cinque,M-C pair,1,wod-train,none
Cyclists,ADE dec1-9,2326,2.3878586292266846,2.177302008389628,2.617654609828294,cinque,M-C pair,1,wod-train,none
Cyclists,ADE pre_onset dec1-9,206,2.1611955165863037,1.5399532445829474,2.763729271735004,cinque,M-C pair,1,wod-train,none
Cut_ins,RFS (rater),20,-1.7575988705608527,-2.6997099972981506,-0.8874549764868821,cinque,M-C pair,1,wod-train,none
Cut_ins,ADE dec1-9,724,2.079744338989258,1.7780747277076874,2.392840556906902,cinque,M-C pair,1,wod-train,none
Cut_ins,ADE pre_onset dec1-9,16,3.0231356620788574,2.230665147304535,3.6173499261631683,cinque,M-C pair,1,wod-train,none
FOD,RFS (rater),78,-2.5454400095929017,-3.1272525412876164,-1.9548799075524383,cinque,M-C pair,1,wod-train,none
FOD,ADE dec1-9,3175,2.5623526573181152,2.356139253060364,2.781806535946428,cinque,M-C pair,1,wod-train,none
FOD,ADE pre_onset dec1-9,252,2.262254476547241,1.4451494944934247,3.1991427783002626,cinque,M-C pair,1,wod-train,none
Intersections,RFS (rater),116,-2.330433797749131,-2.7350603239095244,-1.9180436020724965,cinque,M-C pair,1,wod-train,none
Intersections,ADE dec1-9,4299,2.687371015548706,2.5085250941427626,2.873042732356362,cinque,M-C pair,1,wod-train,none
Intersections,ADE pre_onset dec1-9,301,2.029730796813965,1.461259262743066,2.5763335288757996,cinque,M-C pair,1,wod-train,none
all,RFS (rater),478,-2.8865961954978125,-3.1204060298214005,-2.6528689600366233,cinque,M-C hard,1,wod-train,none
all,ADE dec1-9,17389,5.602695941925049,5.453855934478832,5.752794489410809,cinque,M-C hard,1,wod-train,none
all,ADE pre_onset dec1-9,1245,5.457218647003174,4.912567827190059,6.045494582745951,cinque,M-C hard,1,wod-train,none
Pedestrians,RFS (rater),52,-3.0380953530505934,-3.679007860064521,-2.3987429682479435,cinque,M-C hard,1,wod-train,none
Pedestrians,ADE dec1-9,1637,5.407922267913818,4.911617360970205,5.9328516958696405,cinque,M-C hard,1,wod-train,none
Pedestrians,ADE pre_onset dec1-9,83,5.413365364074707,3.81415933456722,7.594090858205633,cinque,M-C hard,1,wod-train,none
Cyclists,RFS (rater),71,-2.5542605237428746,-3.157303056269628,-1.9360616553502246,cinque,M-C hard,1,wod-train,none
Cyclists,ADE dec1-9,2326,4.90338659286499,4.5392789004934855,5.275348623552638,cinque,M-C hard,1,wod-train,none
Cyclists,ADE pre_onset dec1-9,206,5.602324485778809,4.390096185445878,6.905210785237153,cinque,M-C hard,1,wod-train,none
Cut_ins,RFS (rater),20,-2.7939616066201323,-3.941157760806689,-1.5334162056758485,cinque,M-C hard,1,wod-train,none
Cut_ins,ADE dec1-9,724,5.49718713760376,4.9386575816535485,6.039058881712566,cinque,M-C hard,1,wod-train,none
Cut_ins,ADE pre_onset dec1-9,16,3.5115463733673096,1.076231688261032,6.011513549089432,cinque,M-C hard,1,wod-train,none
FOD,RFS (rater),78,-3.1693880180424028,-3.7580879703943397,-2.550361759269398,cinque,M-C hard,1,wod-train,none
FOD,ADE dec1-9,3175,6.064444541931152,5.669188386425683,6.43850573684835,cinque,M-C hard,1,wod-train,none
FOD,ADE pre_onset dec1-9,252,5.265614986419678,3.9884972227877973,6.613190545210877,cinque,M-C hard,1,wod-train,none
Intersections,RFS (rater),116,-2.78749406334982,-3.2462434673339478,-2.320674233583345,cinque,M-C hard,1,wod-train,none
Intersections,ADE dec1-9,4299,5.728217124938965,5.469962352873562,5.979304297463586,cinque,M-C hard,1,wod-train,none
Intersections,ADE pre_onset dec1-9,301,5.966149806976318,5.015031230730227,7.03865865772907,cinque,M-C hard,1,wod-train,none
all,RFS (rater),478,-2.57015544040389,-2.801045526129756,-2.3383796932811194,cinque,M-C uniform,1,wod-train,none
all,ADE dec1-9,17389,3.7321596145629883,3.626070543599883,3.836327661972927,cinque,M-C uniform,1,wod-train,none
all,ADE pre_onset dec1-9,1245,3.5849475860595703,3.184134822732654,4.014515841140528,cinque,M-C uniform,1,wod-train,none
Pedestrians,RFS (rater),52,-2.5666307100498873,-3.158939657340066,-1.9816745246229925,cinque,M-C uniform,1,wod-train,none
Pedestrians,ADE dec1-9,1637,3.5478761196136475,3.201693143401321,3.9123689178815644,cinque,M-C uniform,1,wod-train,none
Pedestrians,ADE pre_onset dec1-9,83,3.4099488258361816,2.3130288610355807,4.945897475989495,cinque,M-C uniform,1,wod-train,none
Cyclists,RFS (rater),71,-2.1528887029691193,-2.7867932620974245,-1.5093196626031156,cinque,M-C uniform,1,wod-train,none
Cyclists,ADE dec1-9,2326,3.172847270965576,2.9108626074449986,3.4464999779091348,cinque,M-C uniform,1,wod-train,none
Cyclists,ADE pre_onset dec1-9,206,3.8818857669830322,2.9940445465379897,4.91364582880918,cinque,M-C uniform,1,wod-train,none
Cut_ins,RFS (rater),20,-2.652589200013889,-3.8215959451058987,-1.3816273318539816,cinque,M-C uniform,1,wod-train,none
Cut_ins,ADE dec1-9,724,3.465625286102295,3.1635949437447586,3.7596311662202995,cinque,M-C uniform,1,wod-train,none
Cut_ins,ADE pre_onset dec1-9,16,2.432769536972046,0.8619841445576061,3.6558203069787276,cinque,M-C uniform,1,wod-train,none
FOD,RFS (rater),78,-2.901684305093011,-3.4784089233116635,-2.308676646205673,cinque,M-C uniform,1,wod-train,none
FOD,ADE dec1-9,3175,4.074910640716553,3.7993962272689674,4.333986162045204,cinque,M-C uniform,1,wod-train,none
FOD,ADE pre_onset dec1-9,252,3.4058992862701416,2.4847181789442123,4.405313944580022,cinque,M-C uniform,1,wod-train,none
Intersections,RFS (rater),116,-2.5980451400912177,-3.037330342145255,-2.1410207123616374,cinque,M-C uniform,1,wod-train,none
Intersections,ADE dec1-9,4299,3.8786895275115967,3.6930490171243147,4.056585531340557,cinque,M-C uniform,1,wod-train,none
Intersections,ADE pre_onset dec1-9,301,3.9612066745758057,3.322937947970892,4.639279304663459,cinque,M-C uniform,1,wod-train,none
all,RFS (rater),478,-0.24991638567140106,-0.3638108313075752,-0.1397103706426064,cinque,student A,1,wod-train,none
all,ADE dec1-9,17389,0.4081147611141205,0.3562220421299601,0.46330656861640773,cinque,student A,1,wod-train,none
all,ADE pre_onset dec1-9,1245,0.21098284423351288,0.13064589295528536,0.3068250255461075,cinque,student A,1,wod-train,none
Pedestrians,RFS (rater),52,-0.4637616635642544,-0.9614073932357745,0.011670771825625346,cinque,student A,1,wod-train,none
Pedestrians,ADE dec1-9,1637,0.5235968828201294,0.3541543021033473,0.7094438343144744,cinque,student A,1,wod-train,none
Pedestrians,ADE pre_onset dec1-9,83,0.29685720801353455,-0.04542266947774705,0.9204047737354544,cinque,student A,1,wod-train,none
Cyclists,RFS (rater),71,-0.4171763492144598,-0.7807956383146994,-0.10443105269543279,cinque,student A,1,wod-train,none
Cyclists,ADE dec1-9,2326,0.3331339359283447,0.2339204332398819,0.45336265702168277,cinque,student A,1,wod-train,none
Cyclists,ADE pre_onset dec1-9,206,0.1596001386642456,0.03501675185218969,0.30600385540903047,cinque,student A,1,wod-train,none
Cut_ins,RFS (rater),20,-0.085862511702714,-0.4907184648595907,0.30136505271332276,cinque,student A,1,wod-train,none
Cut_ins,ADE dec1-9,724,0.5518641471862793,0.30184436715317386,0.8662315023933713,cinque,student A,1,wod-train,none
Cut_ins,ADE pre_onset dec1-9,16,0.012409508228302002,-0.6124533940764034,0.8619606603275646,cinque,student A,1,wod-train,none
FOD,RFS (rater),78,-0.16507863894365235,-0.4636751750282426,0.09455463602515254,cinque,student A,1,wod-train,none
FOD,ADE dec1-9,3175,0.43637335300445557,0.2943945090267266,0.6165787540577224,cinque,student A,1,wod-train,none
FOD,ADE pre_onset dec1-9,252,0.406558632850647,0.14675070358657977,0.7802341803161812,cinque,student A,1,wod-train,none
Intersections,RFS (rater),116,-0.11023820062138334,-0.35731713124247394,0.11519972014588571,cinque,student A,1,wod-train,none
Intersections,ADE dec1-9,4299,0.3866672217845917,0.29720534189555753,0.48192125985193296,cinque,student A,1,wod-train,none
Intersections,ADE pre_onset dec1-9,301,0.12576548755168915,0.04766606902364781,0.22427931813355506,cinque,student A,1,wod-train,none
all,RFS (rater),478,-0.3722813167706921,-0.5002402668336164,-0.247133317742723,cinque,student B,1,wod-train,none
all,ADE dec1-9,17389,0.6071303486824036,0.5402488190137935,0.6764144048632222,cinque,student B,1,wod-train,none
all,ADE pre_onset dec1-9,1245,0.35221031308174133,0.23775748207386488,0.48498978330786274,cinque,student B,1,wod-train,none
Pedestrians,RFS (rater),52,-0.6089108327659243,-1.1066657474812471,-0.13212603237152004,cinque,student B,1,wod-train,none
Pedestrians,ADE dec1-9,1637,0.7774757146835327,0.5500275130891638,1.0221290899633313,cinque,student B,1,wod-train,none
Pedestrians,ADE pre_onset dec1-9,83,0.39360469579696655,0.06084709676518811,1.10558325541289,cinque,student B,1,wod-train,none
Cyclists,RFS (rater),71,-0.4962593286122299,-0.8346882384284026,-0.20982092656529036,cinque,student B,1,wod-train,none
Cyclists,ADE dec1-9,2326,0.6191478371620178,0.48398260684725,0.7666778519646532,cinque,student B,1,wod-train,none
Cyclists,ADE pre_onset dec1-9,206,0.2696284055709839,0.05567042200662145,0.5596385611840358,cinque,student B,1,wod-train,none
Cut_ins,RFS (rater),20,-0.4366757095506899,-0.8824835475130025,-0.02097781203837483,cinque,student B,1,wod-train,none
Cut_ins,ADE dec1-9,724,0.9173954725265503,0.6093094517995831,1.2583461052254756,cinque,student B,1,wod-train,none
Cut_ins,ADE pre_onset dec1-9,16,0.09421724081039429,-0.37884954494588513,0.8519463484937494,cinque,student B,1,wod-train,none
FOD,RFS (rater),78,-0.2833322660835708,-0.6250467120042068,0.052666285233743296,cinque,student B,1,wod-train,none
FOD,ADE dec1-9,3175,0.5882249474525452,0.4217445645026298,0.7915084078984281,cinque,student B,1,wod-train,none
FOD,ADE pre_onset dec1-9,252,0.6125349998474121,0.260405633293786,1.1049882811698657,cinque,student B,1,wod-train,none
Intersections,RFS (rater),116,-0.2393513094929233,-0.5170386955757013,0.02476916672362062,cinque,student B,1,wod-train,none
Intersections,ADE dec1-9,4299,0.5460768938064575,0.42782495558202677,0.6754501810348831,cinque,student B,1,wod-train,none
Intersections,ADE pre_onset dec1-9,301,0.21279846131801605,0.05157391294367136,0.4056629316475095,cinque,student B,1,wod-train,none
all,RFS (rater),478,-2.245313467108713,-2.4638670847399164,-2.0260441315459303,cinque,M-C pair,2,wod-train,none
all,ADE dec1-9,17389,2.6193692684173584,2.5259883713074673,2.7156648639693106,cinque,M-C pair,2,wod-train,none
all,ADE pre_onset dec1-9,1245,2.2307660579681396,1.8822275678430749,2.6147775667065916,cinque,M-C pair,2,wod-train,none
Pedestrians,RFS (rater),52,-2.4157217239535647,-3.0410330792039395,-1.788898357468475,cinque,M-C pair,2,wod-train,none
Pedestrians,ADE dec1-9,1637,2.8525571823120117,2.539969860032466,3.1762529832325734,cinque,M-C pair,2,wod-train,none
Pedestrians,ADE pre_onset dec1-9,83,3.1505918502807617,1.6154593356720428,4.818233695040855,cinque,M-C pair,2,wod-train,none
Cyclists,RFS (rater),71,-2.029189199100382,-2.6861740109901584,-1.3657565854451892,cinque,M-C pair,2,wod-train,none
Cyclists,ADE dec1-9,2326,2.4048843383789062,2.189557673649167,2.6386126418543685,cinque,M-C pair,2,wod-train,none
Cyclists,ADE pre_onset dec1-9,206,2.094611644744873,1.492084812033692,2.6796718504998998,cinque,M-C pair,2,wod-train,none
Cut_ins,RFS (rater),20,-1.6953160409626662,-2.6523788119851006,-0.8037970656152498,cinque,M-C pair,2,wod-train,none
Cut_ins,ADE dec1-9,724,2.086423873901367,1.7909603648457117,2.3883989080106907,cinque,M-C pair,2,wod-train,none
Cut_ins,ADE pre_onset dec1-9,16,2.9873135089874268,2.2518451043537686,3.559344530105591,cinque,M-C pair,2,wod-train,none
FOD,RFS (rater),78,-2.45939001787827,-3.0490921437387026,-1.8468984429012543,cinque,M-C pair,2,wod-train,none
FOD,ADE dec1-9,3175,2.5737946033477783,2.359131602982632,2.806003049209337,cinque,M-C pair,2,wod-train,none
FOD,ADE pre_onset dec1-9,252,2.250519275665283,1.4129304674347025,3.246720705982544,cinque,M-C pair,2,wod-train,none
Intersections,RFS (rater),116,-2.36093719455458,-2.7648237287136785,-1.9497852097583812,cinque,M-C pair,2,wod-train,none
Intersections,ADE dec1-9,4299,2.694894790649414,2.5179949422918617,2.8773374858188574,cinque,M-C pair,2,wod-train,none
Intersections,ADE pre_onset dec1-9,301,1.9228119850158691,1.3487935749223647,2.492480896830308,cinque,M-C pair,2,wod-train,none
all,RFS (rater),478,-2.8779477199884944,-3.1126100086705364,-2.6429953904026613,cinque,M-C hard,2,wod-train,none
all,ADE dec1-9,17389,5.588504791259766,5.438544779632401,5.740257112791483,cinque,M-C hard,2,wod-train,none
all,ADE pre_onset dec1-9,1245,5.561877250671387,5.00796491368962,6.159396333775815,cinque,M-C hard,2,wod-train,none
Pedestrians,RFS (rater),52,-3.0140582544397225,-3.6585345140575334,-2.375021096504475,cinque,M-C hard,2,wod-train,none
Pedestrians,ADE dec1-9,1637,5.406922340393066,4.8980861731171474,5.9439761518669565,cinque,M-C hard,2,wod-train,none
Pedestrians,ADE pre_onset dec1-9,83,5.555063724517822,3.9150483572887214,7.790183706074236,cinque,M-C hard,2,wod-train,none
Cyclists,RFS (rater),71,-2.5609950500253547,-3.1788595847806085,-1.9244850857501412,cinque,M-C hard,2,wod-train,none
Cyclists,ADE dec1-9,2326,4.899280548095703,4.534653234038752,5.274589272058717,cinque,M-C hard,2,wod-train,none
Cyclists,ADE pre_onset dec1-9,206,5.674784183502197,4.456549921889467,6.990751750684964,cinque,M-C hard,2,wod-train,none
Cut_ins,RFS (rater),20,-2.787827683767743,-3.9369526747895875,-1.5244625374133391,cinque,M-C hard,2,wod-train,none
Cut_ins,ADE dec1-9,724,5.450321197509766,4.87763753495209,6.008360135256084,cinque,M-C hard,2,wod-train,none
Cut_ins,ADE pre_onset dec1-9,16,3.4424140453338623,1.1151224275430043,5.835376217961311,cinque,M-C hard,2,wod-train,none
FOD,RFS (rater),78,-3.1373765391866746,-3.733584724736936,-2.5166341722221746,cinque,M-C hard,2,wod-train,none
FOD,ADE dec1-9,3175,6.045932769775391,5.650131410271397,6.424832252338728,cinque,M-C hard,2,wod-train,none
FOD,ADE pre_onset dec1-9,252,5.367636203765869,4.059957951972137,6.74296802696791,cinque,M-C hard,2,wod-train,none
Intersections,RFS (rater),116,-2.778408881097628,-3.2361480471388546,-2.3118590415983724,cinque,M-C hard,2,wod-train,none
Intersections,ADE dec1-9,4299,5.7166547775268555,5.452338073921611,5.9725406514247,cinque,M-C hard,2,wod-train,none
Intersections,ADE pre_onset dec1-9,301,6.083845138549805,5.094233848037484,7.203044318786453,cinque,M-C hard,2,wod-train,none
all,RFS (rater),478,-2.553053966424798,-2.7847674600907673,-2.31965815854802,cinque,M-C uniform,2,wod-train,none
all,ADE dec1-9,17389,3.726243495941162,3.6196147588159127,3.8320901215284024,cinque,M-C uniform,2,wod-train,none
all,ADE pre_onset dec1-9,1245,3.64687180519104,3.24054529707176,4.078604960278994,cinque,M-C uniform,2,wod-train,none
Pedestrians,RFS (rater),52,-2.5418420304026816,-3.1325665294916263,-1.9483372849517981,cinque,M-C uniform,2,wod-train,none
Pedestrians,ADE dec1-9,1637,3.546046495437622,3.190640090918679,3.9182674383204565,cinque,M-C uniform,2,wod-train,none
Pedestrians,ADE pre_onset dec1-9,83,3.491224527359009,2.383292639112086,5.038790529254722,cinque,M-C uniform,2,wod-train,none
Cyclists,RFS (rater),71,-2.132060206616355,-2.7644747153349982,-1.4930469289393602,cinque,M-C uniform,2,wod-train,none
Cyclists,ADE dec1-9,2326,3.177687883377075,2.911546051928486,3.4570787784079617,cinque,M-C uniform,2,wod-train,none
Cyclists,ADE pre_onset dec1-9,206,3.9406142234802246,3.038788791484303,4.9882519725045915,cinque,M-C uniform,2,wod-train,none
Cut_ins,RFS (rater),20,-2.6364282290055145,-3.8245969520165963,-1.3328083087676972,cinque,M-C uniform,2,wod-train,none
Cut_ins,ADE dec1-9,724,3.4380264282226562,3.122995672525664,3.744914454530839,cinque,M-C uniform,2,wod-train,none
Cut_ins,ADE pre_onset dec1-9,16,2.4304871559143066,0.9134721051562916,3.5729386179070723,cinque,M-C uniform,2,wod-train,none
FOD,RFS (rater),78,-2.871523973446067,-3.453558203541707,-2.2741087875799364,cinque,M-C uniform,2,wod-train,none
FOD,ADE dec1-9,3175,4.062824249267578,3.78809683405323,4.320313314846774,cinque,M-C uniform,2,wod-train,none
FOD,ADE pre_onset dec1-9,252,3.464834451675415,2.5342149698568393,4.476650281835575,cinque,M-C uniform,2,wod-train,none
Intersections,RFS (rater),116,-2.5724843090979292,-3.0152274142872604,-2.1068890543748906,cinque,M-C uniform,2,wod-train,none
Intersections,ADE dec1-9,4299,3.870000123977661,3.682561818260178,4.050667489403026,cinque,M-C uniform,2,wod-train,none
Intersections,ADE pre_onset dec1-9,301,4.01494026184082,3.363533896842499,4.706422786698545,cinque,M-C uniform,2,wod-train,none
all,RFS (rater),478,-0.2771702918819988,-0.3924117844191182,-0.1671228459694116,cinque,student A,2,wod-train,none
all,ADE dec1-9,17389,0.4298018515110016,0.3749983779114621,0.4874676992870407,cinque,student A,2,wod-train,none
all,ADE pre_onset dec1-9,1245,0.21015752851963043,0.13183850457676466,0.3074045015631018,cinque,student A,2,wod-train,none
Pedestrians,RFS (rater),52,-0.4508854045087605,-0.9407430330365387,0.018157932604273216,cinque,student A,2,wod-train,none
Pedestrians,ADE dec1-9,1637,0.5392968654632568,0.3606207487362317,0.7362263062545827,cinque,student A,2,wod-train,none
Pedestrians,ADE pre_onset dec1-9,83,0.25293976068496704,-0.019328186035769288,0.8546891448859656,cinque,student A,2,wod-train,none
Cyclists,RFS (rater),71,-0.3507111683747995,-0.6867214900335052,-0.0674724135521072,cinque,student A,2,wod-train,none
Cyclists,ADE dec1-9,2326,0.3435007333755493,0.2277478691505695,0.49301420153689585,cinque,student A,2,wod-train,none
Cyclists,ADE pre_onset dec1-9,206,0.09804964810609818,-0.005936863807004849,0.2203418701650388,cinque,student A,2,wod-train,none
Cut_ins,RFS (rater),20,-0.14209398002761361,-0.5976195253005248,0.3096516140887321,cinque,student A,2,wod-train,none
Cut_ins,ADE dec1-9,724,0.5813162922859192,0.28899147431098215,0.9677049969181066,cinque,student A,2,wod-train,none
Cut_ins,ADE pre_onset dec1-9,16,0.028130564838647842,-0.42113076588686776,0.402852708643133,cinque,student A,2,wod-train,none
FOD,RFS (rater),78,-0.20568456999796061,-0.46899883216726856,0.017642888724904573,cinque,student A,2,wod-train,none
FOD,ADE dec1-9,3175,0.438977986574173,0.3046218026661899,0.6089026835599063,cinque,student A,2,wod-train,none
FOD,ADE pre_onset dec1-9,252,0.3596457839012146,0.13939805399419006,0.703148322359422,cinque,student A,2,wod-train,none
Intersections,RFS (rater),116,-0.2351558537282536,-0.4641903332354587,-0.028605567943894353,cinque,student A,2,wod-train,none
Intersections,ADE dec1-9,4299,0.418125718832016,0.32227236736213305,0.5212036838510938,cinque,student A,2,wod-train,none
Intersections,ADE pre_onset dec1-9,301,0.14132143557071686,0.06043035252790199,0.22452080690678838,cinque,student A,2,wod-train,none
all,RFS (rater),478,-0.23251581036982297,-0.34978421499541257,-0.11864761639449288,cinque,student B,2,wod-train,none
all,ADE dec1-9,17389,0.3883640170097351,0.3385390828168132,0.4411501870135066,cinque,student B,2,wod-train,none
all,ADE pre_onset dec1-9,1245,0.24375107884407043,0.15909783562271304,0.34388324826275546,cinque,student B,2,wod-train,none
Pedestrians,RFS (rater),52,-0.4435176726990532,-0.97346337215573,0.05032182552497062,cinque,student B,2,wod-train,none
Pedestrians,ADE dec1-9,1637,0.541559636592865,0.368966789151787,0.7327066693183858,cinque,student B,2,wod-train,none
Pedestrians,ADE pre_onset dec1-9,83,0.2591806948184967,4.1363366507890786e-05,0.9109099851729291,cinque,student B,2,wod-train,none
Cyclists,RFS (rater),71,-0.3387898524656178,-0.6715048951850434,-0.05338559317339114,cinque,student B,2,wod-train,none
Cyclists,ADE dec1-9,2326,0.3079868257045746,0.2198128607512069,0.41100935657171295,cinque,student B,2,wod-train,none
Cyclists,ADE pre_onset dec1-9,206,0.1861661821603775,0.0391079554906468,0.3531989384408968,cinque,student B,2,wod-train,none
Cut_ins,RFS (rater),20,-0.013335079296575847,-0.4494885245102141,0.4080978765959497,cinque,student B,2,wod-train,none
Cut_ins,ADE dec1-9,724,0.5158168077468872,0.28116581130402674,0.8174970705519372,cinque,student B,2,wod-train,none
Cut_ins,ADE pre_onset dec1-9,16,-0.09675304591655731,-0.5330058686873492,0.28508403626355255,cinque,student B,2,wod-train,none
FOD,RFS (rater),78,-0.17170860730085835,-0.4645080434125117,0.08291682838975137,cinque,student B,2,wod-train,none
FOD,ADE dec1-9,3175,0.39833584427833557,0.2765700185845592,0.5498025171979598,cinque,student B,2,wod-train,none
FOD,ADE pre_onset dec1-9,252,0.4526679813861847,0.19892399344918152,0.8206426144492871,cinque,student B,2,wod-train,none
Intersections,RFS (rater),116,-0.11553495289547758,-0.34873307831862665,0.09546877342415626,cinque,student B,2,wod-train,none
Intersections,ADE dec1-9,4299,0.3658807873725891,0.2795753432827553,0.45839785709406816,cinque,student B,2,wod-train,none
Intersections,ADE pre_onset dec1-9,301,0.17214173078536987,0.0804768164914296,0.2768736917114615,cinque,student B,2,wod-train,none
all,RFS (rater),478,-3.082030671098055,-3.293995710034661,-2.862385637435709,lebowski,M-C pair,0,i3,none
all,ADE dec1-9,17389,5.3198347091674805,5.12255146937961,5.518679551500703,lebowski,M-C pair,0,i3,none
all,ADE pre_onset dec1-9,1245,4.193493366241455,3.7499738645368286,4.650502161094719,lebowski,M-C pair,0,i3,none
Pedestrians,RFS (rater),52,-3.1003276243990965,-3.716705727276872,-2.49231208623432,lebowski,M-C pair,0,i3,none
Pedestrians,ADE dec1-9,1637,5.346982955932617,4.658003703474731,6.136109179178797,lebowski,M-C pair,0,i3,none
Pedestrians,ADE pre_onset dec1-9,83,2.6310582160949707,1.6775577860654143,3.370071787579196,lebowski,M-C pair,0,i3,none
Cyclists,RFS (rater),71,-2.817123631458802,-3.4051742531546316,-2.206590461240972,lebowski,M-C pair,0,i3,none
Cyclists,ADE dec1-9,2326,5.729000091552734,5.138803350277625,6.365744621834081,lebowski,M-C pair,0,i3,none
Cyclists,ADE pre_onset dec1-9,206,4.8336100578308105,3.5110652983010464,6.301527212137345,lebowski,M-C pair,0,i3,none
Cut_ins,RFS (rater),20,-3.4208278634342904,-4.376512279505489,-2.3838372987029377,lebowski,M-C pair,0,i3,none
Cut_ins,ADE dec1-9,724,6.094616413116455,4.930994281377855,7.265047638924474,lebowski,M-C pair,0,i3,none
Cut_ins,ADE pre_onset dec1-9,16,4.090956687927246,1.1152920921643574,6.438717806339264,lebowski,M-C pair,0,i3,none
FOD,RFS (rater),78,-3.3107585892991813,-3.840341128088057,-2.7739577941500535,lebowski,M-C pair,0,i3,none
FOD,ADE dec1-9,3175,5.08905029296875,4.705097753002863,5.479145578841626,lebowski,M-C pair,0,i3,none
FOD,ADE pre_onset dec1-9,252,4.358984470367432,3.569696413943071,5.29775012080943,lebowski,M-C pair,0,i3,none
Intersections,RFS (rater),116,-3.1976167394607256,-3.615811945135948,-2.7683226763943223,lebowski,M-C pair,0,i3,none
Intersections,ADE dec1-9,4299,5.2734174728393555,4.89353321169002,5.651624100744432,lebowski,M-C pair,0,i3,none
Intersections,ADE pre_onset dec1-9,301,3.7343621253967285,2.874547576177706,4.721115246984176,lebowski,M-C pair,0,i3,none
all,RFS (rater),478,-0.42840147871951295,-0.57422167801778,-0.2867549624543172,lebowski,M-C pair,0,i3,g2
all,ADE dec1-9,17389,0.48462480306625366,0.43813479604025934,0.5330175208875529,lebowski,M-C pair,0,i3,g2
all,ADE pre_onset dec1-9,1245,0.206112340092659,0.11260826971144063,0.30403133178775155,lebowski,M-C pair,0,i3,g2
Pedestrians,RFS (rater),52,-0.3783746291890048,-0.8005313424348721,0.01638964249969042,lebowski,M-C pair,0,i3,g2
Pedestrians,ADE dec1-9,1637,0.5238643288612366,0.3898212716911847,0.6750786402702315,lebowski,M-C pair,0,i3,g2
Pedestrians,ADE pre_onset dec1-9,83,-0.061851270496845245,-0.3368428772687912,0.17875985331751243,lebowski,M-C pair,0,i3,g2
Cyclists,RFS (rater),71,-0.8255091678694471,-1.2954183802782269,-0.3760440859270489,lebowski,M-C pair,0,i3,g2
Cyclists,ADE dec1-9,2326,0.6718345880508423,0.5222842980874973,0.8402479413204479,lebowski,M-C pair,0,i3,g2
Cyclists,ADE pre_onset dec1-9,206,0.423159122467041,0.07529095420463308,0.8127732351306497,lebowski,M-C pair,0,i3,g2
Cut_ins,RFS (rater),20,-0.8490214694260907,-1.4723499998144622,-0.30445669333967323,lebowski,M-C pair,0,i3,g2
Cut_ins,ADE dec1-9,724,0.8187599778175354,0.5422822323524501,1.0761715316129354,lebowski,M-C pair,0,i3,g2
Cut_ins,ADE pre_onset dec1-9,16,0.16687966883182526,-0.3390927856618708,0.6483284503221511,lebowski,M-C pair,0,i3,g2
FOD,RFS (rater),78,-0.3827483093573717,-0.7432493034902715,-0.04897476342146931,lebowski,M-C pair,0,i3,g2
FOD,ADE dec1-9,3175,0.4266362488269806,0.33527554501680734,0.5259265064647481,lebowski,M-C pair,0,i3,g2
FOD,ADE pre_onset dec1-9,252,0.30678072571754456,0.12889968055672657,0.5178865979993691,lebowski,M-C pair,0,i3,g2
