route,variant,band,n,baseline_position_error_m_rms,baseline_position_error_m_p95_abs,baseline_position_error_m_max_abs,baseline_position_error_m_mean,baseline_left_error_m_rms,baseline_left_error_m_p95_abs,baseline_left_error_m_max_abs,baseline_left_error_m_mean,baseline_heading_error_deg_rms,baseline_heading_error_deg_p95_abs,baseline_heading_error_deg_max_abs,baseline_heading_error_deg_mean,candidate_position_error_m_rms,candidate_position_error_m_p95_abs,candidate_position_error_m_max_abs,candidate_position_error_m_mean,candidate_left_error_m_rms,candidate_left_error_m_p95_abs,candidate_left_error_m_max_abs,candidate_left_error_m_mean,candidate_heading_error_deg_rms,candidate_heading_error_deg_p95_abs,candidate_heading_error_deg_max_abs,candidate_heading_error_deg_mean,position_rms_change_m
26966,baseline-max,full,387,0.21172411253520687,0.45426683648118266,0.5837417641170477,0.16698707724027406,0.18795836912157896,0.4167577979897561,0.556900749722382,-0.1022162411565547,0.11623218806659151,0.30848583346856057,0.4794499569374615,-0.003554055823802473,0.14509557510361004,0.26240795741086737,0.5075700593994675,0.12093510856294683,0.12373477164966568,0.24237679873747597,0.4733598686664824,-0.059007008610910835,0.11623218806659151,0.30848583346856057,0.4794499569374615,-0.003554055823802473,-0.06662853743159683
26966,baseline-max,fixed_straight_approach_and_gap,87,0.2238665475035178,0.43573797399783,0.5075700593994675,0.19659158776566057,0.1923513592018688,0.417107120660243,0.4733598686664824,-0.10459641677875084,0.018691347138977285,0.036468755158058315,0.04195267412610235,0.0034335444165239223,0.22407482216000363,0.43573797399783,0.5075700593994675,0.19688800228279746,0.19259444569174733,0.417107120660243,0.4733598686664824,-0.10243157671489442,0.018691347138977285,0.036468755158058315,0.04195267412610235,0.0034335444165239223,0.00020827465648581844
26966,baseline-max,final5s,100,0.09537625684196607,0.15281986146894722,0.16556642784818257,0.08857017634008646,0.07886903377739335,0.13471041999409675,0.164880320406494,0.007896556951278772,0.02085738615537777,0.05641793540745128,0.09481198753145094,0.007885701988088615,0.09539271135945653,0.1528195807881242,0.16556217223515388,0.08858756800937345,0.07889557379028844,0.13470486259205366,0.1648758057484787,0.007836337010552908,0.02085738615537777,0.05641793540745128,0.09481198753145094,0.007885701988088615,1.6454517490452347e-05
26966,baseline-max,window_1,70,0.35796225693818357,0.5341944225468876,0.5837417641170477,0.3156580969092399,0.3299819770195487,0.5148070615699724,0.556900749722382,-0.2881257365798634,0.2532080184873246,0.4493088645236962,0.4794499569374615,0.010918353421827355,0.11209939370649843,0.18445663870599444,0.22412815740868816,0.09847164548051937,0.10108192436499894,0.1747133546714574,0.20991121297102255,-0.08510889669257807,0.2532080184873246,0.4493088645236962,0.4794499569374615,0.010918353421827355,-0.24586286323168513
26966,short-max,full,388,0.2119604609055336,0.45243735992468054,0.5991305931941241,0.16685455892284956,0.18817732288075587,0.4206550465370949,0.5718534216149068,-0.10188880476586748,0.1274653187131505,0.32833214283891277,0.6042980195592773,-0.002217377984566834,0.14508191290569872,0.2617506794789039,0.5075700593994675,0.12098731245423691,0.12366249690497827,0.24203034006929675,0.4733598686664824,-0.05885449813323079,0.1274653187131505,0.32833214283891277,0.6042980195592773,-0.002217377984566834,-0.06687854799983489
26966,short-max,fixed_straight_approach_and_gap,87,0.223865930379905,0.43573797399783,0.5075700593994675,0.19658963378155422,0.192351212501681,0.417107120660243,0.4733598686664824,-0.1046131595806861,0.019450278605029032,0.03716125181651446,0.04195267412610235,0.00343524870918626,0.22407515914681042,0.43573797399783,0.5075700593994675,0.19688797899640628,0.19259567336423047,0.417107120660243,0.4733598686664824,-0.10243246980260844,0.019450278605029032,0.03716125181651446,0.04195267412610235,0.00343524870918626,0.0002092287669054338
26966,short-max,final5s,100,0.0956865923056586,0.15283618613883942,0.16556524701423717,0.0890245008885797,0.07901798097805023,0.1347116667310585,0.16488258092123495,0.00838681990624495,0.008333919383051315,0.02208089212862632,0.03717462263311316,0.002206512530795508,0.09570326555490967,0.1528359043319425,0.16556097862358118,0.08904279927203924,0.0790442477819902,0.1347061019089886,0.16487806023542492,0.00832953457912478,0.008333919383051315,0.02208089212862632,0.03717462263311316,0.002206512530795508,1.667324925107294e-05
26966,short-max,window_1,71,0.360683608938444,0.5440971066109144,0.5991305931941241,0.31717292431795696,0.3323338632421211,0.5286551635310701,0.5718534216149068,-0.2889339356787771,0.28637148215263364,0.5584351051230556,0.6042980195592773,0.015374049062350204,0.11525679387945216,0.19305057501688105,0.23305747836824003,0.10100649921295965,0.10365955453628273,0.17882481531264222,0.21188372211035128,-0.08725789780998089,0.28637148215263364,0.5584351051230556,0.6042980195592773,0.015374049062350204,-0.24542681505899183
24240,baseline-max,full,434,0.12829987744397997,0.206513248916545,0.5075689132605623,0.10462110845329202,0.0752641775621444,0.13664402881363596,0.23531008000833972,-0.006935371946047282,0.04873984137881588,0.09629942140299665,0.25502976244648373,1.1866631737327997e-05,0.1413439796532505,0.26558318120096086,0.5075689132605623,0.11793656843967293,0.0936524928684667,0.1876030291769075,0.26870293379674515,-0.05129390882362203,0.04873984137881588,0.09629942140299665,0.25502976244648373,1.1866631737327997e-05,0.01304410220927052
24240,baseline-max,fixed_straight_approach_and_gap,71,0.23608787903074868,0.45985691654764516,0.5075689132605623,0.20771061510076744,0.1136175557485183,0.19481554686144933,0.23531008000833972,-0.03973938255075947,0.02569315907687686,0.045953234888568256,0.05669283473440824,-0.002999643631609466,0.23598618825499676,0.45985691654764516,0.5075689132605623,0.20723405411440915,0.11340665086629928,0.19794944774444567,0.23531008000833972,-0.039159785909552165,0.02569315907687686,0.045953234888568256,0.05669283473440824,-0.002999643631609466,-0.00010169077575192254
24240,baseline-max,final5s,100,0.09485142716355623,0.14967852511971913,0.16714257883771017,0.08856092305313223,0.06082208498396729,0.11791970596152797,0.15379758439888222,-0.023697487766395294,0.03566847322298769,0.09175462542539331,0.15701154744185852,0.01764984734409775,0.09507033345798192,0.14971646671279065,0.1669318213680412,0.08881810501511313,0.061194108604249536,0.11813818987308604,0.15384647415429778,-0.024904328799738296,0.03566847322298769,0.09175462542539331,0.15701154744185852,0.01764984734409775,0.00021890629442569698
24240,baseline-max,window_1,117,0.09470340042573504,0.15414405500467704,0.17665855705451514,0.08522457180599664,0.072689642229547,0.1288062702043443,0.14953253744982614,0.008395509190632722,0.03456547405009597,0.07398573694040976,0.08974284749206825,-0.008678341318226063,0.13591433036729136,0.25887843101565183,0.2915224660551912,0.11519404657673082,0.11948883185804882,0.24483424036042215,0.26870293379674515,-0.07990730264242266,0.03456547405009597,0.07398573694040976,0.08974284749206825,-0.008678341318226063,0.041210929941556326
24240,short-max,full,434,0.128310387793579,0.20647986028150442,0.5075689132605623,0.10461493198598275,0.07529721127556668,0.1366132052594459,0.23531008000833972,-0.006508593561345448,0.04655579006541533,0.08866599415729247,0.22021158069242358,-0.0006503591904283474,0.1412930065115576,0.26553732677042347,0.5075689132605623,0.11785800741706572,0.09359098831702467,0.18769118600818008,0.2687471677964737,-0.05088624819063884,0.04655579006541533,0.08866599415729247,0.22021158069242358,-0.0006503591904283474,0.012982618717978595
24240,short-max,fixed_straight_approach_and_gap,71,0.2361011827374799,0.45985691654764516,0.5075689132605623,0.2077386430144459,0.11364504366416187,0.19481554686144933,0.23531008000833972,-0.039770721075483254,0.02603317738494344,0.04722564035265504,0.05962348509265996,-0.0030517467214460315,0.23598630310982854,0.45985691654764516,0.5075689132605623,0.20723341422077537,0.11340683673606382,0.19794944774444567,0.23531008000833972,-0.03915914038245957,0.02603317738494344,0.04722564035265504,0.05962348509265996,-0.0030517467214460315,-0.00011487962765135973
24240,short-max,final5s,100,0.09471909741391878,0.14966078653477347,0.1671125192395465,0.08841925013493372,0.060642641391945896,0.11780064624603033,0.15377394153034044,-0.02302594939606553,0.04574253895768981,0.11803616480436574,0.2012837140592042,0.022093192834705174,0.09491866237039687,0.14969903722644945,0.16689737843734723,0.08866123167010655,0.06098430008275995,0.11802094021353987,0.1538232363187292,-0.024242788647436023,0.04574253895768981,0.11803616480436574,0.2012837140592042,0.022093192834705174,0.00019956495647809047
