route,variant,band,n,baseline_position_error_m_rms,baseline_position_error_m_p95_abs,baseline_position_error_m_max_abs,baseline_position_error_m_mean,baseline_left_error_m_rms,baseline_left_error_m_p95_abs,baseline_left_error_m_max_abs,baseline_left_error_m_mean,baseline_heading_error_deg_rms,baseline_heading_error_deg_p95_abs,baseline_heading_error_deg_max_abs,baseline_heading_error_deg_mean,candidate_position_error_m_rms,candidate_position_error_m_p95_abs,candidate_position_error_m_max_abs,candidate_position_error_m_mean,candidate_left_error_m_rms,candidate_left_error_m_p95_abs,candidate_left_error_m_max_abs,candidate_left_error_m_mean,candidate_heading_error_deg_rms,candidate_heading_error_deg_p95_abs,candidate_heading_error_deg_max_abs,candidate_heading_error_deg_mean,position_rms_change_m
24240,short-max,window_1,117,0.09487748760790714,0.1540840732241241,0.17678573964211622,0.08530630654616002,0.07288933164922969,0.1286666122748884,0.14947001286667339,0.008321841203129671,0.037261398005389926,0.08230781560745079,0.10071439889755286,-0.008451658518437034,0.13592396863479853,0.2588864356471753,0.29157141232769795,0.11520520384326842,0.11949545828551411,0.24490795371614732,0.2687471677964737,-0.07990517038559791,0.037261398005389926,0.08230781560745079,0.10071439889755286,-0.008451658518437034,0.04104648102689139
17563,baseline-max,full,559,0.14582806446265334,0.269006240409443,0.5071540265299543,0.12359032362995541,0.10631299123671839,0.22448505017146342,0.43416131828165183,0.05048250133434582,0.18357803470991857,0.4717203046843876,0.8557066616418751,-0.0024903293237871363,0.1387946795354364,0.25268283033065636,0.5071540265299543,0.11738095142159097,0.10039299018026383,0.20250228390669164,0.43416131828165183,0.050884394425321625,0.18357803470991857,0.4717203046843876,0.8557066616418751,-0.0024903293237871363,-0.007033384927216946
17563,baseline-max,fixed_straight_approach_and_gap,161,0.1731309333242621,0.34901927411091,0.5071540265299543,0.1413222516374946,0.1427318521800745,0.3290857602370639,0.43416131828165183,0.07429671821978098,0.05954825725232576,0.09641915059110355,0.13858331524442927,-0.0048418395874785,0.17407919796536828,0.34901927411091,0.5071540265299543,0.1426845761251331,0.14406039647514382,0.3290857602370639,0.43416131828165183,0.07527208388358711,0.05954825725232576,0.09641915059110355,0.13858331524442927,-0.0048418395874785,0.0009482646411061724
17563,baseline-max,final5s,100,0.1348830936549229,0.21295110355670185,0.23567464950349581,0.12378334148459931,0.09949206756680269,0.20497606698354207,0.22659262173588737,0.05855912868859712,0.0209678906319261,0.0592720552049162,0.08794095594005122,0.007969362553128164,0.13487848903379349,0.21294551953161417,0.23567837134465808,0.12376729548567096,0.09948804184812299,0.2049817467312401,0.22659683595755636,0.058628142870770034,0.0209678906319261,0.0592720552049162,0.08794095594005122,0.007969362553128164,-4.604621129417064e-06
17563,baseline-max,window_1,70,0.19069705547609442,0.29847101534437465,0.34019790902407904,0.1741152035762691,0.09002367053978863,0.17038191947524609,0.2191836300128515,0.04793497250396551,0.3358920172391632,0.6740495954014868,0.8085033341001042,0.02318866397436082,0.16493686208451688,0.26813124073427436,0.29504183261363304,0.146345292410013,0.058931071415779475,0.1194365144955069,0.1336354303686995,0.03590539732040552,0.3358920172391632,0.6740495954014868,0.8085033341001042,0.02318866397436082,-0.025760193391577535
17563,baseline-max,window_2,71,0.12683182025181952,0.2395950779062111,0.2717349071035689,0.1089481879560086,0.09781837818799041,0.238336877126346,0.2688886230932682,0.043046983689832875,0.3584557222386037,0.7583197469466112,0.8557066616418751,0.016661301415665273,0.09335094778879122,0.15837998869494155,0.17261363606251542,0.08555012665487323,0.06217105422091116,0.14023378858450744,0.17253020337767694,0.03128789093478498,0.3584557222386037,0.7583197469466112,0.8557066616418751,0.016661301415665273,-0.033480872463028305
17563,short-max,full,559,0.14619650914730442,0.26881006788612954,0.508035883300034,0.12390330667887069,0.10624511517414935,0.22421269719613374,0.43447729516845907,0.050021212977944554,0.1748318173408258,0.5023823448352154,0.7850089890425433,0.00040541728771638526,0.1390476451195284,0.25413066389482203,0.508035883300034,0.11763260315539437,0.10020637068684392,0.20208571476904216,0.43447729516845907,0.05047004199818864,0.1748318173408258,0.5023823448352154,0.7850089890425433,0.00040541728771638526,-0.0071488640277760085
17563,short-max,fixed_straight_approach_and_gap,161,0.1735898479674399,0.34966645103483585,0.508035883300034,0.141885794409514,0.14278004694361635,0.32940173714988225,0.43447729516845907,0.07386121065710556,0.02782759624627173,0.0628712451534654,0.07168848366298464,0.009748646167013101,0.1744857573327867,0.34966645103483585,0.508035883300034,0.1431568247128724,0.144038412896445,0.32940173714988225,0.43447729516845907,0.07469217341768015,0.02782759624627173,0.0628712451534654,0.07168848366298464,0.009748646167013101,0.0008959093653468087
17563,short-max,final5s,100,0.13488153713547388,0.2132004259849299,0.23530556881095036,0.12395102096876817,0.0993150536598607,0.20455130961486712,0.22618380099398616,0.05747531198843728,0.01088744002670426,0.027999792040951984,0.0387013392604308,0.0030175143238275466,0.13487527158302653,0.21319425178620424,0.23530987167707088,0.12393173839186547,0.09930866895077049,0.20455785784258732,0.22618865960548734,0.05755487901909497,0.01088744002670426,0.027999792040951984,0.0387013392604308,0.0030175143238275466,-6.26555244734317e-06
17563,short-max,window_1,70,0.19284200540792745,0.30160512607792195,0.34543307971841836,0.17616562689821566,0.09224721653101388,0.17753688475060678,0.22618126088062934,0.048732699839312346,0.3349936283595756,0.6895566712046834,0.7850089890425433,0.023507957004570087,0.16609750168689816,0.2693086466274304,0.29607525524558814,0.14765393046877368,0.05921916396777146,0.11828290950905432,0.13078318044035547,0.036610552711012094,0.3349936283595756,0.6895566712046834,0.7850089890425433,0.023507957004570087,-0.026744503721029295
17563,short-max,window_2,71,0.12583790841996267,0.2382593249008448,0.26571095775425707,0.10815717628562482,0.09597757894838876,0.2311924178371007,0.2625366602768803,0.04312258490842672,0.34288957101437084,0.6923738027485182,0.745095819387345,0.013676082523612285,0.09294837808921191,0.1552780753040553,0.17343333749545836,0.08515644322269005,0.06100995184835401,0.14020926893507418,0.16900670249330854,0.03150720198876373,0.34288957101437084,0.6923738027485182,0.745095819387345,0.013676082523612285,-0.03288953033075076
