family,gate ttc plus,gate ttc minus,gate intrusion plus,gate intrusion minus,gate pedestrian plus,gate pedestrian minus,gate any plus,gate any minus
DynamicObjectCrossing,0.08379888268156424,0.0,0.08379888268156424,0.0,0.5810055865921788,0.0,0.5810055865921788,0.0
HighwayCutIn,0.0014492753623188406,0.0014492753623188406,0.3333333333333333,0.050724637681159424,0.0,0.0,0.3333333333333333,0.050724637681159424
Light,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.0,0.0,0.014705882352941176,0.014705882352941176
OppositeVehicleRunningRedLight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ParkingCrossingPedestrian,0.04020100502512563,0.0,0.04020100502512563,0.0,0.36683417085427134,0.0,0.36683417085427134,0.0
ParkingCutIn,0.06593406593406594,0.045787545787545784,0.15934065934065933,0.1391941391941392,0.0,0.0,0.15934065934065933,0.1391941391941392
PedestrianCrossing,0.004137931034482759,0.0,0.006896551724137931,0.002758620689655172,0.36551724137931035,0.0,0.3682758620689655,0.002758620689655172
StaticCutIn,0.0020920502092050207,0.0020920502092050207,0.0020920502092050207,0.0020920502092050207,0.0,0.0,0.0020920502092050207,0.0020920502092050207
VehicleTurningRoutePedestrian,0.05915178571428571,0.05357142857142857,0.13727678571428573,0.1328125,0.036830357142857144,0.0,0.1640625,0.13392857142857142
