arm,ped_reactive,ped_flip,ped_lo,ped_hi,null_ff_oos,cutin_flip,cutin_delta_vs_prior,cutin_lo,cutin_hi,a_ped,b_cutin,c_null,pass
prior [cinque],309,0.006472491909385114,0.0,0.022222222222222223,0.04931247210902368,0.004219409282700422,0.0,0.0,0.0,False,True,True,False
M-C pair [cinque],309,0.009708737864077669,0.0,0.02702964592499475,0.050176785880668304,0.016877637130801686,0.012658227848101266,0.0,0.029665760182140122,False,True,True,False
M-C pair (mu=0) [cinque],309,0.006472491909385114,0.0,0.017292817403138,0.0503839759904668,0.06329113924050633,0.05907172995780591,0.010749263749058284,0.11752272941297329,False,True,True,False
M-C pair qwen [cinque],309,0.006472491909385114,0.0,0.022222222222222223,0.050012504965206775,0.004219409282700422,0.0,-0.006186529494802583,0.006424673620225181,False,True,True,False
M-C pair op [cinque],309,0.006472491909385114,0.0,0.022222222222222223,0.048445215992624524,0.014767932489451477,0.010548523206751054,0.0,0.02553212389750449,False,True,True,False
M-C hard [cinque],309,0.003236245954692557,0.0,0.011111111111111112,0.048732339801587886,0.004219409282700422,0.0,-0.005759552292103736,0.006224066390041493,False,True,True,False
M-C uniform [cinque],309,0.006472491909385114,0.0,0.022222222222222223,0.0507154801661444,0.004219409282700422,0.0,0.0,0.0,False,True,True,False
prior [lebowski],309,0.003236245954692557,0.0,0.00967741935483871,0.05116394254581476,0.04008438818565401,0.0,0.0,0.0,False,True,True,False
M-C pair [lebowski],309,0.003236245954692557,0.0,0.00967741935483871,0.05034106679612983,0.06540084388185655,0.02531645569620253,0.004841453713542484,0.05201130319148935,False,True,True,False
M-C pair (mu=0) [lebowski],309,0.006472491909385114,0.0,0.022222222222222223,0.04943384383014825,0.10759493670886076,0.06751054852320675,0.030400627458791896,0.11200837004405283,False,True,True,False
M-C pair qwen [lebowski],309,0.003236245954692557,0.0,0.00967741935483871,0.05091825675881109,0.04430379746835443,0.004219409282700422,-0.003992415969663878,0.013132733680602601,False,True,True,False
M-C pair op [lebowski],309,0.0,0.0,0.0,0.05096116595314806,0.06329113924050633,0.023206751054852322,0.0021095936042638238,0.05000250501002003,False,True,True,False
M-C hard [lebowski],309,0.0,0.0,0.0,0.05083685188726896,0.04219409282700422,0.002109704641350211,-0.02278318096490808,0.02745120473818818,False,True,True,False
M-C uniform [lebowski],309,0.0,0.0,0.0,0.050959694780770795,0.046413502109704644,0.006329113924050633,-0.002461540456263411,0.018442622950819672,False,True,True,False
