arm,ped_reactive,ped_flip,ped_lo,ped_hi,null_ff_oos,cutin_flip,cutin_delta_vs_prior,cutin_lo,cutin_hi,a_ped,b_cutin,c_null,pass
prior [cinque],406,0.0024630541871921183,0.0,0.0079155672823219,0.0505208708096483,0.7692307692307693,0.0,0.0,0.0,False,True,True,False
E2 pair (a) [cinque],406,0.0049261083743842365,0.0,0.012225687952442587,0.05115566961680218,0.772189349112426,0.0029585798816568047,0.0,0.007374631268436578,False,True,True,False
E2 hard (a) [cinque],406,0.0024630541871921183,0.0,0.008000534759358286,0.05254399219693154,0.7559171597633136,-0.013313609467455622,-0.026163742764293695,-0.0014814814814814814,False,False,True,False
E2 uniform (a) [cinque],406,0.0024630541871921183,0.0,0.008000534759358286,0.04757912998984641,0.7677514792899408,-0.0014792899408284023,-0.00755344227776252,0.004411764705882353,False,True,True,False
E2 pair qwen (a) [cinque],406,0.0049261083743842365,0.0,0.012225687952442587,0.05115566961680218,0.772189349112426,0.0029585798816568047,0.0,0.007374631268436578,False,True,True,False
E2 pair op (a) [cinque],406,0.0024630541871921183,0.0,0.0079155672823219,0.0505208708096483,0.7692307692307693,0.0,0.0,0.0,False,True,True,False
prior [lebowski],406,0.027093596059113302,0.0030950284507815684,0.0589570498010525,0.051578602323331654,0.7056213017751479,0.0,0.0,0.0,False,True,True,False
E2 pair (a) [lebowski],406,0.027093596059113302,0.0030950284507815684,0.0589570498010525,0.05145987735751005,0.7071005917159763,0.0014792899408284023,0.0,0.004464285714285714,False,True,True,False
E2 hard (a) [lebowski],406,0.027093596059113302,0.0030950284507815684,0.0589570498010525,0.05053086449364002,0.7041420118343196,-0.0014792899408284023,-0.00606083597737619,0.0029895366218236174,False,True,True,False
E2 uniform (a) [lebowski],406,0.027093596059113302,0.0030950284507815684,0.0589570498010525,0.05071155030021027,0.7026627218934911,-0.0029585798816568047,-0.008836524300441826,0.002932551319648094,False,True,True,False
E2 pair qwen (a) [lebowski],406,0.027093596059113302,0.0030950284507815684,0.0589570498010525,0.05145987735751005,0.7071005917159763,0.0014792899408284023,0.0,0.004464285714285714,False,True,True,False
E2 pair op (a) [lebowski],406,0.027093596059113302,0.0030950284507815684,0.0589570498010525,0.051578602323331654,0.7056213017751479,0.0,0.0,0.0,False,True,True,False
