scope,judge,n,delta,lo,hi,model,arm
FOD,ADE pre_onset dec1-9,252,0.16464894232343308,0.011215816291002937,0.3157596252490763,cinque,E2 uniform (a)
Intersections,RFS (rater),116,-0.26108169349866683,-0.5243663840666111,-0.006708578246949706,cinque,E2 uniform (a)
Intersections,ADE dec1-9,4299,0.2528589740314511,0.2119932693635918,0.29410605490399655,cinque,E2 uniform (a)
Intersections,ADE pre_onset dec1-9,301,0.12753932864093692,0.020411287261902007,0.24135456395395008,cinque,E2 uniform (a)
all,RFS (rater),478,0.006523474959970191,-0.013254064265422034,0.026772498058128764,cinque,E2 pair qwen (a)
all,ADE dec1-9,17389,0.0049448542058013285,0.002069951440552854,0.007835046556854942,cinque,E2 pair qwen (a)
all,ADE pre_onset dec1-9,1245,0.008414412804013805,-0.003356589926431632,0.019856303473654437,cinque,E2 pair qwen (a)
Pedestrians,RFS (rater),52,-0.008518524504200644,-0.08147694615990896,0.06460725095424807,cinque,E2 pair qwen (a)
Pedestrians,ADE dec1-9,1637,0.009179390710711522,0.0009722477626913981,0.01763999975732454,cinque,E2 pair qwen (a)
Pedestrians,ADE pre_onset dec1-9,83,-0.011612585620424658,-0.045698042012201824,0.031162149237692914,cinque,E2 pair qwen (a)
Cyclists,RFS (rater),71,-0.011495661786221537,-0.06163769895833472,0.03475829481741444,cinque,E2 pair qwen (a)
Cyclists,ADE dec1-9,2326,0.0013597081932110039,-0.006561972499101634,0.009221672789685964,cinque,E2 pair qwen (a)
Cyclists,ADE pre_onset dec1-9,206,0.008510002587939816,-0.01567078855482701,0.03437455259517683,cinque,E2 pair qwen (a)
Cut_ins,RFS (rater),20,0.19061156190851586,0.03903644699569218,0.3861266060403024,cinque,E2 pair qwen (a)
Cut_ins,ADE dec1-9,724,0.01333454910652735,0.0017983169239500667,0.024827531565814926,cinque,E2 pair qwen (a)
Cut_ins,ADE pre_onset dec1-9,16,0.02099419531706293,-0.006190286161288305,0.06630166444764833,cinque,E2 pair qwen (a)
FOD,RFS (rater),78,-0.00832812816549646,-0.053249793244860906,0.03257141435554722,cinque,E2 pair qwen (a)
FOD,ADE dec1-9,3175,0.0030971616418243404,-0.0032691182555136342,0.009315494192368748,cinque,E2 pair qwen (a)
FOD,ADE pre_onset dec1-9,252,0.007295214353343352,-0.014754249605736534,0.029297247066977,cinque,E2 pair qwen (a)
Intersections,RFS (rater),116,0.0253643908811671,-0.016179849897980953,0.07066898652451045,cinque,E2 pair qwen (a)
Intersections,ADE dec1-9,4299,0.006399564228415552,0.0011492523805787663,0.011704834515667204,cinque,E2 pair qwen (a)
Intersections,ADE pre_onset dec1-9,301,0.024188826709802016,0.006300641213065187,0.04330612281274124,cinque,E2 pair qwen (a)
all,RFS (rater),478,0.0,0.0,0.0,cinque,E2 pair op (a)
all,ADE dec1-9,17389,1.850065705545403e-10,-9.035130160063679e-10,1.2761588300347968e-09,cinque,E2 pair op (a)
all,ADE pre_onset dec1-9,1245,-6.180641377053862e-09,-1.1723340650499386e-08,-5.304087940394092e-10,cinque,E2 pair op (a)
Pedestrians,RFS (rater),52,0.0,0.0,0.0,cinque,E2 pair op (a)
Pedestrians,ADE dec1-9,1637,1.3897263181454642e-09,-2.4601180805528603e-09,5.22985892739055e-09,cinque,E2 pair op (a)
Pedestrians,ADE pre_onset dec1-9,83,-1.730169381793385e-08,-4.145072497111235e-08,2.203500325209597e-09,cinque,E2 pair op (a)
Cyclists,RFS (rater),71,0.0,0.0,0.0,cinque,E2 pair op (a)
Cyclists,ADE dec1-9,2326,3.452569310478282e-10,-2.734466168110085e-09,3.364315115353895e-09,cinque,E2 pair op (a)
Cyclists,ADE pre_onset dec1-9,206,3.996726967450277e-09,-7.2071932517548595e-09,1.4515603740167993e-08,cinque,E2 pair op (a)
Cut_ins,RFS (rater),20,0.0,0.0,0.0,cinque,E2 pair op (a)
Cut_ins,ADE dec1-9,724,4.866906337579506e-09,7.965364250909572e-10,8.752790575925876e-09,cinque,E2 pair op (a)
Cut_ins,ADE pre_onset dec1-9,16,-1.4989611996085728e-08,-4.547702143260008e-08,3.980231584321814e-08,cinque,E2 pair op (a)
FOD,RFS (rater),78,0.0,0.0,0.0,cinque,E2 pair op (a)
FOD,ADE dec1-9,3175,-8.327058428203669e-10,-3.194159263779202e-09,1.517769595734012e-09,cinque,E2 pair op (a)
FOD,ADE pre_onset dec1-9,252,-2.7412757581968083e-09,-1.759776585857821e-08,1.2499099009479624e-08,cinque,E2 pair op (a)
Intersections,RFS (rater),116,0.0,0.0,0.0,cinque,E2 pair op (a)
Intersections,ADE dec1-9,4299,4.529442356303698e-10,-1.8891548844173852e-09,2.789420896852911e-09,cinque,E2 pair op (a)
Intersections,ADE pre_onset dec1-9,301,-7.14516233407662e-09,-1.9233805756506717e-08,5.65806769602665e-09,cinque,E2 pair op (a)
all,RFS (rater),478,0.002250772473166598,-0.022569457146307263,0.028669370299134186,lebowski,E2 pair (a)
all,ADE dec1-9,17389,0.005133631090524112,0.0022937489973992213,0.007992490091361968,lebowski,E2 pair (a)
all,ADE pre_onset dec1-9,1245,0.006647205144419717,-0.005439246060984144,0.018344451636469628,lebowski,E2 pair (a)
Pedestrians,RFS (rater),52,0.02997135700354316,-0.07295616437627483,0.17379896259455363,lebowski,E2 pair (a)
Pedestrians,ADE dec1-9,1637,0.008843320915941994,0.001447762885875463,0.016191548452466672,lebowski,E2 pair (a)
Pedestrians,ADE pre_onset dec1-9,83,-0.007844127651977895,-0.042726163090104755,0.035039915277816074,lebowski,E2 pair (a)
Cyclists,RFS (rater),71,-0.021155073208111868,-0.06799903932407193,0.022453701874549783,lebowski,E2 pair (a)
Cyclists,ADE dec1-9,2326,0.0035246307617179573,-0.004275135578785486,0.01128439149575985,lebowski,E2 pair (a)
Cyclists,ADE pre_onset dec1-9,206,0.011147251737300249,-0.01073991624438024,0.03906094598608001,lebowski,E2 pair (a)
Cut_ins,RFS (rater),20,0.051097494993597704,-0.012364931341374508,0.13404610233747258,lebowski,E2 pair (a)
Cut_ins,ADE dec1-9,724,0.00987075278755439,-0.004017996590571093,0.023407665550419822,lebowski,E2 pair (a)
Cut_ins,ADE pre_onset dec1-9,16,0.034557398490215455,3.7000999470460094e-05,0.0669807232560768,lebowski,E2 pair (a)
FOD,RFS (rater),78,-0.030275104683375093,-0.08146518905418706,0.010196241930476939,lebowski,E2 pair (a)
FOD,ADE dec1-9,3175,0.004275076086767186,-0.0028550403401249526,0.011319912101950293,lebowski,E2 pair (a)
FOD,ADE pre_onset dec1-9,252,0.005472510322017947,-0.015427358705365105,0.026223169161518674,lebowski,E2 pair (a)
Intersections,RFS (rater),116,0.042260649054809335,-0.0029115333740183246,0.09850602495372016,lebowski,E2 pair (a)
Intersections,ADE dec1-9,4299,0.006879493091873739,0.0022293679336368747,0.011445921100841819,lebowski,E2 pair (a)
Intersections,ADE pre_onset dec1-9,301,0.0236498572666943,0.0065240466715321835,0.04184876412104112,lebowski,E2 pair (a)
all,RFS (rater),478,0.00229736364669848,-0.05649374251121225,0.06126519861810573,lebowski,E2 hard (a)
all,ADE dec1-9,17389,0.1488568669602756,0.1322133699653626,0.16512468315310236,lebowski,E2 hard (a)
all,ADE pre_onset dec1-9,1245,0.07784729917420798,0.027299104740546355,0.130973151157868,lebowski,E2 hard (a)
Pedestrians,RFS (rater),52,-0.09733645395027356,-0.23869023392058686,0.04958832296622158,lebowski,E2 hard (a)
Pedestrians,ADE dec1-9,1637,0.13343916351383356,0.08433318003903481,0.18360671839383885,lebowski,E2 hard (a)
Pedestrians,ADE pre_onset dec1-9,83,0.19287390003185742,-0.047290758400279374,0.4042915309502895,lebowski,E2 hard (a)
Cyclists,RFS (rater),71,-0.016621602223494007,-0.0906275939025208,0.0601934625324167,lebowski,E2 hard (a)
Cyclists,ADE dec1-9,2326,0.11112588559997481,0.07092920183326923,0.1491023218709936,lebowski,E2 hard (a)
Cyclists,ADE pre_onset dec1-9,206,0.13259760810264928,0.027653199219838522,0.23404370584776452,lebowski,E2 hard (a)
Cut_ins,RFS (rater),20,0.43750288330773895,0.09747111095518385,0.8948481075764178,lebowski,E2 hard (a)
Cut_ins,ADE dec1-9,724,0.17927943044300812,0.09063032222089622,0.263474192792656,lebowski,E2 hard (a)
Cut_ins,ADE pre_onset dec1-9,16,0.17598300581241477,-0.22711245421031323,0.4216626248380558,lebowski,E2 hard (a)
FOD,RFS (rater),78,0.010039342721343488,-0.1449330071560772,0.16281937014143208,lebowski,E2 hard (a)
FOD,ADE dec1-9,3175,0.15880161128995632,0.11561589081050438,0.20155803128095556,lebowski,E2 hard (a)
FOD,ADE pre_onset dec1-9,252,0.017492568189423845,-0.08812474089282,0.13647451503688598,lebowski,E2 hard (a)
Intersections,RFS (rater),116,-0.01846419254436202,-0.1562280356044289,0.11744434739418169,lebowski,E2 hard (a)
Intersections,ADE dec1-9,4299,0.16377671726270546,0.1306042515795679,0.1975141232047884,lebowski,E2 hard (a)
Intersections,ADE pre_onset dec1-9,301,0.12730414104269186,0.03591280932184489,0.22947072781131,lebowski,E2 hard (a)
all,RFS (rater),478,-0.09339663217888455,-0.20241286666254865,0.01473235859893718,lebowski,E2 uniform (a)
all,ADE dec1-9,17389,0.28599125403805153,0.26138451471451973,0.3105372646814402,lebowski,E2 uniform (a)
all,ADE pre_onset dec1-9,1245,0.12543593237741063,0.0677064728138297,0.18450615722035663,lebowski,E2 uniform (a)
Pedestrians,RFS (rater),52,-0.01779920377078003,-0.2867527883157297,0.24862058710387222,lebowski,E2 uniform (a)
Pedestrians,ADE dec1-9,1637,0.2609845261476085,0.19161034501126958,0.33473244024141297,lebowski,E2 uniform (a)
Pedestrians,ADE pre_onset dec1-9,83,0.2082595678772004,-0.0695257632150375,0.4627557998853928,lebowski,E2 uniform (a)
Cyclists,RFS (rater),71,-0.24248936813484834,-0.4927571968641623,-0.010717007204768255,lebowski,E2 uniform (a)
Cyclists,ADE dec1-9,2326,0.23760513756970864,0.18258085069257082,0.29203300462995097,lebowski,E2 uniform (a)
Cyclists,ADE pre_onset dec1-9,206,0.18213161171505735,0.03645834516907418,0.32715706322067784,lebowski,E2 uniform (a)
Cut_ins,RFS (rater),20,0.2453683584400354,-0.39566143443401264,1.0055443861432538,lebowski,E2 uniform (a)
Cut_ins,ADE dec1-9,724,0.37525929593233043,0.22465764488226034,0.5229814642589372,lebowski,E2 uniform (a)
Cut_ins,ADE pre_onset dec1-9,16,0.1930552811823516,-0.1997108628184364,0.45350003215765977,lebowski,E2 uniform (a)
FOD,RFS (rater),78,-0.21894036537043574,-0.5096061867028918,0.04043591158138018,lebowski,E2 uniform (a)
FOD,ADE dec1-9,3175,0.3079474132433683,0.24416339119492075,0.37084333300070194,lebowski,E2 uniform (a)
FOD,ADE pre_onset dec1-9,252,0.08238463826018985,-0.03607025948717951,0.21029512438648096,lebowski,E2 uniform (a)
Intersections,RFS (rater),116,-0.1564933327139787,-0.39447019249045867,0.07374712584278759,lebowski,E2 uniform (a)
Intersections,ADE dec1-9,4299,0.27817286422382986,0.22884599023033056,0.3283787024252513,lebowski,E2 uniform (a)
Intersections,ADE pre_onset dec1-9,301,0.12556426994997893,0.03434141071245955,0.22699440093519022,lebowski,E2 uniform (a)
all,RFS (rater),478,0.0022507753822688646,-0.02256945064489324,0.02866937799902231,lebowski,E2 pair qwen (a)
all,ADE dec1-9,17389,0.0051336310210142065,0.0022937487691181606,0.007992489867554728,lebowski,E2 pair qwen (a)
all,ADE pre_onset dec1-9,1245,0.00664720509536738,-0.005439246225237444,0.018344451530789813,lebowski,E2 pair qwen (a)
Pedestrians,RFS (rater),52,0.029971345733435493,-0.07295617134421704,0.1737989411854198,lebowski,E2 pair qwen (a)
Pedestrians,ADE dec1-9,1637,0.008843320016135118,0.0014477618017972036,0.01619154784680887,lebowski,E2 pair qwen (a)
Pedestrians,ADE pre_onset dec1-9,83,-0.007844126107945073,-0.042726159073437506,0.03503991291182784,lebowski,E2 pair qwen (a)
Cyclists,RFS (rater),71,-0.021155080697329565,-0.067999041644177,0.022453696612017054,lebowski,E2 pair qwen (a)
Cyclists,ADE dec1-9,2326,0.0035246301906319767,-0.004275135337364018,0.01128439110777245,lebowski,E2 pair qwen (a)
Cyclists,ADE pre_onset dec1-9,206,0.01114725167345741,-0.010739915699937543,0.039060945727369435,lebowski,E2 pair qwen (a)
Cut_ins,RFS (rater),20,0.0510974890712224,-0.012364939735169722,0.13404608872577828,lebowski,E2 pair qwen (a)
Cut_ins,ADE dec1-9,724,0.009870752674225769,-0.004017998114315299,0.023407665916720305,lebowski,E2 pair qwen (a)
Cut_ins,ADE pre_onset dec1-9,16,0.0345574014955071,3.7004480893149114e-05,0.06698072544405487,lebowski,E2 pair qwen (a)
FOD,RFS (rater),78,-0.030275102194717515,-0.08146520372522413,0.010196246300565292,lebowski,E2 pair qwen (a)
FOD,ADE dec1-9,3175,0.004275076033559289,-0.0028550405691440683,0.011319912146555377,lebowski,E2 pair qwen (a)
FOD,ADE pre_onset dec1-9,252,0.005472511306618072,-0.015427358623641049,0.026223171741288177,lebowski,E2 pair qwen (a)
Intersections,RFS (rater),116,0.042260653055381805,-0.002911543892911263,0.09850606917622141,lebowski,E2 pair qwen (a)
Intersections,ADE dec1-9,4299,0.0068794931414043695,0.0022293683164323432,0.011445921417989228,lebowski,E2 pair qwen (a)
Intersections,ADE pre_onset dec1-9,301,0.023649857012748864,0.006524046297666884,0.04184876353991031,lebowski,E2 pair qwen (a)
all,RFS (rater),478,0.0,0.0,0.0,lebowski,E2 pair op (a)
all,ADE dec1-9,17389,-2.1013083973088976e-10,-1.35880733565494e-09,9.157510151029386e-10,lebowski,E2 pair op (a)
all,ADE pre_onset dec1-9,1245,-1.3620134625223283e-09,-6.9066999852087746e-09,4.0622562175853875e-09,lebowski,E2 pair op (a)
Pedestrians,RFS (rater),52,0.0,0.0,0.0,lebowski,E2 pair op (a)
Pedestrians,ADE dec1-9,1637,-1.287647316573915e-09,-5.336371417176409e-09,2.5662390958313957e-09,lebowski,E2 pair op (a)
Pedestrians,ADE pre_onset dec1-9,83,-4.150624417123717e-09,-3.315150585421241e-08,3.230221528734985e-08,lebowski,E2 pair op (a)
Cyclists,RFS (rater),71,0.0,0.0,0.0,lebowski,E2 pair op (a)
Cyclists,ADE dec1-9,2326,-1.0127205433822505e-10,-3.5116060579108435e-09,3.3601373640975618e-09,lebowski,E2 pair op (a)
Cyclists,ADE pre_onset dec1-9,206,2.6023933007198084e-09,-1.1937573873653663e-08,1.7676178700443307e-08,lebowski,E2 pair op (a)
Cut_ins,RFS (rater),20,0.0,0.0,0.0,lebowski,E2 pair op (a)
Cut_ins,ADE dec1-9,724,-5.170379877385547e-09,-1.031032175351986e-08,-1.8253609138408482e-10,lebowski,E2 pair op (a)
Cut_ins,ADE pre_onset dec1-9,16,-4.369042939933454e-09,-2.7988752944925938e-08,1.543320920505131e-08,lebowski,E2 pair op (a)
FOD,RFS (rater),78,0.0,0.0,0.0,lebowski,E2 pair op (a)
FOD,ADE dec1-9,3175,-1.1977693015022294e-11,-2.526034151695706e-09,2.5707701275031724e-09,lebowski,E2 pair op (a)
FOD,ADE pre_onset dec1-9,252,-5.108951466356901e-09,-1.3493190848279234e-08,3.1530940335796372e-09,lebowski,E2 pair op (a)
Intersections,RFS (rater),116,0.0,0.0,0.0,lebowski,E2 pair op (a)
Intersections,ADE dec1-9,4299,1.3122646681399654e-09,-9.407849628412313e-10,3.6055444890143505e-09,lebowski,E2 pair op (a)
Intersections,ADE pre_onset dec1-9,301,4.8980946211119296e-09,-3.480890224441332e-09,1.3016601750653198e-08,lebowski,E2 pair op (a)
