scope,judge,n,delta,lo,hi,model,arm
Intersections,ADE dec1-9,4299,2.6962181369861535,2.580910170703819,2.810749900754153,lebowski,E2 pair (b)
Intersections,ADE pre_onset dec1-9,301,2.510156417544972,2.095665661880509,2.911095713740193,lebowski,E2 pair (b)
all,RFS (rater),478,-3.328541670068769,-3.5429289668413357,-3.109539087336316,lebowski,E2 pair (c)
all,ADE dec1-9,17389,11.540511137508542,11.106734186900326,11.962839254320134,lebowski,E2 pair (c)
all,ADE pre_onset dec1-9,1245,10.551206420393516,9.558644115095513,11.574407278649938,lebowski,E2 pair (c)
Pedestrians,RFS (rater),52,-3.636259081704476,-4.207192616611484,-3.048373721749544,lebowski,E2 pair (c)
Pedestrians,ADE dec1-9,1637,12.138610348385948,10.776540815590247,13.484396777476247,lebowski,E2 pair (c)
Pedestrians,ADE pre_onset dec1-9,83,13.308817828340134,9.182342487164906,17.149843815664155,lebowski,E2 pair (c)
Cyclists,RFS (rater),71,-2.9455564251729136,-3.4991755516141687,-2.3874180747845895,lebowski,E2 pair (c)
Cyclists,ADE dec1-9,2326,9.502355848548984,8.44444181325959,10.619065422492696,lebowski,E2 pair (c)
Cyclists,ADE pre_onset dec1-9,206,8.095934886068589,6.411190378234446,9.922145779786272,lebowski,E2 pair (c)
Cut_ins,RFS (rater),20,-3.594166437356106,-4.4753679936693835,-2.6670847665492152,lebowski,E2 pair (c)
Cut_ins,ADE dec1-9,724,11.918813541358437,9.50594801694028,14.40302730388547,lebowski,E2 pair (c)
Cut_ins,ADE pre_onset dec1-9,16,13.222291039165867,10.74604893814204,16.406030883339362,lebowski,E2 pair (c)
FOD,RFS (rater),78,-3.5086657238399916,-4.083894353497316,-2.9103385997303786,lebowski,E2 pair (c)
FOD,ADE dec1-9,3175,11.776819895423236,10.7994728828941,12.772122377959025,lebowski,E2 pair (c)
FOD,ADE pre_onset dec1-9,252,10.275947099327583,8.104717003919873,12.530600009126388,lebowski,E2 pair (c)
Intersections,RFS (rater),116,-3.352901397053243,-3.7789344337172084,-2.921754458882521,lebowski,E2 pair (c)
Intersections,ADE dec1-9,4299,12.000081065022279,11.132427933781194,12.916215398061786,lebowski,E2 pair (c)
Intersections,ADE pre_onset dec1-9,301,11.77672492754537,9.618692823257266,13.976410359601491,lebowski,E2 pair (c)
all,RFS (rater),478,-0.5379156197445097,-0.7136930818855969,-0.3639743037381743,lebowski,E2 hard (a)
all,ADE dec1-9,17389,0.260608627102582,0.23771818958529736,0.28434276608853737,lebowski,E2 hard (a)
all,ADE pre_onset dec1-9,1245,0.21819383280085367,0.12701085539646856,0.3089394426067735,lebowski,E2 hard (a)
Pedestrians,RFS (rater),52,-0.44605729030550634,-0.9560655036978031,0.036380067554757874,lebowski,E2 hard (a)
Pedestrians,ADE dec1-9,1637,0.18596524392015848,0.128181947200902,0.24725582513723512,lebowski,E2 hard (a)
Pedestrians,ADE pre_onset dec1-9,83,-0.013275465615923136,-0.2543396338880611,0.2693264785180931,lebowski,E2 hard (a)
Cyclists,RFS (rater),71,-0.7919724913531295,-1.243804999677689,-0.37149239074558654,lebowski,E2 hard (a)
Cyclists,ADE dec1-9,2326,0.2429782232632706,0.18223947610236135,0.3038847883945093,lebowski,E2 hard (a)
Cyclists,ADE pre_onset dec1-9,206,0.1678408568237042,-0.021676274327255517,0.3941143643985449,lebowski,E2 hard (a)
Cut_ins,RFS (rater),20,-0.08953241019723981,-0.6831574963952417,0.6019712117422531,lebowski,E2 hard (a)
Cut_ins,ADE dec1-9,724,0.238513888397106,0.14562526407762913,0.3292450448948651,lebowski,E2 hard (a)
Cut_ins,ADE pre_onset dec1-9,16,-0.026847556338430723,-0.4730146248745682,0.5220763181984353,lebowski,E2 hard (a)
FOD,RFS (rater),78,-0.25294871475952024,-0.6694735153389674,0.16057949714115216,lebowski,E2 hard (a)
FOD,ADE dec1-9,3175,0.2955190239445083,0.23646880764566527,0.3567456408207706,lebowski,E2 hard (a)
FOD,ADE pre_onset dec1-9,252,0.37292375341060985,0.1870648639537258,0.5797172376667772,lebowski,E2 hard (a)
Intersections,RFS (rater),116,-0.6317092625644494,-1.0364851690286045,-0.2331553599985562,lebowski,E2 hard (a)
Intersections,ADE dec1-9,4299,0.2617334912714258,0.21518268862925322,0.30772646955696803,lebowski,E2 hard (a)
Intersections,ADE pre_onset dec1-9,301,0.03260390753311467,-0.14693587781001635,0.21596667587077814,lebowski,E2 hard (a)
all,RFS (rater),478,-0.9318146135813111,-1.129437198388162,-0.7368170090007343,lebowski,E2 uniform (a)
all,ADE dec1-9,17389,0.5722169036197241,0.5315107170415914,0.6144422153907043,lebowski,E2 uniform (a)
all,ADE pre_onset dec1-9,1245,0.3978375040769062,0.27000255416816016,0.5261740419236139,lebowski,E2 uniform (a)
Pedestrians,RFS (rater),52,-1.109952333505976,-1.71223378152061,-0.538661546203358,lebowski,E2 uniform (a)
Pedestrians,ADE dec1-9,1637,0.418474200782004,0.31098818998352157,0.5429565258074422,lebowski,E2 uniform (a)
Pedestrians,ADE pre_onset dec1-9,83,0.08987685774246947,-0.23128001296493841,0.4182319659606843,lebowski,E2 uniform (a)
Cyclists,RFS (rater),71,-1.0519325671682764,-1.5618168687019551,-0.5625736195934321,lebowski,E2 uniform (a)
Cyclists,ADE dec1-9,2326,0.5357766787053418,0.4276257373867836,0.6497162594358437,lebowski,E2 uniform (a)
Cyclists,ADE pre_onset dec1-9,206,0.29463542670115367,0.03823664219564173,0.5910213073145129,lebowski,E2 uniform (a)
Cut_ins,RFS (rater),20,-0.38301204320930593,-1.0891525191257212,0.3913425774918595,lebowski,E2 uniform (a)
Cut_ins,ADE dec1-9,724,0.4656613145421756,0.29775617716461417,0.6358067781987763,lebowski,E2 uniform (a)
Cut_ins,ADE pre_onset dec1-9,16,0.12236620756071975,-0.8325462912418613,0.9448808475575294,lebowski,E2 uniform (a)
FOD,RFS (rater),78,-0.6179728562841558,-1.0827371299930348,-0.1430292330864714,lebowski,E2 uniform (a)
FOD,ADE dec1-9,3175,0.6403313081407699,0.5353354164410206,0.7513187765098359,lebowski,E2 uniform (a)
FOD,ADE pre_onset dec1-9,252,0.6457868774705392,0.34571228538378235,0.978678907588371,lebowski,E2 uniform (a)
Intersections,RFS (rater),116,-1.0004126298530078,-1.446885738618642,-0.5425204167205142,lebowski,E2 uniform (a)
Intersections,ADE dec1-9,4299,0.617062810976509,0.5340797074851847,0.7009620870964758,lebowski,E2 uniform (a)
Intersections,ADE pre_onset dec1-9,301,0.15592062350179708,-0.06116955567134614,0.38054279383132295,lebowski,E2 uniform (a)
all,RFS (rater),478,-2.107505071676122,-2.3244112714557095,-1.8944704664547667,lebowski,E2 pair qwen (a)
all,ADE dec1-9,17389,1.635057742075553,1.5583959164321077,1.7136003577439631,lebowski,E2 pair qwen (a)
all,ADE pre_onset dec1-9,1245,1.3753823308426016,1.1607555357950268,1.5890152798528003,lebowski,E2 pair qwen (a)
Pedestrians,RFS (rater),52,-2.2732268036993917,-2.949919077557295,-1.5721606352355122,lebowski,E2 pair qwen (a)
Pedestrians,ADE dec1-9,1637,1.9361623763087117,1.6703626642435618,2.210674673226323,lebowski,E2 pair qwen (a)
Pedestrians,ADE pre_onset dec1-9,83,2.0000619163390527,1.2565166214609944,2.906829924969154,lebowski,E2 pair qwen (a)
Cyclists,RFS (rater),71,-1.9408824222405994,-2.4649862629752626,-1.4318123578728288,lebowski,E2 pair qwen (a)
Cyclists,ADE dec1-9,2326,1.4579292258767664,1.2870497141387862,1.6408696987908313,lebowski,E2 pair qwen (a)
Cyclists,ADE pre_onset dec1-9,206,1.4234120531153482,1.0667610076700913,1.8340814199677393,lebowski,E2 pair qwen (a)
Cut_ins,RFS (rater),20,-2.2899638933529465,-3.499312422552934,-1.102515300911447,lebowski,E2 pair qwen (a)
Cut_ins,ADE dec1-9,724,2.329594353651854,1.7858933720970473,2.9089953304320413,lebowski,E2 pair qwen (a)
Cut_ins,ADE pre_onset dec1-9,16,2.5724597214347793,2.170372426214737,2.8400093152809647,lebowski,E2 pair qwen (a)
FOD,RFS (rater),78,-2.069248347983841,-2.6392469173172746,-1.5087514633701287,lebowski,E2 pair qwen (a)
FOD,ADE dec1-9,3175,1.6128418230511958,1.458611047152257,1.7745188549944142,lebowski,E2 pair qwen (a)
FOD,ADE pre_onset dec1-9,252,1.2916292111720475,0.7157332384203647,1.9020825678274436,lebowski,E2 pair qwen (a)
Intersections,RFS (rater),116,-2.076192124775357,-2.493636554449725,-1.6457939942508186,lebowski,E2 pair qwen (a)
Intersections,ADE dec1-9,4299,1.6134730973650855,1.4625022804739132,1.776310291892893,lebowski,E2 pair qwen (a)
Intersections,ADE pre_onset dec1-9,301,1.3941224340142422,0.9046590662121584,1.8685398559368922,lebowski,E2 pair qwen (a)
all,RFS (rater),478,-1.0271725324514664,-1.2181036644725696,-0.8344985819612575,lebowski,E2 pair op (a)
all,ADE dec1-9,17389,0.8368476117753236,0.7986281493717997,0.8747811612346817,lebowski,E2 pair op (a)
all,ADE pre_onset dec1-9,1245,0.9795045052612062,0.7849196550926889,1.1734964203440896,lebowski,E2 pair op (a)
