arm,ped_reactive,ped_flip,ped_lo,ped_hi,null_ff_oos,cutin_flip,cutin_delta_vs_prior,cutin_lo,cutin_hi,a_ped,b_cutin,c_null,pass
prior [cinque],406,0.0024630541871921183,0.0,0.0079155672823219,0.0505208708096483,0.7692307692307693,0.0,0.0,0.0,False,True,True,False
M-C pair [cinque],406,0.43349753694581283,0.350400550029417,0.5067287505095801,0.05095939366320486,0.8002958579881657,0.03106508875739645,0.005830691602904418,0.05794947994056464,True,True,True,True
M-C pair (mu=0) [cinque],406,0.37438423645320196,0.2749390087945383,0.4596173600410888,0.054731809496398276,0.6671597633136095,-0.10207100591715976,-0.17804409726540985,-0.03698088285422112,True,False,True,False
M-C pair qwen [cinque],406,0.4211822660098522,0.33498728746225964,0.5,0.04929764388906212,0.7144970414201184,-0.05473372781065089,-0.11062344337872927,-0.013759896946085218,True,False,True,False
M-C pair op [cinque],406,0.06896551724137931,0.02992456566225632,0.11601337674212112,0.05009753835575916,0.8505917159763313,0.08136094674556213,0.051846116027531954,0.1139980633401686,False,True,True,False
M-C hard [cinque],406,0.0,0.0,0.0,0.04923568304831347,0.7751479289940828,0.005917159763313609,-0.008784773060029283,0.02010588122819031,False,True,True,False
M-C uniform [cinque],406,0.0,0.0,0.0,0.050118325218461934,0.7795857988165681,0.010355029585798817,0.0014814814814814814,0.020958083832335328,False,True,True,False
prior [lebowski],406,0.027093596059113302,0.0030950284507815684,0.0589570498010525,0.051578602323331654,0.7056213017751479,0.0,0.0,0.0,False,True,True,False
M-C pair [lebowski],406,0.41625615763546797,0.3243885959129862,0.5,0.04956067765172412,0.772189349112426,0.06656804733727811,0.01622359143456671,0.12136654508850354,True,True,True,True
M-C pair (mu=0) [lebowski],406,0.35467980295566504,0.24458295863309354,0.4487020511224101,0.0495658743673998,0.6804733727810651,-0.02514792899408284,-0.11895148994699382,0.07185014490506887,True,True,True,True
M-C pair qwen [lebowski],406,0.3916256157635468,0.30268589655645495,0.4758492577986153,0.047320893195500445,0.643491124260355,-0.0621301775147929,-0.12464725253593577,-0.014792899408284023,True,False,True,False
M-C pair op [lebowski],406,0.17733990147783252,0.10659490124139318,0.24500082781456953,0.05198114791451802,0.8372781065088757,0.13165680473372782,0.07142046682515668,0.2059335641279261,False,True,True,False
M-C hard [lebowski],406,0.034482758620689655,0.009171198472331771,0.06467800506396587,0.05474739964342536,0.6982248520710059,-0.0073964497041420114,-0.02235552861623329,0.005988023952095809,False,True,True,False
M-C uniform [lebowski],406,0.034482758620689655,0.007978723404255319,0.06542903765867712,0.05221340113048553,0.7159763313609467,0.010355029585798817,-0.004418425065491939,0.02388238448476181,False,True,True,False
